|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |     note | scheduled |     name |       ra |      dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |            moonsep |                    rise |                    transit |                     set | maxalt |
| MS181101ab | 13:09:47 | -23:23:01 |    B,R |   60,60 |   3,3 |     2,2 |                    1.0 |  1151336 |     False |  1151336 | 197.4488 | -23.3838 |           41.00982 |  0.0034103917136311737 |    2.2 |                    1.0 |    0 |        0.5 | Target[name=MS181101ab, ra[deg]=197.4488, dec[deg]=-23.3838 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.4488, -23.3838)> | 87281bc74b3d40e9b54087bd37d261e3 |  52.66922332251448 | 2023-04-30T04:33:35.105 | 2023-04-30 06:02:31.709537 | 2023-04-30T07:31:25.645 |  34.05 |
| MS181101ab | 13:07:33 | -24:00:30 |    B,R |   60,60 |   3,3 |     2,2 |     0.6085186466728523 |  1151235 |     False |  1151235 | 196.8906 | -24.0086 |          47.736632 |  0.0013045059575642586 |    3.5 |     0.6085186466728523 |    1 |        0.5 | Target[name=MS181101ab, ra[deg]=196.8906, dec[deg]=-24.0086 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.8906, -24.0086)> | 6bd7b5f26e2f40659a254b8858c78420 |  52.68360761011331 | 2023-04-30T04:38:02.712 | 2023-04-30 06:00:18.687567 | 2023-04-30T07:22:31.099 |  33.42 |
| MS181101ab | 13:07:05 | -23:40:37 |    B,R |   60,60 |   3,3 |     2,2 |    0.47172028439399605 |  1151925 |     False |  1151925 | 196.7749 |  -23.677 |           41.62172 |  0.0027226465306364306 |    1.3 |    0.47172028439399605 |    2 |        0.9 |  Target[name=MS181101ab, ra[deg]=196.7749, dec[deg]=-23.677 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.7749, -23.677)> | cfa57edef2424d36ba6e08f44d4b6df2 |  52.38719574325787 | 2023-04-30T04:34:01.093 | 2023-04-30 05:59:51.038834 | 2023-04-30T07:25:37.039 |  33.75 |
| MS181101ab | 13:08:04 | -23:47:48 |    B,R |   60,60 |   3,3 |     2,2 |     0.4120000209367641 |  1261378 |     False |  1261378 |  197.018 | -23.7968 |          32.562444 |    0.00257615718393637 |    1.2 |     0.4120000209367641 |    3 |        0.9 |  Target[name=MS181101ab, ra[deg]=197.018, dec[deg]=-23.7968 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.018, -23.7968)> | 07ac158e5a55402a87e3f464c41cc07f |  52.63416148123634 | 2023-04-30T04:36:16.228 | 2023-04-30 06:00:49.056946 | 2023-04-30T07:25:18.447 |  33.63 |
| MS181101ab | 12:57:27 | -19:41:28 |    B,R |   60,60 |   3,3 |     2,2 |     0.3666859663343284 |  1151111 |      True |  1151111 | 194.3663 | -19.6913 |          49.459035 |  0.0008092410923136415 |    3.4 |     0.3666859663343284 |    4 |        0.9 | Target[name=MS181101ab, ra[deg]=194.3663, dec[deg]=-19.6913 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.3663, -19.6913)> | bdc80d208e9146c19ff298fa0c5b9b9d |  48.09838185609605 | 2023-04-30T03:48:08.912 | 2023-04-30 05:50:12.821008 | 2023-04-30T07:52:13.726 |  37.74 |
| MS181101ab | 13:06:56 | -23:55:01 |    B,R |   60,60 |   3,3 |     2,2 |     0.2973514050553863 |  1151752 |     False |  1151752 | 196.7355 | -23.9171 |          41.619489 |  0.0020283970928404445 |    1.1 |     0.2973514050553863 |    5 |        0.9 | Target[name=MS181101ab, ra[deg]=196.7355, dec[deg]=-23.9171 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.7355, -23.9171)> | f2304c075083483b850cc71fe14f0742 |  52.51651238859043 | 2023-04-30T04:36:26.346 | 2023-04-30 05:59:41.660168 | 2023-04-30T07:22:53.101 |  33.51 |
| MS181101ab | 12:51:18 | -14:34:24 |    B,R |   60,60 |   3,3 |     2,2 |    0.11368327318682198 |  1261457 |      True |  1261457 | 192.8274 | -14.5736 |          52.342726 |  0.0003160243077313784 |    2.7 |    0.11368327318682198 |    6 |        0.9 | Target[name=MS181101ab, ra[deg]=192.8274, dec[deg]=-14.5736 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.8274, -14.5736)> | 7651c64b38bb498bb1e48576eb02e479 |  43.73449851462748 | 2023-04-30T03:09:37.218 | 2023-04-30 05:43:59.077994 | 2023-04-30T08:18:26.433 |  42.86 |
| MS181101ab | 13:05:04 | -22:23:02 |    B,R |   60,60 |   3,3 |     2,2 |    0.09705845223690422 |  1159426 |     False |  1159426 | 196.2706 | -22.3839 |           35.06111 |   0.004856918688073823 |   0.15 |    0.09705845223690422 |    7 |        0.9 | Target[name=MS181101ab, ra[deg]=196.2706, dec[deg]=-22.3839 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.2706, -22.3839)> | 0c6904d972ed4106a5c7ca3f2f58d91f |  51.19485648077731 | 2023-04-30T04:18:29.445 | 2023-04-30 05:57:50.467450 | 2023-04-30T07:37:05.990 |  35.05 |
| MS181101ab | 13:07:37 | -23:34:44 |    B,R |   60,60 |   3,3 |     2,2 |    0.09336503240283517 |  1159936 |     False |  1159936 | 196.9072 | -23.5789 |          46.073292 |  0.0023360930032965857 |    0.3 |    0.09336503240283517 |    8 |        0.9 | Target[name=MS181101ab, ra[deg]=196.9072, dec[deg]=-23.5789 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.9072, -23.5789)> | a4e0b87e682d4158adecfe7e96af68bc | 52.415523692873535 | 2023-04-30T04:33:29.903 | 2023-04-30 06:00:22.599073 | 2023-04-30T07:27:11.530 |  33.85 |
| MS181101ab | 13:16:23 | -26:33:41 |    B,R |   60,60 |   3,3 |     2,2 |    0.05443880870394546 |  1156123 |     False |  1156123 | 199.0968 | -26.5616 |          46.961349 |  0.0005839767442587696 |    0.7 |    0.05443880870394546 |    9 |       0.95 | Target[name=MS181101ab, ra[deg]=199.0968, dec[deg]=-26.5616 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (199.0968, -26.5616)> | cb07edb910a44bf3968ac309e7563ebf |  55.85840909041065 | 2023-04-30T05:27:58.127 | 2023-04-30 06:09:04.966628 | 2023-04-30T06:50:13.107 |  30.87 |
