#	Observing Date = 2023-04-29
#	Observatory = RASA36
#	-18 deg sunset = 19:31
#	-18 deg sunrise = 05:49
#	Moon ra, dec = 9:46:30.87   18:42:38.88
#	Moon phase = 0.62
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|       name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                weight | note |
| MS181101ab | 12:42:21 | -12:51:25 |    18:49 |       22:57 |   03:09 |             54 |                   0.0 |  849 |
| MS181101ab | 12:42:59 | -15:25:42 |    18:44 |       22:58 |   03:15 |             56 |                   0.0 |  714 |
| MS181101ab | 12:48:43 | -18:00:00 |    18:45 |       23:03 |   03:26 |             58 | 0.0003109766745865928 |  581 |
| MS181101ab | 12:49:27 | -20:34:17 |    18:40 |       23:05 |   03:32 |             60 |                   0.0 |  449 |
| MS181101ab | 12:52:56 | -12:51:25 |    19:00 |       23:05 |   03:19 |             56 | 0.0008049974858554652 |  850 |
| MS181101ab | 12:53:43 | -15:25:42 |    18:55 |       23:06 |   03:26 |             58 |   0.20447010334510451 |  715 |
| MS181101ab | 12:59:32 | -18:00:00 |    18:55 |       23:11 |   03:37 |             60 |  0.015396301449838428 |  582 |
| MS181101ab | 13:00:27 | -20:34:17 |    18:51 |       23:13 |   03:43 |             62 |    0.3938681212451561 |  450 |
| MS181101ab | 13:01:23 | -23:08:34 |    18:47 |       23:15 |   03:48 |             64 |    0.9384000567890435 |  320 |
| MS181101ab | 13:04:28 | -15:25:42 |    19:06 |       23:14 |   03:36 |             60 |                   0.0 |  716 |
| MS181101ab | 13:08:34 | -25:42:51 |    18:50 |       23:22 |   04:00 |             67 |  0.007123826244073223 |  193 |
| MS181101ab | 13:09:40 | -28:17:08 |    18:46 |       23:24 |   04:06 |             68 |                   0.0 |   68 |
| MS181101ab | 13:10:22 | -18:00:00 |    19:06 |       23:19 |   03:47 |             62 |                   0.0 |  583 |
| MS181101ab | 13:11:27 | -20:34:17 |    19:02 |       23:20 |   03:54 |             64 |  0.004654046362165804 |  451 |
| MS181101ab | 13:12:33 | -23:08:34 |    18:58 |       23:22 |   04:00 |             66 |    3.0459444847787522 |  321 |
| MS181101ab | 13:20:00 | -25:42:51 |    19:01 |       23:28 |   04:12 |             69 |   0.05537797705793462 |  194 |
| MS181101ab | 13:21:17 | -28:17:08 |    18:58 |       23:29 |   04:17 |             70 |                   0.0 |   69 |
==============================================================================================================
