|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |     note | scheduled |     name |       ra |      dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 13:06:52 | -22:50:30 |    V,R | 120,120 |   5,5 |     1,1 |   0.000481571236193078 |  1329986 |     False |  1329986 |  196.719 | -22.8418 |          32.483862 |   0.003969232675633639 |  0.001 |   0.000481571236193078 |   41 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.719, dec[deg]=-22.8418 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.719, -22.8418)> | 428bd21ddc1e4edfae80fc3f9f439bdc |                         | 2023-04-26 14:06:38.004895 |                         |   29.4 |      93 |
| MS181101ab | 13:06:07 | -22:09:29 |    V,R | 120,120 |   5,5 |     1,1 | 0.00047905511787126265 | 13320960 |     False | 13320960 | 196.5304 | -22.1583 | 57.334618000000006 |  0.0003950355760431552 |   0.01 | 0.00047905511787126265 |   42 |        1.0 | Target[name=MS181101ab, ra[deg]=196.5304, dec[deg]=-22.1583 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.5304, -22.1583)> | c3eeec1395e54cf39686639383282fe5 | 2023-04-26T14:03:16.447 | 2023-04-26 14:06:04.179973 | 2023-04-26T14:12:54.586 |   30.1 |      93 |
| MS181101ab | 12:50:11 | -13:29:23 |    V,R | 120,120 |   5,5 |     1,1 |   0.000460651952841575 | 13042772 |      True | 13042772 | 192.5469 | -13.4898 |          46.724268 | 0.00038122859069836105 |   0.01 |   0.000460651952841575 |   43 |        1.0 | Target[name=MS181101ab, ra[deg]=192.5469, dec[deg]=-13.4898 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.5469, -13.4898)> | aa57957ed01144f794c17a6ce25e8bf3 | 2023-04-26T11:56:38.379 | 2023-04-26 13:54:56.273276 | 2023-04-26T16:18:21.015 |   38.8 |      85 |
| MS181101ab | 12:52:51 | -16:01:14 |    V,R | 120,120 |   5,5 |     1,1 | 0.00042182290847390204 | 13085189 |     False | 13085189 | 193.2156 | -16.0208 |          24.899676 |  0.0035209705282029436 |  0.001 | 0.00042182290847390204 |   44 |        1.0 | Target[name=MS181101ab, ra[deg]=193.2156, dec[deg]=-16.0208 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.2156, -16.0208)> | 86cafb2d5e2d48e98da5f41703125b67 | 2023-04-26T12:18:45.927 | 2023-04-26 13:56:39.325182 | 2023-04-26T15:58:09.425 |   36.3 |      87 |
| MS181101ab | 13:17:48 | -26:54:08 |    V,R | 120,120 |   5,5 |     1,1 |  0.0003468505169513456 |  1330029 |     False |  1330029 |   199.45 | -26.9025 |          34.048542 |  0.0004226414014398668 |  0.007 |  0.0003468505169513456 |   45 |        1.0 |   Target[name=MS181101ab, ra[deg]=199.45, dec[deg]=-26.9025 |   <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (199.45, -26.9025)> | b514d7bd8e5c478aa9e5395d7c7a0750 |                         | 2023-04-26 14:15:30.535541 |                         |   25.4 |      97 |
| MS181101ab | 12:54:17 | -14:08:44 |    V,R | 120,120 |   5,5 |     1,1 | 0.00034434553301389026 | 13136317 |      True | 13136317 | 193.5739 | -14.1456 |          28.824576 |  0.0002939696310859359 |   0.01 | 0.00034434553301389026 |   46 |        1.0 | Target[name=MS181101ab, ra[deg]=193.5739, dec[deg]=-14.1456 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.5739, -14.1456)> | 8886c9bfabac46b9821feb8bd12dd987 | 2023-04-26T12:05:38.260 | 2023-04-26 13:57:43.559555 | 2023-04-26T16:16:55.825 |   38.2 |      87 |
| MS181101ab | 12:52:57 | -17:42:21 |    V,R | 120,120 |   5,5 |     1,1 |  0.0003109766745865928 | 13090703 |     False | 13090703 | 193.2385 |  -17.706 |           35.95989 |  0.0026893460671724946 |  0.001 |  0.0003109766745865928 |   47 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.2385, dec[deg]=-17.706 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.2385, -17.706)> | c63d79e55bfd4ee4b2a705ab54a0e3e0 | 2023-04-26T12:32:35.492 | 2023-04-26 13:56:39.170928 | 2023-04-26T15:41:49.994 |   34.6 |      88 |
| MS181101ab | 12:57:02 | -19:31:07 |    V,R | 120,120 |   5,5 |     1,1 |  0.0003035420770377204 | 13106319 |     False | 13106319 | 194.2612 | -19.5186 |          35.862282 |  0.0026335679594034485 |  0.001 |  0.0003035420770377204 |   48 |        1.0 | Target[name=MS181101ab, ra[deg]=194.2612, dec[deg]=-19.5186 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.2612, -19.5186)> | b6df10a21ad9475c90eab462a112dd7e | 2023-04-26T13:01:54.274 | 2023-04-26 13:59:26.865331 | 2023-04-26T15:26:58.596 |   32.8 |      90 |
| MS181101ab | 13:09:18 | -24:23:04 |    V,R | 120,120 |   5,5 |     1,1 | 0.00020392874220157069 |  1329996 |     False |  1329996 |  197.329 | -24.3846 |          31.936342 |   0.001886218383424367 |  0.001 | 0.00020392874220157069 |   49 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.329, dec[deg]=-24.3846 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.329, -24.3846)> | 89008b8b25d94e08a909fa6cfb17c28b |                         | 2023-04-26 14:08:30.544015 |                         |   27.9 |      94 |
| MS181101ab | 12:54:03 | -15:50:06 |    V,R | 120,120 |   5,5 |     1,1 | 0.00016900463601482983 | 13142330 |     False | 13142330 | 193.5165 | -15.8352 | 21.262014999999998 |  0.0016242000904614722 |  0.001 | 0.00016900463601482983 |   50 |        1.0 | Target[name=MS181101ab, ra[deg]=193.5165, dec[deg]=-15.8352 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.5165, -15.8352)> | 39e7158ed8be4cf5896c7c94617f9a5e | 2023-04-26T12:18:27.163 | 2023-04-26 13:57:29.701171 | 2023-04-26T16:01:08.222 |   36.5 |      87 |
| MS181101ab | 13:05:24 | -23:30:09 |    V,R | 120,120 |   5,5 |     1,1 | 0.00011889567863732272 |  1325556 |     False |  1325556 |  196.354 | -23.5025 |          43.157472 |  0.0012482573704387754 |  0.001 | 0.00011889567863732272 |   51 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.354, dec[deg]=-23.5025 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.354, -23.5025)> | 6ca82d5cc3d4462fa3bcfd377efe6a2a |                         | 2023-04-26 14:05:29.462962 |                         |   28.8 |      93 |
| MS181101ab | 13:08:15 | -21:00:05 |    V,R | 120,120 |   5,5 |     1,1 |   7.44865467898337e-05 |  1329991 |     False |  1329991 |  197.064 | -21.0016 |          33.314656 |   0.000915077621859816 |  0.001 |   7.44865467898337e-05 |   52 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.064, dec[deg]=-21.0016 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.064, -21.0016)> | ba84469c84d743008e00c56914455260 | 2023-04-26T13:42:08.056 | 2023-04-26 14:07:45.625289 | 2023-04-26T15:12:11.206 |   31.3 |      93 |
| MS181101ab | 13:07:07 | -24:06:40 |    V,R | 120,120 |   5,5 |     1,1 | 5.3028395636308906e-05 |  1329987 |     False |  1329987 |  196.782 | -24.1114 |          26.170985 |   0.000754087728365536 |  0.001 | 5.3028395636308906e-05 |   53 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.782, dec[deg]=-24.1114 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.782, -24.1114)> | 84a14efd672f49a0b4ac94d24a9ed758 |                         | 2023-04-26 14:06:47.743889 |                         |   28.2 |      94 |
| MS181101ab | 12:55:35 | -15:01:03 |    V,R | 120,120 |   5,5 |     1,1 | 1.7967960860701564e-05 |  1331441 |     False |  1331441 |  193.899 | -15.0175 |          26.894647 |  0.0004910466294374483 |  0.001 | 1.7967960860701564e-05 |   54 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.899, dec[deg]=-15.0175 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.899, -15.0175)> | f9a5a03f643e418bb9d7722422c0d22f | 2023-04-26T12:13:33.463 | 2023-04-26 13:58:35.841387 | 2023-04-26T16:10:21.336 |   37.3 |      87 |
| MS181101ab | 12:55:26 | -19:47:06 |    V,R | 120,120 |   5,5 |     1,1 |  5.779150640438278e-06 | 13105857 |     False | 13105857 | 193.8614 |  -19.785 |          38.291529 | 0.00039960001574072975 |  0.001 |  5.779150640438278e-06 |   55 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.8614, dec[deg]=-19.785 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.8614, -19.785)> | 0a8f0277f88f4a019247107c9d2ff7a9 | 2023-04-26T13:05:25.652 | 2023-04-26 13:58:18.560572 | 2023-04-26T15:22:38.642 |   32.5 |      89 |
| MS181101ab | 13:13:32 | -23:51:41 |    V,R | 120,120 |   5,5 |     1,1 | 2.5770358223534785e-07 | 13384365 |     False | 13384365 | 198.3865 | -23.8616 |          50.329875 | 0.00035817532973331565 |  0.001 | 2.5770358223534785e-07 |   56 |        1.0 | Target[name=MS181101ab, ra[deg]=198.3865, dec[deg]=-23.8616 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.3865, -23.8616)> | 44322941b0e34451a1b7639073190aa4 |                         | 2023-04-26 14:11:57.180674 |                         |   28.4 |      95 |
| MS181101ab | 13:01:59 | -22:47:19 |    V,R | 120,120 |   5,5 |     1,1 |                    0.0 | 13217203 |     False | 13217203 | 195.4964 | -22.7887 |          44.900001 |  0.0003562419072329178 |  0.001 |                    0.0 |   57 |        1.0 | Target[name=MS181101ab, ra[deg]=195.4964, dec[deg]=-22.7887 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (195.4964, -22.7887)> | a246d8faf49745f09345d47007c54921 |                         | 2023-04-26 14:02:55.658445 |                         |   29.5 |      92 |
