name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
1151336,197.449,-23.384,41.010,0.0034103917136311737,2.200000047683716,1.000,0,0.5,MS181101ab,1151336,1.000
1151235,196.891,-24.009,47.737,0.0013045059575642586,3.5,0.609,1,0.5,MS181101ab,1151235,0.609
1151925,196.775,-23.677,41.622,0.0027226465306364306,1.2999999523162842,0.472,2,0.9,MS181101ab,1151925,0.472
1261378,197.018,-23.797,32.562,0.00257615718393637,1.2000000476837158,0.412,3,0.9,MS181101ab,1261378,0.412
1151111,194.366,-19.691,49.459,0.0008092410923136415,3.4000000953674316,0.367,4,0.9,MS181101ab,1151111,0.367
1151752,196.735,-23.917,41.619,0.0020283970928404445,1.100000023841858,0.297,5,0.9,MS181101ab,1151752,0.297
1261457,192.827,-14.574,52.343,0.0003160243077313784,2.700000047683716,0.114,6,0.9,MS181101ab,1261457,0.114
1159426,196.271,-22.384,35.061,0.004856918688073823,0.15000000596046448,0.097,7,0.9,MS181101ab,1159426,0.097
1159936,196.907,-23.579,46.073,0.0023360930032965857,0.30000001192092896,0.093,8,0.9,MS181101ab,1159936,0.093
1156123,199.097,-26.562,46.961,0.0005839767442587696,0.699999988079071,0.054,9,0.95,MS181101ab,1156123,0.054
1324700,193.107,-15.517,51.184,0.0007820927242673262,0.5,0.052,10,0.95,MS181101ab,1324700,0.052
1171562,196.666,-22.456,45.131,0.0038941316305977046,0.10000000149011612,0.052,11,0.95,MS181101ab,1171562,0.052
1164528,197.691,-23.866,40.152,0.002902798416010435,0.10999999940395355,0.043,12,0.95,MS181101ab,1164528,0.043
1330001,197.691,-23.866,32.037,0.0020870792366125632,0.10000000149011612,0.028,13,0.99,MS181101ab,1330001,0.028
1326516,197.177,-23.776,37.577,0.003569501509284773,0.05000000074505806,0.024,14,0.99,MS181101ab,1326516,0.024
1263265,197.466,-24.239,36.839,0.0029226669305191834,0.05999999865889549,0.023,15,0.99,MS181101ab,1263265,0.023
1261891,192.249,-14.399,50.660,0.0004627761963499575,0.30000001192092896,0.018,16,0.99,MS181101ab,1261891,0.018
