|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |  note | scheduled |   #id |       ra |      dec |                ra1 |                dec1 |                ra2 |                dec2 |                ra3 |                dec3 |                ra4 |                dec4 | n_hostgalaxy |      prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 13:08:53 | -23:23:31 |    g,r | 120,120 |   5,5 |     1,1 |     1.5454195927544083 | 20029 |      True | 20029 | 197.2249 | -23.3921 | 197.67238181878525 | -22.979431705267228 | 197.67517445074859 | -23.803427718976764 |  196.7745863148016 | -23.803427718976764 | 196.77737894676497 | -22.979431705267228 |            6 |     1.5454195927544083 |    0 |        0.5 | Target[name=MS181101ab, ra[deg]=197.2249, dec[deg]=-23.3921 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.2249, -23.3921)> | fc79ce4f8f084d4a9ed0c725d1ae3e82 | 2023-04-26T23:03:01.953 | 2023-04-27 03:25:49.409299 | 2023-04-27T08:05:06.865 |   82.8 |      88 |
| MS181101ab | 13:09:13 | -24:11:06 |    g,r | 120,120 |   5,5 |     1,1 |     1.1611924266607776 | 19612 |      True | 19612 | 197.3077 |  -24.185 | 197.75787875469615 |  -23.77235891711498 | 197.76079583964128 | -24.596354620359204 | 196.85458877574334 | -24.596354620359204 | 196.85750586068846 |  -23.77235891711498 |           11 |     1.1611924266607776 |    1 |        0.9 |  Target[name=MS181101ab, ra[deg]=197.3077, dec[deg]=-24.185 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.3077, -24.185)> | 2aec0b01fcc943ac9b743dcc6bf2637c | 2023-04-26T23:01:54.225 | 2023-04-27 03:26:22.548970 | 2023-04-27T08:06:54.072 |   83.5 |      88 |
| MS181101ab | 13:05:46 | -24:11:06 |    g,r | 120,120 |   5,5 |     1,1 |     0.9231316377945018 | 19611 |      True | 19611 | 196.4423 |  -24.185 | 196.89249413931154 |  -23.77235891711498 | 196.89541122425666 | -24.596354620359204 | 195.98920416035872 | -24.596354620359204 | 195.99212124530382 |  -23.77235891711498 |            6 |     0.9231316377945018 |    2 |        0.9 |  Target[name=MS181101ab, ra[deg]=196.4423, dec[deg]=-24.185 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.4423, -24.185)> | 62300a1af1784c46abe0f30f8460d802 | 2023-04-26T22:58:26.962 | 2023-04-27 03:24:26.237631 | 2023-04-27T08:03:27.375 |   83.6 |      88 |
| MS181101ab | 13:05:27 | -23:23:31 |    g,r | 120,120 |   5,5 |     1,1 |    0.47431398085765475 | 20028 |      True | 20028 | 196.3636 | -23.3921 |  196.8111377996465 | -22.979431705267228 | 196.81393043160983 | -23.803427718976764 |  195.9133422956629 | -23.803427718976764 | 195.91613492762622 | -22.979431705267228 |            3 |    0.47431398085765475 |    3 |        0.9 | Target[name=MS181101ab, ra[deg]=196.3636, dec[deg]=-23.3921 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.3636, -23.3921)> | 4f8d27331086474396083b58059ee08e | 2023-04-26T22:59:35.622 | 2023-04-27 03:23:50.544806 | 2023-04-27T08:01:41.078 |   82.8 |      87 |
| MS181101ab | 12:58:44 | -19:25:38 |    g,r | 120,120 |   5,5 |     1,1 |     0.3831114071765747 | 22145 |      True | 22145 | 194.6853 | -19.4273 |  195.1210823374492 |   -19.0147916595889 | 195.12329828390196 |  -19.83878900964271 | 194.24733108672746 | -19.838789009642714 |  194.2495470331802 |   -19.0147916595889 |            3 |     0.3831114071765747 |    4 |       0.95 | Target[name=MS181101ab, ra[deg]=194.6853, dec[deg]=-19.4273 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.6853, -19.4273)> | 9275ee1e10484034882df0e284fdc75c | 2023-04-26T23:00:27.591 | 2023-04-27 03:17:40.349710 | 2023-04-27T07:47:25.481 |   78.9 |      84 |
| MS181101ab | 13:05:08 | -22:35:56 |    g,r | 120,120 |   5,5 |     1,1 |    0.15253580737839464 | 20447 |      True | 20447 | 196.2857 | -22.5991 |  196.7306472583723 | -22.186504209500654 | 196.73331871316103 | -23.010500518546074 | 195.83810985826761 | -23.010500518546074 | 195.84078131305634 | -22.186504209500654 |            4 |    0.15253580737839464 |    5 |       0.95 | Target[name=MS181101ab, ra[deg]=196.2857, dec[deg]=-22.5991 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.2857, -22.5991)> | b069de96a29540b4964576e3bb91f995 | 2023-04-26T23:00:45.563 | 2023-04-27 03:23:15.347732 | 2023-04-27T07:59:53.887 |   82.0 |      87 |
| MS181101ab | 12:52:21 | -14:40:10 |    g,r | 120,120 |   5,5 |     1,1 |    0.11368327318682198 | 24752 |      True | 24752 | 193.0909 | -14.6696 |  193.5159912416909 | -14.257216483938354 | 193.51759460455585 | -15.081215024070618 |  192.6642235772623 | -15.081215024070618 | 192.66582694012726 | -14.257216483938354 |            1 |    0.11368327318682198 |    6 |        1.0 | Target[name=MS181101ab, ra[deg]=193.0909, dec[deg]=-14.6696 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.0909, -14.6696)> | 93c73fda1cb44d37a5f2dee5d8c94d21 | 2023-04-26T23:03:49.611 | 2023-04-27 03:11:19.740871 | 2023-04-27T07:31:18.200 |   74.2 |      80 |
| MS181101ab | 13:17:38 | -26:33:49 |    g,r | 120,120 |   5,5 |     1,1 |    0.05537797705793462 | 18379 |      True | 18379 | 199.4118 | -26.5639 | 199.87073790570793 | -26.151138700674466 | 199.87405000875538 |  -26.97513337538425 | 198.94947940300932 |  -26.97513337538425 | 198.95279150605677 | -26.151138700674466 |            3 |    0.05537797705793462 |    7 |        1.0 | Target[name=MS181101ab, ra[deg]=199.4118, dec[deg]=-26.5639 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (199.4118, -26.5639)> | 56973e1659734146945d887e7153b4f8 | 2023-04-26T23:06:01.450 | 2023-04-27 03:31:44.856817 | 2023-04-27T08:19:31.935 |   85.4 |      91 |
| MS181101ab | 12:52:36 | -15:27:45 |    g,r | 120,120 |   5,5 |     1,1 |   0.052243622945815874 | 24313 |      True | 24313 | 193.1507 | -15.4626 |  193.5773081681952 |  -15.05014612433696 |  193.5790087649815 | -15.874144494227743 | 192.72236109803228 | -15.874144494227744 | 192.72406169481854 |  -15.05014612433696 |            2 |   0.052243622945815874 |    8 |        1.0 | Target[name=MS181101ab, ra[deg]=193.1507, dec[deg]=-15.4626 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.1507, -15.4626)> | 97413e5bc5204187a424ca7d0084c67f | 2023-04-26T23:02:23.443 | 2023-04-27 03:11:47.359712 | 2023-04-27T07:33:13.460 |   75.0 |      81 |
| MS181101ab | 12:49:05 | -14:40:10 |    g,r | 120,120 |   5,5 |     1,1 |   0.023584453491027602 | 24751 |     False | 24751 | 192.2727 | -14.6696 | 192.69780942350909 | -14.257216483938352 | 192.69941278637404 | -15.081215024070618 |  191.8460417590805 | -15.081215024070618 | 191.84764512194545 | -14.257216483938352 |            2 |   0.023584453491027602 |    9 |        1.0 | Target[name=MS181101ab, ra[deg]=192.2727, dec[deg]=-14.6696 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.2727, -14.6696)> | 5c409baf805642838d29fb9b8c70f061 | 2023-04-26T23:00:33.652 | 2023-04-27 03:09:00.811913 | 2023-04-27T07:28:02.422 |   74.2 |      80 |
