# t        U        B        V        R       
  0.9016 -14.7097 -14.5257 -14.2385 -14.0636
  0.9057 -14.7179 -14.5336 -14.2462 -14.0712
  0.9098 -14.7262 -14.5416 -14.2540 -14.0789
  0.9139 -14.7345 -14.5497 -14.2618 -14.0867
  0.9180 -14.7428 -14.5577 -14.2696 -14.0945
  0.9222 -14.7510 -14.5657 -14.2774 -14.1022
  0.9264 -14.7592 -14.5736 -14.2852 -14.1099
  0.9306 -14.7676 -14.5818 -14.2932 -14.1179
  0.9348 -14.7763 -14.5904 -14.3015 -14.1262
  0.9390 -14.7841 -14.5979 -14.3089 -14.1335
  0.9432 -14.7920 -14.6056 -14.3163 -14.1408
  0.9475 -14.8000 -14.6133 -14.3239 -14.1483
  0.9518 -14.8082 -14.6213 -14.3316 -14.1559
  0.9561 -14.8165 -14.6293 -14.3394 -14.1636
  0.9604 -14.8248 -14.6374 -14.3473 -14.1713
  0.9648 -14.8331 -14.6453 -14.3551 -14.1790
  0.9691 -14.8413 -14.6533 -14.3628 -14.1867
  0.9735 -14.8499 -14.6616 -14.3710 -14.1949
  0.9779 -14.8588 -14.6704 -14.3796 -14.2037
  0.9824 -14.8668 -14.6781 -14.3871 -14.2109
  0.9868 -14.8748 -14.6858 -14.3946 -14.2183
  0.9913 -14.8830 -14.6938 -14.4024 -14.2259
  0.9957 -14.8911 -14.7016 -14.4101 -14.2334
  1.0003 -14.8991 -14.7094 -14.4178 -14.2410
  1.0048 -14.9077 -14.7178 -14.4259 -14.2491
  1.0093 -14.9157 -14.7255 -14.4334 -14.2565
  1.0139 -14.9238 -14.7333 -14.4411 -14.2640
  1.0185 -14.9322 -14.7414 -14.4490 -14.2718
  1.0231 -14.9404 -14.7494 -14.4569 -14.2795
  1.0277 -14.9491 -14.7578 -14.4651 -14.2876
  1.0324 -14.9565 -14.7650 -14.4721 -14.2943
  1.0370 -14.9645 -14.7726 -14.4795 -14.3015
  1.0417 -14.9728 -14.7807 -14.4874 -14.3092
  1.0464 -14.9809 -14.7886 -14.4951 -14.3168
  1.0512 -14.9888 -14.7962 -14.5026 -14.3241
  1.0559 -14.9976 -14.8048 -14.5110 -14.3324
  1.0607 -14.9970 -14.8030 -14.5092 -14.3249
  1.0655 -15.0191 -14.8275 -14.5338 -14.3568
  1.0703 -15.0243 -14.8318 -14.5376 -14.3585
  1.0752 -15.0312 -14.8379 -14.5433 -14.3628
  1.0800 -15.0389 -14.8450 -14.5501 -14.3693
  1.0849 -15.0468 -14.8526 -14.5575 -14.3767
  1.0898 -15.0548 -14.8604 -14.5651 -14.3841
  1.0948 -15.0628 -14.8681 -14.5727 -14.3916
  1.0997 -15.0705 -14.8756 -14.5800 -14.3988
  1.1047 -15.0784 -14.8832 -14.5875 -14.4060
  1.1097 -15.0864 -14.8910 -14.5951 -14.4135
  1.1147 -15.0944 -14.8988 -14.6028 -14.4209
  1.1198 -15.1029 -14.9072 -14.6109 -14.4292
  1.1248 -15.1109 -14.9149 -14.6185 -14.4366
  1.1299 -15.1189 -14.9227 -14.6261 -14.4440
  1.1350 -15.1269 -14.9304 -14.6337 -14.4514
  1.1402 -15.1350 -14.9383 -14.6415 -14.4589
  1.1453 -15.1432 -14.9462 -14.6492 -14.4664
  1.1505 -15.1513 -14.9541 -14.6569 -14.4739
  1.1557 -15.1594 -14.9620 -14.6646 -14.4815
  1.1609 -15.1679 -14.9704 -14.6729 -14.4899
  1.1662 -15.1759 -14.9781 -14.6804 -14.4972
  1.1715 -15.1839 -14.9859 -14.6880 -14.5046
  1.1768 -15.1919 -14.9937 -14.6957 -14.5120
  1.1821 -15.2000 -15.0015 -14.7034 -14.5195
  1.1874 -15.2081 -15.0094 -14.7111 -14.5270
  1.1928 -15.2162 -15.0172 -14.7188 -14.5345
  1.1982 -15.2243 -15.0251 -14.7265 -14.5420
  1.2036 -15.2325 -15.0330 -14.7343 -14.5495
  1.2091 -15.2413 -15.0417 -14.7428 -14.5583
  1.2145 -15.2493 -15.0496 -14.7505 -14.5657
  1.2200 -15.2573 -15.0572 -14.7580 -14.5730
  1.2256 -15.2653 -15.0650 -14.7656 -14.5803
  1.2311 -15.2734 -15.0729 -14.7734 -14.5878
  1.2367 -15.2816 -15.0809 -14.7811 -14.5953
  1.2423 -15.2897 -15.0888 -14.7889 -14.6028
  1.2479 -15.2980 -15.0969 -14.7968 -14.6107
  1.2535 -15.3065 -15.1054 -14.8052 -14.6194
  1.2592 -15.3145 -15.1130 -14.8127 -14.6267
  1.2649 -15.3223 -15.1207 -14.8202 -14.6340
  1.2706 -15.3303 -15.1284 -14.8278 -14.6413
  1.2764 -15.3383 -15.1362 -14.8355 -14.6488
  1.2822 -15.3464 -15.1441 -14.8432 -14.6562
  1.2880 -15.3545 -15.1520 -14.8510 -14.6637
  1.2938 -15.3626 -15.1599 -14.8588 -14.6711
  1.2996 -15.3707 -15.1677 -14.8665 -14.6785
  1.3055 -15.3795 -15.1763 -14.8749 -14.6871
  1.3114 -15.3875 -15.1842 -14.8826 -14.6944
  1.3174 -15.3953 -15.1917 -14.8900 -14.7015
  1.3233 -15.4032 -15.1994 -14.8976 -14.7087
  1.3293 -15.4113 -15.2073 -14.9053 -14.7161
  1.3353 -15.4196 -15.2153 -14.9131 -14.7236
  1.3414 -15.4277 -15.2232 -14.9209 -14.7310
  1.3474 -15.4365 -15.2318 -14.9293 -14.7394
  1.3535 -15.4445 -15.2395 -14.9369 -14.7466
  1.3597 -15.4523 -15.2472 -14.9444 -14.7538
  1.3658 -15.4603 -15.2549 -14.9520 -14.7611
  1.3720 -15.4683 -15.2627 -14.9597 -14.7685
  1.3782 -15.4764 -15.2706 -14.9674 -14.7759
  1.3844 -15.4845 -15.2785 -14.9753 -14.7834
  1.3907 -15.4926 -15.2864 -14.9831 -14.7909
  1.3970 -15.5007 -15.2943 -14.9908 -14.7983
  1.4033 -15.5087 -15.3021 -14.9985 -14.8056
  1.4097 -15.5174 -15.3107 -15.0069 -14.8140
  1.4160 -15.5255 -15.3186 -15.0147 -14.8216
  1.4224 -15.5333 -15.3261 -15.0221 -14.8286
  1.4289 -15.5411 -15.3337 -15.0296 -14.8357
  1.4353 -15.5491 -15.3416 -15.0373 -14.8430
  1.4418 -15.5573 -15.3496 -15.0452 -14.8505
  1.4484 -15.5655 -15.3576 -15.0531 -14.8580
  1.4549 -15.5736 -15.3655 -15.0608 -14.8654
  1.4615 -15.5822 -15.3738 -15.0691 -14.8736
  1.4681 -15.5903 -15.3817 -15.0769 -14.8811
  1.4748 -15.5981 -15.3894 -15.0844 -14.8883
  1.4814 -15.6060 -15.3971 -15.0920 -14.8955
  1.4881 -15.6140 -15.4049 -15.0997 -14.9029
  1.4949 -15.6220 -15.4128 -15.1075 -14.9104
  1.5016 -15.6301 -15.4207 -15.1154 -14.9178
  1.5084 -15.6381 -15.4286 -15.1232 -14.9252
  1.5152 -15.6462 -15.4365 -15.1310 -14.9327
  1.5221 -15.6543 -15.4444 -15.1389 -14.9400
  1.5290 -15.6629 -15.4528 -15.1472 -14.9482
  1.5359 -15.6714 -15.4611 -15.1554 -14.9563
  1.5429 -15.6791 -15.4687 -15.1628 -14.9633
  1.5498 -15.6869 -15.4763 -15.1703 -14.9703
  1.5568 -15.6948 -15.4841 -15.1780 -14.9776
  1.5639 -15.7030 -15.4921 -15.1859 -14.9851
  1.5710 -15.7111 -15.5000 -15.1938 -14.9925
  1.5781 -15.7194 -15.5081 -15.2019 -15.0003
  1.5852 -15.7282 -15.5167 -15.2104 -15.0090
  1.5924 -15.7359 -15.5243 -15.2180 -15.0161
  1.5996 -15.7437 -15.5319 -15.2255 -15.0232
  1.6068 -15.7515 -15.5397 -15.2332 -15.0305
  1.6141 -15.7595 -15.5475 -15.2410 -15.0379
  1.6214 -15.7676 -15.5555 -15.2489 -15.0453
  1.6287 -15.7757 -15.5634 -15.2568 -15.0528
  1.6361 -15.7838 -15.5714 -15.2647 -15.0602
  1.6435 -15.7919 -15.5793 -15.2725 -15.0676
  1.6509 -15.8000 -15.5872 -15.2804 -15.0750
  1.6584 -15.8090 -15.5960 -15.2891 -15.0836
  1.6659 -15.8168 -15.6037 -15.2968 -15.0908
  1.6735 -15.8244 -15.6111 -15.3042 -15.0977
  1.6810 -15.8320 -15.6187 -15.3117 -15.1047
  1.6886 -15.8399 -15.6264 -15.3194 -15.1120
  1.6963 -15.8480 -15.6344 -15.3273 -15.1194
  1.7040 -15.8559 -15.6423 -15.3352 -15.1267
  1.7117 -15.8638 -15.6500 -15.3429 -15.1340
  1.7194 -15.8725 -15.6585 -15.3514 -15.1424
  1.7272 -15.8803 -15.6661 -15.3590 -15.1495
  1.7350 -15.8883 -15.6740 -15.3668 -15.1568
  1.7429 -15.8965 -15.6820 -15.3748 -15.1644
  1.7507 -15.9046 -15.6901 -15.3828 -15.1720
  1.7587 -15.9527 -15.7359 -15.4337 -15.2180
  1.7666 -15.9112 -15.6946 -15.3882 -15.1722
  1.7746 -15.9147 -15.6994 -15.3934 -15.1781
  1.7826 -15.9270 -15.7107 -15.4053 -15.1878
  1.7907 -15.9352 -15.7191 -15.4137 -15.1965
  1.7988 -15.9423 -15.7261 -15.4207 -15.2025
  1.8069 -15.9497 -15.7333 -15.4278 -15.2088
  1.8151 -15.9576 -15.7411 -15.4357 -15.2159
  1.8233 -15.9653 -15.7487 -15.4432 -15.2229
  1.8316 -15.9731 -15.7564 -15.4508 -15.2299
  1.8399 -15.9814 -15.7645 -15.4591 -15.2376
  1.8482 -15.9893 -15.7723 -15.4669 -15.2448
  1.8566 -15.9970 -15.7800 -15.4745 -15.2520
  1.8650 -16.0048 -15.7877 -15.4822 -15.2592
  1.8734 -16.0127 -15.7955 -15.4900 -15.2665
  1.8819 -16.0206 -15.8034 -15.4978 -15.2739
  1.8904 -16.0285 -15.8112 -15.5056 -15.2812
  1.8989 -16.0368 -15.8194 -15.5141 -15.2890
  1.9075 -16.0447 -15.8273 -15.5222 -15.2965
  1.9162 -16.0524 -15.8350 -15.5298 -15.3037
  1.9248 -16.0602 -15.8427 -15.5375 -15.3110
  1.9335 -16.0681 -15.8506 -15.5454 -15.3183
  1.9423 -16.0761 -15.8585 -15.5533 -15.3257
  1.9511 -16.0840 -15.8663 -15.5611 -15.3330
  1.9599 -16.0918 -15.8741 -15.5689 -15.3404
  1.9688 -16.0999 -15.8822 -15.5772 -15.3480
  1.9777 -16.1081 -15.8903 -15.5856 -15.3558
  1.9866 -16.1158 -15.8980 -15.5933 -15.3630
  1.9956 -16.1235 -15.9057 -15.6011 -15.3702
  2.0046 -16.1312 -15.9134 -15.6089 -15.3775
  2.0137 -16.1390 -15.9212 -15.6168 -15.3848
  2.0228 -16.1468 -15.9290 -15.6246 -15.3922
  2.0320 -16.1546 -15.9368 -15.6324 -15.3995
  2.0412 -16.1625 -15.9446 -15.6402 -15.4069
  2.0504 -16.1703 -15.9524 -15.6481 -15.4142
  2.0597 -16.1790 -15.9611 -15.6573 -15.4225
  2.0690 -16.1865 -15.9686 -15.6649 -15.4296
  2.0784 -16.1941 -15.9762 -15.6725 -15.4367
  2.0878 -16.2018 -15.9839 -15.6803 -15.4439
  2.0972 -16.2095 -15.9916 -15.6881 -15.4512
  2.1067 -16.2172 -15.9994 -15.6960 -15.4585
  2.1162 -16.2250 -16.0072 -15.7038 -15.4658
  2.1258 -16.2327 -16.0150 -15.7116 -15.4732
  2.1354 -16.2404 -16.0227 -15.7194 -15.4805
  2.1451 -16.2481 -16.0304 -15.7272 -15.4878
  2.1548 -16.2564 -16.0387 -15.7360 -15.4958
  2.1645 -16.2641 -16.0465 -15.7439 -15.5031
  2.1743 -16.2716 -16.0540 -15.7515 -15.5101
  2.1842 -16.2791 -16.0615 -15.7592 -15.5172
  2.1941 -16.2868 -16.0693 -15.7671 -15.5245
  2.2040 -16.2946 -16.0772 -15.7750 -15.5318
  2.2140 -16.3025 -16.0850 -15.7830 -15.5392
  2.2240 -16.3103 -16.0929 -15.7909 -15.5466
  2.2340 -16.3184 -16.1010 -15.7994 -15.5544
  2.2442 -16.3259 -16.1086 -15.8071 -15.5615
  2.2543 -16.3335 -16.1163 -15.8149 -15.5688
  2.2645 -16.3413 -16.1241 -15.8228 -15.5762
  2.2748 -16.3490 -16.1319 -15.8307 -15.5836
  2.2850 -16.3568 -16.1397 -15.8386 -15.5910
  2.2954 -16.3645 -16.1475 -15.8464 -15.5984
  2.3058 -16.3723 -16.1553 -15.8544 -15.6057
  2.3162 -16.3803 -16.1634 -15.8630 -15.6136
  2.3267 -16.3873 -16.1705 -15.8701 -15.6203
  2.3372 -16.3946 -16.1779 -15.8776 -15.6271
  2.3478 -16.4021 -16.1855 -15.8854 -15.6342
  2.3584 -16.4099 -16.1934 -15.8934 -15.6415
  2.3691 -16.4177 -16.2012 -15.9015 -15.6490
  2.3798 -16.4252 -16.2089 -15.9093 -15.6562
  2.3906 -16.4331 -16.2167 -15.9173 -15.6636
  2.4014 -16.4410 -16.2247 -15.9254 -15.6712
  2.4122 -16.4490 -16.2328 -15.9338 -15.6790
  2.4232 -16.4560 -16.2399 -15.9410 -15.6858
  2.4341 -16.4634 -16.2474 -15.9487 -15.6928
  2.4451 -16.4715 -16.2556 -15.9571 -15.7004
  2.4562 -16.4798 -16.2639 -15.9655 -15.7084
  2.4673 -16.4881 -16.2722 -15.9741 -15.7166
  2.4785 -16.4985 -16.2823 -15.9844 -15.7266
  2.4897 -16.5037 -16.2877 -15.9897 -15.7336
  2.5010 -16.5072 -16.2916 -15.9937 -15.7363
  2.5123 -16.5142 -16.2985 -16.0013 -15.7417
  2.5236 -16.5211 -16.3055 -16.0085 -15.7480
  2.5351 -16.5279 -16.3124 -16.0157 -15.7543
  2.5465 -16.5351 -16.3197 -16.0233 -15.7610
  2.5580 -16.5422 -16.3269 -16.0306 -15.7677
  2.5696 -16.5494 -16.3342 -16.0381 -15.7746
  2.5812 -16.5568 -16.3417 -16.0458 -15.7816
  2.5929 -16.5642 -16.3493 -16.0536 -15.7887
  2.6047 -16.5720 -16.3571 -16.0618 -15.7962
  2.6164 -16.5793 -16.3646 -16.0695 -15.8033
  2.6283 -16.5867 -16.3721 -16.0773 -15.8104
  2.6402 -16.5941 -16.3797 -16.0851 -15.8176
  2.6521 -16.6015 -16.3873 -16.0930 -15.8249
  2.6641 -16.6089 -16.3948 -16.1008 -15.8321
  2.6762 -16.6163 -16.4024 -16.1086 -15.8393
  2.6883 -16.6239 -16.4101 -16.1167 -15.8467
  2.7004 -16.6312 -16.4175 -16.1244 -15.8539
  2.7127 -16.6383 -16.4249 -16.1320 -15.8609
  2.7249 -16.6455 -16.4323 -16.1397 -15.8679
  2.7373 -16.6527 -16.4397 -16.1474 -15.8750
  2.7497 -16.6601 -16.4473 -16.1553 -15.8822
  2.7621 -16.6675 -16.4549 -16.1631 -15.8894
  2.7746 -16.6749 -16.4624 -16.1710 -15.8966
  2.7871 -16.6822 -16.4700 -16.1788 -15.9038
  2.7998 -16.6897 -16.4776 -16.1868 -15.9111
  2.8124 -16.6971 -16.4852 -16.1948 -15.9184
  2.8251 -16.7044 -16.4927 -16.2025 -15.9255
  2.8379 -16.7117 -16.5002 -16.2104 -15.9327
  2.8508 -16.7191 -16.5078 -16.2183 -15.9399
  2.8637 -16.7265 -16.5154 -16.2262 -15.9472
  2.8766 -16.7337 -16.5229 -16.2340 -15.9544
  2.8896 -16.7410 -16.5303 -16.2419 -15.9617
  2.9027 -16.7480 -16.5375 -16.2495 -15.9686
  2.9158 -16.7548 -16.5446 -16.2568 -15.9754
  2.9290 -16.7617 -16.5518 -16.2643 -15.9822
  2.9423 -16.7689 -16.5592 -16.2721 -15.9893
  2.9556 -16.7761 -16.5666 -16.2799 -15.9964
  2.9690 -16.7833 -16.5740 -16.2878 -16.0037
  2.9824 -16.7903 -16.5813 -16.2955 -16.0107
  2.9959 -16.7975 -16.5887 -16.3032 -16.0177
  3.0095 -16.8047 -16.5962 -16.3113 -16.0250
  3.0231 -16.8118 -16.6036 -16.3190 -16.0321
  3.0368 -16.8189 -16.6110 -16.3267 -16.0392
  3.0505 -16.8260 -16.6183 -16.3345 -16.0464
  3.0643 -16.8331 -16.6257 -16.3422 -16.0536
  3.0782 -16.8399 -16.6327 -16.3497 -16.0604
  3.0921 -16.8471 -16.6402 -16.3576 -16.0676
  3.1061 -16.8539 -16.6473 -16.3651 -16.0745
  3.1201 -16.8611 -16.6548 -16.3731 -16.0817
  3.1343 -16.8677 -16.6617 -16.3804 -16.0884
  3.1484 -16.8749 -16.6691 -16.3883 -16.0955
  3.1627 -16.8813 -16.6759 -16.3955 -16.1021
  3.1770 -16.8884 -16.6833 -16.4032 -16.1091
  3.1914 -16.8948 -16.6901 -16.4104 -16.1157
  3.2058 -16.9016 -16.6972 -16.4179 -16.1224
  3.2203 -16.9085 -16.7044 -16.4256 -16.1293
  3.2349 -16.9154 -16.7116 -16.4333 -16.1363
  3.2495 -16.9221 -16.7187 -16.4407 -16.1430
  3.2642 -16.9288 -16.7257 -16.4481 -16.1498
  3.2790 -16.9359 -16.7330 -16.4560 -16.1568
  3.2938 -16.9427 -16.7402 -16.4636 -16.1638
  3.3087 -16.9495 -16.7473 -16.4711 -16.1706
  3.3237 -16.9563 -16.7545 -16.4787 -16.1775
  3.3387 -16.9632 -16.7618 -16.4865 -16.1846
  3.3538 -16.9701 -16.7691 -16.4943 -16.1917
  3.3690 -16.9772 -16.7766 -16.5023 -16.1990
  3.3843 -16.9842 -16.7839 -16.5101 -16.2062
  3.3996 -16.9908 -16.7910 -16.5176 -16.2131
  3.4150 -16.9976 -16.7981 -16.5252 -16.2199
  3.4304 -17.0047 -16.8056 -16.5332 -16.2272
  3.4459 -17.0119 -16.8132 -16.5414 -16.2346
  3.4615 -17.0190 -16.8206 -16.5494 -16.2421
  3.4772 -17.0254 -16.8274 -16.5566 -16.2488
  3.4929 -17.0317 -16.8342 -16.5636 -16.2552
  3.5087 -17.0385 -16.8414 -16.5715 -16.2621
  3.5246 -17.0457 -16.8490 -16.5797 -16.2695
  3.5405 -17.0526 -16.8563 -16.5876 -16.2768
  3.5566 -17.0588 -16.8630 -16.5946 -16.2834
  3.5727 -17.0649 -16.8695 -16.6014 -16.2897
  3.5888 -17.0715 -16.8765 -16.6090 -16.2964
  3.6051 -17.0782 -16.8836 -16.6167 -16.3032
  3.6214 -17.0849 -16.8908 -16.6243 -16.3102
  3.6377 -17.0916 -16.8980 -16.6320 -16.3172
  3.6542 -17.0985 -16.9053 -16.6401 -16.3245
  3.6707 -17.1050 -16.9123 -16.6476 -16.3314
  3.6874 -17.1113 -16.9191 -16.6548 -16.3380
  3.7040 -17.1177 -16.9260 -16.6621 -16.3447
  3.7208 -17.1243 -16.9331 -16.6697 -16.3516
  3.7376 -17.1312 -16.9404 -16.6777 -16.3588
  3.7545 -17.1378 -16.9475 -16.6854 -16.3658
  3.7715 -17.1443 -16.9545 -16.6929 -16.3727
  3.7886 -17.1508 -16.9616 -16.7004 -16.3796
  3.8057 -17.1575 -16.9688 -16.7082 -16.3866
  3.8230 -17.1641 -16.9760 -16.7160 -16.3937
  3.8403 -17.1709 -16.9832 -16.7239 -16.4011
  3.8576 -17.1773 -16.9901 -16.7313 -16.4079
  3.8751 -17.1835 -16.9969 -16.7385 -16.4145
  3.8926 -17.1898 -17.0038 -16.7459 -16.4212
  3.9102 -17.1964 -17.0109 -16.7537 -16.4282
  3.9279 -17.2031 -17.0181 -16.7616 -16.4354
  3.9457 -17.2094 -17.0250 -16.7690 -16.4422
  3.9635 -17.2157 -17.0318 -16.7764 -16.4490
  3.9815 -17.2221 -17.0388 -16.7839 -16.4559
  3.9995 -17.2287 -17.0460 -16.7916 -16.4629
  4.0176 -17.2353 -17.0532 -16.7996 -16.4702
  4.0358 -17.2417 -17.0601 -16.8071 -16.4772
  4.0540 -17.2478 -17.0668 -16.8143 -16.4838
  4.0724 -17.2539 -17.0735 -16.8215 -16.4904
  4.0908 -17.2602 -17.0805 -16.8291 -16.4973
  4.1093 -17.2666 -17.0875 -16.8368 -16.5044
  4.1279 -17.2728 -17.0943 -16.8441 -16.5112
  4.1466 -17.2789 -17.1010 -16.8513 -16.5178
  4.1653 -17.2851 -17.1078 -16.8587 -16.5246
  4.1842 -17.2915 -17.1148 -16.8664 -16.5315
  4.2031 -17.2980 -17.1219 -16.8741 -16.5386
  4.2221 -17.3042 -17.1288 -16.8818 -16.5459
  4.2412 -17.3102 -17.1355 -16.8890 -16.5526
  4.2604 -17.3161 -17.1420 -16.8960 -16.5591
  4.2797 -17.3221 -17.1488 -16.9033 -16.5658
  4.2991 -17.3285 -17.1558 -16.9113 -16.5732
  4.3185 -17.3347 -17.1627 -16.9188 -16.5800
  4.3381 -17.3408 -17.1695 -16.9261 -16.5867
  4.3577 -17.3468 -17.1762 -16.9334 -16.5934
  4.3774 -17.3529 -17.1830 -16.9408 -16.6002
  4.3972 -17.3592 -17.1899 -16.9484 -16.6072
  4.4171 -17.3655 -17.1970 -16.9563 -16.6146
  4.4371 -17.3717 -17.2038 -16.9637 -16.6215
  4.4572 -17.3776 -17.2104 -16.9709 -16.6282
  4.4773 -17.3835 -17.2170 -16.9780 -16.6348
  4.4976 -17.3895 -17.2237 -16.9854 -16.6415
  4.5179 -17.3958 -17.2308 -16.9934 -16.6489
  4.5384 -17.4018 -17.2375 -17.0008 -16.6557
  4.5589 -17.4077 -17.2442 -17.0079 -16.6624
  4.5795 -17.4135 -17.2507 -17.0151 -16.6690
  4.6003 -17.4194 -17.2575 -17.0225 -16.6758
  4.6211 -17.4255 -17.2643 -17.0301 -16.6827
  4.6420 -17.4318 -17.2713 -17.0377 -16.6898
  4.6630 -17.4380 -17.2783 -17.0457 -16.6973
  4.6841 -17.4439 -17.2849 -17.0528 -16.7039
  4.7053 -17.4495 -17.2913 -17.0598 -16.7104
  4.7266 -17.4551 -17.2977 -17.0667 -16.7169
  4.7480 -17.4609 -17.3043 -17.0740 -16.7236
  4.7694 -17.4670 -17.3112 -17.0817 -16.7307
  4.7910 -17.4730 -17.3181 -17.0894 -16.7378
  4.8127 -17.4787 -17.3246 -17.0966 -16.7444
  4.8345 -17.4844 -17.3311 -17.1037 -16.7511
  4.8563 -17.4901 -17.3377 -17.1109 -16.7578
  4.8783 -17.4960 -17.3445 -17.1184 -16.7647
  4.9004 -17.5021 -17.3513 -17.1259 -16.7717
  4.9226 -17.5081 -17.3582 -17.1335 -16.7787
  4.9448 -17.5141 -17.3650 -17.1413 -16.7860
  4.9672 -17.5197 -17.3714 -17.1483 -16.7926
  4.9897 -17.5251 -17.3777 -17.1551 -16.7990
  5.0123 -17.5306 -17.3841 -17.1621 -16.8056
  5.0349 -17.5363 -17.3907 -17.1694 -16.8123
  5.0577 -17.5423 -17.3976 -17.1773 -16.8196
  5.0806 -17.5480 -17.4042 -17.1846 -16.8263
  5.1036 -17.5535 -17.4106 -17.1916 -16.8329
  5.1267 -17.5590 -17.4170 -17.1986 -16.8395
  5.1499 -17.5647 -17.4235 -17.2058 -16.8463
  5.1732 -17.5705 -17.4302 -17.2133 -16.8533
  5.1966 -17.5764 -17.4371 -17.2209 -16.8604
  5.2201 -17.5822 -17.4438 -17.2286 -16.8676
  5.2437 -17.5876 -17.4501 -17.2355 -16.8741
  5.2674 -17.5928 -17.4562 -17.2422 -16.8804
  5.2913 -17.5980 -17.4624 -17.2490 -16.8869
  5.3152 -17.6034 -17.4689 -17.2562 -16.8936
  5.3393 -17.6091 -17.4756 -17.2639 -16.9007
  5.3634 -17.6146 -17.4820 -17.2710 -16.9074
  5.3877 -17.6200 -17.4884 -17.2780 -16.9140
  5.4121 -17.6254 -17.4948 -17.2852 -16.9207
  5.4365 -17.6311 -17.5013 -17.2925 -16.9276
  5.4611 -17.6368 -17.5080 -17.3000 -16.9346
  5.4859 -17.6426 -17.5149 -17.3078 -16.9420
  5.5107 -17.6479 -17.5211 -17.3147 -16.9486
  5.5356 -17.6529 -17.5272 -17.3213 -16.9549
  5.5607 -17.6579 -17.5332 -17.3280 -16.9612
  5.5858 -17.6631 -17.5395 -17.3351 -16.9679
  5.6111 -17.6687 -17.5461 -17.3426 -16.9749
  5.6365 -17.6740 -17.5524 -17.3497 -16.9815
  5.6620 -17.6791 -17.5586 -17.3565 -16.9881
  5.6876 -17.6843 -17.5648 -17.3634 -16.9947
  5.7133 -17.6898 -17.5713 -17.3707 -17.0016
  5.7392 -17.6954 -17.5780 -17.3784 -17.0088
  5.7652 -17.7008 -17.5845 -17.3858 -17.0157
  5.7912 -17.7058 -17.5905 -17.3925 -17.0222
  5.8174 -17.7106 -17.5963 -17.3988 -17.0284
  5.8438 -17.7154 -17.6023 -17.4055 -17.0347
  5.8702 -17.7205 -17.6087 -17.4129 -17.0416
  5.8968 -17.7257 -17.6149 -17.4200 -17.0483
  5.9234 -17.7308 -17.6211 -17.4268 -17.0549
  5.9502 -17.7357 -17.6272 -17.4336 -17.0615
  5.9772 -17.7408 -17.6334 -17.4406 -17.0682
  6.0042 -17.7462 -17.6398 -17.4479 -17.0751
  6.0314 -17.7515 -17.6464 -17.4555 -17.0822
  6.0587 -17.7565 -17.6525 -17.4623 -17.0888
  6.0861 -17.7612 -17.6583 -17.4688 -17.0951
  6.1136 -17.7657 -17.6640 -17.4751 -17.1013
  6.1413 -17.7707 -17.6702 -17.4822 -17.1080
  6.1691 -17.7757 -17.6764 -17.4893 -17.1148
  6.1970 -17.7808 -17.6825 -17.4962 -17.1214
  6.2250 -17.7855 -17.6885 -17.5029 -17.1280
  6.2532 -17.7902 -17.6944 -17.5097 -17.1345
  6.2815 -17.7952 -17.7005 -17.5167 -17.1412
  6.3099 -17.8003 -17.7070 -17.5244 -17.1485
  6.3384 -17.8053 -17.7131 -17.5312 -17.1551
  6.3671 -17.8100 -17.7189 -17.5377 -17.1615
  6.3959 -17.8144 -17.7245 -17.5440 -17.1677
  6.4249 -17.8189 -17.7304 -17.5507 -17.1742
  6.4539 -17.8236 -17.7364 -17.5577 -17.1809
  6.4831 -17.8284 -17.7424 -17.5646 -17.1875
  6.5125 -17.8330 -17.7482 -17.5713 -17.1941
  6.5419 -17.8375 -17.7540 -17.5779 -17.2006
  6.5715 -17.8421 -17.7599 -17.5848 -17.2073
  6.6013 -17.8470 -17.7662 -17.5922 -17.2144
  6.6311 -17.8518 -17.7724 -17.5993 -17.2212
  6.6611 -17.8565 -17.7782 -17.6059 -17.2277
  6.6913 -17.8608 -17.7838 -17.6121 -17.2340
  6.7216 -17.8649 -17.7893 -17.6184 -17.2402
  6.7520 -17.8693 -17.7952 -17.6254 -17.2469
  6.7825 -17.8739 -17.8010 -17.6322 -17.2535
  6.8132 -17.8784 -17.8069 -17.6390 -17.2601
  6.8440 -17.8827 -17.8126 -17.6455 -17.2667
  6.8750 -17.8870 -17.8183 -17.6522 -17.2733
  6.9061 -17.8916 -17.8244 -17.6595 -17.2803
  6.9374 -17.8963 -17.8304 -17.6666 -17.2872
  6.9687 -17.9009 -17.8362 -17.6731 -17.2937
  7.0003 -17.9051 -17.8417 -17.6793 -17.2999
  7.0319 -17.9089 -17.8472 -17.6857 -17.3062
  7.0638 -17.9130 -17.8527 -17.6922 -17.3126
  7.0957 -17.9172 -17.8584 -17.6988 -17.3192
  7.1278 -17.9214 -17.8640 -17.7054 -17.3257
  7.1601 -17.9254 -17.8695 -17.7119 -17.3322
  7.1925 -17.9296 -17.8751 -17.7186 -17.3389
  7.2250 -17.9340 -17.8812 -17.7259 -17.3459
  7.2577 -17.9384 -17.8869 -17.7325 -17.3525
  7.2905 -17.9425 -17.8924 -17.7388 -17.3588
  7.3235 -17.9462 -17.8976 -17.7448 -17.3649
  7.3567 -17.9498 -17.9030 -17.7513 -17.3713
