a1 1.0 9.122527834109045 0.00017232243629659638 8.989001902308587 0.0004052950134910714
a1 1.3 9.188298116941189 0.00016429323405550166 9.026200089973926 0.00037145469839273303
a1 2.0 9.416674557547557 0.00016833464638429038 9.113000718320318 0.0003471035344956438
a2 2.0 10.599389235711747 0.00032982862085730144 10.01785593562304 0.00046329561245653033
a2 1.0 10.309299912594652 0.0003395454031788873 9.889765913103627 0.0005379258924985903
a2 1.3 10.37572864987488 0.0003235991021687338 9.929123009087736 0.0004938430168141541
a3 2.0 12.16481713734969 0.0008887698456803157 10.996206876130879 0.0005547700195156228
a3 1.0 11.840773750230865 0.0008932097786265835 10.852435520002789 0.0006449046736922905
a3 1.3 11.913249224951812 0.0008558624411316732 10.89218085859416 0.0005906197178432376
a4 2.0 13.44176820581309 0.0018924252659489693 11.908961881312464 0.000714208100434881
a4 1.3 13.205541252105764 0.0018486646731877216 11.804494042433051 0.0007547007992117168
a4 1.0 13.129349637692416 0.001929042886291122 11.757645225047483 0.0008200951223233889
a5 2.0 15.153884160290469 0.00534383916493857 13.079020585984754 0.0009537291628296125
a5 1.3 14.84359987597622 0.00488233609878067 12.971763637050387 0.00104009000508649
a5 1.0 14.765176917944453 0.005083208490350621 12.925319585895842 0.0011317969445012231
b1 1.5 9.725384343923508 0.00017177877673201056 9.449001534435828 0.0003316536746352866
b1 2.5 9.946622830197626 0.00028104777276709 9.575000284934042 0.00047572022356239083
b2 1.5 10.818760860582673 0.00030975759503257575 10.355492277555602 0.00046196152617168515
b2 2.5 11.025868123480363 0.0005001832928936099 10.481745704608203 0.0006671150271853791
b3 1.5 12.566447741295573 0.000863264997671624 11.62525519696028 0.0006652327152097944
b3 2.5 12.826408764713566 0.0014514616053969884 11.769445132805025 0.0009531743930603659
b4 1.5 13.835038013503604 0.0021966046786674274 12.134396880758693 0.000592805491543369
b4 2.5 14.065968586046049 0.0035871217610314136 12.28386194351989 0.0008650219474291393
b5 2.5 16.360718546150657 0.014370718210474722 13.859700088851454 0.0012835488226462073
b5 1.5 16.064979738155834 0.00834786892705413 13.695161744379249 0.0008937783255658293
