Guide Star Catalog 1.1 (compressed)
gsc	05/11/2005 20:28:02	<DIR>
TABLES	05/11/2005 20:15:55	<DIR>
gsc\N0000	05/11/2005 20:28:56	<DIR>
gsc\N0730	05/11/2005 20:28:02	<DIR>
gsc\N1500	05/11/2005 20:27:28	<DIR>
gsc\N2230	05/11/2005 20:26:54	<DIR>
gsc\N3000	05/11/2005 20:26:18	<DIR>
gsc\N3730	05/11/2005 20:25:46	<DIR>
gsc\N4500	05/11/2005 20:25:19	<DIR>
gsc\N5230	05/11/2005 20:24:54	<DIR>
gsc\N6000	05/11/2005 20:24:33	<DIR>
gsc\N6730	05/11/2005 20:24:17	<DIR>
gsc\N7500	05/11/2005 20:24:05	<DIR>
gsc\N8230	05/11/2005 20:23:57	<DIR>
gsc\S0000	05/11/2005 20:23:52	<DIR>
gsc\S0730	05/11/2005 20:23:07	<DIR>
gsc\S1500	05/11/2005 20:22:24	<DIR>
gsc\S2230	05/11/2005 20:21:34	<DIR>
gsc\S3000	05/11/2005 20:20:47	<DIR>
gsc\S3730	05/11/2005 20:20:05	<DIR>
gsc\S4500	05/11/2005 20:19:14	<DIR>
gsc\S5230	05/11/2005 20:18:15	<DIR>
gsc\S6000	05/11/2005 20:17:30	<DIR>
gsc\S6730	05/11/2005 20:16:50	<DIR>
gsc\S7500	05/11/2005 20:16:24	<DIR>
gsc\S8230	05/11/2005 20:16:10	<DIR>
gsc\N0000\0001.gsc.gz	08/01/1992 00:00:00	33952
gsc\N0000\0002.gsc.gz	08/01/1992 00:00:00	40832
gsc\N0000\0003.gsc.gz	08/01/1992 00:00:00	34170
gsc\N0000\0004.gsc.gz	08/01/1992 00:00:00	38997
gsc\N0000\0005.gsc.gz	08/01/1992 00:00:00	37080
gsc\N0000\0006.gsc.gz	08/01/1992 00:00:00	36069
gsc\N0000\0007.gsc.gz	08/01/1992 00:00:00	34705
gsc\N0000\0008.gsc.gz	08/01/1992 00:00:00	30778
gsc\N0000\0009.gsc.gz	08/01/1992 00:00:00	32943
gsc\N0000\0010.gsc.gz	08/01/1992 00:00:00	41210
gsc\N0000\0011.gsc.gz	08/01/1992 00:00:00	28392
gsc\N0000\0012.gsc.gz	08/01/1992 00:00:00	35095
gsc\N0000\0013.gsc.gz	08/01/1992 00:00:00	38668
gsc\N0000\0014.gsc.gz	08/01/1992 00:00:00	30793
gsc\N0000\0015.gsc.gz	08/01/1992 00:00:00	32731
gsc\N0000\0016.gsc.gz	08/01/1992 00:00:00	32914
gsc\N0000\0017.gsc.gz	08/01/1992 00:00:00	31644
gsc\N0000\0018.gsc.gz	08/01/1992 00:00:00	30106
gsc\N0000\0019.gsc.gz	08/01/1992 00:00:00	33310
gsc\N0000\0020.gsc.gz	08/01/1992 00:00:00	37499
gsc\N0000\0021.gsc.gz	08/01/1992 00:00:00	28072
gsc\N0000\0022.gsc.gz	08/01/1992 00:00:00	32314
gsc\N0000\0023.gsc.gz	08/01/1992 00:00:00	34203
gsc\N0000\0024.gsc.gz	08/01/1992 00:00:00	28651
gsc\N0000\0025.gsc.gz	08/01/1992 00:00:00	29854
gsc\N0000\0026.gsc.gz	08/01/1992 00:00:00	27107
gsc\N0000\0027.gsc.gz	08/01/1992 00:00:00	30541
gsc\N0000\0028.gsc.gz	08/01/1992 00:00:00	34802
gsc\N0000\0029.gsc.gz	08/01/1992 00:00:00	29590
gsc\N0000\0030.gsc.gz	08/01/1992 00:00:00	36225
gsc\N0000\0031.gsc.gz	08/01/1992 00:00:00	30783
gsc\N0000\0032.gsc.gz	08/01/1992 00:00:00	29388
gsc\N0000\0033.gsc.gz	08/01/1992 00:00:00	29912
gsc\N0000\0034.gsc.gz	08/01/1992 00:00:00	28979
gsc\N0000\0035.gsc.gz	08/01/1992 00:00:00	29360
gsc\N0000\0036.gsc.gz	08/01/1992 00:00:00	29690
gsc\N0000\0037.gsc.gz	08/01/1992 00:00:00	31204
gsc\N0000\0038.gsc.gz	08/01/1992 00:00:00	35519
gsc\N0000\0039.gsc.gz	08/01/1992 00:00:00	29128
gsc\N0000\0040.gsc.gz	08/01/1992 00:00:00	32010
gsc\N0000\0041.gsc.gz	08/01/1992 00:00:00	33110
gsc\N0000\0042.gsc.gz	08/01/1992 00:00:00	34608
gsc\N0000\0043.gsc.gz	08/01/1992 00:00:00	29753
gsc\N0000\0044.gsc.gz	08/01/1992 00:00:00	31423
gsc\N0000\0045.gsc.gz	08/01/1992 00:00:00	33729
gsc\N0000\0046.gsc.gz	08/01/1992 00:00:00	42179
gsc\N0000\0047.gsc.gz	08/01/1992 00:00:00	33791
gsc\N0000\0048.gsc.gz	08/01/1992 00:00:00	44238
gsc\N0000\0049.gsc.gz	08/01/1992 00:00:00	40791
gsc\N0000\0050.gsc.gz	08/01/1992 00:00:00	39769
gsc\N0000\0051.gsc.gz	08/01/1992 00:00:00	39762
gsc\N0000\0052.gsc.gz	08/01/1992 00:00:00	36477
gsc\N0000\0053.gsc.gz	08/01/1992 00:00:00	31414
gsc\N0000\0054.gsc.gz	08/01/1992 00:00:00	31468
gsc\N0000\0055.gsc.gz	08/01/1992 00:00:00	41546
gsc\N0000\0056.gsc.gz	08/01/1992 00:00:00	50098
gsc\N0000\0057.gsc.gz	08/01/1992 00:00:00	35922
gsc\N0000\0058.gsc.gz	08/01/1992 00:00:00	38646
gsc\N0000\0059.gsc.gz	08/01/1992 00:00:00	46944
gsc\N0000\0060.gsc.gz	08/01/1992 00:00:00	40720
gsc\N0000\0061.gsc.gz	08/01/1992 00:00:00	30328
gsc\N0000\0062.gsc.gz	08/01/1992 00:00:00	34028
gsc\N0000\0063.gsc.gz	08/01/1992 00:00:00	33589
gsc\N0000\0064.gsc.gz	08/01/1992 00:00:00	42246
gsc\N0000\0065.gsc.gz	08/01/1992 00:00:00	37684
gsc\N0000\0066.gsc.gz	08/01/1992 00:00:00	35419
gsc\N0000\0067.gsc.gz	08/01/1992 00:00:00	40399
gsc\N0000\0068.gsc.gz	08/01/1992 00:00:00	33355
gsc\N0000\0069.gsc.gz	08/01/1992 00:00:00	32481
gsc\N0000\0070.gsc.gz	08/01/1992 00:00:00	25541
gsc\N0000\0071.gsc.gz	08/01/1992 00:00:00	25212
gsc\N0000\0072.gsc.gz	08/01/1992 00:00:00	25189
gsc\N0000\0073.gsc.gz	08/01/1992 00:00:00	32910
gsc\N0000\0074.gsc.gz	08/01/1992 00:00:00	56376
gsc\N0000\0075.gsc.gz	08/01/1992 00:00:00	61758
gsc\N0000\0076.gsc.gz	08/01/1992 00:00:00	36150
gsc\N0000\0077.gsc.gz	08/01/1992 00:00:00	45392
gsc\N0000\0078.gsc.gz	08/01/1992 00:00:00	55056
