USNO CCD Astrograph Catalog (UCAC2)
u2	05/11/2005 21:06:45	<DIR>
u2\u2index.da	06/02/2003 03:19:33	276480
u2\z001	05/30/2003 11:21:42	38500
u2\z002	05/30/2003 11:21:43	117480
u2\z003	05/30/2003 11:21:44	201124
u2\z004	05/30/2003 11:21:46	278124
u2\z005	05/30/2003 11:21:48	359172
u2\z006	05/30/2003 11:21:50	428164
u2\z007	05/30/2003 11:21:53	487476
u2\z008	05/30/2003 11:21:56	562760
u2\z009	05/30/2003 11:22:00	638748
u2\z010	05/30/2003 11:22:03	704968
u2\z011	05/30/2003 11:22:07	765600
u2\z012	05/30/2003 11:22:12	801240
u2\z013	05/30/2003 11:22:17	893288
u2\z014	05/30/2003 11:22:22	952072
u2\z015	05/30/2003 11:22:27	1003244
u2\z016	05/30/2003 11:22:33	1090320
u2\z017	05/30/2003 11:22:39	1151216
u2\z018	05/30/2003 11:22:45	1203004
u2\z019	05/30/2003 11:22:52	1294656
u2\z020	05/30/2003 11:23:00	1438448
u2\z021	05/30/2003 11:23:08	1565168
u2\z022	05/30/2003 11:23:18	1633676
u2\z023	05/30/2003 11:23:27	1829080
u2\z024	05/30/2003 11:23:36	1881836
u2\z025	05/30/2003 11:23:46	1901548
u2\z026	05/30/2003 11:23:57	1955184
u2\z027	05/30/2003 11:24:09	2153272
u2\z028	05/30/2003 11:24:21	2304104
u2\z029	05/30/2003 11:24:35	2512664
u2\z030	05/30/2003 11:24:49	2645236
u2\z031	05/30/2003 11:25:05	2840244
u2\z032	05/30/2003 11:25:22	3046516
u2\z033	05/30/2003 11:25:40	3239236
u2\z034	05/30/2003 11:25:59	3469180
u2\z035	05/30/2003 11:26:19	3639724
u2\z036	05/30/2003 11:26:41	3856820
u2\z037	05/30/2003 11:27:04	4132788
u2\z038	05/30/2003 11:27:29	4299460
u2\z039	05/30/2003 11:27:57	4767356
u2\z040	05/30/2003 11:28:26	5143160
u2\z041	05/30/2003 11:28:58	5486580
u2\z042	05/30/2003 11:29:32	5860140
u2\z043	05/30/2003 11:30:07	6200040
u2\z044	05/30/2003 11:30:43	6380440
u2\z045	05/30/2003 11:31:20	6494312
u2\z046	05/30/2003 11:31:58	6565548
u2\z047	05/30/2003 11:32:42	6973076
u2\z048	05/30/2003 11:33:28	7767188
u2\z049	05/30/2003 11:34:16	8124864
u2\z050	05/30/2003 11:35:06	8542160
u2\z051	05/30/2003 11:35:55	8707996
u2\z052	05/30/2003 11:36:48	8698448
u2\z053	05/30/2003 11:37:39	9193932
u2\z054	05/30/2003 11:38:32	9080148
u2\z055	05/30/2003 11:39:28	9106196
u2\z056	05/30/2003 11:40:30	9764260
u2\z057	05/30/2003 11:41:36	10668416
u2\z058	05/30/2003 11:42:45	11371580
u2\z059	05/30/2003 11:43:49	11887524
u2\z060	05/30/2003 11:44:52	11213884
u2\z061	05/30/2003 11:45:55	11024860
u2\z062	05/30/2003 11:46:56	11095260
u2\z063	05/30/2003 11:47:57	10904388
u2\z064	05/30/2003 11:48:56	10719764
u2\z065	05/30/2003 11:49:54	10344576
u2\z066	05/30/2003 11:50:53	10298596
u2\z067	05/30/2003 11:51:52	10580548
u2\z068	05/30/2003 11:52:50	10594232
u2\z069	05/30/2003 11:53:51	10562772
u2\z070	05/30/2003 11:54:54	10932240
u2\z071	05/30/2003 11:55:57	11340956
u2\z072	05/30/2003 11:57:00	11208472
u2\z073	05/30/2003 11:58:00	11232012
u2\z074	05/30/2003 11:58:59	10804596
