   6.16  6.49838E+42
   6.39  6.92012E+42
   6.63  7.29312E+42
   6.88  7.76295E+42
   7.14  8.22441E+42
   7.41  8.70208E+42
   7.69  9.21152E+42
   7.98  9.73319E+42
   8.28  1.02673E+43
   8.59  1.08103E+43
   8.91  1.13671E+43
   9.24  1.19439E+43
   9.59  1.25111E+43
   9.95  1.30935E+43
  10.33  1.36747E+43
  10.71  1.42243E+43
  11.12  1.48093E+43
  11.53  1.53476E+43
  11.97  1.58846E+43
  12.42  1.64075E+43
  12.88  1.68717E+43
  13.37  1.73458E+43
  13.87  1.77420E+43
  14.39  1.81031E+43
  14.93  1.83611E+43
  15.49  1.85955E+43
  16.07  1.87024E+43
  16.68  1.87586E+43
  17.30  1.87567E+43
  17.95  1.86164E+43
  18.63  1.83893E+43
  19.33  1.80871E+43
  20.06  1.76644E+43
  20.81  1.71869E+43
  21.59  1.66322E+43
  22.40  1.59762E+43
  23.24  1.52889E+43
  24.12  1.45097E+43
  25.02  1.37924E+43
  25.96  1.30083E+43
  26.94  1.22579E+43
  27.95  1.15887E+43
  29.00  1.09716E+43
  30.09  1.04632E+43
  31.22  1.00146E+43
  32.40  9.61221E+42
  33.61  9.27449E+42
  34.88  8.97679E+42
  36.19  8.64045E+42
  37.55  8.30024E+42
  38.96  7.87219E+42
  40.42  7.39466E+42
  41.94  6.75595E+42
  43.52  6.05660E+42
  45.15  5.30620E+42
  46.85  4.59162E+42
  48.61  3.94017E+42
  50.43  3.41764E+42
  52.33  3.04218E+42
  54.30  2.77168E+42
  56.34  2.55951E+42
  58.45  2.37591E+42
  60.65  2.21089E+42
  62.93  2.05646E+42
  65.29  1.92127E+42
  67.75  1.78444E+42
  70.29  1.66513E+42
  72.93  1.55124E+42
  75.67  1.43929E+42
  78.52  1.33236E+42
  81.47  1.23265E+42
