   6.16  4.29507E+42
   6.39  4.52065E+42
   6.63  4.76991E+42
   6.88  5.05621E+42
   7.14  5.33138E+42
   7.41  5.63467E+42
   7.69  5.93160E+42
   7.98  6.26190E+42
   8.28  6.60188E+42
   8.59  6.90555E+42
   8.91  7.27281E+42
   9.24  7.58860E+42
   9.59  7.92694E+42
   9.95  8.28692E+42
  10.33  8.64699E+42
  10.71  8.98433E+42
  11.12  9.30422E+42
  11.53  9.66516E+42
  11.97  9.99711E+42
  12.42  1.02891E+43
  12.88  1.06139E+43
  13.37  1.08709E+43
  13.87  1.11237E+43
  14.39  1.13508E+43
  14.93  1.15380E+43
  15.49  1.17310E+43
  16.07  1.18645E+43
  16.68  1.19541E+43
  17.30  1.20151E+43
  17.95  1.20107E+43
  18.63  1.19581E+43
  19.33  1.18759E+43
  20.06  1.17342E+43
  20.81  1.15615E+43
  21.59  1.13195E+43
  22.40  1.10677E+43
  23.24  1.07533E+43
  24.12  1.04270E+43
  25.02  1.00380E+43
  25.96  9.65648E+42
  26.94  9.24905E+42
  27.95  8.82291E+42
  29.00  8.44513E+42
  30.09  8.04462E+42
  31.22  7.67488E+42
  32.40  7.33207E+42
  33.61  6.98517E+42
  34.88  6.65334E+42
  36.19  6.28459E+42
  37.55  5.89962E+42
  38.96  5.48706E+42
  40.42  5.05725E+42
  41.94  4.61217E+42
  43.52  4.14463E+42
  45.15  3.66670E+42
  46.85  3.19101E+42
  48.61  2.75244E+42
  50.43  2.41493E+42
  52.33  2.17416E+42
  54.30  1.98719E+42
  56.34  1.83762E+42
  58.45  1.70796E+42
  60.65  1.59598E+42
  62.93  1.48383E+42
  65.29  1.39219E+42
  67.75  1.29074E+42
  70.29  1.19395E+42
  72.93  1.11118E+42
  75.67  1.02395E+42
  78.52  9.44697E+41
  81.47  8.68911E+41
