#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
3326,123.209,5.745,124.215,6.744,124.212,4.744,122.205,4.744,122.202,6.744,44,3.086,0,0.5,MS230429p,3326,3.086
2391,128.984,-3.830,129.985,-2.829,129.987,-4.829,127.981,-4.829,127.983,-2.829,59,2.571,1,0.5,MS230429p,2391,2.571
2390,127.059,-3.830,128.060,-2.829,128.062,-4.829,126.055,-4.829,126.058,-2.829,65,2.539,2,0.5,MS230429p,2390,2.539
4607,113.258,19.149,114.323,20.146,114.311,18.146,112.206,18.146,112.193,20.146,36,2.097,3,0.5,MS230429p,4607,2.097
5467,101.928,28.723,103.079,29.719,103.057,27.719,100.798,27.719,100.776,29.719,38,1.963,4,0.5,MS230429p,5467,1.963
4957,107.586,22.979,108.680,23.975,108.664,21.975,106.508,21.975,106.492,23.975,53,1.924,5,0.5,MS230429p,4957,1.924
4958,109.655,22.979,110.749,23.975,110.733,21.975,108.577,21.975,108.561,23.975,35,1.914,6,0.5,MS230429p,4958,1.914
3816,350.323,9.574,351.340,10.573,351.334,8.573,349.311,8.573,349.305,10.573,109,1.906,7,0.5,MS230429p,3816,1.906
3140,125.134,3.830,126.137,4.829,126.135,2.829,124.133,2.829,124.130,4.829,105,1.828,8,0.5,MS230429p,3140,1.828
2578,128.298,-1.915,129.298,-0.915,129.299,-2.915,127.297,-2.915,127.298,-0.915,85,1.697,9,0.5,MS230429p,2578,1.697
3629,348.387,7.660,349.398,8.658,349.394,6.658,347.380,6.658,347.376,8.658,123,1.660,10,0.5,MS230429p,3629,1.660
3511,120.000,7.660,121.011,8.658,121.007,6.658,118.993,6.658,118.989,8.658,55,1.558,11,0.5,MS230429p,3511,1.558
4606,111.236,19.149,112.301,20.146,112.288,18.146,110.184,18.146,110.171,20.146,20,1.438,12,0.5,MS230429p,4606,1.438
4956,105.517,22.979,106.612,23.975,106.595,21.975,104.439,21.975,104.423,23.975,46,1.330,13,0.5,MS230429p,4956,1.330
4367,352.088,15.319,353.130,16.317,353.120,14.317,351.056,14.317,351.046,16.317,182,1.323,14,0.5,MS230429p,4367,1.323
3325,121.283,5.745,122.290,6.744,122.287,4.744,120.280,4.744,120.277,6.744,53,1.315,15,0.5,MS230429p,3325,1.315
3696,118.065,9.574,119.082,10.573,119.076,8.573,117.053,8.573,117.047,10.573,41,1.294,16,0.5,MS230429p,3696,1.294
4428,114.000,17.234,115.053,18.231,115.041,16.231,112.959,16.231,112.947,18.231,32,1.211,17,0.5,MS230429p,4428,1.211
2765,126.383,0.000,127.383,1.000,127.383,-1.000,125.383,-1.000,125.383,1.000,59,1.107,18,0.5,MS230429p,2765,1.107
3443,348.449,5.745,349.456,6.744,349.452,4.744,347.446,4.744,347.442,6.744,85,1.056,19,0.5,MS230429p,3443,1.056
3815,348.387,9.574,349.404,10.573,349.398,8.573,347.376,8.573,347.370,10.573,84,1.049,20,0.5,MS230429p,3815,1.049
3697,120.000,9.574,121.017,10.573,121.011,8.573,118.989,8.573,118.983,10.573,86,1.037,21,0.5,MS230429p,3697,1.037
3139,123.209,3.830,124.212,4.829,124.210,2.829,122.207,2.829,122.205,4.829,44,0.991,22,0.5,MS230429p,3139,0.991
2577,126.383,-1.915,127.383,-0.915,127.384,-2.915,125.382,-2.915,125.383,-0.915,61,0.956,23,0.9,MS230429p,2577,0.956
4185,352.131,13.404,353.163,14.402,353.155,12.402,351.107,12.402,351.099,14.402,95,0.948,24,0.9,MS230429p,4185,0.948
3630,350.323,7.660,351.334,8.658,351.329,6.658,349.316,6.658,349.311,8.658,78,0.898,25,0.9,MS230429p,3630,0.898
4959,111.724,22.979,112.818,23.975,112.802,21.975,110.646,21.975,110.630,23.975,20,0.866,26,0.9,MS230429p,4959,0.866
2018,129.677,-7.660,130.684,-6.658,130.689,-8.658,128.666,-8.658,128.671,-6.658,37,0.852,27,0.9,MS230429p,2018,0.852
2204,128.984,-5.745,129.987,-4.744,129.991,-6.744,127.977,-6.744,127.981,-4.744,66,0.847,28,0.9,MS230429p,2204,0.847
5299,102.249,26.809,103.379,27.804,103.359,25.804,101.138,25.804,101.118,27.804,28,0.813,29,0.9,MS230429p,5299,0.813
1569,338.361,-13.404,339.384,-12.402,339.393,-14.402,337.328,-14.402,337.337,-12.402,27,0.778,30,0.9,MS230429p,1569,0.778
4366,350.110,15.319,351.152,16.317,351.142,14.317,349.078,14.317,349.068,16.317,118,0.735,31,0.9,MS230429p,4366,0.735
5130,106.744,24.894,107.856,25.890,107.838,23.890,105.651,23.890,105.633,25.890,38,0.721,32,0.9,MS230429p,5130,0.721
5128,102.558,24.894,103.670,25.890,103.652,23.890,101.465,23.890,101.447,25.890,32,0.670,33,0.9,MS230429p,5128,0.670
4001,350.270,11.489,351.294,12.488,351.287,10.488,349.253,10.488,349.246,12.488,55,0.631,34,0.9,MS230429p,4001,0.631
4184,350.164,13.404,351.196,14.402,351.188,12.402,349.140,12.402,349.132,14.402,87,0.622,35,0.9,MS230429p,4184,0.622
4783,110.455,21.064,111.533,22.060,111.519,20.060,109.390,20.060,109.376,22.060,30,0.591,36,0.9,MS230429p,4783,0.591
3255,346.524,3.830,347.527,4.829,347.525,2.829,345.523,2.829,345.521,4.829,54,0.569,37,0.9,MS230429p,3255,0.569
3067,344.681,1.915,345.682,2.915,345.681,0.915,343.681,0.915,343.680,2.915,42,0.537,38,0.9,MS230429p,3067,0.537
5421,2.169,28.723,3.320,29.719,3.298,27.719,1.039,27.719,1.017,29.719,80,0.536,39,0.9,MS230429p,5421,0.536
1648,132.324,-11.489,133.341,-10.488,133.348,-12.488,131.300,-12.488,131.307,-10.488,34,0.535,40,0.9,MS230429p,1648,0.535
2205,130.909,-5.745,131.912,-4.744,131.916,-6.744,129.902,-6.744,129.906,-4.744,27,0.530,41,0.9,MS230429p,2205,0.530
3628,346.452,7.660,347.463,8.658,347.458,6.658,345.445,6.658,345.440,8.658,60,0.507,42,0.9,MS230429p,3628,0.507
5129,104.651,24.894,105.763,25.890,105.745,23.890,103.558,23.890,103.540,25.890,43,0.506,43,0.9,MS230429p,5129,0.506
748,137.045,-21.064,138.110,-20.060,138.124,-22.060,135.967,-22.060,135.981,-20.060,67,0.495,44,0.9,MS230429p,748,0.495
2020,133.548,-7.660,134.555,-6.658,134.560,-8.658,132.537,-8.658,132.542,-6.658,36,0.492,45,0.9,MS230429p,2020,0.492
4066,118.033,13.404,119.065,14.402,119.057,12.402,117.009,12.402,117.000,14.402,32,0.469,46,0.9,MS230429p,4066,0.469
3138,121.283,3.830,122.287,4.829,122.284,2.829,120.282,2.829,120.280,4.829,37,0.464,47,0.9,MS230429p,3138,0.464
1649,134.270,-11.489,135.287,-10.488,135.294,-12.488,133.246,-12.488,133.253,-10.488,23,0.446,48,0.9,MS230429p,1649,0.446
2953,126.383,1.915,127.384,2.915,127.383,0.915,125.383,0.915,125.382,2.915,45,0.439,49,0.9,MS230429p,2953,0.439
2764,124.468,0.000,125.468,1.000,125.468,-1.000,123.468,-1.000,123.468,1.000,50,0.409,50,0.9,MS230429p,2764,0.409
4064,114.098,13.404,115.131,14.402,115.122,12.402,113.075,12.402,113.066,14.402,28,0.402,51,0.9,MS230429p,4064,0.402
2766,128.298,0.000,129.298,1.000,129.298,-1.000,127.298,-1.000,127.298,1.000,40,0.397,52,0.9,MS230429p,2766,0.397
4781,106.364,21.064,107.442,22.060,107.428,20.060,105.299,20.060,105.285,22.060,43,0.368,53,0.9,MS230429p,4781,0.368
3882,118.703,11.489,119.727,12.488,119.720,10.488,117.686,10.488,117.679,12.488,29,0.367,54,0.9,MS230429p,3882,0.367
2203,127.059,-5.745,128.062,-4.744,128.066,-6.744,126.052,-6.744,126.056,-4.744,42,0.352,55,0.9,MS230429p,2203,0.352
3817,352.258,9.574,353.275,10.573,353.269,8.573,351.247,8.573,351.241,10.573,41,0.348,56,0.9,MS230429p,3817,0.348
