#	Observing Date = 2023-04-29
#	Observatory = CBNUO
#	-18 deg sunset = 20:51
#	-18 deg sunrise = 03:58
#	Moon ra, dec = 9:20:22.22   20:57:35.48
#	Moon phase = 0.57
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |      dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                weight |  note |
| MS230428l | 20:43:04 | 45:16:21 |    01:13 |       06:44 |   12:17 |            113 |                   0.0 | 20942 |
| MS230428l | 20:45:54 | 46:21:49 |    01:13 |       06:47 |   12:23 |            112 |                   0.0 | 21173 |
| MS230428l | 20:49:13 | 45:16:21 |    01:19 |       06:51 |   12:23 |            113 |                   0.0 | 20943 |
| MS230428l | 20:52:10 | 46:21:49 |    01:19 |       06:54 |   12:29 |            112 |                   0.0 | 21174 |
| MS230428l | 20:54:24 | 47:27:16 |    01:19 |       06:57 |   12:34 |            111 |                   0.0 | 21400 |
| MS230428l | 20:55:23 | 45:16:21 |    01:26 |       06:58 |   12:29 |            114 |                   0.0 | 20944 |
| MS230428l | 20:58:26 | 46:21:49 |    01:26 |       07:01 |   12:35 |            112 |                   0.0 | 21175 |
| MS230428l | 21:00:48 | 47:27:16 |    01:25 |       07:03 |   12:40 |            111 |                   0.0 | 21401 |
| MS230428l | 21:04:41 | 46:21:49 |    01:32 |       07:07 |   12:41 |            113 |                   0.0 | 21176 |
| MS230428l | 21:07:12 | 47:27:16 |    01:31 |       07:09 |   12:47 |            112 |                   0.0 | 21402 |
| MS230428l | 21:09:49 | 48:32:43 |    01:31 |       07:12 |   12:52 |            110 |                   0.0 | 21623 |
| MS230428l | 21:13:36 | 47:27:16 |    01:38 |       07:15 |   12:53 |            112 |                   0.0 | 21403 |
| MS230428l | 21:16:21 | 48:32:43 |    01:38 |       07:18 |   12:59 |            110 |                   0.0 | 21624 |
| MS230428l | 21:20:00 | 49:38:10 |    01:38 |       07:21 |   13:06 |            109 |                   0.0 | 21841 |
| MS230428l | 21:20:00 | 47:27:16 |    01:44 |       07:21 |   13:00 |            112 |                   0.0 | 21404 |
| MS230428l | 21:22:54 | 48:32:43 |    01:44 |       07:24 |   13:05 |            110 |                   0.0 | 21625 |
| MS230428l | 21:26:40 | 49:38:10 |    01:45 |       07:28 |   13:12 |            109 |                   0.0 | 21842 |
| MS230428l | 21:29:27 | 48:32:43 |    01:51 |       07:32 |   13:12 |            110 |                   0.0 | 21626 |
| MS230428l | 21:33:20 | 49:38:10 |    01:52 |       07:36 |   13:19 |            109 |                   0.0 | 21843 |
| MS230428l | 22:05:22 | 52:54:32 |    02:14 |       08:07 |   14:00 |            105 |   0.05028645889469298 | 22467 |
| MS230428l | 22:08:09 | 51:49:05 |    02:20 |       08:10 |   14:00 |            106 |  0.046378687342528285 | 22266 |
| MS230428l | 22:10:48 | 50:43:38 |    02:26 |       08:13 |   13:59 |            107 |  0.056652737963588044 | 22060 |
| MS230428l | 22:12:32 | 52:54:32 |    02:21 |       08:15 |   14:07 |            105 |                   0.0 | 22468 |
| MS230428l | 22:15:08 | 51:49:05 |    02:27 |       08:17 |   14:07 |            106 |  0.020630163814464333 | 22267 |
| MS230428l | 22:17:37 | 50:43:38 |    02:33 |       08:20 |   14:06 |            107 |                   0.0 | 22061 |
| MS230428l | 22:19:42 | 52:54:32 |    02:28 |       08:22 |   14:14 |            105 | 0.0051791359424151265 | 22469 |
| MS230428l | 22:22:08 | 51:49:05 |    02:34 |       08:24 |   14:14 |            106 |  0.031090535583951497 | 22268 |
| MS230428l | 22:24:27 | 50:43:38 |    02:40 |       08:26 |   14:13 |            107 |                   0.0 | 22062 |
| MS230428l | 22:26:51 | 52:54:32 |    02:36 |       08:29 |   14:22 |            105 |                   0.0 | 22470 |
| MS230428l | 22:29:07 | 51:49:05 |    02:41 |       08:31 |   14:21 |            105 |  0.023093661294296908 | 22269 |
| MS230428l | 22:31:16 | 50:43:38 |    02:46 |       08:33 |   14:20 |            106 |   0.05871303698548294 | 22063 |
| MS230428l | 22:34:01 | 52:54:32 |    02:43 |       08:36 |   14:29 |            104 |  0.049166561890689464 | 22471 |
| MS230428l | 22:36:06 | 51:49:05 |    02:48 |       08:38 |   14:28 |            105 |   0.05267818696665178 | 22270 |
| MS230428l | 22:41:11 | 52:54:32 |    02:50 |       08:43 |   14:36 |            104 |                   0.0 | 22472 |
==============================================================================================================
