|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |               weight |    note | scheduled |    name |       ra |      dec |        d_L |               prob_vol | stmass |    prob_vol_x_stmass | rank | confidence |                                                 mainTarget |                                                                         FixedTarget |                               id |            moonsep |                    rise |                    transit |                     set | maxalt |
| MS230428k | 05:58:02 | -38:20:04 |      r |     180 |     3 |       1 |                  1.0 | 1152232 |      True | 1152232 |  89.5086 | -38.3345 | 153.950067 | 2.2907565917227037e-06 |   60.0 |                  1.0 |    0 |        0.5 |  Target[name=MS230428k, ra[deg]=89.5086, dec[deg]=-38.3345 |  <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (89.5086, -38.3345)> | 4b1f5db369384349bbc496d4aa60bd9b |  75.62716528471536 | 2023-04-28T00:41:09.642 | 2023-04-28 05:37:49.524376 | 2023-04-28T10:36:24.382 |  50.04 |
| MS230428k | 05:21:01 | -25:21:45 |      r |     180 |     3 |       1 |   0.5319424697838714 | 1153640 |     False | 1153640 |  80.2557 | -25.3625 | 201.433912 |  7.311311706435176e-07 |  100.0 |   0.5319424697838714 |    1 |        0.5 |  Target[name=MS230428k, ra[deg]=80.2557, dec[deg]=-25.3625 |  <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (80.2557, -25.3625)> | 0ad8b2fc032140c5994646ce1bf33682 |   73.5885872941698 |                         | 2023-04-28 05:00:49.286047 |                         |  39.43 |
| MS230428k | 17:52:41 |  29:50:19 |      r |     180 |     3 |       1 |   0.3175210973956147 |  110713 |     False |  110713 |  268.174 |  29.8387 | 122.070924 |  2.182096029771685e-06 |   20.0 |   0.3175210973956147 |    2 |        0.5 |   Target[name=MS230428k, ra[deg]=268.174, dec[deg]=29.8387 |   <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (268.174, 29.8387)> | aa78907cfd5547b38965ca2600d4aeb3 | 109.26540055149415 |                         | 2023-04-28 17:31:39.854524 |                         |   28.9 |
| MS230428k | 04:37:07 |  -2:18:16 |      r |     180 |     3 |       1 |    0.268272766609961 | 1151465 |     False | 1151465 |  69.2816 |  -2.3046 | 129.929784 |  3.352088370041844e-06 |   11.0 |    0.268272766609961 |    3 |        0.5 |   Target[name=MS230428k, ra[deg]=69.2816, dec[deg]=-2.3046 |   <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (69.2816, -2.3046)> | bd859d53ca554d838aa306a2bdce2fef |  71.74648146298067 |                         | 2023-04-28 04:18:20.002308 |                         |  19.39 |
| MS230428k | 22:30:30 |  61:52:49 |      r |     180 |     3 |       1 |   0.2644048949032236 |   58428 |     False |   58428 | 337.6266 |  61.8805 |  97.755087 |  3.634135152482073e-06 |   10.0 |   0.2644048949032236 |    4 |        0.5 |  Target[name=MS230428k, ra[deg]=337.6266, dec[deg]=61.8805 |  <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (337.6266, 61.8805)> | b81c212d728a4fb48a1c886dabd46ee0 |  95.06248644011632 |                         | 2023-04-28 22:08:32.641986 |                         |  -9.93 |
| MS230428k | 16:48:18 |  06:18:43 |      r |     180 |     3 |       1 |  0.23401678696581854 | 1026352 |      True | 1026352 | 252.0773 |   6.3122 | 129.296258 | 3.5738500899921855e-06 |    9.0 |  0.23401678696581854 |    5 |        0.5 |   Target[name=MS230428k, ra[deg]=252.0773, dec[deg]=6.3122 |   <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (252.0773, 6.3122)> | bce69a5955324135aca4ddf84b31e221 |   109.126365321648 | 2023-04-28T13:12:12.372 | 2023-04-28 16:27:40.731031 | 2023-04-28T19:43:06.781 |  52.46 |
| MS230428k | 05:34:23 | -30:48:03 |      r |     180 |     3 |       1 |   0.2248758060948651 | 1152761 |     False | 1152761 |  83.5976 |  -30.801 | 167.898749 |  2.060551101497271e-06 |   15.0 |   0.2248758060948651 |    6 |        0.5 |   Target[name=MS230428k, ra[deg]=83.5976, dec[deg]=-30.801 |   <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (83.5976, -30.801)> | 963c800175bf42f7bba69e62ff4fa83e |  74.41325718888405 |                         | 2023-04-28 05:18:20.358318 |                         |  43.91 |
| MS230428k | 16:49:33 |  06:00:58 |      r |     180 |     3 |       1 |  0.21712811777725752 | 1027135 |      True | 1027135 | 252.3882 |   6.0163 | 150.035977 |  2.295644896999509e-06 |   13.0 |  0.21712811777725752 |    7 |        0.5 |   Target[name=MS230428k, ra[deg]=252.3882, dec[deg]=6.0163 |   <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (252.3882, 6.0163)> | 9a0cdb37979e4a1787b157bb34f6d7bb | 109.53289684914769 | 2023-04-28T13:12:24.224 | 2023-04-28 16:28:54.292169 | 2023-04-28T19:45:24.007 |  52.75 |
| MS230428k | 05:20:18 | -25:19:28 |      r |     180 |     3 |       1 |  0.21347471958874242 | 1152511 |     False | 1152511 |  80.0775 | -25.3245 | 138.008272 |  2.667385589001775e-06 |   11.0 |  0.21347471958874242 |    8 |        0.5 |  Target[name=MS230428k, ra[deg]=80.0775, dec[deg]=-25.3245 |  <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (80.0775, -25.3245)> | 3a21346985a74b3a96640e0a1797fe7e |  73.69998697596868 |                         | 2023-04-28 05:00:00.621092 |                         |  39.27 |
| MS230428k | 07:33:36 | -56:09:26 |      r |     180 |     3 |       1 |    0.202260079586683 | 1154876 |      True | 1154876 | 113.4031 | -56.1574 | 155.032676 |  2.527258419965988e-06 |   11.0 |    0.202260079586683 |    9 |        0.5 | Target[name=MS230428k, ra[deg]=113.4031, dec[deg]=-56.1574 | <FixedTarget "MS230428k" at SkyCoord (ICRS): (ra, dec) in deg (113.4031, -56.1574)> | 23f3132b09034b1099c0343d0fd8ea70 |  80.71351975882824 | 2023-04-28T01:47:47.767 | 2023-04-28 07:13:49.158676 | 2023-04-28T12:39:47.544 |   59.7 |
