#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
17941,57.184,33.273,57.896,33.862,57.887,32.679,56.481,32.679,56.472,33.862,10,4.516,0,0.5,MS230427o,17941,4.516
18490,56.000,35.455,56.732,36.044,56.721,34.861,55.279,34.861,55.268,36.044,5,1.413,1,0.5,MS230427o,18490,1.413
18217,56.496,34.364,57.218,34.953,57.208,33.770,55.785,33.770,55.775,34.953,6,1.285,2,0.5,MS230427o,18217,1.285
17939,54.585,33.273,55.297,33.862,55.288,32.679,53.882,32.679,53.873,33.862,5,1.136,3,0.5,MS230427o,17939,1.136
17659,54.000,32.182,54.703,32.771,54.694,31.588,53.306,31.588,53.297,32.771,8,1.107,4,0.9,MS230427o,17659,1.107
18759,55.489,36.545,56.231,37.135,56.219,35.952,54.758,35.952,54.747,37.135,12,1.023,5,0.9,MS230427o,18759,1.023
17940,55.884,33.273,56.597,33.862,56.587,32.679,55.182,32.679,55.172,33.862,3,0.972,6,0.9,MS230427o,17940,0.972
18216,55.182,34.364,55.904,34.953,55.894,33.770,54.471,33.770,54.461,34.953,3,0.857,7,0.9,MS230427o,18216,0.857
18758,54.135,36.545,54.877,37.135,54.866,35.952,53.405,35.952,53.393,37.135,9,0.572,8,0.9,MS230427o,18758,0.572
17660,55.286,32.182,55.989,32.771,55.980,31.588,54.591,31.588,54.582,32.771,2,0.562,9,0.9,MS230427o,17660,0.562
18489,54.667,35.455,55.398,36.044,55.387,34.861,53.946,34.861,53.935,36.044,3,0.430,10,0.9,MS230427o,18489,0.430
17377,55.775,31.091,56.470,31.681,56.461,30.498,55.088,30.498,55.080,31.681,3,0.416,11,0.9,MS230427o,17377,0.416
19025,56.122,37.636,56.875,38.225,56.863,37.043,55.381,37.043,55.369,38.225,8,0.353,12,0.9,MS230427o,19025,0.353
17661,56.571,32.182,57.275,32.771,57.266,31.588,55.877,31.588,55.868,32.771,3,0.314,13,0.9,MS230427o,17661,0.314
18491,57.333,35.455,58.065,36.044,58.054,34.861,56.613,34.861,56.602,36.044,6,0.291,14,0.95,MS230427o,18491,0.291
18218,57.810,34.364,58.532,34.953,58.522,33.770,57.099,33.770,57.089,34.953,7,0.279,15,0.95,MS230427o,18218,0.279
19024,54.753,37.636,55.506,38.225,55.494,37.043,54.012,37.043,54.000,38.225,4,0.195,16,0.95,MS230427o,19024,0.195
18761,58.195,36.545,58.937,37.135,58.926,35.952,57.465,35.952,57.454,37.135,2,0.184,17,0.95,MS230427o,18761,0.184
18215,53.869,34.364,54.590,34.953,54.580,33.770,53.157,33.770,53.147,34.953,2,0.160,18,1.0,MS230427o,18215,0.160
18492,58.667,35.455,59.398,36.044,59.387,34.861,57.946,34.861,57.935,36.044,5,0.136,19,1.0,MS230427o,18492,0.136
19026,57.490,37.636,58.243,38.225,58.232,37.043,56.749,37.043,56.738,38.225,3,0.104,20,1.0,MS230427o,19026,0.104
17662,57.857,32.182,58.561,32.771,58.551,31.588,57.163,31.588,57.154,32.771,4,0.102,21,1.0,MS230427o,17662,0.102
17091,56.446,30.000,57.133,30.590,57.125,29.407,55.767,29.407,55.759,30.590,2,0.098,22,1.0,MS230427o,17091,0.098
18488,53.333,35.455,54.065,36.044,54.054,34.861,52.613,34.861,52.602,36.044,1,0.094,23,1.0,MS230427o,18488,0.094
17375,53.239,31.091,53.934,31.681,53.926,30.498,52.553,30.498,52.544,31.681,1,0.088,24,1.0,MS230427o,17375,0.088
17938,53.285,33.273,53.997,33.862,53.988,32.679,52.582,32.679,52.573,33.862,2,0.067,25,1.0,MS230427o,17938,0.067
18760,56.842,36.545,57.584,37.135,57.573,35.952,56.111,35.952,56.100,37.135,1,0.065,26,1.0,MS230427o,18760,0.065
17090,55.192,30.000,55.879,30.590,55.871,29.407,54.513,29.407,54.505,30.590,2,0.033,27,1.0,MS230427o,17090,0.033
17376,54.507,31.091,55.202,31.681,55.193,30.498,53.821,30.498,53.812,31.681,2,0.020,28,1.0,MS230427o,17376,0.020
17942,58.484,33.273,59.196,33.862,59.186,32.679,57.781,32.679,57.771,33.862,1,0.000,29,1.0,MS230427o,17942,0.000
17378,57.042,31.091,57.737,31.681,57.729,30.498,56.356,30.498,56.347,31.681,0,0.000,30,1.0,MS230427o,17378,0.000
17379,58.310,31.091,59.005,31.681,58.996,30.498,57.623,30.498,57.615,31.681,0,0.000,31,1.0,MS230427o,17379,0.000
17658,52.714,32.182,53.418,32.771,53.409,31.588,52.020,31.588,52.011,32.771,0,0.000,32,1.0,MS230427o,17658,0.000
18214,52.555,34.364,53.276,34.953,53.266,33.770,51.843,33.770,51.833,34.953,0,0.000,33,1.0,MS230427o,18214,0.000
17089,53.937,30.000,54.624,30.590,54.616,29.407,53.258,29.407,53.250,30.590,0,0.000,34,1.0,MS230427o,17089,0.000
