#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
320,195.349,-23.143,196.794,-21.794,196.824,-24.479,193.874,-24.479,193.903,-21.794,65,1.972,0,0.5,MS230428s,320,1.972
2830,31.429,25.714,32.936,27.049,32.902,24.364,29.955,24.364,29.922,27.049,49,1.871,1,0.5,MS230428s,2830,1.871
2701,30.698,23.143,32.172,24.479,32.143,21.794,29.252,21.794,29.223,24.479,28,1.451,2,0.5,MS230428s,2701,1.451
450,195.115,-20.571,196.536,-19.223,196.561,-21.908,193.668,-21.908,193.693,-19.223,40,1.438,3,0.5,MS230428s,450,1.438
1472,18.129,0.000,19.472,1.343,19.472,-1.343,16.787,-1.343,16.787,1.343,62,0.810,4,0.5,MS230428s,1472,0.810
2956,31.935,28.286,33.479,29.620,33.441,26.935,30.430,26.935,30.392,29.620,47,0.801,5,0.5,MS230428s,2956,0.801
1750,18.261,5.143,19.612,6.484,19.606,3.799,16.916,3.799,16.910,6.484,20,0.754,6,0.5,MS230428s,1750,0.754
2436,27.068,18.000,28.490,19.337,28.469,16.652,25.667,16.652,25.645,19.337,29,0.725,7,0.9,MS230428s,2436,0.725
69,200.323,-28.286,201.828,-26.935,201.867,-29.620,198.779,-29.620,198.817,-26.935,43,0.674,8,0.9,MS230428s,69,0.674
2569,27.481,20.571,28.928,21.908,28.902,19.223,26.060,19.223,26.034,21.908,24,0.665,9,0.9,MS230428s,2569,0.665
2829,28.571,25.714,30.078,27.049,30.045,24.364,27.098,24.364,27.064,27.049,11,0.514,10,0.9,MS230428s,2829,0.514
1122,187.826,-7.714,189.177,-6.370,189.185,-9.055,186.467,-9.055,186.476,-6.370,21,0.484,11,0.9,MS230428s,1122,0.484
1471,15.540,0.000,16.882,1.343,16.882,-1.343,14.197,-1.343,14.197,1.343,63,0.478,12,0.9,MS230428s,1471,0.478
715,193.433,-15.429,194.817,-14.082,194.835,-16.767,192.031,-16.767,192.049,-14.082,63,0.460,13,0.9,MS230428s,715,0.460
2165,23.824,12.857,25.208,14.196,25.193,11.511,22.454,11.511,22.439,14.196,33,0.432,14,0.9,MS230428s,2165,0.432
2957,34.839,28.286,36.383,29.620,36.344,26.935,33.333,26.935,33.295,29.620,32,0.423,15,0.9,MS230428s,2957,0.423
1194,15.652,-5.143,16.997,-3.799,17.003,-6.484,14.301,-6.484,14.307,-3.799,24,0.395,16,0.9,MS230428s,1194,0.395
2570,30.229,20.571,31.676,21.908,31.650,19.223,28.808,19.223,28.782,21.908,9,0.377,17,0.9,MS230428s,2570,0.377
1121,185.217,-7.714,186.568,-6.370,186.576,-9.055,183.858,-9.055,183.867,-6.370,9,0.342,18,0.9,MS230428s,1121,0.342
451,197.863,-20.571,199.284,-19.223,199.309,-21.908,196.416,-21.908,196.441,-19.223,21,0.293,19,0.9,MS230428s,451,0.293
1612,20.719,2.571,22.065,3.913,22.062,1.228,19.377,1.228,19.374,3.913,11,0.266,20,0.9,MS230428s,1612,0.266
70,203.226,-28.286,204.731,-26.935,204.770,-29.620,201.682,-29.620,201.720,-26.935,21,0.261,21,0.9,MS230428s,70,0.261
582,194.887,-18.000,196.288,-16.652,196.310,-19.337,193.465,-19.337,193.486,-16.652,30,0.251,22,0.9,MS230428s,582,0.251
2301,24.179,15.429,25.581,16.767,25.563,14.082,22.795,14.082,22.777,16.767,21,0.206,23,0.9,MS230428s,2301,0.206
2027,21.022,10.286,22.392,11.625,22.381,8.940,19.663,8.940,19.652,11.625,18,0.196,24,0.9,MS230428s,2027,0.196
581,192.180,-18.000,193.581,-16.652,193.603,-19.337,190.758,-19.337,190.780,-16.652,16,0.194,25,0.9,MS230428s,581,0.194
850,193.235,-12.857,194.605,-11.511,194.620,-14.196,191.851,-14.196,191.866,-11.511,43,0.187,26,0.9,MS230428s,850,0.187
321,198.140,-23.143,199.585,-21.794,199.614,-24.479,196.665,-24.479,196.694,-21.794,37,0.181,27,0.9,MS230428s,321,0.181
985,189.197,-10.286,190.556,-8.940,190.567,-11.625,187.827,-11.625,187.838,-8.940,16,0.180,28,0.9,MS230428s,985,0.180
193,197.143,-25.714,198.616,-24.364,198.650,-27.049,195.636,-27.049,195.669,-24.364,29,0.162,29,0.95,MS230428s,193,0.162
1611,18.129,2.571,19.475,3.913,19.472,1.228,16.787,1.228,16.784,3.913,15,0.151,30,0.95,MS230428s,1611,0.151
2831,34.286,25.714,35.793,27.049,35.759,24.364,32.812,24.364,32.779,27.049,16,0.150,31,0.95,MS230428s,2831,0.150
449,192.366,-20.571,193.788,-19.223,193.813,-21.908,190.920,-21.908,190.945,-19.223,15,0.123,32,0.95,MS230428s,449,0.123
848,187.941,-12.857,189.311,-11.511,189.326,-14.196,186.557,-14.196,186.571,-11.511,8,0.120,33,0.95,MS230428s,848,0.120
68,197.419,-28.286,198.925,-26.935,198.963,-29.620,195.875,-29.620,195.914,-26.935,10,0.107,34,0.95,MS230428s,68,0.107
194,200.000,-25.714,201.473,-24.364,201.507,-27.049,198.493,-27.049,198.527,-24.364,17,0.104,35,0.95,MS230428s,194,0.104
2435,24.361,18.000,25.783,19.337,25.762,16.652,22.960,16.652,22.939,19.337,12,0.099,36,0.95,MS230428s,2435,0.099
2300,21.493,15.429,22.894,16.767,22.876,14.082,20.109,14.082,20.091,16.767,22,0.080,37,1.0,MS230428s,2300,0.080
2164,21.176,12.857,22.561,14.196,22.546,11.511,19.807,11.511,19.792,14.196,13,0.077,38,1.0,MS230428s,2164,0.077
2955,29.032,28.286,30.576,29.620,30.538,26.935,27.527,26.935,27.488,29.620,7,0.073,39,1.0,MS230428s,2955,0.073
2700,27.907,23.143,29.382,24.479,29.352,21.794,26.462,21.794,26.432,24.479,24,0.073,40,1.0,MS230428s,2700,0.073
1332,15.540,-2.571,16.882,-1.228,16.885,-3.913,14.194,-3.913,14.197,-1.228,14,0.070,41,1.0,MS230428s,1332,0.070
1889,20.870,7.714,22.229,9.055,22.220,6.370,19.519,6.370,19.510,9.055,16,0.064,42,1.0,MS230428s,1889,0.064
1751,20.870,5.143,22.220,6.484,22.215,3.799,19.524,3.799,19.519,6.484,18,0.063,43,1.0,MS230428s,1751,0.063
849,190.588,-12.857,191.958,-11.511,191.973,-14.196,189.204,-14.196,189.219,-11.511,24,0.060,44,1.0,MS230428s,849,0.060
2302,26.866,15.429,28.267,16.767,28.249,14.082,25.482,14.082,25.464,16.767,13,0.039,45,1.0,MS230428s,2302,0.039
583,197.594,-18.000,198.995,-16.652,199.016,-19.337,196.172,-19.337,196.193,-16.652,5,0.038,46,1.0,MS230428s,583,0.038
2437,29.774,18.000,31.197,19.337,31.175,16.652,28.374,16.652,28.352,19.337,5,0.037,47,1.0,MS230428s,2437,0.037
714,190.746,-15.429,192.130,-14.082,192.148,-16.767,189.345,-16.767,189.363,-14.082,7,0.037,48,1.0,MS230428s,714,0.037
1333,18.129,-2.571,19.472,-1.228,19.475,-3.913,16.784,-3.913,16.787,-1.228,12,0.031,49,1.0,MS230428s,1333,0.031
1259,185.217,-5.143,186.562,-3.799,186.568,-6.484,183.867,-6.484,183.872,-3.799,12,0.029,50,1.0,MS230428s,1259,0.029
1260,187.826,-5.143,189.171,-3.799,189.177,-6.484,186.475,-6.484,186.481,-3.799,11,0.026,51,1.0,MS230428s,1260,0.026
1397,183.885,-2.571,185.227,-1.228,185.230,-3.913,182.540,-3.913,182.542,-1.228,30,0.026,52,1.0,MS230428s,1397,0.026
319,192.558,-23.143,194.004,-21.794,194.033,-24.479,191.083,-24.479,191.113,-21.794,4,0.025,53,1.0,MS230428s,319,0.025
1610,15.540,2.571,16.885,3.913,16.882,1.228,14.197,1.228,14.194,3.913,9,0.024,54,1.0,MS230428s,1610,0.024
716,196.119,-15.429,197.503,-14.082,197.521,-16.767,194.718,-16.767,194.736,-14.082,9,0.024,55,1.0,MS230428s,716,0.024
1890,23.478,7.714,24.837,9.055,24.829,6.370,22.128,6.370,22.119,9.055,3,0.022,56,1.0,MS230428s,1890,0.022
984,186.569,-10.286,187.928,-8.940,187.940,-11.625,185.199,-11.625,185.211,-8.940,4,0.017,57,1.0,MS230428s,984,0.017
192,194.286,-25.714,195.759,-24.364,195.793,-27.049,192.779,-27.049,192.812,-24.364,3,0.013,58,1.0,MS230428s,192,0.013
1888,18.261,7.714,19.620,9.055,19.611,6.370,16.910,6.370,16.902,9.055,12,0.011,59,1.0,MS230428s,1888,0.011
2026,18.394,10.286,19.764,11.625,19.753,8.940,17.036,8.940,17.024,11.625,1,0.004,60,1.0,MS230428s,2026,0.004
2028,23.650,10.286,25.020,11.625,25.008,8.940,22.291,8.940,22.279,11.625,5,0.002,61,1.0,MS230428s,2028,0.002
2702,33.488,23.143,34.963,24.479,34.934,21.794,32.043,21.794,32.014,24.479,3,0.001,62,1.0,MS230428s,2702,0.001
2434,21.654,18.000,23.077,19.337,23.055,16.652,20.253,16.652,20.232,19.337,1,0.001,63,1.0,MS230428s,2434,0.001
2166,26.471,12.857,27.855,14.196,27.840,11.511,25.101,11.511,25.086,14.196,1,0.001,64,1.0,MS230428s,2166,0.001
2699,25.116,23.143,26.591,24.479,26.562,21.794,23.671,21.794,23.642,24.479,1,0.000,65,1.0,MS230428s,2699,0.000
2568,24.733,20.571,26.179,21.908,26.154,19.223,23.311,19.223,23.286,21.908,2,0.000,66,1.0,MS230428s,2568,0.000
322,200.930,-23.143,202.376,-21.794,202.405,-24.479,199.456,-24.479,199.485,-21.794,1,0.000,67,1.0,MS230428s,322,0.000
713,188.060,-15.429,189.443,-14.082,189.461,-16.767,186.658,-16.767,186.676,-14.082,0,0.000,68,1.0,MS230428s,713,0.000
2958,37.742,28.286,39.286,29.620,39.247,26.935,36.236,26.935,36.198,29.620,0,0.000,69,1.0,MS230428s,2958,0.000
