|     name |        ra |       dec |     d_L |               prob_vol | stmass |    prob_vol_x_stmass | rank | confidence |       obj |     note |               weight | filter | count | exptime | binning |   ra_hms |   dec_dms | maxalt |                 transit | moonsep |                               id | fraction_obs | scheduled |
|   134862 | 227.92200 |   5.30200 | 616.884 |  9.061482812013277e-08 |  200.0 |                  1.0 |    0 |        0.5 | S240910ci |   134862 |                  1.0 |      r |    10 |     120 |       1 | 15:11:41 |  05:18:07 |  27.18 | 2024-09-17T20:04:43.006 |  122.64 | 1139a040744a42afa752e454ad28da66 |         0.00 |     False |
|  1445476 | 240.20200 | -13.75500 | 728.919 | 2.0735746025753126e-07 |   25.0 |  0.28604095583491135 |    1 |        0.5 | S240910ci |  1445476 |  0.28604095583491135 |      r |    10 |     120 |       1 | 16:00:48 | -13:45:18 |  48.16 | 2024-09-17T20:53:50.206 |  107.86 | 8f3a8d3c91264ad59acc9fb5e5d1ab82 |         0.17 |      True |
|  1576494 | 242.94200 | -17.09500 |  733.82 | 1.6618811925272166e-07 |   30.0 |  0.27509940615103795 |    2 |        0.5 | S240910ci |  1576494 |  0.27509940615103795 |      r |    10 |     120 |       1 | 16:11:46 | -17:05:41 |   52.1 | 2024-09-17T21:04:47.806 |  104.63 | a5174fab9051498c8269bfe550fd258d |         0.20 |      True |
|  1522841 | 241.83700 | -15.39300 | 716.571 | 2.4754841550076036e-07 |   19.0 |  0.25952666501472543 |    3 |        0.5 | S240910ci |  1522841 |  0.25952666501472543 |      r |    10 |     120 |       1 | 16:07:20 | -15:23:34 |  50.35 | 2024-09-17T21:00:22.606 |   106.0 | 2b6ef0665d1547dcaa85587381b25914 |         0.17 |      True |
|  1522724 | 240.34800 | -14.03100 | 707.283 | 2.0641450098102517e-07 |   20.0 |   0.2277917355993566 |    4 |        0.5 | S240910ci |  1522724 |   0.2277917355993566 |      r |    10 |     120 |       1 | 16:01:23 | -14:01:51 |  48.42 | 2024-09-17T20:54:25.246 |  107.67 | 38fc31f3fb9740c89221dfb9f14027cd |         0.17 |      True |
|  1522711 | 240.20000 | -13.71900 | 785.873 | 1.6548116497730607e-07 |   24.0 |  0.21914290959865879 |    5 |        0.5 | S240910ci |  1522711 |  0.21914290959865879 |      r |    10 |     120 |       1 | 16:00:48 | -13:43:08 |  48.14 | 2024-09-17T20:53:49.726 |  107.87 | dc202506845c489eb23427773d07e351 |         0.17 |      True |
|  1556276 | 238.54500 | -10.75900 | 617.785 | 1.9448813015739083e-07 |   20.0 |    0.214630098452987 |    6 |        0.5 | S240910ci |  1556276 |    0.214630098452987 |      r |    10 |     120 |       1 | 15:54:10 | -10:45:32 |  45.21 | 2024-09-17T20:47:12.526 |  110.01 | ebe3aeba059c4e2d8ef8486e92ae9f37 |         0.13 |      True |
|   428947 | 230.21700 |   0.72000 | 626.681 |  9.658433785732263e-08 |   40.0 |  0.21317398234999207 |    7 |        0.5 | S240910ci |   428947 |  0.21317398234999207 |      r |    10 |     120 |       1 | 15:20:52 |  00:43:11 |   31.8 | 2024-09-17T20:13:53.806 |  119.95 | e058d17d3652491a8a6eac7960722eaa |         0.03 |     False |
|  1466280 | 248.36600 | -21.60900 | 600.334 | 1.8363996514491376e-07 |   20.0 |  0.20265834160343302 |    8 |        0.5 | S240910ci |  1466280 |  0.20265834160343302 |      r |    10 |     120 |       1 | 16:33:27 | -21:36:32 |  58.68 | 2024-09-17T21:26:29.566 |   98.77 | ee83faac581b4fccab578b0bbaa6e8d8 |         0.23 |      True |
|  1259457 | 241.65200 | -14.50000 |  661.02 | 2.0597986662314444e-07 |   17.0 |   0.1932149690875115 |    9 |        0.5 | S240910ci |  1259457 |   0.1932149690875115 |      r |    10 |     120 |       1 | 16:06:36 | -14:30:00 |  49.75 | 2024-09-17T20:59:38.206 |  106.34 | bf76ffb38a6543289a569c9528ef649f |         0.17 |      True |
|  1576534 | 243.76400 | -17.31400 | 693.322 | 2.1694614802915715e-07 |   16.0 |  0.19153094968832968 |   10 |        0.5 | S240910ci |  1576534 |  0.19153094968832968 |      r |    10 |     120 |       1 | 16:15:03 | -17:18:50 |   52.9 | 2024-09-17T21:08:05.086 |  103.82 | c81918c2821a42d7a0a064872cf3d3c9 |         0.20 |      True |
|  1522794 | 241.29200 | -14.50500 | 615.984 |  2.409146591516081e-07 |   14.0 |  0.18610505302701663 |   11 |        0.5 | S240910ci |  1522794 |  0.18610505302701663 |      r |    10 |     120 |       1 | 16:05:10 | -14:30:18 |  49.45 | 2024-09-17T20:58:11.806 |  106.68 | 09bd1d58be4341018280eff18f524aa3 |         0.17 |      True |
|  1259448 | 240.45000 | -13.35600 | 560.512 | 1.4008074126450516e-07 |   23.0 |   0.1777759259614801 |   12 |        0.5 | S240910ci |  1259448 |   0.1777759259614801 |      r |    10 |     120 |       1 | 16:01:48 | -13:21:21 |  48.16 | 2024-09-17T20:54:49.726 |   107.7 | d183e2f90aca4b55a806d0e2f12b4f69 |         0.17 |      True |
|  1244129 | 239.74400 | -13.01800 | 611.175 | 1.9444164154245778e-07 |   16.0 |  0.17166263246652472 |   13 |        0.5 | S240910ci |  1244129 |  0.17166263246652472 |      r |    10 |     120 |       1 | 15:58:58 | -13:01:04 |   47.4 | 2024-09-17T20:52:00.286 |  108.44 | 7b2b37d094a34e1b9eb24170012f5f6e |         0.17 |      True |
|  1522684 | 239.69500 | -13.48300 | 765.769 | 1.2961407140307704e-07 |   24.0 |   0.1716445034431106 |   14 |        0.5 | S240910ci |  1522684 |   0.1716445034431106 |      r |    10 |     120 |       1 | 15:58:46 | -13:28:58 |   47.6 | 2024-09-17T20:51:48.526 |   108.4 | a3616a5d3cab4c48b94afdbd62956e78 |         0.17 |      True |
|  1522808 | 241.42700 | -15.35000 | 597.372 | 2.0497961878070258e-07 |   15.0 |  0.16965567306031362 |   15 |        0.5 | S240910ci |  1522808 |  0.16965567306031362 |      r |    10 |     120 |       1 | 16:05:42 | -15:20:59 |  49.99 | 2024-09-17T20:58:44.206 |  106.39 | a37dbccf0f514cf19afe81881fb88743 |         0.17 |      True |
|  1445080 | 240.45700 | -13.96200 | 803.885 | 1.4853717868489505e-07 |   20.0 |  0.16391980621446944 |   16 |        0.5 | S240910ci |  1445080 |  0.16391980621446944 |      r |    10 |     120 |       1 | 16:01:49 | -13:57:43 |  48.48 | 2024-09-17T20:54:51.406 |  107.58 | b1de8438037a4249b13ee44e5631c787 |         0.17 |      True |
|  1495036 | 251.64100 | -24.46200 | 655.642 | 1.4720011918134282e-07 |   20.0 |  0.16244426161761807 |   17 |        0.5 | S240910ci |  1495036 |  0.16244426161761807 |      r |    10 |     120 |       1 | 16:46:33 | -24:27:43 |  62.54 | 2024-09-17T21:39:35.566 |   95.33 | ff04fbfee42841a5be1d7cdb56ec25a3 |         0.27 |      True |
|  1260546 | 243.02800 | -15.43100 | 600.778 | 1.1084176116270387e-07 |   26.0 |  0.15901674760206397 |   18 |        0.5 | S240910ci |  1260546 |  0.15901674760206397 |      r |    10 |     120 |       1 | 16:12:06 | -15:25:51 |  51.37 | 2024-09-17T21:05:08.446 |  104.86 | 1c8fcaa4abe140df99636616f6500294 |         0.17 |      True |
|  1576297 | 245.46600 | -18.70900 | 617.974 | 2.2033165949882667e-07 |   13.0 |  0.15804702484500255 |   19 |        0.5 | S240910ci |  1576297 |  0.15804702484500255 |      r |    10 |     120 |       1 | 16:21:51 | -18:42:32 |  54.98 | 2024-09-17T21:14:53.566 |  101.97 | 0a90d9150fe1414cba7f58a40eb34b10 |         0.20 |      True |
