|                               id |        ra |       dec |     ra1 |    dec1 |     ra2 |    dec2 |     ra3 |    dec3 |     ra4 |    dec4 |  #id |                   l |                   b | n_hostgalaxy |    prob_vol_x_stmass | rank | confidence |       obj | note |               weight | filter | count | exptime | binning |   ra_hms |   dec_dms | maxalt |                 transit | moonsep | scheduled | fraction_obs |
| c1c3e4fc812044d4abb6df50a70dec11 | 240.00000 | -13.40400 | 241.024 | -12.402 | 241.032 | -14.402 | 238.968 | -14.402 | 238.976 | -12.402 | 4268 |  357.46326678822055 |   28.89296094263962 |         1868 |   22.464958339375485 |    0 |        0.5 | S240910ci | 4268 |   22.464958339375485 |      r |    20 |      60 |       1 | 16:00:00 | -13:24:14 |   53.4 | 2024-09-11T21:16:19.114 |   32.18 |     False |         0.20 |
| 60cf61ae16bb45b88a55d78161a223e7 | 236.12900 |  -7.66000 | 237.136 |  -6.658 |  237.14 |  -8.658 | 235.118 |  -8.658 | 235.122 |  -6.658 | 4822 |  359.54639657692826 |  35.554320649456855 |         1548 |   11.777223613105283 |    3 |        0.5 | S240910ci | 4822 |   11.777223613105283 |      r |    20 |      60 |       1 | 15:44:30 | -07:39:36 |  46.97 | 2024-09-11T21:00:50.074 |   38.61 |     False |         0.17 |
| eaf57c220bc14fa5a01797370596fdf7 | 241.31900 | -15.31900 | 242.351 | -14.317 |  242.36 | -16.317 | 240.277 | -16.317 | 240.287 | -14.317 | 4086 |    356.813123752332 |  26.664112260151118 |          836 |   10.007464493158905 |    5 |        0.5 | S240910ci | 4086 |   10.007464493158905 |      r |    20 |      60 |       1 | 16:05:16 | -15:19:08 |  55.51 | 2024-09-11T21:21:35.674 |   30.07 |     False |         0.20 |
| b5aa40b85d974106a84e87af23884f7b | 238.06500 |  -9.57400 | 239.076 |  -8.573 | 239.082 | -10.573 | 237.047 | -10.573 | 237.053 |  -8.573 | 4637 |   359.3365851380442 |  32.852774640335916 |         1201 |    9.762670134264036 |    7 |        0.5 | S240910ci | 4637 |    9.762670134264036 |      r |    20 |      60 |       1 | 15:52:15 | -09:34:26 |  49.65 | 2024-09-11T21:08:34.714 |   35.93 |     False |         0.17 |
| af670e20b7f14713b7792a7d39ed0a14 | 239.35100 | -11.48900 | 240.368 | -10.488 | 240.375 | -12.488 | 238.327 | -12.488 | 238.335 | -10.488 | 4452 |   358.6279763289577 |  30.638221148223316 |          651 |    7.621516964709161 |    9 |        0.5 | S240910ci | 4452 |    7.621516964709161 |      r |    20 |      60 |       1 | 15:57:24 | -11:29:20 |   51.8 | 2024-09-11T21:13:43.354 |   33.78 |     False |         0.20 |
| a604dfc97e194d4ab36145875159e385 | 244.00000 | -17.23400 | 245.041 | -16.231 | 245.053 | -18.231 | 242.947 | -18.231 | 242.959 | -16.231 | 3906 |   357.1048287882975 |    23.4671029949248 |          700 |    6.993515691600051 |   14 |        0.9 | S240910ci | 3906 |    6.993515691600051 |      r |    20 |      60 |       1 | 16:16:00 | -17:14:02 |  58.71 | 2024-09-11T21:32:19.114 |   26.88 |     False |         0.23 |
| 73835a5cf4fa46009d38ef777ddbb8b0 | 236.12900 |  -9.57400 |  237.14 |  -8.573 | 237.146 | -10.573 | 235.112 | -10.573 | 235.118 |  -8.573 | 4636 |   357.8088970220701 |   34.27481562290105 |         1278 |     6.41511822219786 |   18 |        0.9 | S240910ci | 4636 |     6.41511822219786 |      r |    20 |      60 |       1 | 15:44:30 | -09:34:26 |   48.1 | 2024-09-11T21:00:50.074 |   37.47 |     False |         0.17 |
| 99a3f0be9b6d465387e1833b3752cf85 | 243.29700 | -15.31900 | 244.329 | -14.317 | 244.339 | -16.317 | 242.255 | -16.317 | 242.265 | -14.317 | 4087 |  358.21162045673674 |  25.229459822194062 |          723 |     5.67078860855546 |   20 |        0.9 | S240910ci | 4087 |     5.67078860855546 |      r |    20 |      60 |       1 | 16:13:11 | -15:19:08 |  57.12 | 2024-09-11T21:29:30.394 |   28.46 |     False |         0.23 |
| acecef3278ad446e89aada7c3ef9a182 | 241.96700 | -13.40400 | 242.991 | -12.402 |   243.0 | -14.402 | 240.935 | -14.402 | 240.943 | -12.402 | 4269 |  358.89493543104845 |   27.45443646785956 |          695 |    5.629567963127215 |   21 |        0.9 | S240910ci | 4269 |    5.629567963127215 |      r |    20 |      60 |       1 | 16:07:52 | -13:24:14 |  54.99 | 2024-09-11T21:24:11.194 |   30.59 |     False |         0.20 |
| 278a9f7679be49698bec20ab4cc7b5c6 | 242.00000 | -17.23400 | 243.041 | -16.231 | 243.053 | -18.231 | 240.947 | -18.231 | 240.959 | -16.231 | 3905 |   355.7170797464652 |  24.897599372777073 |          567 |    4.471343209839684 |   26 |        0.9 | S240910ci | 3905 |    4.471343209839684 |      r |    20 |      60 |       1 | 16:08:00 | -17:14:02 |  57.06 | 2024-09-11T21:24:19.114 |   28.55 |     False |         0.23 |
| 90c90eb006cb47398692019cfd392c5e | 238.03300 | -13.40400 | 239.057 | -12.402 | 239.065 | -14.402 |   237.0 | -14.402 | 237.009 | -12.402 | 4267 |  355.97858927400375 |  30.305627997126916 |         1236 |    3.679525674137609 |   29 |        0.9 | S240910ci | 4267 |    3.679525674137609 |      r |    20 |      60 |       1 | 15:52:07 | -13:24:14 |   51.8 | 2024-09-11T21:08:27.034 |   33.79 |     False |         0.20 |
| 093d0860de5a4851a4c1648c36fb8357 | 238.06500 |  -7.66000 | 239.071 |  -6.658 | 239.076 |  -8.658 | 237.053 |  -8.658 | 237.058 |  -6.658 | 4823 |  1.0751460079885122 |   34.10345018320833 |          607 |   2.5989095272886145 |   35 |        0.9 | S240910ci | 4823 |   2.5989095272886145 |      r |    20 |      60 |       1 | 15:52:15 | -07:39:36 |  48.48 | 2024-09-11T21:08:34.714 |    37.1 |     False |         0.17 |
