|                               id |        ra |       dec |     ra1 |    dec1 |     ra2 |    dec2 |     ra3 |    dec3 |     ra4 |    dec4 |  #id |                   l |                   b | n_hostgalaxy |    prob_vol_x_stmass | rank | confidence |       obj | note |               weight | filter | count | exptime | binning |   ra_hms |   dec_dms | maxalt |                 transit | moonsep | scheduled | fraction_obs |
| a3fa60778b2a48c196b8f3c9ce6830f6 | 239.34100 | -15.31900 | 240.373 | -14.317 | 240.382 | -16.317 | 238.299 | -16.317 | 238.309 | -14.317 | 4085 |  355.36463675238514 |   28.07298122105887 |          657 |    1.872463548136397 |   40 |        0.9 | S240910ci | 4085 |    1.872463548136397 |      r |    20 |      60 |       1 | 15:57:21 | -15:19:08 |  53.89 | 2024-09-11T21:13:40.954 |   31.71 |     False |         0.20 |
| 048e37e605464c718dcf1213159ba69e | 250.34500 | -22.97900 | 251.423 | -21.975 | 251.439 | -23.975 | 249.251 | -23.975 | 249.267 | -21.975 | 3377 |  356.49737241422787 |   15.21318743996858 |           38 |   1.3931642540497404 |   45 |        0.9 | S240910ci | 3377 |   1.3931642540497404 |      r |    20 |      60 |       1 | 16:41:22 | -22:58:44 |  66.65 | 2024-09-11T21:57:41.914 |   19.01 |     False |         0.30 |
| bec93a5255334e20a04fb28385ce6810 | 253.25600 | -24.89400 | 254.349 |  -23.89 | 254.367 |  -25.89 | 252.144 |  -25.89 | 252.162 |  -23.89 | 3205 |  356.65038878129405 |  11.938682270074727 |           36 |   1.3147979172581927 |   50 |       0.95 | S240910ci | 3205 |   1.3147979172581927 |      r |    20 |      60 |       1 | 16:53:01 | -24:53:38 |  69.84 | 2024-09-11T22:09:20.554 |   15.85 |     False |         0.33 |
| 339e295328d54b748779a7bcc47f1750 | 246.00000 | -17.23400 | 247.041 | -16.231 | 247.053 | -18.231 | 244.947 | -18.231 | 244.959 | -16.231 | 3907 |  358.44646576277654 |  22.011788370873308 |          102 |   0.6396766674609795 |   63 |       0.99 | S240910ci | 3907 |   0.6396766674609795 |      r |    20 |      60 |       1 | 16:24:00 | -17:14:02 |  60.34 | 2024-09-11T21:40:19.114 |   25.24 |     False |         0.27 |
| 4acc2bbf07cd4bdda85ab85010e98499 | 287.02700 | -36.00000 | 288.248 | -34.994 | 288.279 | -36.994 | 285.775 | -36.994 | 285.807 | -34.994 | 1278 |  1.3361406480571176 | -18.683888832561838 |          692 |   0.6295844226938259 |   64 |       0.99 | S240910ci | 1278 |   0.6295844226938259 |      r |    20 |      60 |       1 | 19:08:06 | -36:00:00 |  84.49 | 2024-09-12T00:24:25.594 |   15.72 |      True |         0.57 |
| 6a9ffd1372c9441db4141cd433ba753d | 249.54500 | -21.06400 |  250.61 |  -20.06 | 250.624 |  -22.06 | 248.467 |  -22.06 | 248.481 |  -20.06 | 3552 |  357.56248587390024 |  16.993305828993517 |           31 |   0.6030755952862016 |   65 |       0.99 | S240910ci | 3552 |   0.6030755952862016 |      r |    20 |      60 |       1 | 16:38:10 | -21:03:50 |  65.15 | 2024-09-11T21:54:29.914 |   20.46 |     False |         0.30 |
| 67351d3ceeae4150a3723e642ba6058c | 248.27600 | -22.97900 | 249.354 | -21.975 |  249.37 | -23.975 | 247.182 | -23.975 | 247.198 | -21.975 | 3376 |   355.2367093323212 |   16.68253772738759 |           34 |   0.5610301520067146 |   68 |       0.99 | S240910ci | 3376 |   0.5610301520067146 |      r |    20 |      60 |       1 | 16:33:06 | -22:58:44 |  64.91 | 2024-09-11T21:49:25.354 |   20.78 |     False |         0.30 |
| 9f9759452d3a451880da0b9267939ee0 | 251.16300 | -24.89400 | 252.256 |  -23.89 | 252.274 |  -25.89 | 250.051 |  -25.89 | 250.069 |  -23.89 | 3204 |  355.44427394130025 |  13.428641764858533 |           19 |     0.53751659128358 |   69 |       0.99 | S240910ci | 3204 |     0.53751659128358 |      r |    20 |      60 |       1 | 16:44:39 | -24:53:38 |  68.07 | 2024-09-11T22:00:58.234 |   17.67 |     False |         0.30 |
| 4d81618c036849eb973b4d27e4f78cba | 255.34900 | -24.89400 | 256.442 |  -23.89 |  256.46 |  -25.89 | 254.237 |  -25.89 | 254.255 |  -23.89 | 3206 |  357.81974026600966 |  10.425870821394858 |           10 |   0.4667825805202504 |   73 |       0.99 | S240910ci | 3206 |   0.4667825805202504 |      r |    20 |      60 |       1 | 17:01:23 | -24:53:38 |  71.61 | 2024-09-11T22:17:42.874 |   14.05 |     False |         0.33 |
| cffe3d4b4eb4471895705a2b7e4d0233 | 286.09300 | -34.00000 | 287.285 | -32.994 | 287.313 | -34.994 | 284.872 | -34.994 | 284.901 | -32.994 | 1129 |   3.011376723087545 | -17.253337157293885 |          369 |   0.4310060779611472 |   77 |       0.99 | S240910ci | 1129 |   0.4310060779611472 |      r |    20 |      60 |       1 | 19:04:22 | -34:00:00 |  86.47 | 2024-09-12T00:20:41.434 |    14.3 |      True |         0.57 |
| 538f23cf50734e91834726c049f0ef84 | 253.49100 | -26.80900 | 254.602 | -25.804 | 254.621 | -27.804 | 252.361 | -27.804 | 252.381 | -25.804 | 3034 |   355.2403240591363 |    10.5972702163203 |           16 |  0.37445947753472986 |   80 |       0.99 | S240910ci | 3034 |  0.37445947753472986 |      r |    20 |      60 |       1 | 16:53:57 | -26:48:32 |  70.65 | 2024-09-11T22:10:16.954 |   15.17 |     False |         0.33 |
| 40bf1f7104d44165acb48c515c698f3c | 284.59500 | -36.00000 | 285.815 | -34.994 | 285.846 | -36.994 | 283.343 | -36.994 | 283.374 | -34.994 | 1277 |   0.594118055372629 |   -16.8472961744475 |          244 |   0.3441404846978756 |   84 |        1.0 | S240910ci | 1277 |   0.3441404846978756 |      r |    20 |      60 |       1 | 18:58:22 | -36:00:00 |  84.48 | 2024-09-12T00:14:41.914 |   13.94 |      True |         0.57 |
| 445c82585a7e4f339d0fca1c783e3822 | 288.47700 | -34.00000 | 289.669 | -32.994 | 289.697 | -34.994 | 287.256 | -34.994 | 287.285 | -32.994 | 1130 |  3.7550152669489485 | -19.099213923585634 |          460 |   0.3279405939916565 |   85 |        1.0 | S240910ci | 1130 |   0.3279405939916565 |      r |    20 |      60 |       1 | 19:13:54 | -34:00:00 |  86.48 | 2024-09-12T00:30:13.594 |    16.2 |      True |         0.60 |
| 9bdd988761d74c58abd1a4666a58c541 | 241.29700 | -11.48900 | 242.314 | -10.488 | 242.321 | -12.488 | 240.273 | -12.488 |  240.28 | -10.488 | 4453 | 0.06665905985657984 |  29.195417634231774 |           59 |  0.24704282185909848 |   89 |        1.0 | S240910ci | 4453 |  0.24704282185909848 |      r |    20 |      60 |       1 | 16:05:11 | -11:29:20 |  53.34 | 2024-09-11T21:21:30.394 |   32.23 |     False |         0.20 |
| 65ce692e34d94293b95acf1823aa87b2 | 278.94000 | -34.00000 | 280.133 | -32.994 | 280.161 | -34.994 |  277.72 | -34.994 | 277.748 | -32.994 | 1126 |  0.6001604649535827 | -11.803382084839875 |           23 |  0.23011491770381173 |   90 |        1.0 | S240910ci | 1126 |  0.23011491770381173 |      r |    20 |      60 |       1 | 18:35:45 | -34:00:00 |  86.45 | 2024-09-11T23:52:04.714 |    8.94 |     False |         0.53 |
| 09c563e4ff7742379dd864c524ddfe68 | 282.16200 | -36.00000 | 283.383 | -34.994 | 283.414 | -36.994 |  280.91 | -36.994 | 280.942 | -34.994 | 1276 |  359.81905992531847 | -15.026036960680784 |           40 |   0.2280854962099201 |   91 |        1.0 | S240910ci | 1276 |   0.2280854962099201 |      r |    20 |      60 |       1 | 18:48:38 | -36:00:00 |  84.48 | 2024-09-12T00:04:57.994 |   12.24 |     False |         0.53 |
| 72d5a948e0a84a6597323881832249e6 | 281.32400 | -34.00000 | 282.517 | -32.994 | 282.545 | -34.994 | 280.104 | -34.994 | 280.132 | -32.994 | 1127 |  1.4344990991770172 | -13.604492512016693 |           18 |  0.16300759878847618 |   92 |        1.0 | S240910ci | 1127 |  0.16300759878847618 |      r |    20 |      60 |       1 | 18:45:17 | -34:00:00 |  86.46 | 2024-09-12T00:01:36.874 |   10.64 |     False |         0.53 |
| ad97abee29454daa868e10920f1037f8 | 279.73000 | -36.00000 |  280.95 | -34.994 | 280.982 | -36.994 | 278.478 | -36.994 | 278.509 | -34.994 | 1275 |   359.0105937071004 | -13.221122975938275 |           28 |  0.15810731648156426 |   93 |        1.0 | S240910ci | 1275 |  0.15810731648156426 |      r |    20 |      60 |       1 | 18:38:55 | -36:00:00 |  84.47 | 2024-09-11T23:55:14.314 |   10.67 |     False |         0.53 |
| 9f6b88ee3bb84a1cb57149f8c6a4fa43 | 252.41400 | -22.97900 | 253.492 | -21.975 | 253.508 | -23.975 |  251.32 | -23.975 | 251.336 | -21.975 | 3378 |   357.7189415998112 |   13.72014673163226 |           13 |   0.1391713869480209 |   95 |        1.0 | S240910ci | 3378 |   0.1391713869480209 |      r |    20 |      60 |       1 | 16:49:39 | -22:58:44 |  68.38 | 2024-09-11T22:05:58.474 |   17.24 |     False |         0.30 |
| 6f4cabc2647642db95f6504b1aad7f56 | 283.70900 | -34.00000 | 284.901 | -32.994 | 284.929 | -34.994 | 282.488 | -34.994 | 282.516 | -32.994 | 1128 |  2.2380423998275454 |  -15.42147329193464 |           20 |  0.12387994314657289 |   96 |        1.0 | S240910ci | 1128 |  0.12387994314657289 |      r |    20 |      60 |       1 | 18:54:50 | -34:00:00 |  86.47 | 2024-09-12T00:11:09.274 |   12.44 |     False |         0.57 |
| e9094742d2bb4beca9ec38300ddbe7af | 277.29700 | -36.00000 | 278.518 | -34.994 | 278.549 | -36.994 | 276.045 | -36.994 | 276.077 | -34.994 | 1274 |  358.16822984772693 | -11.433615649151507 |           12 |  0.05408077737495203 |   98 |        1.0 | S240910ci | 1274 |  0.05408077737495203 |      r |    20 |      60 |       1 | 18:29:11 | -36:00:00 |  84.46 | 2024-09-11T23:45:30.394 |    9.28 |     False |         0.53 |
| e66afa4ee3f7477fade79199f995a051 | 255.62100 | -26.80900 | 256.732 | -25.804 | 256.752 | -27.804 | 254.491 | -27.804 | 254.511 | -25.804 | 3035 |   356.4101649075592 |   9.085283612877095 |            1 | 0.012234830924877387 |  105 |        1.0 | S240910ci | 3035 | 0.012234830924877387 |      r |    20 |      60 |       1 | 17:02:29 | -26:48:32 |  72.48 | 2024-09-11T22:18:48.154 |   13.31 |     False |         0.33 |
