|     name |        ra |       dec |     d_L |               prob_vol | stmass |   prob_vol_x_stmass | rank | confidence |       obj |     note |              weight | filter | count | exptime | binning |   ra_hms |   dec_dms | maxalt |                 transit | moonsep | scheduled |                               id | fraction_obs |
|   134862 | 227.92200 |   5.30200 | 616.884 | 2.9178539112205126e-08 |  200.0 |                 1.0 |    0 |        0.5 | S240910ci |   134862 |                 1.0 |      r |     6 |     180 |       1 | 15:11:41 |  05:18:07 |  33.26 | 2024-09-10T05:55:02.714 |   36.51 |     False | 979fa1ce1be943b48de6633d721af314 |         0.03 |
|   389375 |  16.94900 |  73.20700 | 693.235 | 3.7840539081846156e-08 |   60.0 |   0.389056130516236 |    1 |        0.5 | S240910ci |   389375 |   0.389056130516236 |      r |     6 |     180 |       1 | 01:07:47 |  73:12:25 | -14.61 | 2024-09-10T15:51:09.194 |  126.43 |     False | 867366915c474cc5aacc6b6843616216 |         0.00 |
|  1099421 | 231.67500 |   0.89100 | 557.875 |  5.961075042234533e-08 |   30.0 |  0.3064420244586699 |    2 |        0.5 | S240910ci |  1099421 |  0.3064420244586699 |      r |     6 |     180 |       1 | 15:26:42 |  00:53:27 |  39.01 | 2024-09-10T06:10:03.434 |   30.86 |     False | de443db911fd44538dcfdf52e3e1d580 |         0.10 |
|  1095899 | 229.89100 |   4.33800 | 486.544 |  5.330587692180868e-08 |   26.0 | 0.23749214645027153 |    3 |        0.5 | S240910ci |  1095899 | 0.23749214645027153 |      r |     6 |     180 |       1 | 15:19:33 |  04:20:16 |  35.35 | 2024-09-10T06:02:55.274 |   34.74 |     False | d9c61a1211f248a58c5b1a927af2e8a5 |         0.06 |
|   297577 |  12.29100 |  70.98900 |  498.09 | 4.5284897542493595e-08 |   28.0 | 0.21727589330463537 |    4 |        0.5 | S240910ci |   297577 | 0.21727589330463537 |      r |     6 |     180 |       1 | 00:49:09 |  70:59:20 |  -12.4 | 2024-09-10T15:32:31.274 |  126.25 |     False | 2eabe197fda74de5b7667c8a89f56469 |         0.00 |
|   152369 |  13.80100 |  71.41600 | 526.446 |  5.985623227168755e-08 |   21.0 | 0.21539158066290184 |    5 |        0.5 | S240910ci |   152369 | 0.21539158066290184 |      r |     6 |     180 |       1 | 00:55:12 |  71:24:57 | -12.82 | 2024-09-10T15:38:33.674 |  126.49 |     False | 87c568aaf11b46d6a0fb8d7c470e3f6e |         0.00 |
|   282606 |  16.97600 |  75.96500 | 543.495 |  5.959411422173043e-08 |   21.0 | 0.21444833581381695 |    6 |        0.5 | S240910ci |   282606 | 0.21444833581381695 |      r |     6 |     180 |       1 | 01:07:54 |  75:57:54 | -17.37 | 2024-09-10T15:51:15.674 |  124.94 |     False | 1afe08ee12414406afb6c0f6ea39ed93 |         0.00 |
|   265192 | 355.40500 |  87.92900 | 538.139 |   6.19942240150161e-08 |   20.0 | 0.21246195032977835 |    7 |        0.5 | S240910ci |   265192 | 0.21246195032977835 |      r |     6 |     180 |       1 | 23:41:37 |  87:55:44 | -29.34 | 2024-09-10T14:24:58.634 |  117.09 |     False | 9a8ee44b782d4fd6b94106d1c95dc6cd |         0.00 |
|   428947 | 230.21700 |   0.72000 | 626.681 |  3.080805056744763e-08 |   40.0 | 0.21116605127806526 |    8 |        0.5 | S240910ci |   428947 | 0.21116605127806526 |      r |     6 |     180 |       1 | 15:20:52 |  00:43:11 |  38.05 | 2024-09-10T06:04:13.514 |   31.39 |     False | f09fbb55beb14548b6c103e7a4df2289 |         0.10 |
|  1260546 | 243.02800 | -15.43100 | 600.778 | 4.7171493823084415e-08 |   26.0 | 0.21016133904363304 |    9 |        0.5 | S240910ci |  1260546 | 0.21016133904363304 |      r |     6 |     180 |       1 | 16:12:06 | -15:25:51 |  58.08 | 2024-09-10T06:55:28.154 |   11.48 |     False | a2ba63bf9e854c4eacc47382f24df7fa |         0.23 |
|  1259448 | 240.45000 | -13.35600 | 560.512 | 5.3164929040142176e-08 |   23.0 | 0.20953322563649007 |   10 |        0.5 | S240910ci |  1259448 | 0.20953322563649007 |      r |     6 |     180 |       1 | 16:01:48 | -13:21:21 |  54.84 | 2024-09-10T06:45:09.434 |   14.27 |     False | c1d1d479abe84dca97d461486b50eea5 |         0.19 |
|  1133094 | 231.88900 |   0.01800 |  604.38 | 5.8009535089793806e-08 |   21.0 | 0.20874614893881474 |   11 |        0.5 | S240910ci |  1133094 | 0.20874614893881474 |      r |     6 |     180 |       1 | 15:27:33 |  00:01:04 |  39.76 | 2024-09-10T06:10:54.794 |   29.98 |     False | 20f5fc3e259544fab5770a79c7b710e2 |         0.10 |
|   152349 |  11.34900 |  53.88900 | 496.907 | 4.2951459977945386e-08 |   28.0 | 0.20607990501472093 |   12 |        0.5 | S240910ci |   152349 | 0.20607990501472093 |      r |     6 |     180 |       1 | 00:45:23 |  53:53:20 |    4.7 | 2024-09-10T15:28:45.194 |  131.37 |     False | e17e250c4b7944e383f0469c7eac6fea |         0.00 |
|   266062 |  16.05000 |  72.67900 | 642.946 | 5.6973364469604384e-08 |   21.0 | 0.20501743738908862 |   13 |        0.5 | S240910ci |   266062 | 0.20501743738908862 |      r |     6 |     180 |       1 | 01:04:12 |  72:40:44 | -14.08 | 2024-09-10T15:47:33.434 |  126.48 |     False | 192658a892b94ddeb00a577c64b72a29 |         0.00 |
|   238160 |  16.23300 |  78.72600 | 613.356 |  5.642615311769267e-08 |   21.0 |  0.2030482701030664 |   14 |        0.5 | S240910ci |   238160 |  0.2030482701030664 |      r |     6 |     180 |       1 | 01:04:55 |  78:43:33 | -20.13 | 2024-09-10T15:48:17.354 |  123.26 |     False | 27bf32eea1ba4b6eb288f628d21534bf |         0.00 |
|   242441 |  16.10600 |  70.33700 | 512.357 | 5.1086923616426287e-08 |   23.0 | 0.20134324769660547 |   15 |        0.5 | S240910ci |   242441 | 0.20134324769660547 |      r |     6 |     180 |       1 | 01:04:25 |  70:20:13 | -11.74 | 2024-09-10T15:47:46.874 |  127.67 |     False | 8f67d959d0324a7bb4617af6f033ac15 |         0.00 |
|   296372 |   9.69000 |  45.75900 | 623.398 | 4.1827806156246834e-08 |   28.0 | 0.20068853940854905 |   16 |        0.5 | S240910ci |   296372 | 0.20068853940854905 |      r |     6 |     180 |       1 | 00:38:45 |  45:45:32 |  12.83 | 2024-09-10T15:22:07.034 |  131.34 |     False | 495d0aa63f704045ad9d839e1af7f8bb |         0.00 |
|   798012 | 231.59500 |   0.89400 | 612.466 | 5.6773488668269355e-08 |   20.0 | 0.19456949700102963 |   17 |        0.5 | S240910ci |   798012 | 0.19456949700102963 |      r |     6 |     180 |       1 | 15:26:22 |  00:53:38 |  38.95 | 2024-09-10T06:09:44.234 |    30.9 |     False | 72e1e48600524d97b9eae0bd5d4af658 |         0.10 |
|   191520 |  13.08400 |  79.52600 |  441.99 |  5.146524305068258e-08 |   22.0 | 0.19401524729398317 |   18 |        0.5 | S240910ci |   191520 | 0.19401524729398317 |      r |     6 |     180 |       1 | 00:52:20 |  79:31:33 | -20.93 | 2024-09-10T15:35:41.594 |  122.32 |     False | bcc9928702ca4e87ad06a66c64135dc1 |         0.00 |
|  1576494 | 242.94200 | -17.09500 |  733.82 |  3.753959411773118e-08 |   30.0 | 0.19297894659802647 |   19 |        0.5 | S240910ci |  1576494 | 0.19297894659802647 |      r |     6 |     180 |       1 | 16:11:46 | -17:05:41 |  58.94 | 2024-09-10T06:55:07.514 |    9.92 |     False | dbded33c96c24927b40d959a348be785 |         0.23 |
|  1556276 | 238.54500 | -10.75900 | 617.785 |  5.615675627106265e-08 |   20.0 | 0.19245583773649244 |   20 |        0.5 | S240910ci |  1556276 | 0.19245583773649244 |      r |     6 |     180 |       1 | 15:54:10 | -10:45:32 |  51.79 | 2024-09-10T06:37:32.234 |    17.4 |     False | 20eb119e524f47cd814dacb694808b4b |         0.19 |
|  1133971 | 232.17600 |   1.33100 | 548.424 |  4.458755996227517e-08 |   25.0 |  0.1910085136360911 |   21 |        0.5 | S240910ci |  1133971 |  0.1910085136360911 |      r |     6 |     180 |       1 | 15:28:42 |  01:19:51 |  39.08 | 2024-09-10T06:12:03.674 |   31.03 |     False | 7040002ce300457d9cb057176b9033dd |         0.10 |
|  1654384 | 236.79100 |  -7.73900 | 558.751 |  5.565833732346999e-08 |   20.0 | 0.19074766117406183 |   22 |        0.5 | S240910ci |  1654384 | 0.19074766117406183 |      r |     6 |     180 |       1 | 15:47:09 | -07:44:20 |  48.55 | 2024-09-10T06:30:31.274 |   20.87 |     False | 46fd7b8bfa554928bf6a30b6f1983dd6 |         0.16 |
