|     name |        ra |       dec |     d_L |               prob_vol | stmass |    prob_vol_x_stmass | rank | confidence |       obj |     note |               weight | filter | count | exptime | binning |   ra_hms |   dec_dms | maxalt |                 transit | moonsep |                               id | fraction_obs | scheduled |
|   134862 | 227.92200 |   5.30200 | 616.884 |  9.061482812013277e-08 |  200.0 |                  1.0 |    0 |        0.5 | S240910ci |   134862 |                  1.0 |      r |    10 |     120 |       1 | 15:11:41 |  05:18:07 |   29.8 | 2024-09-14T20:16:32.479 |   81.71 | 0e1f5752c54e4e7ca38fb2938ab026f7 |         0.00 |     False |
|  1445476 | 240.20200 | -13.75500 | 728.919 | 2.0735746025753126e-07 |   25.0 |  0.28604095583491135 |    1 |        0.5 | S240910ci |  1445476 |  0.28604095583491135 |      r |    10 |     120 |       1 | 16:00:48 | -13:45:18 |  50.97 | 2024-09-14T21:05:39.679 |   62.92 | 6005926a2e5b47d8b6fb09c5b6a28636 |         0.17 |      True |
|  1576494 | 242.94200 | -17.09500 |  733.82 | 1.6618811925272166e-07 |   30.0 |  0.27509940615103795 |    2 |        0.5 | S240910ci |  1576494 |  0.27509940615103795 |      r |    10 |     120 |       1 | 16:11:46 | -17:05:41 |  54.95 | 2024-09-14T21:16:37.279 |   59.32 | 2e63a922a7914496bfaf182519053291 |         0.20 |      True |
|  1522841 | 241.83700 | -15.39300 | 716.571 | 2.4754841550076036e-07 |   19.0 |  0.25952666501472543 |    3 |        0.5 | S240910ci |  1522841 |  0.25952666501472543 |      r |    10 |     120 |       1 | 16:07:20 | -15:23:34 |  53.18 | 2024-09-14T21:12:12.079 |   60.88 | dd99276fd5454411b1d40b61fbbdb40d |         0.20 |      True |
|  1522724 | 240.34800 | -14.03100 | 707.283 | 2.0641450098102517e-07 |   20.0 |   0.2277917355993566 |    4 |        0.5 | S240910ci |  1522724 |   0.2277917355993566 |      r |    10 |     120 |       1 | 16:01:23 | -14:01:51 |  51.24 | 2024-09-14T21:06:14.719 |   62.69 | a377c357ab084895ab6dbf2871fb3a9f |         0.17 |      True |
|  1522711 | 240.20000 | -13.71900 | 785.873 | 1.6548116497730607e-07 |   24.0 |  0.21914290959865879 |    5 |        0.5 | S240910ci |  1522711 |  0.21914290959865879 |      r |    10 |     120 |       1 | 16:00:48 | -13:43:08 |  50.95 | 2024-09-14T21:05:39.199 |   62.93 | 23a96a6576aa403eb66b2cc728a6368d |         0.17 |      True |
|  1556276 | 238.54500 | -10.75900 | 617.785 | 1.9448813015739083e-07 |   20.0 |    0.214630098452987 |    6 |        0.5 | S240910ci |  1556276 |    0.214630098452987 |      r |    10 |     120 |       1 | 15:54:10 | -10:45:32 |  47.98 | 2024-09-14T20:59:01.999 |   65.51 | 614ddf94d067451c974a26539c7890e6 |         0.17 |      True |
|   428947 | 230.21700 |   0.72000 | 626.681 |  9.658433785732263e-08 |   40.0 |  0.21317398234999207 |    7 |        0.5 | S240910ci |   428947 |  0.21317398234999207 |      r |    10 |     120 |       1 | 15:20:52 |  00:43:11 |  34.48 | 2024-09-14T20:25:43.279 |   77.69 | 1310ebed68544428b83e149bc92a0436 |         0.07 |     False |
|  1466280 | 248.36600 | -21.60900 | 600.334 | 1.8363996514491376e-07 |   20.0 |  0.20265834160343302 |    8 |        0.5 | S240910ci |  1466280 |  0.20265834160343302 |      r |    10 |     120 |       1 | 16:33:27 | -21:36:32 |  61.56 | 2024-09-14T21:38:19.039 |   53.13 | 7d3b1dfdcd2a4ac7994a2adc14e54bef |         0.27 |      True |
|  1259457 | 241.65200 | -14.50000 |  661.02 | 2.0597986662314444e-07 |   17.0 |   0.1932149690875115 |    9 |        0.5 | S240910ci |  1259457 |   0.1932149690875115 |      r |    10 |     120 |       1 | 16:06:36 | -14:30:00 |  52.56 | 2024-09-14T21:11:27.679 |   61.34 | 040eb56fa0d84913b5b000a6e69147f0 |         0.20 |      True |
|  1576534 | 243.76400 | -17.31400 | 693.322 | 2.1694614802915715e-07 |   16.0 |  0.19153094968832968 |   10 |        0.5 | S240910ci |  1576534 |  0.19153094968832968 |      r |    10 |     120 |       1 | 16:15:03 | -17:18:50 |  55.74 | 2024-09-14T21:19:54.559 |   58.51 | 90a2ac9a1b314bb2a672e0857e329ac6 |         0.23 |      True |
|  1522794 | 241.29200 | -14.50500 | 615.984 |  2.409146591516081e-07 |   14.0 |  0.18610505302701663 |   11 |        0.5 | S240910ci |  1522794 |  0.18610505302701663 |      r |    10 |     120 |       1 | 16:05:10 | -14:30:18 |  52.27 | 2024-09-14T21:10:01.279 |   61.67 | 71a806dde66647368a64588298936317 |         0.20 |      True |
|  1259448 | 240.45000 | -13.35600 | 560.512 | 1.4008074126450516e-07 |   23.0 |   0.1777759259614801 |   12 |        0.5 | S240910ci |  1259448 |   0.1777759259614801 |      r |    10 |     120 |       1 | 16:01:48 | -13:21:21 |  50.97 | 2024-09-14T21:06:39.199 |   62.83 | 2caccc54153d45c6ae9bab6b3a85dec4 |         0.17 |      True |
|  1244129 | 239.74400 | -13.01800 | 611.175 | 1.9444164154245778e-07 |   16.0 |  0.17166263246652472 |   13 |        0.5 | S240910ci |  1244129 |  0.17166263246652472 |      r |    10 |     120 |       1 | 15:58:58 | -13:01:04 |  50.21 | 2024-09-14T21:03:49.759 |    63.6 | 2c038267a75d45539e1b7d49cb210263 |         0.17 |      True |
|  1522684 | 239.69500 | -13.48300 | 765.769 | 1.2961407140307704e-07 |   24.0 |   0.1716445034431106 |   14 |        0.5 | S240910ci |  1522684 |   0.1716445034431106 |      r |    10 |     120 |       1 | 15:58:46 | -13:28:58 |  50.41 | 2024-09-14T21:03:37.999 |   63.48 | cec4e1ca1f6a41fea23226f68cfa7697 |         0.17 |     False |
|  1522808 | 241.42700 | -15.35000 | 597.372 | 2.0497961878070258e-07 |   15.0 |  0.16965567306031362 |   15 |        0.5 | S240910ci |  1522808 |  0.16965567306031362 |      r |    10 |     120 |       1 | 16:05:42 | -15:20:59 |  52.82 | 2024-09-14T21:10:33.679 |   61.26 | 9ecec5c1f0ba4378b1e8c76314db156a |         0.20 |      True |
|  1445080 | 240.45700 | -13.96200 | 803.885 | 1.4853717868489505e-07 |   20.0 |  0.16391980621446944 |   16 |        0.5 | S240910ci |  1445080 |  0.16391980621446944 |      r |    10 |     120 |       1 | 16:01:49 | -13:57:43 |  51.29 | 2024-09-14T21:06:40.879 |   62.62 | 0c5a47e40df0465ea35ef08c799f5af4 |         0.17 |     False |
|  1495036 | 251.64100 | -24.46200 | 655.642 | 1.4720011918134282e-07 |   20.0 |  0.16244426161761807 |   17 |        0.5 | S240910ci |  1495036 |  0.16244426161761807 |      r |    10 |     120 |       1 | 16:46:33 | -24:27:43 |  65.43 | 2024-09-14T21:51:25.039 |   49.55 | afe3b296e0e84ccc80c5251e6170d1e0 |         0.30 |      True |
|  1260546 | 243.02800 | -15.43100 | 600.778 | 1.1084176116270387e-07 |   26.0 |  0.15901674760206397 |   18 |        0.5 | S240910ci |  1260546 |  0.15901674760206397 |      r |    10 |     120 |       1 | 16:12:06 | -15:25:51 |  54.18 | 2024-09-14T21:16:57.919 |   59.78 | deeaed3279d24376aaa0441471f5967e |         0.20 |     False |
