|     name |        ra |       dec |     d_L |               prob_vol | stmass |    prob_vol_x_stmass | rank | confidence |       obj |     note |               weight | filter | count | exptime | binning |   ra_hms |   dec_dms | maxalt |                 transit | moonsep |                               id | fraction_obs | scheduled |
|   134862 | 227.92200 |   5.30200 | 616.884 |  9.061482812013277e-08 |  200.0 |                  1.0 |    0 |        0.5 | S240910ci |   134862 |                  1.0 |      r |     6 |     180 |       1 | 15:11:41 |  05:18:07 |   31.6 | 2024-09-12T05:47:09.708 |   57.43 | d5b2f287d35146df883e49a22cd7f694 |         0.03 |     False |
|  1445476 | 240.20200 | -13.75500 | 728.919 | 2.0735746025753126e-07 |   25.0 |  0.28604095583491135 |    1 |        0.5 | S240910ci |  1445476 |  0.28604095583491135 |      r |     6 |     180 |       1 | 16:00:48 | -13:45:18 |  53.08 | 2024-09-12T06:36:16.908 |   36.46 | a88fd6f54b4049d5988a6d2f7e0082b8 |         0.20 |      True |
|  1576494 | 242.94200 | -17.09500 |  733.82 | 1.6618811925272166e-07 |   30.0 |  0.27509940615103795 |    2 |        0.5 | S240910ci |  1576494 |  0.27509940615103795 |      r |     6 |     180 |       1 | 16:11:46 | -17:05:41 |  57.11 | 2024-09-12T06:47:14.508 |   32.55 | 73f88104f3b044b69f4c4b536b40cbd1 |         0.23 |      True |
|  1522841 | 241.83700 | -15.39300 | 716.571 | 2.4754841550076036e-07 |   19.0 |  0.25952666501472543 |    3 |        0.5 | S240910ci |  1522841 |  0.25952666501472543 |      r |     6 |     180 |       1 | 16:07:20 | -15:23:34 |   55.3 | 2024-09-12T06:42:49.308 |   34.28 | 916a5347d26d4c69a02700b81929ed69 |         0.20 |      True |
|  1522724 | 240.34800 | -14.03100 | 707.283 | 2.0641450098102517e-07 |   20.0 |   0.2277917355993566 |    4 |        0.5 | S240910ci |  1522724 |   0.2277917355993566 |      r |     6 |     180 |       1 | 16:01:23 | -14:01:51 |  53.35 | 2024-09-12T06:36:51.948 |    36.2 | ac74f604ea784d7f90d74c12121016f8 |         0.20 |      True |
|  1522711 | 240.20000 | -13.71900 | 785.873 | 1.6548116497730607e-07 |   24.0 |  0.21914290959865879 |    5 |        0.5 | S240910ci |  1522711 |  0.21914290959865879 |      r |     6 |     180 |       1 | 16:00:48 | -13:43:08 |  53.05 | 2024-09-12T06:36:16.428 |   36.48 | d79f78678be344cb81f78ea1880414e7 |         0.20 |      True |
|  1556276 | 238.54500 | -10.75900 | 617.785 | 1.9448813015739083e-07 |   20.0 |    0.214630098452987 |    6 |        0.5 | S240910ci |  1556276 |    0.214630098452987 |      r |     6 |     180 |       1 | 15:54:10 | -10:45:32 |  50.02 | 2024-09-12T06:29:39.228 |   39.39 | 9839802f537c4f5299726edf554f36a9 |         0.17 |      True |
|   428947 | 230.21700 |   0.72000 | 626.681 |  9.658433785732263e-08 |   40.0 |  0.21317398234999207 |    7 |        0.5 | S240910ci |   428947 |  0.21317398234999207 |      r |     6 |     180 |       1 | 15:20:52 |  00:43:11 |  36.36 | 2024-09-12T05:56:20.508 |   52.79 | e791f6c5cc4444b78a0ab567446e93fe |         0.07 |     False |
|  1466280 | 248.36600 | -21.60900 | 600.334 | 1.8363996514491376e-07 |   20.0 |  0.20265834160343302 |    8 |        0.5 | S240910ci |  1466280 |  0.20265834160343302 |      r |     6 |     180 |       1 | 16:33:27 | -21:36:32 |  63.79 | 2024-09-12T07:08:56.268 |   26.04 | a85b79027a88454e89308924b2cf82c9 |         0.27 |      True |
|  1259457 | 241.65200 | -14.50000 |  661.02 | 2.0597986662314444e-07 |   17.0 |   0.1932149690875115 |    9 |        0.5 | S240910ci |  1259457 |   0.1932149690875115 |      r |     6 |     180 |       1 | 16:06:36 | -14:30:00 |  54.66 | 2024-09-12T06:42:04.908 |   34.87 | 5296725ce4674eaead820dea3da51b58 |         0.20 |      True |
