|     name |        ra |       dec |     d_L |               prob_vol | stmass |    prob_vol_x_stmass | rank | confidence |       obj |     note |               weight | filter | count | exptime | binning |   ra_hms |   dec_dms | maxalt |                 transit | moonsep | scheduled |                               id | fraction_obs |
|   134862 | 227.92200 |   5.30200 | 616.884 |  9.061482812013277e-08 |  200.0 |                  1.0 |    0 |        0.5 | S240910ci |   134862 |                  1.0 |      r |    10 |     120 |       1 | 15:11:41 |  05:18:07 |  32.35 | 2024-09-11T20:28:21.983 |    46.6 |     False | 94053020ea964f97aacb11319285fe96 |         0.03 |
|  1445476 | 240.20200 | -13.75500 | 728.919 | 2.0735746025753126e-07 |   25.0 |  0.28604095583491135 |    1 |        0.5 | S240910ci |  1445476 |  0.28604095583491135 |      r |    10 |     120 |       1 | 16:00:48 | -13:45:18 |  53.74 | 2024-09-11T21:17:29.183 |    24.5 |      True | 01209246202b4a9bb42cfc75557507ef |         0.20 |
|  1576494 | 242.94200 | -17.09500 |  733.82 | 1.6618811925272166e-07 |   30.0 |  0.27509940615103795 |    2 |        0.5 | S240910ci |  1576494 |  0.27509940615103795 |      r |    10 |     120 |       1 | 16:11:46 | -17:05:41 |  57.75 | 2024-09-11T21:28:26.783 |   20.36 |      True | e466f006afe2458aa0fea764bd3cec51 |         0.23 |
|  1522841 | 241.83700 | -15.39300 | 716.571 | 2.4754841550076036e-07 |   19.0 |  0.25952666501472543 |    3 |        0.5 | S240910ci |  1522841 |  0.25952666501472543 |      r |    10 |     120 |       1 | 16:07:20 | -15:23:34 |  55.96 | 2024-09-11T21:24:01.583 |   22.24 |      True | 317a8f7521f84497bea0e508ccaace17 |         0.23 |
|  1522724 | 240.34800 | -14.03100 | 707.283 | 2.0641450098102517e-07 |   20.0 |   0.2277917355993566 |    4 |        0.5 | S240910ci |  1522724 |   0.2277917355993566 |      r |    10 |     120 |       1 | 16:01:23 | -14:01:51 |  54.01 | 2024-09-11T21:18:04.223 |   24.22 |      True | 39e16abb93be46a8a472247d4815696f |         0.20 |
|  1522711 | 240.20000 | -13.71900 | 785.873 | 1.6548116497730607e-07 |   24.0 |  0.21914290959865879 |    5 |        0.5 | S240910ci |  1522711 |  0.21914290959865879 |      r |    10 |     120 |       1 | 16:00:48 | -13:43:08 |  53.72 | 2024-09-11T21:17:28.703 |   24.53 |     False | 2787c586eb5143d9a5aa0bac8587b84e |         0.20 |
|  1556276 | 238.54500 | -10.75900 | 617.785 | 1.9448813015739083e-07 |   20.0 |    0.214630098452987 |    6 |        0.5 | S240910ci |  1556276 |    0.214630098452987 |      r |    10 |     120 |       1 | 15:54:10 | -10:45:32 |   50.7 | 2024-09-11T21:10:51.503 |    27.7 |     False | ba8c034c673541e9ab6d1cb3069501ca |         0.17 |
|   428947 | 230.21700 |   0.72000 | 626.681 |  9.658433785732263e-08 |   40.0 |  0.21317398234999207 |    7 |        0.5 | S240910ci |   428947 |  0.21317398234999207 |      r |    10 |     120 |       1 | 15:20:52 |  00:43:11 |  37.09 | 2024-09-11T20:37:32.783 |   41.67 |     False | 6a471269a87a4370a751bff84dfb3e15 |         0.07 |
|  1466280 | 248.36600 | -21.60900 | 600.334 | 1.8363996514491376e-07 |   20.0 |  0.20265834160343302 |    8 |        0.5 | S240910ci |  1466280 |  0.20265834160343302 |      r |    10 |     120 |       1 | 16:33:27 | -21:36:32 |   64.4 | 2024-09-11T21:50:08.543 |   13.59 |      True | 4eda4c0b594b437ab034a24a662ffb3a |         0.30 |
|  1259457 | 241.65200 | -14.50000 |  661.02 | 2.0597986662314444e-07 |   17.0 |   0.1932149690875115 |    9 |        0.5 | S240910ci |  1259457 |   0.1932149690875115 |      r |    10 |     120 |       1 | 16:06:36 | -14:30:00 |  55.32 | 2024-09-11T21:23:17.183 |   22.95 |     False | 7373ad7de3de4efb9e7f527d8ef8fda2 |         0.20 |
|  1576534 | 243.76400 | -17.31400 | 693.322 | 2.1694614802915715e-07 |   16.0 |  0.19153094968832968 |   10 |        0.5 | S240910ci |  1576534 |  0.19153094968832968 |      r |    10 |     120 |       1 | 16:15:03 | -17:18:50 |  58.54 | 2024-09-11T21:31:44.063 |    19.6 |     False | a4fefed8df7244db9fb62043e849c1de |         0.23 |
|  1522794 | 241.29200 | -14.50500 | 615.984 |  2.409146591516081e-07 |   14.0 |  0.18610505302701663 |   11 |        0.5 | S240910ci |  1522794 |  0.18610505302701663 |      r |    10 |     120 |       1 | 16:05:10 | -14:30:18 |  55.03 | 2024-09-11T21:21:50.783 |   23.21 |     False | 4781947191ae4bbd8adba0021556b000 |         0.20 |
|  1259448 | 240.45000 | -13.35600 | 560.512 | 1.4008074126450516e-07 |   23.0 |   0.1777759259614801 |   12 |        0.5 | S240910ci |  1259448 |   0.1777759259614801 |      r |    10 |     120 |       1 | 16:01:48 | -13:21:21 |  53.72 | 2024-09-11T21:18:28.703 |   24.58 |     False | 7ff0586b52e9468785a2f706e304443e |         0.20 |
|  1244129 | 239.74400 | -13.01800 | 611.175 | 1.9444164154245778e-07 |   16.0 |  0.17166263246652472 |   13 |        0.5 | S240910ci |  1244129 |  0.17166263246652472 |      r |    10 |     120 |       1 | 15:58:58 | -13:01:04 |  52.96 | 2024-09-11T21:15:39.263 |   25.32 |     False | 35aa5b2c68c54a0da5414ea3412be566 |         0.20 |
|  1522684 | 239.69500 | -13.48300 | 765.769 | 1.2961407140307704e-07 |   24.0 |   0.1716445034431106 |   14 |        0.5 | S240910ci |  1522684 |   0.1716445034431106 |      r |    10 |     120 |       1 | 15:58:46 | -13:28:58 |  53.18 | 2024-09-11T21:15:27.503 |   25.06 |     False | 445a169bd03f4badac50984b9c86519e |         0.20 |
|  1522808 | 241.42700 | -15.35000 | 597.372 | 2.0497961878070258e-07 |   15.0 |  0.16965567306031362 |   15 |        0.5 | S240910ci |  1522808 |  0.16965567306031362 |      r |    10 |     120 |       1 | 16:05:42 | -15:20:59 |   55.6 | 2024-09-11T21:22:23.183 |   22.58 |     False | 864dfd39299749a2b8ed8f0dce9c87e6 |         0.23 |
|  1445080 | 240.45700 | -13.96200 | 803.885 | 1.4853717868489505e-07 |   20.0 |  0.16391980621446944 |   16 |        0.5 | S240910ci |  1445080 |  0.16391980621446944 |      r |    10 |     120 |       1 | 16:01:49 | -13:57:43 |  54.06 | 2024-09-11T21:18:30.383 |   24.18 |     False | 9d76e84331f7497eb60b56fc0000de6f |         0.20 |
|  1495036 | 251.64100 | -24.46200 | 655.642 | 1.4720011918134282e-07 |   20.0 |  0.16244426161761807 |   17 |        0.5 | S240910ci |  1495036 |  0.16244426161761807 |      r |    10 |     120 |       1 | 16:46:33 | -24:27:43 |  68.31 | 2024-09-11T22:03:14.543 |    9.56 |      True | e0ee4a1362fe4e6196f9de6817c015db |         0.30 |
