#	Observing Date = 2023-04-28
#	Observatory = CBNUO
#	-18 deg sunset = 20:50
#	-18 deg sunrise = 04:00
#	Moon ra, dec = 8:31:12.09   24:21:6.98
#	Moon phase = 0.48
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |  note |
| MS230427g | 11:46:09 | -19:05:27 |    20:33 |       21:54 |   23:14 |             64 |  0.0007243221563751595 |  2857 |
| MS230427g | 11:46:14 | -18:00:00 |    20:23 |       21:54 |   23:25 |             63 |   0.012469642265479553 |  3170 |
| MS230427g | 11:46:19 | -16:54:32 |    20:14 |       21:54 |   23:35 |             63 |    0.14759231600875045 |  3485 |
| MS230427g | 11:50:46 | -19:05:27 |    20:38 |       21:58 |   23:19 |             65 |   0.034087142627627735 |  2858 |
| MS230427g | 11:50:49 | -18:00:00 |    20:28 |       21:58 |   23:29 |             64 |   0.056981296880058915 |  3171 |
| MS230427g | 11:50:53 | -16:54:32 |    20:18 |       21:59 |   23:39 |             64 |   0.006414551675018106 |  3486 |
| MS230427g | 11:50:56 | -15:49:05 |    20:09 |       21:59 |   23:49 |             63 |   0.013517425708492257 |  3803 |
| MS230427g | 11:53:13 | -14:43:38 |    20:02 |       22:01 |   00:00 |             63 |  0.0007128229376506233 |  4122 |
| MS230427g | 11:53:16 | -13:38:10 |    19:53 |       22:01 |   00:09 |             62 |   0.053654807024523556 |  4442 |
| MS230427g | 11:55:24 | -18:00:00 |    20:33 |       22:03 |   23:34 |             65 |   0.022924673978023745 |  3172 |
| MS230427g | 11:55:26 | -16:54:32 |    20:23 |       22:03 |   23:44 |             64 |    0.02430388217056877 |  3487 |
| MS230427g | 11:55:28 | -15:49:05 |    20:13 |       22:03 |   23:53 |             64 |   0.058124036703693094 |  3804 |
| MS230427g | 11:55:31 | -12:32:43 |    19:46 |       22:03 |   00:20 |             62 |      0.578296798222356 |  4764 |
| MS230427g | 11:57:44 | -14:43:38 |    20:06 |       22:05 |   00:05 |             64 |   0.009539757847740348 |  4123 |
| MS230427g | 11:57:45 | -13:38:10 |    19:57 |       22:05 |   00:14 |             63 |                    0.0 |  4443 |
| MS230427g | 11:57:46 | -11:27:16 |    19:40 |       22:05 |   00:31 |             62 |    0.18234030243011715 |  5087 |
| MS230427g | 11:57:47 |  -9:16:21 |    19:27 |       22:05 |   00:44 |             60 |   0.006256493009326588 |  5735 |
| MS230427g | 12:00:00 | -15:49:05 |    20:18 |       22:07 |   23:58 |             65 |   0.011543719038322709 |  3805 |
| MS230427g | 12:00:00 | -12:32:43 |    19:51 |       22:07 |   00:25 |             63 |    0.20029783244182206 |  4765 |
| MS230427g | 12:00:00 | -10:21:49 |    19:35 |       22:07 |   00:41 |             62 |                    0.0 |  5411 |
| MS230427g | 12:02:12 |  -9:16:21 |    19:31 |       22:10 |   00:48 |             61 |  0.0018974588590689046 |  5736 |
