#	Observing Date = 2023-04-28
#	Observatory = SAO
#	-18 deg sunset = 20:54
#	-18 deg sunrise = 04:04
#	Moon ra, dec = 8:31:20.71   24:20:37.15
#	Moon phase = 0.48
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |               weight |    note |
| MS230427g | 11:55:28 | -12:03:40 |    19:46 |       22:07 |   00:29 |             62 |   0.1861181980264102 | 1152366 |
| MS230427g | 11:55:40 | -12:01:38 |    19:46 |       22:07 |   00:29 |             62 |  0.18155391571642002 | 1152865 |
| MS230427g | 11:57:27 | -12:19:23 |    19:50 |       22:09 |   00:29 |             62 |  0.11171959726297467 | 1160244 |
| MS230427g | 11:59:39 | -12:23:38 |    19:53 |       22:11 |   00:30 |             63 |  0.15623580786787009 | 1163065 |
| MS230427g | 12:03:12 | -14:38:38 |    20:14 |       22:15 |   00:16 |             65 |  0.05789887186868134 | 1153238 |
| MS230427g | 12:04:20 | -12:48:41 |    20:01 |       22:16 |   00:32 |             64 |  0.05818124150530009 | 1168499 |
| MS230427g | 12:04:23 |  -5:17:47 |    19:18 |       22:16 |   01:14 |             60 |  0.07596780560400386 | 1155334 |
| MS230427g | 12:05:53 | -12:40:23 |    20:01 |       22:17 |   00:34 |             64 |  0.09438661451706949 | 1158359 |
| MS230427g | 12:05:57 | -12:39:50 |    20:01 |       22:17 |   00:35 |             64 |  0.07357614513199502 | 1155631 |
| MS230427g | 12:07:12 |  -8:35:43 |    19:37 |       22:19 |   01:01 |             62 |  0.07915583602560479 | 1199735 |
| MS230427g | 12:07:38 | -14:58:10 |    20:21 |       22:19 |   00:18 |             66 | 0.059915225611259046 | 1152330 |
| MS230427g | 12:08:50 |  -6:53:35 |    19:30 |       22:20 |   01:11 |             61 |  0.08799158549817218 | 1166660 |
| MS230427g | 12:11:41 |  -6:10:12 |    19:29 |       22:23 |   01:18 |             62 |  0.08738908913729775 | 1165944 |
| MS230427g | 12:12:06 |  -6:29:08 |    19:31 |       22:23 |   01:17 |             62 |  0.07297057317922251 | 1182282 |
| MS230427g | 12:13:32 |  -6:24:02 |    19:32 |       22:25 |   01:18 |             62 |  0.11653862715904548 | 1200561 |
| MS230427g | 12:14:09 |  -6:33:11 |    19:34 |       22:25 |   01:18 |             62 |  0.08904763283636453 | 1200500 |
| MS230427g | 12:14:40 |  -2:26:54 |    19:15 |       22:26 |   01:38 |             60 |   0.0744327511082856 | 1166004 |
| MS230427g | 12:14:51 |  -3:29:22 |    19:20 |       22:26 |   01:33 |             61 |  0.06749870287303084 | 1166813 |
| MS230427g | 12:16:47 |  -6:46:20 |    19:37 |       22:28 |   01:20 |             63 | 0.057546865221358205 | 1156895 |
| MS230427g | 12:17:42 |  -6:12:47 |    19:35 |       22:29 |   01:23 |             63 |  0.09170869601999493 | 1167033 |
| MS230427g | 12:22:03 |  -2:36:59 |    19:23 |       22:34 |   01:44 |             62 |  0.05830724970744024 | 1166089 |
| MS230427g | 12:22:42 |  03:08:30 |    19:01 |       22:34 |   02:08 |             60 |  0.09711637073430178 | 1030591 |
| MS230427g | 12:23:21 |  -5:41:00 |    19:39 |       22:35 |   01:32 |             64 |  0.09749347740370257 | 1158398 |
| MS230427g | 12:23:41 |  02:57:40 |    19:02 |       22:35 |   02:09 |             60 |  0.07548392610791883 | 1030650 |
| MS230427g | 12:24:04 |  01:11:23 |    19:10 |       22:36 |   02:02 |             61 |  0.05861666610483003 | 1042548 |
| MS230427g | 12:24:18 |  01:49:10 |    19:07 |       22:36 |   02:05 |             61 | 0.062410689828339264 | 1054926 |
| MS230427g | 12:24:23 |  00:41:34 |    19:18 |       22:36 |   01:55 |             62 |  0.08743720167578152 | 1172709 |
| MS230427g | 12:24:27 |  00:09:10 |    19:14 |       22:36 |   01:58 |             61 |  0.07859629422509927 | 1067868 |
| MS230427g | 12:24:35 |  01:53:31 |    19:07 |       22:36 |   02:05 |             61 |  0.10565436884832075 | 1038481 |
| MS230427g | 12:24:38 |  01:32:43 |    19:09 |       22:36 |   02:04 |             61 |  0.09474111137315303 | 1053798 |
| MS230427g | 12:24:56 |  02:46:45 |    19:04 |       22:36 |   02:09 |             60 | 0.058504817608409046 | 1047377 |
| MS230427g | 12:25:31 |  03:26:16 |    19:02 |       22:37 |   02:12 |             60 |  0.06754807061878462 | 1047197 |
| MS230427g | 12:25:36 |  -2:54:02 |    19:28 |       22:37 |   01:47 |             63 |  0.14353380835711396 | 1166090 |
| MS230427g | 12:26:29 |  09:01:09 |    18:44 |       22:37 |   02:33 |             58 |  0.05935451766029785 |     516 |
| MS230427g | 12:27:07 |  -1:21:15 |    19:23 |       22:38 |   01:55 |             63 |   0.1036283277831246 | 1162090 |
| MS230427g | 12:27:12 |  -5:49:51 |    19:43 |       22:38 |   01:35 |             65 | 0.058694830564399586 | 1152181 |
| MS230427g | 12:29:49 |  02:31:09 |    19:10 |       22:39 |   02:13 |             62 |  0.10704411209039073 | 1064905 |
| MS230427g | 12:31:08 |  00:36:49 |    19:19 |       22:40 |   02:07 |             63 |  0.10024190360049584 |    1105 |
| MS230427g | 12:32:52 |  11:24:15 |    18:43 |       22:42 |   02:47 |             59 |  0.08449841358015826 | 1026538 |
| MS230427g | 12:33:11 |  07:51:05 |    18:54 |       22:42 |   02:36 |             60 |  0.14209987367985727 | 1027016 |
| MS230427g | 12:34:12 |  03:55:13 |    19:09 |       22:42 |   02:23 |             62 |  0.14192728057676718 | 1064983 |
| MS230427g | 12:35:11 |  05:50:27 |    19:03 |       22:43 |   02:31 |             61 |   0.0686809614291688 | 1055284 |
| MS230427g | 12:35:17 |  06:32:36 |    19:01 |       22:43 |   02:33 |             61 |  0.19927585945085716 | 1031840 |
| MS230427g | 12:36:09 |  07:32:04 |    18:58 |       22:44 |   02:38 |             61 |  0.06493632986273704 | 1048049 |
| MS230427g | 12:36:32 |  06:10:10 |    19:03 |       22:44 |   02:33 |             62 |  0.12156650683581086 | 1032517 |
| MS230427g | 12:38:11 |  07:48:45 |    18:59 |       22:45 |   02:40 |             61 |   0.0707123700094237 | 1053839 |
| MS230427g | 12:38:22 |  09:31:42 |    18:54 |       22:46 |   02:46 |             61 |  0.17200891823637346 | 1053841 |
| MS230427g | 12:38:37 |  10:28:33 |    18:51 |       22:46 |   02:49 |             60 |   0.1176215566476608 |    1274 |
| MS230427g | 12:38:52 |  07:06:54 |    19:02 |       22:46 |   02:39 |             62 |  0.09683862304983513 | 1053842 |
| MS230427g | 12:39:39 |  07:10:07 |    19:03 |       22:46 |   02:40 |             62 |  0.17975595141097056 | 1038399 |
| MS230427g | 12:42:49 |  10:21:26 |    18:56 |       22:49 |   02:53 |             61 |  0.12256378082180533 | 1035034 |
| MS230427g | 12:43:07 |  11:12:42 |    18:53 |       22:49 |   02:56 |             61 |  0.07560451401012554 | 1068060 |
| MS230427g | 12:43:21 |  11:12:11 |    18:54 |       22:49 |   02:56 |             61 |  0.12166708059647127 | 1055925 |
| MS230427g | 12:43:45 |  10:46:12 |    18:55 |       22:49 |   02:55 |             61 |   0.2505267950853581 | 1033111 |
| MS230427g | 12:45:16 |  10:11:27 |    18:59 |       22:50 |   02:55 |             62 |  0.10825584551088067 | 1041248 |
| MS230427g | 12:46:15 |  08:20:54 |    19:06 |       22:51 |   02:50 |             63 |  0.05895356256771846 | 1027970 |
| MS230427g | 12:46:22 |  11:52:35 |    18:55 |       22:51 |   03:01 |             62 |   0.1437065883859226 | 1031173 |
| MS230427g | 12:46:33 |  11:53:47 |    18:55 |       22:51 |   03:02 |             62 |  0.06222891752434155 | 1033880 |
| MS230427g | 12:46:46 |  09:51:01 |    19:01 |       22:51 |   02:56 |             62 |  0.06382394265012507 |    1474 |
| MS230427g | 12:46:56 |  09:51:25 |    19:01 |       22:51 |   02:56 |             62 |   0.1475155601250423 | 1035969 |
| MS230427g | 12:47:43 |  09:53:21 |    19:02 |       22:52 |   02:57 |             63 |  0.05872387081095142 | 1053859 |
| MS230427g | 12:51:28 |  09:55:21 |    19:06 |       22:55 |   03:00 |             63 |  0.09603342850904395 | 1032115 |
| MS230427g | 12:51:29 |  13:46:54 |    18:54 |       22:55 |   03:12 |             62 |  0.10535824121929073 | 1037728 |
| MS230427g | 12:54:29 |  15:09:07 |    18:53 |       22:58 |   03:19 |             62 |  0.07125182419948085 | 1053873 |
| MS230427g | 12:55:29 |  14:58:21 |    18:54 |       22:58 |   03:20 |             63 |  0.10183782448833537 | 1067527 |
| MS230427g | 12:59:35 |  15:02:57 |    18:58 |       23:01 |   03:24 |             64 |  0.07000526094612029 | 1035896 |
| MS230427g | 12:59:47 |  21:48:47 |    18:40 |       23:03 |   03:43 |             61 |  0.06886190571139944 | 1029530 |
| MS230427g | 13:00:57 |  19:41:13 |    18:47 |       23:03 |   03:39 |             62 |  0.09018620838939433 | 1067884 |
| MS230427g | 13:02:54 |  23:39:25 |    18:38 |       23:06 |   03:51 |             62 |  0.06325831712638286 | 1062594 |
| MS230427g | 13:04:27 |  23:40:38 |    18:39 |       23:07 |   03:53 |             62 |   0.1418106205660224 |   96473 |
| MS230427g | 13:04:56 |  17:34:08 |    18:56 |       23:05 |   03:37 |             64 |  0.11619969963280798 | 1034193 |
| MS230427g | 13:05:21 |  23:05:43 |    18:42 |       23:07 |   03:52 |             62 |  0.21039521350479595 | 1031140 |
| MS230427g | 13:05:25 |  23:12:58 |    18:41 |       23:07 |   03:52 |             62 |   0.0600515404383132 | 1073231 |
| MS230427g | 13:06:59 |  22:44:14 |    18:44 |       23:08 |   03:53 |             63 |  0.25521904944141066 | 1039315 |
| MS230427g | 13:07:28 |  26:43:31 |    18:34 |       23:10 |   04:04 |             62 |  0.08788394999509586 |    1926 |
| MS230427g | 13:08:22 |  21:47:12 |    18:48 |       23:09 |   03:52 |             63 |   0.1781903272863016 | 1036129 |
| MS230427g | 13:09:10 |  22:27:58 |    18:47 |       23:10 |   03:54 |             63 |  0.09321529826248715 |   91244 |
