#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,l,b,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
1520,41.653,-30.857,43.195,-29.505,43.239,-32.190,40.067,-32.190,40.111,-29.505,228.27296301679522,-64.61164051991221,237,5.0197214659448335,15,0.5,S230830b,1520,5.0197214659448335
1523,50.579,-30.857,52.121,-29.505,52.164,-32.190,48.993,-32.190,49.036,-29.505,228.55241390624707,-56.95269005003418,336,4.946524258391119,16,0.5,S230830b,1523,4.946524258391119
1291,50.526,-36.000,52.158,-34.646,52.214,-37.331,48.838,-37.331,48.895,-34.646,237.98747338358004,-56.92621554860051,252,4.895750091424913,17,0.5,S230830b,1291,4.895750091424913
1765,40.000,-25.714,41.473,-24.364,41.507,-27.049,38.493,-27.049,38.527,-24.364,215.795749556188,-65.70009406134729,215,4.89455304102841,18,0.5,S230830b,1765,4.89455304102841
1404,46.154,-33.429,47.738,-32.076,47.788,-34.761,44.520,-34.761,44.570,-32.076,233.53224690500008,-60.697118681207535,241,4.759172091309987,19,0.5,S230830b,1404,4.759172091309987
1288,41.053,-36.000,42.684,-34.646,42.741,-37.331,39.365,-37.331,39.421,-34.646,240.31623319091028,-64.5037332502015,189,4.564570048654435,20,0.5,S230830b,1288,4.564570048654435
1396,21.538,-33.429,23.122,-32.076,23.172,-34.761,19.905,-34.761,19.954,-32.076,255.10844158350704,-80.21594297306694,216,4.562387049155028,21,0.5,S230830b,1396,4.562387049155028
1072,44.151,-41.143,45.898,-39.787,45.971,-42.471,42.331,-42.471,42.404,-39.787,249.68590564479553,-60.77869529661241,253,4.4179756244404,22,0.5,S230830b,1072,4.4179756244404
1890,36.279,-23.143,37.725,-21.794,37.754,-24.479,34.804,-24.479,34.834,-21.794,207.4677859139236,-68.4603277127427,78,4.401444257196199,23,0.5,S230830b,1890,4.401444257196199
1766,42.857,-25.714,44.331,-24.364,44.364,-27.049,41.350,-27.049,41.384,-24.364,216.78727983889075,-63.16168497423185,191,4.202905705635957,24,0.5,S230830b,1766,4.202905705635957
1172,22.909,-38.571,24.595,-37.217,24.659,-39.901,21.159,-39.901,21.224,-37.217,269.1408499690132,-75.80014846496324,149,4.106259472594969,25,0.5,S230830b,1172,4.106259472594969
1283,25.263,-36.000,26.895,-34.646,26.951,-37.331,23.575,-37.331,23.632,-34.646,256.07019207598734,-76.22295799149809,99,3.9621862885539167,26,0.5,S230830b,1283,3.9621862885539167
1399,30.769,-33.429,32.353,-32.076,32.403,-34.761,29.135,-34.761,29.185,-32.076,239.47146785776104,-73.32898080440285,141,3.9609291948730587,27,0.5,S230830b,1399,3.9609291948730587
873,51.429,-46.286,53.324,-44.927,53.420,-47.611,49.438,-47.611,49.533,-44.927,255.5837431189343,-54.1403196075076,311,3.952549544634869,28,0.5,S230830b,873,3.952549544634869
1178,42.545,-38.571,44.231,-37.217,44.295,-39.901,40.796,-39.901,40.860,-37.217,245.27513872548673,-62.72251543675219,198,3.8776067421986915,29,0.5,S230830b,1178,3.8776067421986915
872,47.755,-46.286,49.651,-44.927,49.746,-47.611,45.764,-47.611,45.859,-44.927,257.159297061465,-56.51536461991805,370,3.8252035025898015,30,0.5,S230830b,872,3.8252035025898015
1073,47.547,-41.143,49.294,-39.787,49.367,-42.471,45.727,-42.471,45.800,-39.787,248.2099047688269,-58.332881869560204,230,3.78520005374777,31,0.5,S230830b,1073,3.78520005374777
1642,43.548,-28.286,45.054,-26.935,45.092,-29.620,42.004,-29.620,42.043,-26.935,222.58381429002495,-62.877882295286746,164,3.7814718738043,32,0.5,S230830b,1642,3.7814718738043
1285,31.579,-36.000,33.210,-34.646,33.267,-37.331,29.891,-37.331,29.947,-34.646,246.72011089657863,-71.7956129562578,154,3.6927598396043306,33,0.5,S230830b,1285,3.6927598396043306
1403,43.077,-33.429,44.661,-32.076,44.711,-34.761,41.443,-34.761,41.493,-32.076,233.9575446820213,-63.25717169006269,208,3.655510507231749,34,0.9,S230830b,1403,3.655510507231749
970,45.882,-43.714,47.699,-42.357,47.782,-45.041,43.983,-45.041,44.066,-42.357,253.62245221024293,-58.701503467740935,280,3.62828936519741,35,0.9,S230830b,970,3.62828936519741
1518,35.702,-30.857,37.245,-29.505,37.288,-32.190,34.117,-32.190,34.160,-29.505,228.95981187633674,-69.71228187090023,150,3.5045026058489475,36,0.9,S230830b,1518,3.5045026058489475
1517,32.727,-30.857,34.269,-29.505,34.313,-32.190,31.141,-32.190,31.185,-29.505,229.7771417351397,-72.25240424405713,143,3.446465788204964,37,0.9,S230830b,1517,3.446465788204964
1287,37.895,-36.000,39.526,-34.646,39.583,-37.331,36.207,-37.331,36.263,-34.646,241.81796759961378,-66.98298964955418,149,3.4022569652582897,38,0.9,S230830b,1287,3.4022569652582897
1286,34.737,-36.000,36.368,-34.646,36.425,-37.331,33.049,-37.331,33.105,-34.646,243.8839210150058,-69.42012568317807,120,3.358406965393575,39,0.9,S230830b,1286,3.358406965393575
1069,33.962,-41.143,35.709,-39.787,35.782,-42.471,32.143,-42.471,32.216,-39.787,257.29746826449474,-67.71153650987667,178,3.3260502744008793,40,0.9,S230830b,1069,3.3260502744008793
1768,48.571,-25.714,50.045,-24.364,50.078,-27.049,47.064,-27.049,47.098,-24.364,218.64088281369789,-58.09404711640075,354,3.3169943630698837,41,0.9,S230830b,1768,3.3169943630698837
969,42.353,-43.714,44.169,-42.357,44.253,-45.041,40.453,-45.041,40.537,-42.357,255.614210240274,-61.048631556859846,229,3.158422555615857,42,0.9,S230830b,969,3.158422555615857
1071,40.755,-41.143,42.501,-39.787,42.574,-42.471,38.935,-42.471,39.008,-39.787,251.6121513596921,-63.170930878432,178,3.140788919274056,43,0.9,S230830b,1071,3.140788919274056
1406,52.308,-33.429,53.892,-32.076,53.941,-34.761,50.674,-34.761,50.724,-32.076,233.25819655517216,-55.56406004382928,246,3.121625427592055,44,0.9,S230830b,1406,3.121625427592055
1764,37.143,-25.714,38.616,-24.364,38.650,-27.049,35.636,-27.049,35.669,-24.364,214.73638702424944,-68.24075902881343,169,2.924505765419578,45,0.9,S230830b,1764,2.924505765419578
1643,46.452,-28.286,47.957,-26.935,47.996,-29.620,44.908,-29.620,44.946,-26.935,223.08572402922334,-60.332521469632916,290,2.8880007259755387,46,0.9,S230830b,1643,2.8880007259755387
1516,29.752,-30.857,31.294,-29.505,31.338,-32.190,28.166,-32.190,28.210,-29.505,231.11362070531018,-74.77824187409175,105,2.8276439733317402,47,0.9,S230830b,1516,2.8276439733317402
1075,54.340,-41.143,56.086,-39.787,56.159,-42.471,52.520,-42.471,52.593,-39.787,246.2834574197999,-53.33416319503434,313,2.8093725497518607,48,0.9,S230830b,1075,2.8093725497518607
1402,40.000,-33.429,41.584,-32.076,41.634,-34.761,38.366,-34.761,38.416,-32.076,234.64997904040683,-65.80771601132145,167,2.696272703855994,49,0.9,S230830b,1402,2.696272703855994
1182,55.636,-38.571,57.322,-37.217,57.386,-39.901,53.887,-39.901,53.951,-37.217,241.84094989200582,-52.658690246427874,314,2.681729108904851,50,0.9,S230830b,1182,2.681729108904851
1401,36.923,-33.429,38.507,-32.076,38.557,-34.761,35.289,-34.761,35.339,-32.076,235.6982013616218,-68.3429666131425,178,2.657225464142841,51,0.9,S230830b,1401,2.657225464142841
1891,39.070,-23.143,40.515,-21.794,40.544,-24.479,37.595,-24.479,37.624,-21.794,209.21401349013075,-65.98463644950313,62,2.523117348611845,52,0.9,S230830b,1891,2.523117348611845
1645,52.258,-28.286,53.764,-26.935,53.802,-29.620,50.714,-29.620,50.753,-26.935,224.20883314322055,-55.254840851647415,330,2.484011678531249,53,0.9,S230830b,1645,2.484011678531249
1640,37.742,-28.286,39.247,-26.935,39.286,-29.620,36.198,-29.620,36.236,-26.935,221.74922045916273,-67.97885330318014,200,2.450769504498507,54,0.9,S230830b,1640,2.450769504498507
1292,53.684,-36.000,55.316,-34.646,55.372,-37.331,51.996,-37.331,52.053,-34.646,237.69520150901948,-54.3768582481403,227,2.4071244347397873,55,0.9,S230830b,1292,2.4071244347397873
1521,44.628,-30.857,46.170,-29.505,46.214,-32.190,43.042,-32.190,43.086,-29.505,228.23626185808686,-62.057706491964964,176,2.4051479754053067,56,0.9,S230830b,1521,2.4051479754053067
1513,20.826,-30.857,22.369,-29.505,22.412,-32.190,19.240,-32.190,19.284,-29.505,242.97481298775114,-82.09974085037875,152,2.3565642445710315,57,0.9,S230830b,1513,2.3565642445710315
1400,33.846,-33.429,35.430,-32.076,35.480,-34.761,32.212,-34.761,32.262,-32.076,237.23579531261976,-70.8544380203775,119,2.2557852688789386,58,0.9,S230830b,1400,2.2557852688789386
972,52.941,-43.714,54.758,-42.357,54.841,-45.041,51.042,-45.041,51.125,-42.357,250.87532826431348,-53.83330008398665,253,2.249310326585428,59,0.9,S230830b,972,2.249310326585428
1894,47.442,-23.143,48.887,-21.794,48.917,-24.479,45.967,-24.479,45.996,-21.794,213.43489378376782,-58.53783274210318,137,2.1614843466882996,60,0.9,S230830b,1894,2.1614843466882996
1395,18.462,-33.429,20.046,-32.076,20.095,-34.761,16.828,-34.761,16.878,-32.076,266.7914109422971,-82.05982260618246,196,2.154982946775227,61,0.9,S230830b,1395,2.154982946775227
1070,37.358,-41.143,39.105,-39.787,39.178,-42.471,35.539,-42.471,35.612,-39.787,254.10105434487642,-65.4905200978093,129,2.10912420353047,62,0.9,S230830b,1070,2.10912420353047
1175,32.727,-38.571,34.413,-37.217,34.477,-39.901,30.978,-39.901,31.042,-37.217,252.50682201453003,-69.83540493660865,83,2.1062226706462264,63,0.9,S230830b,1175,2.1062226706462264
1892,41.860,-23.143,43.306,-21.794,43.335,-24.479,40.386,-24.479,40.415,-21.794,210.75736992807308,-63.50427478399573,89,2.094995041041179,64,0.9,S230830b,1892,2.094995041041179
1524,53.554,-30.857,55.096,-29.505,55.140,-32.190,51.968,-32.190,52.012,-29.505,228.85491121992519,-54.4043974508943,308,2.071919797629915,65,0.9,S230830b,1524,2.071919797629915
1767,45.714,-25.714,47.188,-24.364,47.221,-27.049,44.207,-27.049,44.241,-24.364,217.7310181970778,-60.626150312115506,135,2.0468748077361485,66,0.9,S230830b,1767,2.0468748077361485
1769,51.429,-25.714,52.902,-24.364,52.936,-27.049,49.922,-27.049,49.955,-24.364,219.52694045678427,-55.56590086107741,263,2.032769125912644,67,0.9,S230830b,1769,2.032769125912644
1893,44.651,-23.143,46.097,-21.794,46.126,-24.479,43.176,-24.479,43.206,-21.794,212.15186980333897,-61.02146207034236,116,2.02550136779329,68,0.9,S230830b,1893,2.02550136779329
774,34.468,-48.857,36.455,-47.497,36.564,-50.181,32.372,-50.181,32.481,-47.497,271.16585510677504,-62.597301911850714,195,2.000963027456944,69,0.9,S230830b,774,2.000963027456944
1512,17.851,-30.857,19.393,-29.505,19.437,-32.190,16.265,-32.190,16.309,-29.505,254.61850043405605,-84.25956672615399,216,1.9931338657094033,70,0.9,S230830b,1512,1.9931338657094033
966,31.765,-43.714,33.581,-42.357,33.664,-45.041,29.865,-45.041,29.948,-42.357,265.2529271560573,-67.47179329544528,173,1.9061294247814224,71,0.9,S230830b,966,1.9061294247814224
1177,39.273,-38.571,40.958,-37.217,41.022,-39.901,37.523,-39.901,37.587,-37.217,247.04762095403493,-65.16000655630287,89,1.8840155073444382,72,0.9,S230830b,1177,1.8840155073444382
1519,38.678,-30.857,40.220,-29.505,40.264,-32.190,37.092,-32.190,37.136,-29.505,228.4924772487512,-67.16405683502437,148,1.8630892693692935,73,0.9,S230830b,1519,1.8630892693692935
1067,27.170,-41.143,28.917,-39.787,28.990,-42.471,25.350,-42.471,25.423,-39.787,266.5699006908309,-71.70223809795884,106,1.8114940862801054,74,0.9,S230830b,1067,1.8114940862801054
2021,41.221,-20.571,42.643,-19.223,42.668,-21.908,39.775,-21.908,39.800,-19.223,204.87644306712974,-63.308894349506815,91,1.7917938127120698,75,0.9,S230830b,2021,1.7917938127120698
778,49.787,-48.857,51.774,-47.497,51.883,-50.181,47.691,-50.181,47.801,-47.497,260.36639423204105,-54.24073228339589,221,1.7736494307512454,76,0.9,S230830b,778,1.7736494307512454
1281,18.947,-36.000,20.579,-34.646,20.635,-37.331,17.259,-37.331,17.316,-34.646,274.1683183530055,-79.72900260663457,107,1.7554576649354383,77,0.9,S230830b,1281,1.7554576649354383
874,55.102,-46.286,56.998,-44.927,57.093,-47.611,53.111,-47.611,53.206,-44.927,254.3607282052214,-51.7112775887511,274,1.703967440086001,78,0.9,S230830b,874,1.703967440086001
1889,33.488,-23.143,34.934,-21.794,34.963,-24.479,32.014,-24.479,32.043,-21.794,205.43753518980907,-70.92815953162325,77,1.692623537294307,79,0.9,S230830b,1889,1.692623537294307
2020,38.473,-20.571,39.895,-19.223,39.920,-21.908,37.027,-21.908,37.052,-19.223,202.81258701793956,-65.72398651656933,68,1.6853997902369842,80,0.9,S230830b,2020,1.6853997902369842
687,44.494,-51.429,46.586,-50.067,46.712,-52.751,42.277,-52.751,42.403,-50.067,267.15202522732034,-55.99074858089674,344,1.6572904071613692,81,0.9,S230830b,687,1.6572904071613692
1174,29.455,-38.571,31.140,-37.217,31.204,-39.901,27.705,-39.901,27.769,-37.217,256.6130569101207,-72.01530801685853,106,1.6003359402116395,82,0.9,S230830b,1174,1.6003359402116395
968,38.824,-43.714,40.640,-42.357,40.723,-45.041,36.924,-45.041,37.007,-42.357,258.1371567954404,-63.31198510321744,148,1.599114805248246,83,0.9,S230830b,968,1.599114805248246
1176,36.000,-38.571,37.685,-37.217,37.750,-39.901,34.250,-39.901,34.315,-37.217,249.3988640300572,-67.53885744488507,103,1.5798239529047988,84,0.9,S230830b,1176,1.5798239529047988
870,40.408,-46.286,42.304,-44.927,42.399,-47.611,38.417,-47.611,38.512,-44.927,261.6381763712762,-61.03150831939474,215,1.559885310125649,85,0.9,S230830b,870,1.559885310125649
864,18.367,-46.286,20.263,-44.927,20.358,-47.611,16.376,-47.611,16.472,-44.927,291.5541784756966,-70.35277755874367,241,1.552802585891235,86,0.9,S230830b,864,1.552802585891235
688,48.539,-51.429,50.630,-50.067,50.757,-52.751,46.322,-52.751,46.448,-50.067,264.89787321600846,-53.827169053107035,287,1.5145279248288002,87,0.9,S230830b,688,1.5145279248288002
868,33.061,-46.286,34.957,-44.927,35.052,-47.611,31.070,-47.611,31.165,-44.927,268.45682545267834,-65.06473487942966,136,1.4538016286041815,88,0.9,S230830b,868,1.4538016286041815
1173,26.182,-38.571,27.867,-37.217,27.931,-39.901,24.432,-39.901,24.496,-37.217,262.03343971013874,-74.02810499885604,58,1.449418702130787,89,0.9,S230830b,1173,1.449418702130787
1763,34.286,-25.714,35.759,-24.364,35.793,-27.049,32.779,-27.049,32.812,-24.364,213.57896190641588,-70.78294767323803,58,1.418237332588147,90,0.9,S230830b,1763,1.418237332588147
967,35.294,-43.714,37.110,-42.357,37.194,-45.041,33.395,-45.041,33.478,-42.357,261.3056674434161,-65.46474591546534,150,1.4111108942853894,91,0.9,S230830b,967,1.4111108942853894
871,44.082,-46.286,45.977,-44.927,46.073,-47.611,42.091,-47.611,42.186,-44.927,259.15178681425755,-58.819512573087515,189,1.3904032375016884,92,0.9,S230830b,871,1.3904032375016884
2019,35.725,-20.571,37.147,-19.223,37.172,-21.908,34.279,-21.908,34.304,-19.223,200.43344956852653,-68.12235058142404,64,1.3506910349270336,93,0.9,S230830b,2019,1.3506910349270336
1068,30.566,-41.143,32.313,-39.787,32.386,-42.471,28.746,-42.471,28.819,-39.787,261.38280199438015,-69.7983791169196,128,1.3136849078765858,94,0.9,S230830b,1068,1.3136849078765858
1066,23.774,-41.143,25.520,-39.787,25.593,-42.471,21.954,-42.471,22.027,-39.787,273.07365321316195,-73.35763851387608,152,1.3100334917230723,95,0.9,S230830b,1066,1.3100334917230723
1636,26.129,-28.286,27.635,-26.935,27.673,-29.620,24.585,-29.620,24.624,-26.935,221.62950796919685,-78.20112727068212,107,1.2609452915646606,96,0.9,S230830b,1636,1.2609452915646606
1770,54.286,-25.714,55.759,-24.364,55.793,-27.049,52.779,-27.049,52.812,-24.364,220.39674314119097,-53.04222392373916,157,1.2434582263478469,97,0.9,S230830b,1770,1.2434582263478469
685,36.404,-51.429,38.496,-50.067,38.622,-52.751,34.187,-52.751,34.313,-50.067,273.14874917550276,-59.90597833635584,162,1.2383491187394418,98,0.9,S230830b,685,1.2383491187394418
1646,55.161,-28.286,56.667,-26.935,56.705,-29.620,53.617,-29.620,53.656,-26.935,224.81904519101082,-52.72360569413936,279,1.1993147404831255,99,0.9,S230830b,1646,1.1993147404831255
1515,26.777,-30.857,28.319,-29.505,28.363,-32.190,25.191,-32.190,25.235,-29.505,233.26824806972243,-77.2791201049952,96,1.1964138150050347,100,0.9,S230830b,1515,1.1964138150050347
686,40.449,-51.429,42.541,-50.067,42.667,-52.751,38.232,-52.751,38.358,-50.067,269.8843068255954,-58.027307653741126,206,1.1880064213859503,101,0.9,S230830b,686,1.1880064213859503
1407,55.385,-33.429,56.969,-32.076,57.018,-34.761,53.751,-34.761,53.801,-32.076,233.33599243445042,-52.99663725556827,188,1.1760484175401926,102,0.9,S230830b,1407,1.1760484175401926
964,24.706,-43.714,26.522,-42.357,26.605,-45.041,22.806,-45.041,22.890,-42.357,276.0317774573919,-70.85493935815603,133,1.1642948055121898,103,0.9,S230830b,964,1.1642948055121898
1639,34.839,-28.286,36.344,-26.935,36.383,-29.620,33.295,-29.620,33.333,-26.935,221.45366423227574,-70.53322314534175,95,1.1481661472404041,104,0.95,S230830b,1639,1.1481661472404041
777,45.957,-48.857,47.944,-47.497,48.054,-50.181,43.861,-50.181,43.971,-47.497,262.31258203112804,-56.50482602970582,180,1.1402325003722555,105,0.95,S230830b,777,1.1402325003722555
1076,57.736,-41.143,59.483,-39.787,59.556,-42.471,55.916,-42.471,55.989,-39.787,245.715860861558,-50.800614839880375,163,1.130491324406508,106,0.95,S230830b,1076,1.130491324406508
2152,40.602,-18.000,42.002,-16.652,42.024,-19.337,39.179,-19.337,39.201,-16.652,199.12504304099613,-62.87836780339979,87,1.1035686022834552,107,0.95,S230830b,2152,1.1035686022834552
963,21.176,-43.714,22.993,-42.357,23.076,-45.041,19.277,-45.041,19.360,-42.357,283.0382208507669,-72.10603641555323,122,1.1032509732154452,108,0.95,S230830b,963,1.1032509732154452
775,38.298,-48.857,40.285,-47.497,40.394,-50.181,36.202,-50.181,36.311,-47.497,267.64245978482705,-60.712361016385096,145,1.059150431945381,109,0.95,S230830b,775,1.059150431945381
1171,19.636,-38.571,21.322,-37.217,21.386,-39.901,17.887,-39.901,17.951,-37.217,278.26462041856666,-77.22874572765502,111,1.0549423905505022,110,0.95,S230830b,1171,1.0549423905505022
869,36.735,-46.286,38.631,-44.927,38.726,-47.611,34.744,-47.611,34.839,-44.927,264.70750432732046,-63.124507221588686,150,1.027168517327663,111,0.95,S230830b,869,1.027168517327663
973,56.471,-43.714,58.287,-42.357,58.370,-45.041,54.571,-45.041,54.654,-42.357,249.98458634944973,-51.340462364846346,161,1.019075890399301,112,0.95,S230830b,973,1.019075890399301
2151,37.895,-18.000,39.296,-16.652,39.317,-19.337,36.472,-19.337,36.494,-16.652,196.60410647642286,-65.20466393130548,62,0.9862107449188483,113,0.95,S230830b,2151,0.9862107449188483
689,52.584,-51.429,54.675,-50.067,54.802,-52.751,50.367,-52.751,50.493,-50.067,263.066803741505,-51.562591099712535,193,0.9251635257449302,114,0.95,S230830b,689,0.9251635257449302
1895,50.233,-23.143,51.678,-21.794,51.707,-24.479,48.758,-24.479,48.787,-21.794,214.6331936979523,-56.05465496689716,120,0.8963652868710723,115,0.95,S230830b,1895,0.8963652868710723
867,29.388,-46.286,31.284,-44.927,31.379,-47.611,27.397,-47.611,27.492,-44.927,272.9803745164864,-66.81036374155845,104,0.8814349690034156,116,0.95,S230830b,867,0.8814349690034156
1896,53.023,-23.143,54.469,-21.794,54.498,-24.479,51.549,-24.479,51.578,-21.794,215.76648761120083,-53.57296134942429,123,0.8419520348997476,117,0.95,S230830b,1896,0.8419520348997476
683,28.315,-51.429,30.406,-50.067,30.532,-52.751,26.097,-52.751,26.223,-50.067,281.43211159202144,-63.04155400526141,133,0.8280646061168555,118,0.95,S230830b,683,0.8280646061168555
603,47.143,-54.000,49.355,-52.637,49.502,-55.320,44.784,-55.320,44.931,-52.637,269.34398725587766,-53.238550168701686,138,0.7890925102050064,119,0.95,S230830b,603,0.7890925102050064
866,25.714,-46.286,27.610,-44.927,27.705,-47.611,23.723,-47.611,23.818,-44.927,278.3478907414125,-68.31131509309752,118,0.770641712620875,120,0.95,S230830b,866,0.770641712620875
773,30.638,-48.857,32.625,-47.497,32.734,-50.181,28.542,-50.181,28.652,-47.497,275.34795959202125,-64.28733598715273,128,0.737434439778389,121,0.95,S230830b,773,0.737434439778389
1514,23.802,-30.857,25.344,-29.505,25.388,-32.190,22.216,-32.190,22.259,-29.505,236.81516494029532,-79.73455549149992,57,0.7338470936308527,122,0.95,S230830b,1514,0.7338470936308527
1065,20.377,-41.143,22.124,-39.787,22.197,-42.471,18.558,-42.471,18.631,-39.787,281.0338252732671,-74.68164392494207,129,0.7309720363800591,123,0.99,S230830b,1065,0.7309720363800591
776,42.128,-48.857,44.114,-47.497,44.224,-50.181,40.031,-50.181,40.141,-47.497,264.71494744142535,-58.670833972436505,119,0.7243264083046708,124,0.99,S230830b,776,0.7243264083046708
684,32.360,-51.429,34.451,-50.067,34.577,-52.751,30.142,-52.751,30.268,-50.067,276.99027581675045,-61.59084942245353,154,0.7098214652214178,125,0.99,S230830b,684,0.7098214652214178
965,28.235,-43.714,30.052,-42.357,30.135,-45.041,26.336,-45.041,26.419,-42.357,270.12062115782476,-69.28760973824164,100,0.6920845717466879,126,0.99,S230830b,965,0.6920845717466879
602,42.857,-54.000,45.069,-52.637,45.216,-55.320,40.498,-55.320,40.645,-52.637,271.8703978393118,-55.280086506223014,164,0.6873481320320629,127,0.99,S230830b,602,0.6873481320320629
1293,56.842,-36.000,58.474,-34.646,58.530,-37.331,55.154,-37.331,55.211,-34.646,237.5708800736171,-51.823269094874945,128,0.6841183948303264,128,0.99,S230830b,1293,0.6841183948303264
772,26.809,-48.857,28.795,-47.497,28.905,-50.181,24.712,-50.181,24.822,-47.497,280.2272128205619,-65.73831176697256,132,0.6636259713337727,129,0.99,S230830b,772,0.6636259713337727
1064,16.981,-41.143,18.728,-39.787,18.801,-42.471,15.161,-42.471,15.234,-39.787,290.3775503205606,-75.58099563400697,108,0.6597452038364645,130,0.99,S230830b,1064,0.6597452038364645
1638,31.935,-28.286,33.441,-26.935,33.479,-29.620,30.392,-29.620,30.430,-26.935,221.28357939027813,-73.08918067674311,84,0.6529281328730463,131,0.99,S230830b,1638,0.6529281328730463
1525,56.529,-30.857,58.071,-29.505,58.115,-32.190,54.943,-32.190,54.987,-29.505,229.23180801037753,-51.86043005111994,198,0.6097854568718548,132,0.99,S230830b,1525,0.6097854568718548
1170,16.364,-38.571,18.049,-37.217,18.113,-39.901,14.614,-39.901,14.678,-37.217,289.43311516100016,-78.18701477858559,89,0.6053382910837346,133,0.99,S230830b,1170,0.6053382910837346
682,24.270,-51.429,26.361,-50.067,26.487,-52.751,22.052,-52.751,22.178,-50.067,286.4592082444494,-64.21517133365438,113,0.5721760083026677,134,0.99,S230830b,682,0.5721760083026677
2022,43.969,-20.571,45.391,-19.223,45.416,-21.908,42.523,-21.908,42.548,-19.223,206.7039717847412,-60.88211288783469,48,0.5432959847770045,135,0.99,S230830b,2022,0.5432959847770045
601,38.571,-54.000,40.783,-52.637,40.931,-55.320,36.212,-55.320,36.360,-52.637,274.8788757811449,-57.16382490948342,153,0.531442466495662,136,0.99,S230830b,601,0.531442466495662
962,17.647,-43.714,19.463,-42.357,19.547,-45.041,15.747,-45.041,15.831,-42.357,291.04557043306846,-72.96926256662496,93,0.5087837894438398,137,0.99,S230830b,962,0.5087837894438398
1280,15.789,-36.000,17.421,-34.646,17.477,-37.331,14.101,-37.331,14.158,-34.646,287.96636807024845,-80.78514545307515,92,0.5059341547140784,138,0.99,S230830b,1280,0.5059341547140784
1771,57.143,-25.714,58.616,-24.364,58.650,-27.049,55.636,-27.049,55.669,-24.364,221.25615075877786,-50.52352782750643,113,0.5020187605139712,139,0.99,S230830b,1771,0.5020187605139712
1183,58.909,-38.571,60.595,-37.217,60.659,-39.901,57.159,-39.901,57.224,-37.217,241.57781609765215,-50.10537539814022,115,0.461943586074405,140,0.99,S230830b,1183,0.461943586074405
