wave flux
5259.232 2.3574137437110716e-13
5263.594 2.3480983362442916e-13
5267.956 2.3385755247129106e-13
5272.318 2.3288406498349966e-13
5276.68 2.318889052328616e-13
5281.042 2.308716072911836e-13
5285.405 2.2983146420274506e-13
5289.767 2.28768486752118e-13
5294.13 2.2768172139887343e-13
5298.492 2.265712138947619e-13
5302.855 2.254372182971044e-13
5307.218 2.2428290931953537e-13
5311.581 2.231114320078291e-13
5315.944 2.2192593140775973e-13
5320.308 2.207292773483925e-13
5324.671 2.1952516389697478e-13
5329.034 2.1831646301536137e-13
5333.398 2.1710604245940716e-13
5337.762 2.1589732606657045e-13
5342.126 2.1469346104565477e-13
5346.49 2.134975946054648e-13
5350.854 2.1231287395480418e-13
5355.218 2.1114244630247762e-13
5359.582 2.0998945885728857e-13
5363.947 2.0885680194111873e-13
5368.311 2.0774814233602e-13
5372.676 2.0666612072027937e-13
5377.04 2.056143806753535e-13
5381.405 2.0459558896548726e-13
5385.77 2.0361313952887348e-13
5390.135 2.026701817383383e-13
5394.501 2.0176966383469658e-13
5398.866 2.0091514830598398e-13
5403.231 2.001095732633326e-13
5407.597 1.9935592166854052e-13
5411.963 1.9865702622066012e-13
5416.328 1.9801174166132897e-13
5420.694 1.9741665695107297e-13
5425.06 1.968687997778091e-13
5429.427 1.963649334241375e-13
5433.793 1.9590216190540034e-13
5438.159 1.95477238761194e-13
5442.526 1.9508695220866085e-13
5446.892 1.94728354245831e-13
5451.259 1.9439815290384488e-13
5455.626 1.9409330551937748e-13
5459.993 1.9381068379505958e-13
5464.36 1.935471594335222e-13
5468.727 1.9329960413739606e-13
5473.094 1.930648896093121e-13
5477.462 1.928398369020651e-13
5481.829 1.9262142016741225e-13
5486.197 1.92406409525085e-13
5490.565 1.9219172517801029e-13
5494.933 1.9197423667927884e-13
5499.301 1.9175081358198158e-13
5503.669 1.915183254392094e-13
5508.037 1.9127364180405292e-13
5512.405 1.9101363222960322e-13
5516.774 1.9073510016544658e-13
5521.142 1.904350420712214e-13
5525.511 1.9011018855773393e-13
5529.88 1.8975760356982283e-13
5534.249 1.8937667329980295e-13
5538.618 1.8896887499382806e-13
5542.987 1.8853575654781006e-13
5547.356 1.880788658576604e-13
5551.725 1.8759975081929083e-13
5556.095 1.8709984268500114e-13
5560.465 1.8658079759127392e-13
5564.834 1.8604428919025726e-13
5569.204 1.8549162054781113e-13
5573.574 1.8492446146855541e-13
5577.944 1.8434436091151716e-13
5582.314 1.837528678357234e-13
5586.685 1.8315139258623206e-13
5591.055 1.8254175962919722e-13
5595.426 1.8192523968353037e-13
5599.796 1.813036640992549e-13
5604.167 1.8067829812954892e-13
5608.538 1.8005083349845192e-13
5612.909 1.7942282022859238e-13
5617.28 1.787958083425995e-13
5621.651 1.781713478631021e-13
5626.022 1.7755098881272927e-13
5630.394 1.7693614134580164e-13
5634.765 1.763286370464702e-13
5639.137 1.7572974848020775e-13
5643.509 1.7514071467661287e-13
5647.881 1.7456125298434161e-13
5652.253 1.7399081741212449e-13
5656.625 1.7342886196869155e-13
5660.997 1.7287484066277323e-13
5665.37 1.7232808327613247e-13
5669.742 1.7178829377397233e-13
5674.115 1.7125467896416034e-13
5678.487 1.7072693680111651e-13
5682.86 1.7020427960384254e-13
5687.233 1.6968628235280564e-13
5691.606 1.6917239868199977e-13
5695.98 1.6866196589460977e-13
5700.353 1.681546709145573e-13
5704.726 1.6764985029177608e-13
5709.1 1.6714684283963303e-13
5713.473 1.6664533208683504e-13
5717.847 1.6614454202971584e-13
5722.221 1.6564404074798768e-13
5726.595 1.6514328150073609e-13
5730.969 1.6464171754704695e-13
5735.343 1.6413880311796696e-13
5739.718 1.636342767139346e-13
5744.092 1.6312923665668184e-13
5748.467 1.626244782557796e-13
5752.841 1.621212581829886e-13
5757.216 1.6162037258006304e-13
5761.591 1.6112296313011447e-13
5765.966 1.6063005626645453e-13
5770.341 1.6014267842239465e-13
5774.716 1.5966185603124643e-13
5779.092 1.591885083019939e-13
5783.467 1.5872387820155298e-13
5787.843 1.5826878026931313e-13
5792.219 1.5782434886691434e-13
5796.594 1.573917086065266e-13
5800.97 1.569716886514659e-13
5805.347 1.5656532521188924e-13
5809.723 1.5617383130197916e-13
5814.099 1.5579813960847241e-13
5818.475 1.5543927726868124e-13
5822.852 1.5509819561254473e-13
5827.229 1.5477550859916015e-13
5831.605 1.5446973533202045e-13
5835.982 1.541786448519759e-13
5840.359 1.5390021727005214e-13
5844.736 1.5363236097748532e-13
5849.113 1.5337298436551144e-13
5853.491 1.531199385963932e-13
5857.868 1.528712472619269e-13
5862.246 1.5262470408229434e-13
5866.623 1.523783296787165e-13
5871.001 1.5212991883005954e-13
5875.379 1.5187743471524506e-13
5879.757 1.5161878429159107e-13
5884.135 1.513518745164151e-13
5888.514 1.5107454767424664e-13
5892.892 1.5078483698616312e-13
5897.27 1.5048058734042944e-13
5901.649 1.501596303408993e-13
5906.028 1.4981993926492345e-13
5910.407 1.494594196352462e-13
5914.786 1.4907597697461208e-13
5919.165 1.4866751680576543e-13
5923.544 1.4823194465145075e-13
5927.923 1.4776716603441244e-13
5932.302 1.4727108647739485e-13
5936.682 1.4674148661734804e-13
5941.062 1.4617638017330927e-13
5945.441 1.4557381328856923e-13
5949.821 1.4493141568703098e-13
5954.201 1.4424911321713872e-13
5958.581 1.4353290284358636e-13
5962.962 1.427898819512053e-13
5967.342 1.420276605978468e-13
5971.722 1.4125334142013732e-13
5976.103 1.4047401600583173e-13
5980.484 1.396971344888333e-13
5984.864 1.3893014477181252e-13
5989.245 1.3817996970093666e-13
5993.626 1.374540602272094e-13
5998.007 1.3675969080406296e-13
6002.389 1.361039912335735e-13
6006.77 1.3549453662249287e-13
6011.152 1.3493832679621967e-13
6015.533 1.3444288012825156e-13
6019.915 1.3401192265455505e-13
6024.297 1.336416242704989e-13
6028.679 1.3332688153629965e-13
6033.061 1.3306259101217417e-13
6037.443 1.3284364925833878e-13
6041.825 1.3266495283501036e-13
6046.208 1.3252136916472708e-13
6050.59 1.3240785935557455e-13
6054.973 1.3231926563668344e-13
6059.355 1.322505240237591e-13
6063.738 1.3219649717870098e-13
6068.121 1.3215209592327519e-13
6072.504 1.3211221332298962e-13
6076.888 1.3207173275410274e-13
6081.271 1.3202556477851702e-13
6085.654 1.319685934894266e-13
6090.038 1.3189569312017654e-13
6094.422 1.3180176481132483e-13
6098.805 1.316817288884118e-13
6103.189 1.3153042120555377e-13
6107.573 1.3134417108454545e-13
6111.957 1.3112429020354903e-13
6116.342 1.3087313599203987e-13
6120.726 1.3059324154240088e-13
6125.111 1.3028689844201347e-13
6129.495 1.2995666495493183e-13
6133.88 1.2960480970364793e-13
6138.265 1.2923382511037364e-13
6142.65 1.2884613091139426e-13
6147.035 1.284441468429948e-13
6151.42 1.280302926414606e-13
6155.805 1.276069880430769e-13
6160.191 1.271765540282484e-13
6164.576 1.2674160706947276e-13
6168.962 1.2630436971938022e-13
6173.348 1.2586736212597796e-13
6177.733 1.2543310422774843e-13
6182.119 1.2500381889160268e-13
6186.505 1.2458202693645386e-13
6190.892 1.2417005716180251e-13
6195.278 1.2377051923375014e-13
6199.664 1.233857394151476e-13
6204.051 1.2301805742890093e-13
6208.438 1.2266998582763703e-13
6212.824 1.2234401928455023e-13
6217.211 1.220424317485595e-13
6221.598 1.2176772319139644e-13
6225.986 1.215215026673967e-13
6230.373 1.2130165971469357e-13
6234.76 1.2110467699040098e-13
6239.148 1.2092705747692399e-13
6243.535 1.2076542298661768e-13
6247.923 1.2061623963559384e-13
6252.311 1.2047608510067801e-13
6256.699 1.2034149852869204e-13
6261.087 1.202090190664579e-13
6265.475 1.2007518586079766e-13
6269.863 1.1993653805853315e-13
6274.252 1.197895801173497e-13
6278.64 1.1963091749326243e-13
6283.029 1.1945701530735348e-13
6287.417 1.192644912937173e-13
6291.806 1.190497951398035e-13
6296.195 1.1880950524274384e-13
6300.584 1.1854015838269533e-13
6304.974 1.1823821859302977e-13
6309.363 1.1790035955430817e-13
6313.752 1.1752305310400063e-13
6318.142 1.1710273512636834e-13
6322.532 1.1663602137377598e-13
6326.921 1.1611961469433971e-13
6331.311 1.1555300324748318e-13
6335.701 1.1494117512374853e-13
6340.091 1.142894843829572e-13
6344.482 1.136031252507144e-13
6348.872 1.1288776542409944e-13
6353.263 1.1214843570157625e-13
6357.653 1.1139082790711566e-13
6362.044 1.1061995359181582e-13
6366.435 1.0984134115306198e-13
6370.826 1.0906034831032019e-13
6375.217 1.0828233278305613e-13
6379.608 1.0751265229073532e-13
6383.999 1.0675666455282394e-13
6388.391 1.0601956203637546e-13
6392.782 1.0530703913458496e-13
6397.174 1.0462413167314e-13
6401.565 1.0397650936624883e-13
6405.957 1.0336923760033415e-13
6410.349 1.0280782846196203e-13
6414.741 1.0229579570782945e-13
6419.134 1.0183087291299438e-13
6423.526 1.0141001708979253e-13
6427.918 1.0102986311899927e-13
6432.311 1.0068708295258224e-13
6436.704 1.0037851139904243e-13
6441.096 1.001009521203601e-13
6445.489 9.985102308238097e-14
6449.882 9.962553462238607e-14
6454.275 9.942123048166494e-14
6458.669 9.923481376963854e-14
6463.062 9.906311246044446e-14
6467.455 9.890282595315516e-14
6471.849 9.875066404106255e-14
6476.243 9.860340590399435e-14
6480.637 9.845779305901986e-14
6485.031 9.83105670232084e-14
6489.425 9.815846931362927e-14
6493.819 9.799824144735178e-14
6498.213 9.782703126287055e-14
6502.607 9.764436786989629e-14
6507.002 9.745059987890778e-14
6511.397 9.724616299210307e-14
6515.791 9.703150262115804e-14
6520.186 9.68069164047977e-14
6524.581 9.657284746213574e-14
6528.976 9.63296912130005e-14
6533.371 9.607784307722028e-14
6537.767 9.58176383695204e-14
6542.162 9.554959096719532e-14
6546.558 9.527397450670002e-14
6550.953 9.499130987704545e-14
6555.349 9.470186406293344e-14
6559.745 9.440609627514567e-14
6564.141 9.410440220348295e-14
6568.537 9.379717753774621e-14
6572.934 9.348474635816753e-14
6577.33 9.316764654062711e-14
6581.726 9.284620328842668e-14
6586.123 9.25207378524734e-14
6590.52 9.219171883529077e-14
6594.916 9.185961807195109e-14
6599.313 9.152468035506145e-14
6603.71 9.118737684657915e-14
6608.108 9.084802615219342e-14
6612.505 9.050717862730893e-14
6616.902 9.016515328057303e-14
6621.3 8.98222680490944e-14
6625.697 8.947907489561612e-14
6630.095 8.913581387185637e-14
6634.493 8.879295923071739e-14
6638.891 8.845090720231388e-14
6643.289 8.81100540167603e-14
6647.687 8.777078055334624e-14
6652.086 8.74332898260958e-14
6656.484 8.709797371788688e-14
6660.883 8.676491814109468e-14
6665.281 8.643451284487625e-14
6669.68 8.610684597480922e-14
6674.079 8.578223140218526e-14
6678.478 8.546090757027191e-14
6682.877 8.514311292233685e-14
6687.276 8.482908590164782e-14
6691.676 8.451899494966475e-14
6696.075 8.421321950526022e-14
6700.475 8.391185910872824e-14
6704.874 8.3615289230507e-14
6709.274 8.332361359619e-14
6713.674 8.30371387750742e-14
6718.074 8.275610337307602e-14
6722.474 8.24807459961119e-14
6726.875 8.221124470414497e-14
6731.275 8.194796062103678e-14
6735.676 8.169101279563439e-14
6740.076 8.144075664697493e-14
6744.477 8.119731714569386e-14
6748.878 8.096099069973703e-14
6753.279 8.073201607774372e-14
6757.68 8.051063204835345e-14
6762.081 8.029707738020547e-14
6766.482 8.009159084193918e-14
6770.884 7.989436736087826e-14
6775.285 7.970573535718192e-14
6779.687 7.952584799471921e-14
6784.089 7.935498804624194e-14
6788.491 7.91933684164921e-14
6792.893 7.904076375991657e-14
6797.295 7.889658451495956e-14
6801.697 7.876023005934432e-14
6806.099 7.863109977079413e-14
6810.502 7.850856590424834e-14
6814.905 7.839205756046809e-14
6819.307 7.828099836650963e-14
6823.71 7.8174736945907e-14
6828.113 7.807269808947832e-14
6832.516 7.797428076552475e-14
6836.919 7.787888394234736e-14
6841.322 7.778590658824735e-14
6845.726 7.769472712873596e-14
6850.129 7.760478582592056e-14
6854.533 7.751544049773989e-14
6858.937 7.742611024567679e-14
6863.341 7.733619362842423e-14
6867.745 7.724508920467522e-14
6872.149 7.715219553312268e-14
6876.553 7.70569111724597e-14
6880.957 7.69586578024532e-14
6885.362 7.68571121928461e-14
6889.766 7.675220505665266e-14
6894.171 7.664377662022259e-14
6898.576 7.653173816276849e-14
6902.981 7.641597753117529e-14
6907.386 7.629638257232786e-14
6911.791 7.617284113311121e-14
6916.196 7.604524106041023e-14
6920.601 7.591347020110985e-14
6925.007 7.577738502112971e-14
6929.412 7.563693511880128e-14
6933.818 7.5491944517436e-14
6938.224 7.534233236848557e-14
6942.63 7.518798644243625e-14
6947.036 7.502879450977445e-14
6951.442 7.486464434098652e-14
6955.848 7.469542370655879e-14
6960.255 7.452095494328309e-14
6964.661 7.433997392689844e-14
6969.068 7.414934389564516e-14
6973.474 7.39459676240535e-14
6977.881 7.372656809290918e-14
6982.288 7.34880045855402e-14
6986.695 7.322709179831246e-14
6991.103 7.294057629060789e-14
6995.51 7.262540215440783e-14
6999.917 7.227832210466417e-14
7004.325 7.189605989538161e-14
7008.733 7.147550306942243e-14
7013.14 7.101357391778408e-14
7017.548 7.050687593627015e-14
7021.956 6.995232164376714e-14
7026.364 6.934716888045579e-14
7030.773 6.869615448091669e-14
7035.181 6.801087710899769e-14
7039.589 6.730269432909971e-14
7043.998 6.658294291913855e-14
7048.407 6.58632896502503e-14
7052.816 6.515524279896645e-14
7057.224 6.447046249998178e-14
7061.633 6.382014415591251e-14
7066.043 6.321582351605267e-14
7070.452 6.266928510049811e-14
7074.861 6.219189448520413e-14
7079.271 6.179507998300121e-14
7083.68 6.14905320068934e-14
7088.09 6.128962634136447e-14
7092.5 6.120395905895758e-14
7096.91 6.124504626851529e-14
7101.32 6.142438612413314e-14
7105.73 6.17469484345645e-14
7110.141 6.220161419455636e-14
7114.551 6.277446686508574e-14
7118.962 6.345205170973756e-14
7123.372 6.422035111531748e-14
7127.783 6.50659989833857e-14
7132.194 6.597511375700846e-14
7136.605 6.693397831129685e-14
7141.016 6.792887552136269e-14
7145.427 6.89460882623172e-14
7149.839 6.997213190471378e-14
7154.25 7.099282161710612e-14
7158.662 7.199489632863488e-14
7163.073 7.29641820731896e-14
7167.485 7.388739447273876e-14
7171.897 7.475058311834929e-14
7176.309 7.55400215537553e-14
7180.721 7.624198332269079e-14
7185.134 7.684286562450566e-14
7189.546 7.732866708645338e-14
7193.958 7.76858094019692e-14
7198.371 7.790091688196395e-14
7202.784 7.79716750295619e-14
7207.197 7.79097465915752e-14
7211.61 7.772765797989319e-14
7216.023 7.7437935606405e-14
7220.436 7.705310588300006e-14
7224.849 7.658569522156749e-14
7229.263 7.604810125006338e-14
7233.676 7.545309633177197e-14
7238.09 7.481294336962747e-14
7242.504 7.414030607695801e-14
7246.918 7.344771938315833e-14
7251.332 7.274771821762312e-14
7255.746 7.205283750974746e-14
7260.16 7.1375612188926e-14
7264.574 7.072857718455356e-14
7268.989 7.012413630627725e-14
7273.403 6.95751006625113e-14
7277.818 6.909374864231151e-14
7282.233 6.868766906987612e-14
7286.648 6.835172550474347e-14
7291.063 6.807885992081716e-14
7295.478 6.786201429200077e-14
7299.893 6.769413059219786e-14
7304.309 6.756812647445708e-14
7308.724 6.747699964749824e-14
7313.14 6.741364734039096e-14
7317.555 6.737103888694079e-14
7321.971 6.73420934950955e-14
7326.387 6.731976007395739e-14
7330.803 6.729697580040291e-14
7335.22 6.72666696061293e-14
7339.636 6.722179105766738e-14
7344.052 6.715527158804744e-14
7348.469 6.706002302690631e-14
7352.885 6.69290243464198e-14
7357.302 6.675514992850438e-14
7361.719 6.653135749807592e-14
7366.136 6.625057943281084e-14
7370.553 6.590574811038554e-14
7374.97 6.549005532622015e-14
7379.388 6.500461518395152e-14
7383.805 6.44602741481189e-14
7388.223 6.386794814519096e-14
7392.641 6.323891866095709e-14
7397.058 6.258450041018299e-14
7401.476 6.1915559476813e-14
7405.894 6.124340605818781e-14
7410.312 6.057920466200799e-14
7414.731 5.993397678971045e-14
7419.149 5.931918107934807e-14
7423.568 5.87457092007166e-14
7427.986 5.822498731574595e-14
7432.405 5.776794968084346e-14
7436.824 5.738589262744175e-14
7441.243 5.70899882461078e-14
7445.662 5.689140862740869e-14
7450.081 5.679826157708659e-14
7454.5 5.680398598178598e-14
7458.92 5.689766674725345e-14
7463.339 5.706831322145198e-14
7467.759 5.730505107138874e-14
7472.179 5.759689634833354e-14
7476.599 5.793289542115e-14
7481.019 5.83020946587017e-14
7485.439 5.869354042985222e-14
7489.859 5.909627910346517e-14
7494.279 5.949935704840412e-14
7498.7 5.989190739886181e-14
7503.12 6.026279687402872e-14
7507.541 6.060123429579225e-14
7511.962 6.08961718314134e-14
7516.383 6.113664841348223e-14
7520.804 6.131170297458907e-14
7525.225 6.141037444732396e-14
7529.646 6.142275000537601e-14
7534.068 6.13492933602387e-14
7538.489 6.119647973044238e-14
7542.911 6.097075396820001e-14
7547.333 6.06786571172762e-14
7551.754 6.032679025520869e-14
7556.176 5.992150818524768e-14
7560.598 5.946939918551699e-14
7565.021 5.897686304193016e-14
7569.443 5.845063890897196e-14
7573.865 5.789713495188162e-14
7578.288 5.732273465804514e-14
7582.711 5.673407999011605e-14
7587.133 5.613782580115603e-14
7591.556 5.55402208184591e-14
7595.979 5.4947918883179884e-14
7600.402 5.436743962716518e-14
7604.826 5.380517815371332e-14
7609.249 5.326790951000716e-14
7613.672 5.276202391513442e-14
7618.096 5.229393997147264e-14
7622.52 5.1870299904264226e-14
7626.943 5.1497705756685937e-14
7631.367 5.1182511874530636e-14
7635.791 5.093133255893634e-14
7640.215 5.075069186483753e-14
7644.64 5.064709963773216e-14
7649.064 5.0627127982869154e-14
7653.489 5.0697295122080525e-14
7657.913 5.0864094625308474e-14
7662.338 5.113412914980912e-14
7666.763 5.1513494317521186e-14
7671.188 5.199813208838066e-14
7675.613 5.2573317696462485e-14
7680.038 5.3223822678194126e-14
7684.463 5.393441857000348e-14
7688.889 5.469005155617243e-14
7693.314 5.5475148853245943e-14
7697.74 5.627482938622274e-14
7702.166 5.707367971696092e-14
7706.592 5.785646105517238e-14
7711.018 5.860793461056958e-14
7715.444 5.931286159286457e-14
7719.87 5.995600321176938e-14
7724.296 6.052212067699649e-14
7728.723 6.099607068657865e-14
7733.149 6.136239746300117e-14
7737.576 6.160602028895601e-14
