4002.107 2.1068397176141176e-15 7.737785262803074e-17
4006.403 -7.536979741717792e-16 6.6512084459034e-17
4010.698 8.98678344583191e-16 7.18744572663373e-17
4014.994 8.254977797452587e-16 7.75886380008114e-17
4019.291 5.143242170637114e-16 7.633446966784908e-17
4023.587 1.5906653308637198e-15 7.831600180037134e-17
4027.884 -3.8956488564992445e-17 7.711559950576077e-17
4032.181 7.708192586843125e-16 7.974217738959811e-17
4036.479 8.326235905323209e-16 8.06756086903495e-17
4040.776 -1.6785501001729663e-16 8.141712338061137e-17
4045.074 9.243030862102967e-16 8.59805441474871e-17
4049.372 1.160260284285771e-15 8.872330370094371e-17
4053.671 1.2187200656154314e-16 8.780675247034215e-17
4057.969 7.118493467077223e-16 8.459388896921159e-17
4062.268 1.0791411946883717e-15 7.874986506701321e-17
4066.567 1.749786996889312e-15 7.347941819647534e-17
4070.867 1.6616762077126318e-15 7.528209651848362e-17
4075.166 8.112201909064594e-16 7.116784925690159e-17
4079.466 2.7871917217722254e-16 7.086551939711782e-17
4083.766 5.776111841592726e-16 7.314584320473004e-17
4088.067 -1.726210832100701e-16 6.856733365011262e-17
4092.367 1.1229187388445917e-15 7.227517867322746e-17
4096.668 1.2899541104224435e-15 7.191745458314851e-17
4100.969 2.5329884019834074e-15 7.388150723919792e-17
4105.271 1.6275875713521933e-15 7.066519685119429e-17
4109.572 8.145607692838359e-16 6.896459876464079e-17
4113.874 1.377735554778174e-15 7.175954273160643e-17
4118.176 9.104842786712829e-16 6.873870696915974e-17
4122.479 7.928190612346252e-16 7.146507904961798e-17
4126.781 7.432270143773462e-16 6.966754734358705e-17
4131.084 1.593482908409045e-15 7.104022981230077e-17
4135.387 1.6682537695699307e-15 7.138461713716378e-17
4139.691 1.4520398215171687e-16 6.983799650403474e-17
4143.994 1.2762768800543057e-15 7.19750758279728e-17
4148.298 1.2209973403008694e-15 7.114709769279381e-17
4152.602 1.2816006460393549e-15 7.071780051701604e-17
4156.907 1.0402971052717224e-15 7.099819014466809e-17
4161.211 1.1109266850885156e-15 6.996943035969488e-17
4165.516 7.441212182769982e-17 6.943818595478471e-17
4169.821 -3.340514447663147e-16 6.953064858869172e-17
4174.126 3.883315921694339e-16 7.110120251205105e-17
4178.432 1.4743306205506994e-15 7.220388697574281e-17
4182.738 9.835416072562113e-16 7.162687553386342e-17
4187.044 2.7893284255779664e-16 7.100135475985165e-17
4191.35 7.68579211576393e-16 7.319314880839245e-17
4195.657 1.31758065899494e-15 7.376092897482401e-17
4199.964 1.2861783587243433e-15 7.635808514328674e-17
4204.271 9.032829875712655e-16 7.678765272422733e-17
