#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
2328,96.716,15.429,98.118,16.767,98.100,14.082,95.333,14.082,95.315,16.767,19,2.368,0,0.5,MS230501h,2328,2.368
2194,100.588,12.857,101.973,14.196,101.958,11.511,99.219,11.511,99.204,14.196,7,2.091,1,0.5,MS230501h,2194,2.091
2058,102.482,10.286,103.852,11.625,103.840,8.940,101.123,8.940,101.112,11.625,5,1.699,2,0.5,MS230501h,2058,1.699
2462,97.444,18.000,98.866,19.337,98.845,16.652,96.043,16.652,96.021,19.337,18,1.439,3,0.5,MS230501h,2462,1.439
2195,103.235,12.857,104.620,14.196,104.605,11.511,101.866,11.511,101.851,14.196,5,1.433,4,0.9,MS230501h,2195,1.433
2057,99.854,10.286,101.224,11.625,101.213,8.940,98.495,8.940,98.484,11.625,10,0.979,5,0.9,MS230501h,2057,0.979
1783,104.348,5.143,105.699,6.484,105.693,3.799,103.003,3.799,102.997,6.484,14,0.971,6,0.9,MS230501h,1783,0.971
2330,102.090,15.429,103.491,16.767,103.473,14.082,100.706,14.082,100.688,16.767,7,0.765,7,0.9,MS230501h,2330,0.765
2329,99.403,15.429,100.805,16.767,100.787,14.082,98.019,14.082,98.001,16.767,7,0.682,8,0.9,MS230501h,2329,0.682
2192,95.294,12.857,96.679,14.196,96.664,11.511,93.924,11.511,93.910,14.196,10,0.681,9,0.9,MS230501h,2192,0.681
2461,94.737,18.000,96.159,19.337,96.138,16.652,93.336,16.652,93.314,19.337,13,0.673,10,0.9,MS230501h,2461,0.673
1921,104.348,7.714,105.707,9.055,105.698,6.370,102.997,6.370,102.989,9.055,6,0.309,11,0.9,MS230501h,1921,0.309
1919,99.130,7.714,100.490,9.055,100.481,6.370,97.780,6.370,97.771,9.055,9,0.305,12,0.9,MS230501h,1919,0.305
2327,94.030,15.429,95.432,16.767,95.414,14.082,92.646,14.082,92.628,16.767,8,0.268,13,0.9,MS230501h,2327,0.268
1923,109.565,7.714,110.924,9.055,110.916,6.370,108.215,6.370,108.206,9.055,9,0.264,14,0.9,MS230501h,1923,0.264
2594,96.183,20.571,97.630,21.908,97.605,19.223,94.762,19.223,94.737,21.908,8,0.237,15,0.9,MS230501h,2594,0.237
2056,97.226,10.286,98.597,11.625,98.585,8.940,95.868,8.940,95.856,11.625,5,0.212,16,0.95,MS230501h,2056,0.212
1922,106.957,7.714,108.316,9.055,108.307,6.370,105.606,6.370,105.597,9.055,3,0.204,17,0.95,MS230501h,1922,0.204
1920,101.739,7.714,103.098,9.055,103.090,6.370,100.389,6.370,100.380,9.055,5,0.192,18,0.95,MS230501h,1920,0.192
1784,106.957,5.143,108.307,6.484,108.302,3.799,105.611,3.799,105.606,6.484,5,0.179,19,0.95,MS230501h,1784,0.179
2724,94.884,23.143,96.358,24.479,96.329,21.794,93.438,21.794,93.409,24.479,10,0.159,20,0.99,MS230501h,2724,0.159
2595,98.931,20.571,100.378,21.908,100.353,19.223,97.510,19.223,97.485,21.908,5,0.124,21,0.99,MS230501h,2595,0.124
2852,94.286,25.714,95.793,27.049,95.759,24.364,92.812,24.364,92.779,27.049,7,0.117,22,0.99,MS230501h,2852,0.117
1782,101.739,5.143,103.090,6.484,103.084,3.799,100.394,3.799,100.388,6.484,6,0.094,23,0.99,MS230501h,1782,0.094
2197,108.529,12.857,109.914,14.196,109.899,11.511,107.160,11.511,107.145,14.196,9,0.075,24,0.99,MS230501h,2197,0.075
2193,97.941,12.857,99.326,14.196,99.311,11.511,96.571,11.511,96.557,14.196,2,0.065,25,0.99,MS230501h,2193,0.065
2463,100.150,18.000,101.573,19.337,101.551,16.652,98.749,16.652,98.728,19.337,4,0.065,26,0.99,MS230501h,2463,0.065
