# t        U        B        V        R       
  7.3567 -18.5360 -18.6222 -18.5113 -18.2128
  7.3900 -18.5450 -18.6306 -18.5179 -18.2189
  7.4234 -18.5540 -18.6390 -18.5245 -18.2251
  7.4570 -18.5630 -18.6475 -18.5312 -18.2313
  7.4907 -18.5721 -18.6560 -18.5378 -18.2375
  7.5246 -18.5812 -18.6646 -18.5445 -18.2438
  7.5587 -18.5904 -18.6731 -18.5513 -18.2500
  7.5929 -18.5996 -18.6818 -18.5580 -18.2564
  7.6272 -18.6088 -18.6904 -18.5648 -18.2627
  7.6617 -18.6173 -18.6984 -18.5712 -18.2685
  7.6964 -18.6258 -18.7064 -18.5776 -18.2744
  7.7312 -18.6344 -18.7144 -18.5841 -18.2802
  7.7662 -18.6430 -18.7225 -18.5906 -18.2861
  7.8013 -18.6516 -18.7306 -18.5971 -18.2921
  7.8366 -18.6603 -18.7387 -18.6036 -18.2980
  7.8721 -18.6690 -18.7469 -18.6102 -18.3040
  7.9077 -18.6778 -18.7552 -18.6168 -18.3100
  7.9435 -18.6866 -18.7634 -18.6234 -18.3161
  7.9794 -18.6946 -18.7712 -18.6298 -18.3218
  8.0155 -18.7024 -18.7788 -18.6361 -18.3275
  8.0518 -18.7102 -18.7865 -18.6425 -18.3333
  8.0882 -18.7181 -18.7943 -18.6489 -18.3390
  8.1248 -18.7260 -18.8020 -18.6553 -18.3448
  8.1616 -18.7340 -18.8098 -18.6618 -18.3506
  8.1985 -18.7420 -18.8177 -18.6682 -18.3564
  8.2356 -18.7500 -18.8256 -18.6748 -18.3623
  8.2729 -18.7581 -18.8335 -18.6813 -18.3682
  8.3103 -18.7661 -18.8414 -18.6879 -18.3741
  8.3479 -18.7735 -18.8487 -18.6941 -18.3797
  8.3857 -18.7809 -18.8560 -18.7004 -18.3852
  8.4236 -18.7883 -18.8633 -18.7067 -18.3909
  8.4617 -18.7957 -18.8706 -18.7131 -18.3965
  8.5000 -18.8032 -18.8780 -18.7194 -18.4022
  8.5385 -18.8107 -18.8855 -18.7258 -18.4079
  8.5771 -18.8183 -18.8929 -18.7323 -18.4136
  8.6159 -18.8258 -18.9004 -18.7387 -18.4193
  8.6549 -18.8335 -18.9079 -18.7452 -18.4251
  8.6941 -18.8403 -18.9149 -18.7514 -18.4305
  8.7334 -18.8468 -18.9215 -18.7575 -18.4358
  8.7729 -18.8533 -18.9281 -18.7636 -18.4410
  8.8126 -18.8598 -18.9348 -18.7697 -18.4463
  8.8525 -18.8663 -18.9414 -18.7759 -18.4517
  8.8925 -18.8729 -18.9482 -18.7821 -18.4570
  8.9328 -18.8795 -18.9549 -18.7883 -18.4624
  8.9732 -18.8861 -18.9617 -18.7945 -18.4678
  9.0138 -18.8927 -18.9685 -18.8008 -18.4732
  9.0546 -18.8994 -18.9753 -18.8071 -18.4786
  9.0955 -18.9061 -18.9822 -18.8134 -18.4841
  9.1367 -18.9129 -18.9891 -18.8197 -18.4896
  9.1780 -18.9197 -18.9961 -18.8261 -18.4951
  9.2196 -18.9265 -19.0030 -18.8325 -18.5006
  9.2613 -18.9333 -19.0100 -18.8390 -18.5062
  9.3032 -18.9402 -19.0170 -18.8454 -18.5118
  9.3453 -18.9471 -19.0241 -18.8519 -18.5174
  9.3875 -18.9540 -19.0312 -18.8584 -18.5231
  9.4300 -18.9591 -19.0369 -18.8644 -18.5281
  9.4727 -18.9643 -19.0426 -18.8704 -18.5331
  9.5155 -18.9695 -19.0484 -18.8764 -18.5381
  9.5586 -18.9747 -19.0542 -18.8825 -18.5432
  9.6018 -18.9799 -19.0600 -18.8886 -18.5483
  9.6453 -18.9852 -19.0658 -18.8947 -18.5534
  9.6889 -18.9905 -19.0717 -18.9008 -18.5585
  9.7328 -18.9958 -19.0776 -18.9070 -18.5637
  9.7768 -19.0011 -19.0835 -18.9132 -18.5688
  9.8210 -19.0064 -19.0895 -18.9194 -18.5740
  9.8655 -19.0118 -19.0954 -18.9256 -18.5793
  9.9101 -19.0172 -19.1014 -18.9319 -18.5845
  9.9550 -19.0226 -19.1075 -18.9382 -18.5898
 10.0000 -19.0281 -19.1135 -18.9445 -18.5951
