#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
403,142.326,-24.894,143.419,-23.890,143.437,-25.890,141.214,-25.890,141.232,-23.890,37,1.772,0,0.5,MS230428m,403,1.772
748,137.045,-21.064,138.110,-20.060,138.124,-22.060,135.967,-22.060,135.981,-20.060,83,1.716,1,0.5,MS230428m,748,1.716
924,135.506,-19.149,136.558,-18.146,136.571,-20.146,134.441,-20.146,134.453,-18.146,103,1.516,2,0.5,MS230428m,924,1.516
68,147.470,-28.723,148.599,-27.719,148.621,-29.719,146.319,-29.719,146.340,-27.719,51,1.498,3,0.5,MS230428m,68,1.498
2390,127.059,-3.830,128.060,-2.829,128.062,-4.829,126.055,-4.829,126.058,-2.829,67,1.272,4,0.5,MS230428m,2390,1.272
2017,127.742,-7.660,128.749,-6.658,128.753,-8.658,126.731,-8.658,126.735,-6.658,56,1.256,5,0.5,MS230428m,2017,1.256
1464,131.803,-13.404,132.827,-12.402,132.836,-14.402,130.771,-14.402,130.780,-12.402,66,1.118,6,0.5,MS230428m,1464,1.118
2202,125.134,-5.745,126.137,-4.744,126.141,-6.744,124.127,-6.744,124.130,-4.744,66,1.073,7,0.5,MS230428m,2202,1.073
404,144.419,-24.894,145.512,-23.890,145.530,-25.890,143.307,-25.890,143.325,-23.890,52,0.983,8,0.5,MS230428m,404,0.983
2018,129.677,-7.660,130.684,-6.658,130.689,-8.658,128.666,-8.658,128.671,-6.658,41,0.917,9,0.5,MS230428m,2018,0.917
67,145.301,-28.723,146.431,-27.719,146.452,-29.719,144.150,-29.719,144.172,-27.719,39,0.909,10,0.5,MS230428m,67,0.909
235,146.982,-26.809,148.093,-25.804,148.113,-27.804,145.852,-27.804,145.872,-25.804,47,0.840,11,0.5,MS230428m,235,0.840
402,140.233,-24.894,141.326,-23.890,141.344,-25.890,139.121,-25.890,139.139,-23.890,43,0.825,12,0.5,MS230428m,402,0.825
2016,125.806,-7.660,126.813,-6.658,126.818,-8.658,124.795,-8.658,124.800,-6.658,59,0.820,13,0.5,MS230428m,2016,0.820
749,139.091,-21.064,140.155,-20.060,140.170,-22.060,138.012,-22.060,138.026,-20.060,65,0.813,14,0.5,MS230428m,749,0.813
1282,132.527,-15.319,133.559,-14.317,133.569,-16.317,131.486,-16.317,131.496,-14.317,85,0.703,15,0.5,MS230428m,1282,0.703
4958,109.655,22.979,110.749,23.975,110.733,21.975,108.577,21.975,108.561,23.975,26,0.696,16,0.5,MS230428m,4958,0.696
2203,127.059,-5.745,128.062,-4.744,128.066,-6.744,126.052,-6.744,126.056,-4.744,53,0.676,17,0.5,MS230428m,2203,0.676
2577,126.383,-1.915,127.383,-0.915,127.384,-2.915,125.382,-2.915,125.383,-0.915,56,0.647,18,0.5,MS230428m,2577,0.647
576,142.759,-22.979,143.837,-21.975,143.853,-23.975,141.664,-23.975,141.680,-21.975,30,0.640,19,0.5,MS230428m,576,0.640
