|                               id |     ra |     dec |    ra1 |    dec1 |    ra2 |    dec2 |    ra3 |    dec3 |    ra4 |    dec4 |                  l |                   b | n_hostgalaxy |   prob_vol_x_stmass | rank | confidence |      obj |  note |              weight | filter | count | exptime | binning |   ra_hms |   dec_dms |            maxalt |                 transit | moonsep | scheduled |        fraction_obs |
| 15681bc8f1b04588bd7b42b24260deba | 50.526 | -28.943 | 50.995 |  -28.53 | 50.999 | -29.354 | 50.054 | -29.354 | 50.057 |  -28.53 | 225.05145655927578 | -56.842721462076945 |           37 |  0.4519457405281804 |  222 |        0.9 | S230830b | 17003 |  0.4519457405281804 |      r |     6 |     300 |       1 | 03:22:06 | -28:56:34 |             88.33 | 2023-08-30T09:33:01.013 |   75.18 |     False |  0.4666666666666667 |
| 04127a0ff9fe4b10b4b1779528f63223 | 49.942 | -40.837 | 50.483 | -40.424 |  50.49 | -41.248 | 49.394 | -41.248 | 49.401 | -40.424 | 246.84993280560502 | -56.651300155527586 |           23 |  0.4475615743730841 |  223 |        0.9 | S230830b | 11415 |  0.4475615743730841 |      r |     6 |     300 |       1 | 03:19:46 | -40:50:13 |             79.78 | 2023-08-30T09:30:40.853 |   72.54 |     False |                 0.5 |
| 5512f49faa014eaebd23c78a2aedba34 | 48.421 |  -41.63 | 48.969 | -41.217 | 48.976 | -42.041 | 47.866 | -42.041 | 47.873 | -41.217 | 248.77177506331998 | -57.572454554603766 |           21 |   0.446628025192661 |  224 |        0.9 | S230830b | 11071 |   0.446628025192661 |      r |     6 |     300 |       1 | 03:13:41 | -41:37:48 |             78.99 | 2023-08-30T09:24:35.813 |    71.3 |      True |  0.5333333333333333 |
| 3d6be3573bf4448da17ecfde502ad527 | 37.389 | -42.423 | 37.943 |  -42.01 | 37.951 | -42.834 | 36.827 | -42.834 | 36.834 |  -42.01 | 256.75855804374777 |  -64.86231028039116 |           21 |  0.4457038010836532 |  225 |        0.9 | S230830b | 10723 |  0.4457038010836532 |      r |     6 |     300 |       1 | 02:29:33 | -42:25:22 |             78.21 | 2023-08-30T08:40:28.133 |   63.07 |      True |                 0.6 |
| 4fb58b8c5bc24d5fa7d187221985572a | 41.229 | -38.458 | 41.752 | -38.045 | 41.758 | -38.869 |   40.7 | -38.869 | 40.706 | -38.045 | 245.68327575542727 | -63.742305792382375 |           21 |  0.4454376212846785 |  226 |        0.9 | S230830b | 12458 |  0.4454376212846785 |      r |     6 |     300 |       1 | 02:44:54 | -38:27:28 |             82.17 | 2023-08-30T08:55:49.733 |   66.14 |     False |  0.5666666666666667 |
| 53ff86cbb24f43fa9de92e64e2f84145 |  24.39 | -36.079 | 24.897 | -35.666 | 24.903 |  -36.49 | 23.878 |  -36.49 | 23.883 | -35.666 | 258.19199317785285 |  -76.73134164472357 |           14 | 0.44466707571487596 |  227 |        0.9 | S230830b | 13526 | 0.44466707571487596 |      r |     6 |     300 |       1 | 01:37:33 | -36:04:44 |             84.57 | 2023-08-30T07:48:28.373 |   52.74 |      True |  0.6666666666666666 |
| 1a14b19447274aa0bec8f2d53a8219cc | 35.718 | -32.907 | 36.206 | -32.495 | 36.211 | -33.319 | 35.225 | -33.319 |  35.23 | -32.495 | 234.78002383141407 |   -69.4291029323089 |           28 |  0.4438869811991493 |  228 |        0.9 | S230830b | 15037 |  0.4438869811991493 |      r |     6 |     300 |       1 | 02:22:52 | -32:54:25 |             87.73 | 2023-08-30T08:33:47.093 |   62.06 |     False |  0.5666666666666667 |
| 011802d8f6274d4f93b8f5800bb59935 |  36.61 | -24.978 | 37.063 | -24.565 | 37.066 | -25.389 | 36.154 | -25.389 | 36.157 | -24.565 |  212.5374178540985 |  -68.58647609499613 |           13 | 0.44347661431347674 |  229 |        0.9 | S230830b | 19013 | 0.44347661431347674 |      r |     6 |     300 |       1 | 02:26:26 | -24:58:40 |             84.34 | 2023-08-30T08:37:21.173 |   63.68 |      True |  0.5666666666666667 |
| 88f6c4493d0c46479f4f021506b06997 | 45.957 | -34.493 | 46.455 |  -34.08 |  46.46 | -34.904 | 45.455 | -34.904 |  45.46 |  -34.08 | 235.72997185408468 |  -60.77708313150969 |           12 |  0.4429872016562314 |  230 |        0.9 | S230830b | 14291 |  0.4429872016562314 |      r |     6 |     300 |       1 | 03:03:49 | -34:29:34 |             86.13 | 2023-08-30T09:14:44.453 |   70.36 |     False |  0.5333333333333333 |
| 467753dc32864928af73d6ad2eeeb731 | 46.257 | -38.458 |  46.78 | -38.045 | 46.786 | -38.869 | 45.728 | -38.869 | 45.734 | -38.045 |  243.5818538310835 |  -59.93204175536994 |           35 |  0.4427166807748283 |  231 |        0.9 | S230830b | 12463 |  0.4427166807748283 |      r |     6 |     300 |       1 | 03:05:01 | -38:27:28 |             82.16 | 2023-08-30T09:15:56.453 |   70.06 |     False |  0.5333333333333333 |
