|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59494.34819999989 |                    |                      |     AB |      g |      19.14 |  19.14 |         KCT |    False |
|  59503.31719999993 |                    |                      |     AB |      g |     18.909 | 18.909 |         KCT |    False |
|  59506.29279999994 |                    |                      |     AB |      g |     18.856 | 18.856 |         KCT |    False |
|  59507.30140000023 |                    |                      |     AB |      g |     18.579 | 18.579 |         KCT |    False |
|  59508.29879999999 |                    |                      |     AB |      g |      18.52 |  18.52 |         KCT |    False |
| 59509.296200000215 |                    |                      |     AB |      g |     18.805 | 18.805 |         KCT |    False |
|  59510.29520000005 |                    |                      |     AB |      g |     18.854 | 18.854 |         KCT |    False |
|   59511.3487999998 |                    |                      |     AB |      g |     18.864 | 18.864 |         KCT |    False |
|  59512.34539999999 |                    |                      |     AB |      g |     19.027 | 19.027 |         KCT |    False |
|  59513.34560000012 |                    |                      |     AB |      g |     18.946 | 18.946 |         KCT |    False |
|  59514.34819999989 |                    |                      |     AB |      g |     19.063 | 19.063 |         KCT |    False |
|  59515.29520000005 |                    |                      |     AB |      g |     19.018 | 19.018 |         KCT |    False |
|  59516.29139999999 |                    |                      |     AB |      g |     18.603 | 18.603 |         KCT |    False |
| 59517.332799999975 |                    |                      |     AB |      g |     19.215 | 19.215 |         KCT |    False |
|  59518.32959999982 |                    |                      |     AB |      g |     19.242 | 19.242 |         KCT |    False |
|  59519.28019999992 |                    |                      |     AB |      g |     19.153 | 19.153 |         KCT |    False |
|  59521.32079999987 |                    |                      |     AB |      g |     19.412 | 19.412 |         KCT |    False |
| 59522.318200000096 |                    |                      |     AB |      g |     19.435 | 19.435 |         KCT |    False |
|  59524.26399999997 |                    |                      |     AB |      g |     19.337 | 19.337 |         KCT |    False |
|  59526.31880000001 |                    |                      |     AB |      g |     19.347 | 19.347 |         KCT |    False |
|  59527.30519999983 |                    |                      |     AB |      g |     19.308 | 19.308 |         KCT |    False |
|  59530.24319999991 |           16.20941 |  0.04497180116472988 |     AB |      g |     18.982 | 18.982 |         KCT |     True |
|  59531.23820000002 | 15.673189999999998 |  0.04334215615310341 |     AB |      g |      19.01 |  19.01 |         KCT |     True |
|  59532.24519999977 | 14.995260000000002 | 0.041843785679596436 |     AB |      g |     18.938 | 18.938 |         KCT |     True |
| 59533.230400001165 | 14.423839999999998 |  0.04267798027086099 |     AB |      g |     18.987 | 18.987 |         KCT |     True |
|  59534.23020000011 |           13.91348 |  0.04214371720672015 |     AB |      g |     18.864 | 18.864 |         KCT |     True |
|  59535.22520000022 |           13.49354 |  0.04218072545606583 |     AB |      g |     18.901 | 18.901 |         KCT |     True |
|  59536.22220000019 |           13.19046 | 0.041165160026410685 |     AB |      g |     18.698 | 18.698 |         KCT |     True |
|  59537.21980000101 | 12.922200000000002 |  0.04157924482238705 |     AB |      g |     18.415 | 18.415 |         KCT |     True |
|  59538.26399999997 | 12.692770000000001 |  0.04167811056178051 |     AB |      g |     18.682 | 18.682 |         KCT |     True |
|  59539.27419999987 | 12.525179999999999 |  0.04211318558361502 |     AB |      g |     18.674 | 18.674 |         KCT |     True |
| 59540.219400001224 | 12.396690000000001 |  0.04116219624849966 |     AB |      g |     18.799 | 18.799 |         KCT |     True |
|   59542.2202000008 |           12.16726 |  0.04119425809503067 |     AB |      g |     18.844 | 18.844 |         KCT |     True |
| 59543.259200000204 | 12.096309999999999 | 0.041603624842073555 |     AB |      g |     19.037 | 19.037 |         KCT |     True |
|   59544.2126000002 | 12.037480000000002 |   0.0414438704756204 |     AB |      g |      19.16 |  19.16 |         KCT |     True |
|  59545.20319999987 | 11.999239999999999 |  0.04118427369761424 |     AB |      g |     19.286 | 19.286 |         KCT |     True |
| 59546.203799999785 | 11.977809999999998 |  0.04129863920276308 |     AB |      g |     19.315 | 19.315 |         KCT |     True |
|  59547.20420000004 | 11.971610000000002 | 0.040679532937338406 |     AB |      g |     19.223 | 19.223 |         KCT |     True |
|  59548.20539999986 |           11.97071 | 0.040829314223973935 |     AB |      g |     19.164 | 19.164 |         KCT |     True |
|  59549.18880000012 |            11.9883 |  0.04078937239036659 |     AB |      g |     19.209 | 19.209 |         KCT |     True |
|  59550.18940000003 |           11.99604 |  0.04082484047733683 |     AB |      g |     19.086 | 19.086 |         KCT |     True |
| 59552.190599999856 | 12.048480000000001 |  0.04074496778744585 |     AB |      g |     18.947 | 18.947 |         KCT |     True |
|  59553.18960000016 | 12.101960000000002 |   0.0407507349626973 |     AB |      g |     19.104 | 19.104 |         KCT |     True |
| 59554.173400001135 | 12.127830000000001 |  0.04082061366515697 |     AB |      g |     19.216 | 19.216 |         KCT |     True |
|  59555.17480000015 |           12.17909 |  0.04109611173821679 |     AB |      g |      18.99 |  18.99 |         KCT |     True |
|  59556.17519999901 | 12.226480000000002 |  0.04174492663785624 |     AB |      g |     19.307 | 19.307 |         KCT |     True |
|   59557.1762000001 |           12.29268 |  0.04081663386414906 |     AB |      g |      19.47 |  19.47 |         KCT |     True |
|  59558.17599999998 | 12.375840000000002 |  0.04124846178950192 |     AB |      g |     18.961 | 18.961 |         KCT |     True |
|   59564.1351999999 | 12.846660000000002 |  0.04163099806634475 |     AB |      g |       18.9 |   18.9 |         KCT |     True |
|  59565.14600000018 | 12.938149999999998 |  0.04156761239234219 |     AB |      g |     18.878 | 18.878 |         KCT |     True |
|  59615.11860000016 |           14.98267 | 0.043418739042031154 |     AB |      g |     18.989 | 18.989 |         KCT |     True |
|  59616.19519999996 | 15.007959999999999 |  0.04403050760552278 |     AB |      g |     19.073 | 19.073 |         KCT |     True |
|  59617.19760000007 |           15.04759 | 0.041929494392372535 |     AB |      g |     18.927 | 18.927 |         KCT |     True |
| 59618.116599999834 |           15.04304 |  0.04283987511653133 |     AB |      g |     18.965 | 18.965 |         KCT |     True |
|  59619.17860000022 |           15.05995 |  0.04337236908447589 |     AB |      g |     19.017 | 19.017 |         KCT |     True |
|  59620.17519999901 |           15.06208 | 0.045407074338697485 |     AB |      g |       18.9 |   18.9 |         KCT |     True |
|   59621.1743999999 | 15.091320000000001 |  0.04401240847761004 |     AB |      g |     18.621 | 18.621 |         KCT |     True |
|  59623.17020000005 | 15.104569999999999 |  0.04426355272682029 |     AB |      g |     18.302 | 18.302 |         KCT |     True |
|  59625.16660000011 | 15.182939999999999 |  0.04438989186740603 |     AB |      g |     18.264 | 18.264 |         KCT |     True |
|  59626.14619999984 |           15.15342 |  0.03951876642811615 |     AB |      g |     17.961 | 17.961 |         KCT |     True |
|  59627.17579999985 | 15.188679999999998 |  0.04104842993343351 |     AB |      g |     17.899 | 17.899 |         KCT |     True |
|  59628.14440000011 | 15.194380000000002 |   0.0408585658093869 |     AB |      g |     18.128 | 18.128 |         KCT |     True |
| 59629.143800000194 | 15.172749999999999 |  0.04295546647401236 |     AB |      g |     18.377 | 18.377 |         KCT |     True |
| 59630.152199999895 | 15.231669999999998 |  0.04485161758509943 |     AB |      g |     18.561 | 18.561 |         KCT |     True |
| 59631.157600000035 |           15.26433 |   0.0437006590339322 |     AB |      g |     18.496 | 18.496 |         KCT |     True |
| 59632.142599999905 | 15.282379999999998 |  0.04287104034193712 |     AB |      g |     18.767 | 18.767 |         KCT |     True |
|   59638.0885999999 | 15.375909999999998 |     0.04339884906308 |     AB |      g |     18.727 | 18.727 |         KCT |     True |
| 59639.077399999835 |           15.38128 |  0.04434501212086879 |     AB |      g |     18.805 | 18.805 |         KCT |     True |
| 59640.061400000006 |           15.39708 |  0.04501191397841243 |     AB |      g |      18.84 |  18.84 |         KCT |     True |
|  59641.11879999982 |            15.4267 |  0.04479066420583647 |     AB |      g |     18.699 | 18.699 |         KCT |     True |
| 59642.114200000186 |           15.43413 |  0.04399891021377689 |     AB |      g |     18.734 | 18.734 |         KCT |     True |
|  59644.10511789285 | 15.480609999999999 |  0.04452246623896749 |     AB |      g |      18.91 |  18.91 |         KCT |     True |
|  59645.10419999994 |            15.4827 |  0.04506508182617668 |     AB |      g |     18.915 | 18.915 |         KCT |     True |
|  59646.10119999992 |           15.49435 |  0.04441009344732343 |     AB |      g |     18.784 | 18.784 |         KCT |     True |
| 59649.093799999915 |           15.54144 |  0.04430948092677232 |     AB |      g |     18.827 | 18.827 |         KCT |     True |
|         59651.0932 |            15.5841 | 0.045213096553985324 |     AB |      g |     18.421 | 18.421 |         KCT |     True |
|  59652.08099999977 |           15.56452 |  0.04766308949281404 |     AB |      g |     18.587 | 18.587 |         KCT |     True |
| 59653.105400001165 |           15.55967 |  0.04499688878133687 |     AB |      g |     18.292 | 18.292 |         KCT |     True |
|  59654.07979999995 |           15.61139 |  0.04607206963009151 |     AB |      g |     18.247 | 18.247 |         KCT |     True |
|   59656.0728000002 |           15.62452 |  0.04697352978007934 |     AB |      g |     18.122 | 18.122 |         KCT |     True |
|  59657.07920000004 | 15.586969999999999 | 0.045841575016572024 |     AB |      g |     17.958 | 17.958 |         KCT |     True |
|  59659.07019999996 | 15.733260000000001 |  0.04587428473556836 |     AB |      g |     18.655 | 18.655 |         KCT |     True |
