|            obsdate |    mag | e_mag | magsys | filter | depth_5sig |  zp | observatory | detected | A_filter |
|     59538.85333912 | 13.412 |  0.05 |   Vega |      U |        nan | nan |        SALT |     True |   -0.037 |
|     59538.85333912 | 13.587 |  0.05 |   Vega |      B |        nan | nan |        SALT |     True |   -0.033 |
|     59538.85333912 | 13.656 |  0.05 |   Vega |      V |        nan | nan |        SALT |     True |   -0.024 |
|     59538.85333912 | 13.413 |  0.05 |   Vega |      R |        nan | nan |        SALT |     True |   -0.019 |
|     59538.85333912 | 13.145 |  0.05 |   Vega |      I |        nan | nan |        SALT |     True |   -0.014 |
|     59538.85333912 |  14.38 |  0.05 |     AB |      u |        nan | nan |        SALT |     True |   -0.038 |
|     59538.85333912 | 13.568 |  0.05 |     AB |      g |        nan | nan |        SALT |     True |    -0.03 |
|     59538.85333912 | 13.627 |  0.05 |     AB |      r |        nan | nan |        SALT |     True |    -0.02 |
|     59538.85333912 | 13.596 |  0.05 |     AB |      i |        nan | nan |        SALT |     True |   -0.015 |
|  59529.87152777778 | 16.017 |  0.05 |   Vega |      U |        nan | nan |        SALT |     True |   -0.037 |
|  59529.87152777778 | 16.289 |  0.05 |   Vega |      B |        nan | nan |        SALT |     True |   -0.033 |
|  59529.87152777778 | 16.045 |  0.05 |   Vega |      V |        nan | nan |        SALT |     True |   -0.024 |
|  59529.87152777778 | 15.975 |  0.05 |   Vega |      R |        nan | nan |        SALT |     True |   -0.019 |
|  59529.87152777778 | 16.318 |  0.05 |   Vega |      I |        nan | nan |        SALT |     True |   -0.014 |
|  59529.87152777778 |  16.99 |  0.05 |     AB |      u |        nan | nan |        SALT |     True |   -0.038 |
|  59529.87152777778 | 16.127 |  0.05 |     AB |      g |        nan | nan |        SALT |     True |    -0.03 |
|  59529.87152777778 | 16.041 |  0.05 |     AB |      r |        nan | nan |        SALT |     True |    -0.02 |
|  59529.87152777778 | 16.654 |  0.05 |     AB |      i |        nan | nan |        SALT |     True |   -0.015 |
|     59536.44980717 | 13.124 |  0.05 |   Vega |      U |        nan | nan |        en12 |     True |   -0.037 |
|     59536.44980717 | 13.189 |  0.05 |   Vega |      B |        nan | nan |        en12 |     True |   -0.033 |
|     59536.44980717 | 13.229 |  0.05 |   Vega |      V |        nan | nan |        en12 |     True |   -0.024 |
|     59536.44980717 | 13.126 |  0.05 |   Vega |      R |        nan | nan |        en12 |     True |   -0.019 |
|     59536.44980717 | 13.398 |  0.05 |   Vega |      I |        nan | nan |        en12 |     True |   -0.014 |
|     59536.44980717 | 14.178 |  0.05 |     AB |      u |        nan | nan |        en12 |     True |   -0.038 |
|     59536.44980717 | 13.151 |  0.05 |     AB |      g |        nan | nan |        en12 |     True |    -0.03 |
|     59536.44980717 | 13.234 |  0.05 |     AB |      r |        nan | nan |        en12 |     True |    -0.02 |
|     59536.44980717 | 13.685 |  0.05 |     AB |      i |        nan | nan |        en12 |     True |   -0.015 |
|  59531.26527777778 | 16.321 |  0.05 |   Vega |      U |        nan | nan |        en12 |     True |   -0.037 |
|  59531.26527777778 | 16.569 |  0.05 |   Vega |      B |        nan | nan |        en12 |     True |   -0.033 |
|  59531.26527777778 | 15.882 |  0.05 |   Vega |      V |        nan | nan |        en12 |     True |   -0.024 |
|  59531.26527777778 | 15.866 |  0.05 |   Vega |      R |        nan | nan |        en12 |     True |   -0.019 |
|  59531.26527777778 | 16.171 |  0.05 |   Vega |      I |        nan | nan |        en12 |     True |   -0.014 |
|  59531.26527777778 | 17.265 |  0.05 |     AB |      u |        nan | nan |        en12 |     True |   -0.038 |
|  59531.26527777778 | 16.227 |  0.05 |     AB |      g |        nan | nan |        en12 |     True |    -0.03 |
|  59531.26527777778 | 15.938 |  0.05 |     AB |      r |        nan | nan |        en12 |     True |    -0.02 |
|  59531.26527777778 | 16.511 |  0.05 |     AB |      i |        nan | nan |        en12 |     True |   -0.015 |
|    59532.837997685 | 15.681 |  0.05 |   Vega |      U |        nan | nan |        SALT |     True |   -0.037 |
|    59532.837997685 | 15.528 |  0.05 |   Vega |      B |        nan | nan |        SALT |     True |   -0.033 |
|    59532.837997685 | 15.129 |  0.05 |   Vega |      V |        nan | nan |        SALT |     True |   -0.024 |
|    59532.837997685 | 14.978 |  0.05 |   Vega |      R |        nan | nan |        SALT |     True |   -0.019 |
|    59532.837997685 | 14.664 |  0.05 |   Vega |      I |        nan | nan |        SALT |     True |   -0.014 |
|    59532.837997685 | 16.784 |  0.05 |     AB |      u |        nan | nan |        SALT |     True |   -0.038 |
|    59532.837997685 | 15.312 |  0.05 |     AB |      g |        nan | nan |        SALT |     True |    -0.03 |
|    59532.837997685 | 15.178 |  0.05 |     AB |      r |        nan | nan |        SALT |     True |    -0.02 |
|    59532.837997685 | 15.102 |  0.05 |     AB |      i |        nan | nan |        SALT |     True |   -0.015 |
|  59564.49760978009 | 13.222 |  0.05 |   Vega |      U |        nan | nan |        en12 |     True |   -0.037 |
|  59564.49760978009 | 13.225 |  0.05 |   Vega |      B |        nan | nan |        en12 |     True |   -0.033 |
|  59564.49760978009 | 12.474 |  0.05 |   Vega |      V |        nan | nan |        en12 |     True |   -0.024 |
|  59564.49760978009 | 12.558 |  0.05 |   Vega |      R |        nan | nan |        en12 |     True |   -0.019 |
|  59564.49760978009 | 12.998 |  0.05 |   Vega |      I |        nan | nan |        en12 |     True |   -0.014 |
|  59564.49760978009 | 14.151 |  0.05 |     AB |      u |        nan | nan |        en12 |     True |   -0.038 |
|  59564.49760978009 | 12.876 |  0.05 |     AB |      g |        nan | nan |        en12 |     True |    -0.03 |
|  59564.49760978009 | 12.611 |  0.05 |     AB |      r |        nan | nan |        en12 |     True |    -0.02 |
|  59564.49760978009 | 13.312 |  0.05 |     AB |      i |        nan | nan |        en12 |     True |   -0.015 |
|  59594.59024107639 | 15.991 |  0.05 |   Vega |      U |        nan | nan |        en12 |     True |   -0.037 |
|  59594.59024107639 | 16.386 |  0.05 |   Vega |      B |        nan | nan |        en12 |     True |   -0.033 |
|  59594.59024107639 |  15.35 |  0.05 |   Vega |      V |        nan | nan |        en12 |     True |   -0.024 |
|  59594.59024107639 |  15.03 |  0.05 |   Vega |      R |        nan | nan |        en12 |     True |   -0.019 |
|  59594.59024107639 | 15.142 |  0.05 |   Vega |      I |        nan | nan |        en12 |     True |   -0.014 |
|  59594.59024107639 | 16.857 |  0.05 |     AB |      u |        nan | nan |        en12 |     True |   -0.038 |
|  59594.59024107639 | 16.147 |  0.05 |     AB |      g |        nan | nan |        en12 |     True |    -0.03 |
|  59594.59024107639 | 15.097 |  0.05 |     AB |      r |        nan | nan |        en12 |     True |    -0.02 |
|  59594.59024107639 | 15.472 |  0.05 |     AB |      i |        nan | nan |        en12 |     True |   -0.015 |
