5000 0.453288 0
5100 0.646818 0
5200 1.00813 0
5300 1.4149 0
5400 1.79749 0
5500 1.39131 0
5600 1.00138 0
5700 0.74381 0
5800 0.669806 0
5900 0.724907 0
6000 0.611415 0
6100 0.542203 0
6200 0.53953 0
6300 0.582479 0
6400 0.647389 0
6500 0.646954 0
6600 0.601711 0
6700 0.591859 0
6800 0.640026 0
6900 0.595726 0
7000 0.534602 0
7100 0.490523 0
7200 0.455188 0
7300 0.426901 0
7400 0.441673 0
7500 0.476094 0
7600 0.461119 0
7700 0.42151 0
7800 0.334866 0
7900 0.271073 0
8000 0.240627 0
8100 0.289399 0
8200 0.345859 0
8300 0.399849 0
8400 0.298539 0
8500 0.219742 0
8600 0.177785 0
8700 0.164095 0
8800 0.170769 0
8900 0.195321 0
9000 0.239208 0

