|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59489.36059999978 |                    |                      |     AB |      r |     18.258 | 18.258 |         KCT |    False |
|   59494.3562000012 |                    |                      |     AB |      r |     18.736 | 18.736 |         KCT |    False |
| 59503.325999999885 |                    |                      |     AB |      r |     18.587 | 18.587 |         KCT |    False |
|  59506.30079999985 |                    |                      |     AB |      r |     18.709 | 18.709 |         KCT |    False |
| 59507.309400001075 |                    |                      |     AB |      r |     18.301 | 18.301 |         KCT |    False |
| 59508.306799999904 |                    |                      |     AB |      r |     18.515 | 18.515 |         KCT |    False |
| 59510.303199999966 |                    |                      |     AB |      r |     18.397 | 18.397 |         KCT |    False |
|  59511.35680000018 |                    |                      |     AB |      r |      18.72 |  18.72 |         KCT |    False |
| 59512.353399999905 |                    |                      |     AB |      r |     18.845 | 18.845 |         KCT |    False |
|  59513.35360000003 |                    |                      |     AB |      r |     18.756 | 18.756 |         KCT |    False |
|   59514.3562000012 |                    |                      |     AB |      r |     18.964 | 18.964 |         KCT |    False |
| 59515.303199999966 |                    |                      |     AB |      r |     18.962 | 18.962 |         KCT |    False |
|  59516.29766666703 |                    |                      |     AB |      r |     18.036 | 18.036 |         KCT |    False |
|  59517.34079999989 |                    |                      |     AB |      r |     19.159 | 19.159 |         KCT |    False |
|   59518.3376000002 |                    |                      |     AB |      r |       19.0 |   19.0 |         KCT |    False |
|  59519.28820000123 |                    |                      |     AB |      r |     18.824 | 18.824 |         KCT |    False |
|  59522.32620000001 |                    |                      |     AB |      r |     19.065 | 19.065 |         KCT |    False |
|  59523.30519999983 |                    |                      |     AB |      r |     19.062 | 19.062 |         KCT |    False |
|  59524.27199999988 |                    |                      |     AB |      r |     18.869 | 18.869 |         KCT |    False |
|  59525.27180000022 |                    |                      |     AB |      r |     19.018 | 19.018 |         KCT |    False |
|  59526.32679999992 |                    |                      |     AB |      r |     18.938 | 18.938 |         KCT |    False |
|  59527.31320000021 |                    |                      |     AB |      r |     19.101 | 19.101 |         KCT |    False |
|  59528.31020000111 |                    |                      |     AB |      r |     19.034 | 19.034 |         KCT |    False |
| 59530.251199999824 |           16.18164 | 0.048997653005016475 |     AB |      r |     18.656 | 18.656 |         KCT |     True |
| 59531.246199999936 |           15.52891 | 0.046201839790207484 |     AB |      r |       18.6 |   18.6 |         KCT |     True |
|  59532.25320000108 | 14.928120000000002 |  0.04339000460935675 |     AB |      r |     18.697 | 18.697 |         KCT |     True |
|  59533.23840000015 |            14.4211 |  0.04353915019841338 |     AB |      r |     18.801 | 18.801 |         KCT |     True |
|  59534.23820000002 |           13.96306 |   0.0444379893784586 |     AB |      r |     18.701 | 18.701 |         KCT |     True |
