|            obsdate |                mag |               e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
| 59577.565666667186 | 13.318689999999998 | 0.07481519163913168 |     AB |      i |     19.903 | 19.903 |        LSGT |     True |
| 59578.575000000186 |           13.33123 | 0.07545480832922447 |     AB |      i |     19.431 | 19.431 |        LSGT |     True |
|  59581.65199999977 |           13.45074 | 0.07272190591561803 |     AB |      i |     19.401 | 19.401 |        LSGT |     True |
| 59592.466000000015 | 14.128509999999999 | 0.07861602190393507 |     AB |      i |     18.197 | 18.197 |        LSGT |     True |
|  59593.46799999988 | 14.162759999999999 | 0.07340331123321345 |     AB |      i |     19.386 | 19.386 |        LSGT |     True |
| 59599.521333334036 |           14.40135 | 0.07440862920387661 |     AB |      i |     19.449 | 19.449 |        LSGT |     True |
|  59600.51099999994 |           14.44636 | 0.07866735091510328 |     AB |      i |     18.445 | 18.445 |        LSGT |     True |
|  59601.52033333294 | 14.470719999999998 | 0.07681785209181521 |     AB |      i |     19.205 | 19.205 |        LSGT |     True |
|    59602.527999999 | 14.524689999999998 | 0.07726320987378146 |     AB |      i |     18.803 | 18.803 |        LSGT |     True |
|  59617.46900000004 | 15.081100000000001 |  0.0731881991853878 |     AB |      i |     19.628 | 19.628 |        LSGT |     True |
|  59619.46799999988 | 15.112759999999998 | 0.08060733465386385 |     AB |      i |     19.294 | 19.294 |        LSGT |     True |
|  59620.45766666718 |           15.24121 | 0.08259451616178885 |     AB |      i |     18.564 | 18.564 |        LSGT |     True |
|  59622.45566666685 |            15.2524 | 0.07649525540842386 |     AB |      i |     19.619 | 19.619 |        LSGT |     True |
|  59623.45233333297 |           15.27513 | 0.07625752684161742 |     AB |      i |     19.729 | 19.729 |        LSGT |     True |
|  59626.54433333315 |           15.40462 |  0.0780647167419443 |     AB |      i |     18.853 | 18.853 |        LSGT |     True |
|  59652.52100000018 | 16.227240000000002 | 0.07979720609144157 |     AB |      i |     18.822 | 18.822 |        LSGT |     True |
| 59653.507999999914 |           16.23805 | 0.07582519106471147 |     AB |      i |      18.94 |  18.94 |        LSGT |     True |
|  59658.46299999999 |           16.19416 |  0.0841289700400522 |     AB |      i |     18.823 | 18.823 |        LSGT |     True |
| 59659.484666666016 | 16.330740000000002 | 0.07775771408677083 |     AB |      i |     18.928 | 18.928 |        LSGT |     True |
|  59660.47300000023 | 16.417569999999998 | 0.09529399823703485 |     AB |      i |     17.947 | 17.947 |        LSGT |     True |
|  59670.41900000023 |           16.62027 | 0.08158518002676712 |     AB |      i |     19.511 | 19.511 |        LSGT |     True |
