|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59526.75139583321 |                    |                      |     AB |      r |     19.344 | 19.344 |        LSGT |    False |
|  59533.70009259321 | 14.148600000000002 |  0.04042063334486484 |     AB |      r |     19.461 | 19.461 |        LSGT |     True |
|  59534.63394444389 | 13.762690000000001 | 0.042109976252664875 |     AB |      r |     19.586 | 19.586 |        LSGT |     True |
|  59577.55899999989 |           13.13623 |  0.03979029529923094 |     AB |      r |     20.445 | 20.445 |        LSGT |     True |
|  59578.56833333289 | 13.158859999999999 |  0.04092412980137757 |     AB |      r |      19.91 |  19.91 |        LSGT |     True |
|  59581.64500000002 | 13.363789999999998 |  0.04065511160973488 |     AB |      r |     20.128 | 20.128 |        LSGT |     True |
|   59592.4589999998 |           13.92713 |  0.04056836328963741 |     AB |      r |     19.043 | 19.043 |        LSGT |     True |
|  59593.46266666707 |            13.9821 |  0.04095261774294776 |     AB |      r |     19.954 | 19.954 |        LSGT |     True |
|  59599.51466666721 |           14.17366 |  0.04273542909577485 |     AB |      r |     19.832 | 19.832 |        LSGT |     True |
| 59600.507999999914 | 14.184729999999998 |  0.04326613109581212 |     AB |      r |     18.877 | 18.877 |        LSGT |     True |
|  59601.51399999997 |           14.22973 |  0.04247328101289092 |     AB |      r |     19.647 | 19.647 |        LSGT |     True |
|  59602.52166666603 | 14.256139999999998 | 0.042662776515365236 |     AB |      r |     19.795 | 19.795 |        LSGT |     True |
|  59617.46266666707 |           14.73357 |  0.04155504903137524 |     AB |      r |     20.327 | 20.327 |        LSGT |     True |
|  59619.46100000013 |           14.79583 | 0.042438515525404515 |     AB |      r |      19.91 |  19.91 |        LSGT |     True |
|  59622.44900000002 | 14.900599999999999 | 0.043552790955345214 |     AB |      r |     19.917 | 19.917 |        LSGT |     True |
| 59623.445999999996 | 14.927729999999999 |  0.04254863217542956 |     AB |      r |     19.869 | 19.869 |        LSGT |     True |
| 59626.538000000175 |           15.04913 | 0.040462660565019695 |     AB |      r |     19.055 | 19.055 |        LSGT |     True |
| 59652.515333333984 | 15.799159999999999 |  0.04264787919697766 |     AB |      r |     19.157 | 19.157 |        LSGT |     True |
| 59653.501000000164 |           15.82172 | 0.042891658862767246 |     AB |      r |     19.109 | 19.109 |        LSGT |     True |
|  59657.52400000021 | 15.936430000000001 | 0.045374292280982186 |     AB |      r |     18.576 | 18.576 |        LSGT |     True |
|  59658.45699999994 | 15.928600000000001 |  0.04319351803222331 |     AB |      r |     18.878 | 18.878 |        LSGT |     True |
|  59659.47800000012 | 15.969689999999998 | 0.041665656121078906 |     AB |      r |     19.286 | 19.286 |        LSGT |     True |
|  59670.41200000001 |           16.31912 |  0.04210145484422124 |     AB |      r |     20.515 | 20.515 |        LSGT |     True |
