#	Observing Date = 2023-04-29
#	Observatory = KCT
#	-18 deg sunset = 19:31
#	-18 deg sunrise = 05:50
#	Moon ra, dec = 9:46:31.58   18:42:35.01
#	Moon phase = 0.62
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |  note |
| MS230413s | 11:56:49 |  -2:46:31 |    18:28 |       22:13 |   01:59 |             39 |   0.024921238051407314 | 31463 |
| MS230413s | 11:58:24 |  -3:34:05 |    18:28 |       22:15 |   02:03 |             40 |    0.06431789608282587 | 31010 |
| MS230413s | 11:58:24 |  -4:21:40 |    18:26 |       22:15 |   02:05 |             40 |    0.07356720628923069 | 30557 |
| MS230413s | 12:00:00 |  -5:09:15 |    18:25 |       22:16 |   02:09 |             41 |   0.002188297222563045 | 30105 |
| MS230413s | 12:00:00 |  -1:58:56 |    18:34 |       22:16 |   02:00 |             39 |    0.13799799771763455 | 31918 |
| MS230413s | 12:00:00 |  -2:46:31 |    18:31 |       22:16 |   02:02 |             40 |    0.02083587664061616 | 31464 |
| MS230413s | 12:00:00 |  -1:11:21 |    18:36 |       22:16 |   01:58 |             39 |    0.05126458936198993 | 32372 |
| MS230413s | 12:01:35 |  -4:21:40 |    18:29 |       22:18 |   02:08 |             41 |   0.011723320629059723 | 30558 |
| MS230413s | 12:01:35 |  -3:34:05 |    18:31 |       22:18 |   02:06 |             40 |    0.03370095679003772 | 31011 |
| MS230413s | 12:03:10 |  00:23:47 |    18:44 |       22:19 |   01:56 |             39 |    0.01324431739361594 | 33281 |
| MS230413s | 12:03:10 |  -2:46:31 |    18:35 |       22:19 |   02:06 |             40 |   0.015964319585622066 | 31465 |
| MS230413s | 12:03:10 |  00:23:47 |    18:42 |       22:19 |   01:59 |             39 |    0.10119026195071015 | 32827 |
| MS230413s | 12:03:10 |  -1:58:56 |    18:37 |       22:19 |   02:03 |             40 |    0.03924716205977885 | 31919 |
| MS230413s | 12:03:10 |  -1:11:21 |    18:39 |       22:19 |   02:01 |             39 |   0.025677379312934397 | 32373 |
| MS230413s | 12:03:11 |  -5:09:15 |    18:28 |       22:19 |   02:12 |             42 |     0.1255073713666156 | 30106 |
| MS230413s | 12:03:11 |  -5:56:49 |    18:26 |       22:19 |   02:14 |             42 |     0.0206047164137549 | 29654 |
| MS230413s | 12:04:46 |  -4:21:40 |    18:32 |       22:21 |   02:11 |             42 |    0.12227275115994626 | 30559 |
| MS230413s | 12:04:46 |  -3:34:05 |    18:34 |       22:21 |   02:09 |             41 |      0.080827256482132 | 31012 |
| MS230413s | 12:04:47 |  -6:44:24 |    18:26 |       22:21 |   02:17 |             43 |   0.006120610620924019 | 29203 |
| MS230413s | 12:06:20 |  -1:11:21 |    18:42 |       22:22 |   02:04 |             40 |  0.0026763856400874616 | 32374 |
| MS230413s | 12:06:20 |  -2:46:31 |    18:38 |       22:22 |   02:09 |             41 |    0.15675300239942802 | 31466 |
| MS230413s | 12:06:20 |  -1:58:56 |    18:40 |       22:22 |   02:07 |             41 |    0.02707505785365215 | 31920 |
