name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
1027905,0.038,32.738,161.772,2.2720216292168697e-06,15.0,1.000,0,0.5,MS230413s,1027905,1.000
1025052,355.003,27.134,151.639,1.2527448052288184e-06,23.0,0.845,1,0.5,MS230413s,1025052,0.845
110847,355.004,27.134,152.775,1.2532953642525512e-06,20.0,0.735,2,0.5,MS230413s,110847,0.735
1025763,355.572,26.232,152.910,1.7459091250101314e-06,14.0,0.717,3,0.5,MS230413s,1025763,0.717
1038559,9.087,45.665,222.307,1.2136244308908064e-06,20.0,0.712,4,0.5,MS230413s,1038559,0.712
1024998,357.744,27.147,126.326,1.5962129502951387e-06,14.0,0.656,5,0.5,MS230413s,1024998,0.656
1031650,0.120,32.782,153.606,2.2661295157952494e-06,9.0,0.598,6,0.5,MS230413s,1031650,0.598
1030077,359.424,32.767,202.814,1.4413715056812332e-06,14.0,0.592,7,0.5,MS230413s,1030077,0.592
1501,9.727,48.468,191.245,1.6796154031095508e-06,12.0,0.591,8,0.5,MS230413s,1501,0.591
1028104,14.726,52.610,143.703,1.9374530518220177e-06,10.0,0.568,9,0.5,MS230413s,1028104,0.568
1024953,354.622,27.031,148.266,9.92061319266542e-07,19.0,0.553,10,0.5,MS230413s,1024953,0.553
1032322,5.956,39.538,166.928,1.7496617440648356e-06,10.0,0.513,11,0.5,MS230413s,1032322,0.513
1024873,352.229,17.310,108.990,1.2005582103664853e-06,14.0,0.493,12,0.5,MS230413s,1024873,0.493
1027611,9.104,49.013,187.496,1.118742032425358e-06,15.0,0.492,13,0.5,MS230413s,1027611,0.492
1030291,6.891,45.581,187.022,1.5209683472703894e-06,11.0,0.491,14,0.5,MS230413s,1030291,0.491
1260794,14.746,52.649,138.633,1.8048488905764448e-06,9.0,0.477,15,0.5,MS230413s,1260794,0.477
1626,20.482,56.027,190.933,1.7589713059328423e-06,9.0,0.465,16,0.5,MS230413s,1626,0.465
1262410,228.133,-49.567,188.584,7.478692698802891e-07,21.0,0.461,17,0.5,MS230413s,1262410,0.461
