#	Observing Date = 2023-04-30
#	Observatory = CBNUO
#	-18 deg sunset = 20:53
#	-18 deg sunrise = 03:57
#	Moon ra, dec = 10:7:14.65   16:43:4.04
#	Moon phase = 0.66
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |  note |
| MS230413s | 04:30:00 |  73:38:10 |    07:03 |       14:32 |   22:02 |             72 |    0.11576959018987708 | 25208 |
| MS230413s | 04:40:00 |  71:27:16 |    07:30 |       14:42 |   21:55 |             71 |    0.25181839269517103 | 25001 |
| MS230413s | 04:42:21 |  72:32:43 |    07:25 |       14:45 |   22:05 |             71 |    0.06734421438811575 | 25108 |
| MS230413s | 04:45:00 |  73:38:10 |    07:19 |       14:47 |   22:17 |             71 |    0.09274098067695964 | 25209 |
| MS230413s | 04:50:31 |  70:21:49 |    07:48 |       14:53 |   21:58 |             70 |    0.16698040180604837 | 24889 |
| MS230413s | 04:53:20 |  71:27:16 |    07:43 |       14:56 |   22:08 |             70 |    0.06233078633777222 | 25002 |
| MS230413s | 04:56:28 |  72:32:43 |    07:39 |       14:59 |   22:19 |             70 |    0.31812398500767486 | 25109 |
| MS230413s | 05:00:00 |  69:16:21 |    08:04 |       15:03 |   22:01 |             69 |     0.3480002940774061 | 24771 |
| MS230413s | 05:00:00 |  73:38:10 |    07:34 |       15:03 |   22:32 |             70 |  0.0039251868307550175 | 25210 |
| MS230413s | 05:03:09 |  70:21:49 |    08:00 |       15:06 |   22:11 |             69 |    0.10082424966073811 | 24890 |
| MS230413s | 05:06:40 |  71:27:16 |    07:57 |       15:09 |   22:21 |             69 |    0.02467371388706468 | 25003 |
| MS230413s | 05:07:47 |  67:05:27 |    08:24 |       15:10 |   21:56 |             68 |    0.15055176393647146 | 24517 |
| MS230413s | 05:08:34 |  68:10:54 |    08:19 |       15:11 |   22:03 |             68 |    0.12186078278317027 | 24647 |
| MS230413s | 05:10:35 |  72:32:43 |    07:53 |       15:13 |   22:33 |             69 |    0.05134970010756465 | 25110 |
| MS230413s | 05:12:00 |  69:16:21 |    08:16 |       15:15 |   22:13 |             68 |    0.11274065138416683 | 24772 |
| MS230413s | 05:15:00 |  73:38:10 |    07:49 |       15:18 |   22:47 |             69 |   0.005365520080709643 | 25211 |
| MS230413s | 05:15:47 |  70:21:49 |    08:13 |       15:18 |   22:23 |             68 |    0.18817700414025199 | 24891 |
| MS230413s | 05:18:46 |  67:05:27 |    08:35 |       15:21 |   22:07 |             67 |   0.031544626086831014 | 24518 |
| MS230413s | 05:20:00 |  71:27:16 |    08:10 |       15:23 |   22:35 |             68 |    0.40699882527758113 | 25004 |
| MS230413s | 05:20:00 |  68:10:54 |    08:30 |       15:23 |   22:14 |             67 |   0.036800672602462135 | 24648 |
| MS230413s | 05:24:00 |  69:16:21 |    08:28 |       15:26 |   22:25 |             67 |    0.05397747798395552 | 24773 |
| MS230413s | 05:24:42 |  72:32:43 |    08:07 |       15:27 |   22:47 |             68 |    0.25564082835090973 | 25111 |
| MS230413s | 05:28:25 |  70:21:49 |    08:26 |       15:31 |   22:36 |             67 |    0.12881843987721922 | 24892 |
| MS230413s | 05:29:46 |  67:05:27 |    08:46 |       15:32 |   22:18 |             66 |    0.12252216089450797 | 24519 |
| MS230413s | 05:30:00 |  73:38:10 |    08:04 |       15:33 |   23:01 |             68 |     0.0269658375459357 | 25212 |
| MS230413s | 05:31:25 |  68:10:54 |    08:41 |       15:34 |   22:26 |             66 |    0.23827036184479833 | 24649 |
| MS230413s | 05:33:20 |  71:27:16 |    08:23 |       15:36 |   22:48 |             67 |   0.059899412171525675 | 25005 |
| MS230413s | 05:36:00 |  69:16:21 |    08:40 |       15:38 |   22:37 |             66 |    0.17868883971064892 | 24774 |
| MS230413s | 05:38:49 |  72:32:43 |    08:21 |       15:41 |   23:01 |             67 |   0.029987748306989057 | 25112 |
| MS230413s | 05:40:45 |  67:05:27 |    08:57 |       15:43 |   22:29 |             65 |    0.01069170672733006 | 24520 |
| MS230413s | 05:41:03 |  70:21:49 |    08:38 |       15:43 |   22:48 |             66 |   0.030211019399450815 | 24893 |
| MS230413s | 05:42:51 |  68:10:54 |    08:53 |       15:45 |   22:37 |             65 |    0.07970599020303973 | 24650 |
| MS230413s | 05:45:00 |  73:38:10 |    08:19 |       15:47 |   23:16 |             67 | 0.00032751104859819643 | 25213 |
| MS230413s | 05:46:40 |  71:27:16 |    08:37 |       15:49 |   23:01 |             66 |   0.012946020947909895 | 25006 |
| MS230413s | 05:48:00 |  69:16:21 |    08:52 |       15:50 |   22:48 |             65 |     0.3028309783008061 | 24775 |
| MS230413s | 05:51:45 |  67:05:27 |    09:08 |       15:53 |   22:40 |             64 |   0.040809015574841116 | 24521 |
