ObjectId,RAICRS,DEICRS,Niflags,flags,Ngood,Ngoodu,Ngoodv,Ngoodg,Ngoodr,Ngoodi,Ngoodz,ClassStar,uPSF,e_uPSF,vPSF,e_vPSF,gPSF,e_gPSF,rPSF,e_rPSF,iPSF,e_iPSF,zPSF,e_zPSF
502041813,64.386198,-55.883659,0,0,30,0,0,13,7,8,2,0.928,,,,,19.2780,0.0096,18.9253,0.0122,18.6684,0.0153,18.5129,0.0728
502041815,64.399908,-55.868970,31,0,81,6,12,17,12,19,15,0.984,17.3802,0.0227,17.0803,0.0152,16.0544,0.0046,15.7673,0.0099,15.6191,0.0041,15.5930,0.0067
502041842,64.407277,-55.855167,2,0,29,0,0,9,8,8,4,0.941,,,,,19.9304,0.0175,19.1795,0.0136,18.5403,0.0276,18.2742,0.0354
502042018,64.385589,-55.858029,0,0,21,0,0,10,6,5,0,0.624,,,,,19.7090,0.0705,19.2385,0.0867,18.8547,0.1133,,
502042021,64.359871,-55.836043,3,0,18,0,0,9,5,4,0,0.739,,,,,19.7287,0.0137,19.5338,0.0230,19.2799,0.0674,,
502041841,64.432504,-55.857911,2,0,23,0,0,11,7,5,0,0.691,,,,,19.9143,0.0262,19.5632,0.0353,19.2204,0.0551,,
502042022,64.389615,-55.824967,44,0,77,10,18,15,8,11,15,1.000,14.7041,0.0111,14.3370,0.0083,12.7738,0.0042,12.3585,0.0079,12.1145,0.0057,12.0423,0.0057
502042025,64.412853,-55.806476,21,0,54,0,0,13,10,17,14,0.981,,,,,18.3111,0.0066,17.8138,0.0072,17.4551,0.0060,17.3082,0.0131
502040493,64.221197,-55.935398,2,0,46,0,1,9,9,16,11,0.983,,,18.7951,0.1006,17.3497,0.0067,16.9280,0.0067,16.7152,0.0053,16.6520,0.0087
502040501,64.191179,-55.922268,3,0,28,0,0,4,1,11,12,0.958,,,,,19.6683,0.0388,18.6928,0.0300,17.3658,0.0072,16.8668,0.0091
502040497,64.223061,-55.918503,20,0,57,2,5,11,10,17,12,0.992,18.7871,0.0624,18.3296,0.0220,15.9783,0.0055,15.2598,0.0056,14.7198,0.0038,14.5013,0.0064
502041993,64.292901,-55.897856,38,0,83,9,17,16,10,17,14,0.999,16.1111,0.0130,15.7529,0.0097,14.1530,0.0040,13.7178,0.0053,13.4594,0.0038,13.3710,0.0056
502042001,64.271874,-55.895870,6,0,43,0,0,8,6,16,13,0.979,,,,,19.7573,0.0193,18.8365,0.0155,17.4898,0.0060,16.9898,0.0127
502042004,64.251350,-55.878758,5,0,19,0,0,7,6,6,0,0.806,,,,,19.6041,0.0294,19.2325,0.0258,18.7505,0.0294,,
502042008,64.216515,-55.882716,6,0,39,0,0,8,6,14,11,0.980,,,,,18.0353,0.0091,17.6251,0.0087,17.3627,0.0065,17.2565,0.0143
502042009,64.208535,-55.873575,12,0,30,0,3,4,5,11,7,0.979,,,18.6895,0.0457,17.9792,0.0101,17.7428,0.0111,17.5718,0.0081,17.5605,0.0139
502042010,64.256169,-55.874328,14,0,54,2,4,13,9,14,12,0.982,18.3747,0.0527,18.1638,0.0278,17.5637,0.0054,17.3804,0.0085,17.2878,0.0065,17.3246,0.0257
502042053,64.213777,-55.859848,38,0,57,7,11,9,7,12,11,1.000,14.7837,0.0123,14.4287,0.0104,12.9299,0.0056,12.5316,0.0074,12.3153,0.0048,12.2439,0.0064
502042013,64.260051,-55.858134,14,0,37,0,0,10,6,14,7,0.973,,,,,18.4716,0.0080,18.0470,0.0107,17.8060,0.0089,17.7426,0.0187
502042014,64.263727,-55.848826,8,0,35,0,0,10,6,12,7,0.966,,,,,18.6209,0.0119,18.2770,0.0138,18.1224,0.0089,18.0723,0.0277
502042015,64.239376,-55.840416,26,0,55,0,4,14,10,16,11,0.985,,,18.4776,0.0318,16.6832,0.0054,16.1815,0.0063,15.8573,0.0043,15.7383,0.0080
502042046,64.171596,-55.893083,3,0,24,0,0,5,1,12,6,0.943,,,,,19.0737,0.0207,18.5644,0.0251,18.2642,0.0091,18.1128,0.0244
502042050,64.126475,-55.888967,45,0,53,2,4,13,9,15,10,0.996,18.2656,0.0301,18.0494,0.0258,15.6256,0.0048,14.8858,0.0057,14.3843,0.0042,14.1894,0.0069
502042048,64.163645,-55.878780,14,0,42,2,3,9,8,12,8,0.982,18.5220,0.0841,18.2075,0.0334,17.5913,0.0088,17.3842,0.0075,17.2755,0.0074,17.2951,0.0137
502042051,64.150533,-55.878698,8,0,41,0,0,8,9,14,10,0.983,,,,,17.8992,0.0074,16.9834,0.0079,15.9427,0.0049,15.5613,0.0079
502042052,64.110480,-55.878613,12,0,33,0,0,9,5,13,6,0.978,,,,,18.4439,0.0072,17.8942,0.0103,17.5765,0.0093,17.4356,0.0146
502042059,64.150676,-55.853730,8,0,55,2,8,11,10,14,10,0.987,17.9204,0.0311,17.5941,0.0186,16.2951,0.0061,15.9548,0.0061,15.7944,0.0048,15.7496,0.0090
502042060,64.139916,-55.849734,26,0,66,7,14,14,8,13,10,0.998,16.1326,0.0161,15.8314,0.0103,14.3361,0.0043,13.9591,0.0065,13.7661,0.0045,13.7141,0.0070
502042066,64.108092,-55.845506,19,0,43,0,0,10,9,14,10,0.985,,,,,17.8826,0.0063,16.9674,0.0064,15.9286,0.0045,15.5405,0.0074
502042067,64.098526,-55.847157,3,0,27,0,0,9,6,9,3,0.936,,,,,19.2474,0.0097,18.7849,0.0171,18.5601,0.0243,18.3971,0.0387
502042055,64.210806,-55.834105,21,0,61,7,10,9,9,15,11,0.985,16.9076,0.0164,16.5597,0.0170,15.0815,0.0067,14.6947,0.0060,14.4856,0.0043,14.4264,0.0068
502042061,64.155979,-55.838103,6,0,38,0,0,7,6,15,10,0.980,,,,,18.5685,0.0094,17.7023,0.0074,16.5883,0.0056,16.1765,0.0086
502042078,64.152527,-55.816346,10,0,34,0,0,7,5,12,10,0.977,,,,,18.7389,0.0128,17.8799,0.0098,17.1074,0.0112,16.8110,0.0114
502042079,64.130886,-55.827535,7,0,35,0,0,5,6,14,10,0.975,,,,,19.8427,0.0304,18.8800,0.0120,17.2354,0.0094,16.6047,0.0110
502042080,64.136487,-55.821744,6,0,24,0,0,8,6,6,4,0.966,,,,,18.9655,0.0101,18.6881,0.0147,18.5211,0.0190,18.5609,0.0535
502042081,64.128574,-55.816781,6,0,28,0,0,7,6,9,6,0.963,,,,,19.3486,0.0199,18.4961,0.0128,17.8120,0.0107,17.5706,0.0173
502042096,64.187280,-55.802493,7,0,49,4,5,10,6,12,12,0.987,17.6690,0.0246,17.3518,0.0172,15.8762,0.0056,15.4810,0.0089,15.2543,0.0052,15.1849,0.0067
502042109,64.165841,-55.813536,18,0,41,0,0,12,6,13,10,0.985,,,,,16.4411,0.0056,15.6339,0.0096,15.0090,0.0048,14.7507,0.0072
502042110,64.151548,-55.810479,22,0,44,0,2,9,9,14,10,0.983,,,18.6330,0.0628,17.3497,0.0064,16.9310,0.0078,16.6783,0.0057,16.5949,0.0111
502042111,64.147526,-55.803621,8,0,17,0,0,6,5,6,0,0.944,,,,,19.1946,0.0202,18.9406,0.0177,18.8125,0.0384,,
502042112,64.157326,-55.797615,31,0,64,7,14,12,9,12,10,0.993,16.1944,0.0177,15.8668,0.0106,14.6395,0.0050,14.3215,0.0059,14.1680,0.0048,14.1387,0.0069
502042012,64.281579,-55.845340,24,0,79,9,17,15,8,16,14,0.998,15.9431,0.0131,15.6489,0.0091,14.5339,0.0041,14.2328,0.0068,14.0938,0.0040,14.0712,0.0056
502042031,64.320397,-55.841176,20,0,48,0,0,10,9,16,13,0.981,,,,,17.8514,0.0094,17.4861,0.0077,17.2747,0.0071,17.2306,0.0151
502042020,64.336745,-55.841107,6,0,24,0,0,8,6,8,2,0.909,,,,,19.4510,0.0131,19.0216,0.0145,18.7239,0.0250,18.5650,0.0587
502042032,64.340179,-55.827489,0,0,22,0,0,6,5,8,3,0.658,,,,,19.8662,0.0614,19.1775,0.0600,18.7211,0.0402,18.5362,0.0742
502042033,64.320618,-55.819607,12,3,41,6,8,5,5,7,10,1.000,13.7037,0.0156,13.3660,0.0171,12.3736,0.0125,12.1081,0.0168,12.0182,0.0187,12.0232,0.0114
502042035,64.321879,-55.818210,15,3,54,7,17,7,6,6,11,1.000,13.2426,0.0143,12.8151,0.0433,11.8303,0.0122,11.5802,0.0120,11.4804,0.0110,11.4723,0.0090
502042087,64.246143,-55.818605,26,0,53,0,2,15,10,14,12,0.994,,,18.6672,0.1287,16.3018,0.0051,15.3887,0.0062,14.3455,0.0044,13.9562,0.0063
502042092,64.257514,-55.810981,5,0,29,0,0,9,6,10,4,0.973,,,,,18.7653,0.0092,18.4485,0.0113,18.2729,0.0116,18.2042,0.0223
502042038,64.285986,-55.815240,23,0,51,0,0,11,10,16,14,0.978,,,,,17.8433,0.0085,17.2336,0.0132,16.8805,0.0132,16.7501,0.0161
502042041,64.290097,-55.808639,0,0,34,0,0,10,5,12,7,0.968,,,,,18.6125,0.0076,18.2669,0.0110,18.1319,0.0125,18.0614,0.0291
502042091,64.270274,-55.807442,27,0,80,8,17,14,11,16,14,0.996,16.3383,0.0161,15.9999,0.0094,14.9542,0.0046,14.6757,0.0054,14.5207,0.0041,14.4978,0.0061
502042043,64.353686,-55.802119,16,0,35,0,0,9,5,12,9,0.695,,,,,18.4830,0.0292,17.9043,0.0619,17.3846,0.0462,17.1765,0.0638
502042100,64.283861,-55.782687,13,3,24,0,0,8,6,7,3,0.947,,,,,19.1226,0.0149,18.7075,0.0236,18.4937,0.0209,18.2405,0.0812
502042101,64.284652,-55.780499,15,2,54,1,4,13,9,15,12,0.982,18.5036,0.1233,18.4530,0.0560,17.5554,0.0058,17.2570,0.0073,17.1361,0.0107,17.0716,0.0115
502042206,64.289270,-55.752851,19,0,51,0,0,14,10,15,12,0.983,,,,,17.4126,0.0075,16.5220,0.0061,15.6757,0.0050,15.3472,0.0067
502042208,64.304868,-55.741977,3,0,32,0,0,10,6,10,6,0.974,,,,,18.5991,0.0084,18.2924,0.0258,18.1489,0.0157,18.1032,0.0181
502042095,64.214759,-55.806136,2,0,39,0,0,7,5,15,12,0.979,,,,,19.2693,0.0116,18.3057,0.0159,16.9383,0.0069,16.4138,0.0100
502042097,64.233086,-55.797187,28,0,67,6,15,14,9,13,10,0.999,16.4405,0.0323,15.9905,0.0104,13.9586,0.0044,13.3962,0.0055,13.0232,0.0045,12.8623,0.0069
502042099,64.222461,-55.786865,24,0,59,3,7,12,11,15,11,0.983,18.0425,0.0348,17.6946,0.0312,16.7713,0.0063,16.5181,0.0059,16.3797,0.0068,16.3665,0.0110
502042106,64.224179,-55.772018,16,27,10,0,0,0,0,4,6,0.930,,,,,19.2510,,18.0262,,17.5683,0.0159,17.3879,0.0161
502042105,64.218506,-55.772063,28,2,59,5,15,10,6,13,10,0.998,15.1984,0.0159,14.8508,0.0088,13.9568,0.0051,13.7329,0.0079,13.6365,0.0048,13.6371,0.0067
502042122,64.219840,-55.765976,9,0,31,0,0,7,6,11,7,0.976,,,,,18.3969,0.0084,18.0013,0.0096,17.7906,0.0094,17.7394,0.0206
502042116,64.173401,-55.777025,3,0,16,0,0,2,1,7,6,0.953,,,,,18.9160,0.0159,18.1968,0.0294,17.7774,0.0102,17.6137,0.0283
502042119,64.154907,-55.778353,30,0,38,0,0,8,9,12,9,0.986,,,,,17.7481,0.0070,16.8091,0.0070,15.7379,0.0051,15.3209,0.0082
502042129,64.189825,-55.739291,9,0,34,3,5,6,4,8,8,0.982,18.5103,0.0571,18.2102,0.0240,17.5598,0.0078,17.3282,0.0211,17.2142,0.0105,17.1800,0.0169
502042212,64.293697,-55.731790,0,0,24,0,0,7,6,8,3,0.872,,,,,19.9394,0.0198,19.1343,0.0174,18.5882,0.0209,18.4717,0.0342
502042223,64.272927,-55.717684,3,16,20,0,0,8,6,6,0,0.921,,,,,19.4903,0.0117,19.0373,0.0345,18.7745,0.0178,18.5389,
502042228,64.232325,-55.711274,2,3,21,0,0,9,6,5,1,0.969,,,,,18.8063,0.0144,18.4767,0.0109,18.3287,0.0173,18.2251,0.0480
502042229,64.235337,-55.710232,10,3,33,0,0,10,9,10,4,0.979,,,,,18.0174,0.0065,17.6970,0.0082,17.5708,0.0139,17.5209,0.0206
502043632,63.922322,-55.923686,4,0,15,0,0,7,5,3,0,0.756,,,,,19.6846,0.0141,19.4262,0.0186,19.0408,0.0308,,
502043655,63.869724,-55.907061,12,0,49,1,4,11,10,14,9,0.983,18.6302,0.1412,18.5186,0.0242,17.4571,0.0060,17.1460,0.0075,16.9757,0.0070,16.9358,0.0151
502043628,63.824739,-55.931010,8,0,37,0,0,9,6,12,10,0.983,,,,,19.3300,0.0151,18.3370,0.0090,16.6880,0.0062,16.0309,0.0087
502043631,63.826975,-55.915886,4,0,36,0,0,7,6,12,11,0.976,,,,,19.7207,0.0131,18.7532,0.0179,17.2928,0.0100,16.6892,0.0100
502043661,63.823794,-55.906827,37,0,37,0,0,7,9,12,9,0.582,,,,,16.9776,0.0987,16.5139,0.0890,16.1172,0.0734,15.9388,0.0914
502043660,63.848155,-55.893159,9,0,31,0,0,9,6,9,7,0.978,,,,,18.6442,0.0075,17.9968,0.0109,17.5583,0.0162,17.4078,0.0147
502043662,63.822947,-55.890166,8,0,14,0,0,6,5,3,0,0.670,,,,,19.8437,0.0221,19.5309,0.0357,19.4699,0.0651,,
502043665,63.832689,-55.879444,11,0,35,0,0,9,7,10,9,0.979,,,,,18.4452,0.0073,17.8364,0.0089,17.4484,0.0076,17.2666,0.0184
502040572,64.026612,-55.921739,36,0,51,4,10,10,7,11,9,0.991,17.0727,0.0267,16.7830,0.0130,15.1418,0.0054,14.6984,0.0063,14.4520,0.0047,14.3699,0.0073
502040579,63.992903,-55.922469,29,0,55,2,9,12,9,14,9,0.984,17.7927,0.0451,17.5005,0.0186,16.4976,0.0053,16.2151,0.0069,16.0693,0.0049,16.0262,0.0103
502040590,64.008508,-55.907172,7,0,32,0,0,6,6,12,8,0.973,,,,,19.8872,0.0222,18.9000,0.0207,17.7145,0.0084,17.2834,0.0192
502040578,63.969428,-55.924222,17,0,46,2,3,10,9,13,9,0.982,18.5288,0.0372,18.2230,0.0333,17.3795,0.0075,17.1272,0.0071,16.9965,0.0068,16.9555,0.0162
502043633,63.960090,-55.913942,7,0,31,0,0,9,5,11,6,0.955,,,,,19.2150,0.0111,18.4146,0.0173,17.7813,0.0087,17.5620,0.0161
502043635,63.959286,-55.909624,5,0,34,0,0,9,7,12,6,0.980,,,,,18.3986,0.0070,17.9279,0.0114,17.6425,0.0105,17.5519,0.0147
502043639,63.939410,-55.896140,3,0,13,0,0,7,4,2,0,0.859,,,,,19.6025,0.0138,19.4112,0.0294,19.2382,0.0399,,
502043642,63.978517,-55.897201,14,0,44,0,2,11,9,13,9,0.981,,,18.6746,0.0771,17.6305,0.0056,17.3058,0.0075,17.1156,0.0067,17.0569,0.0108
502043644,63.966023,-55.893463,11,0,37,0,0,8,7,12,10,0.977,,,,,18.5193,0.0093,17.8635,0.0092,17.2373,0.0100,16.9506,0.0119
502040585,64.051490,-55.904684,8,0,21,0,0,7,6,6,2,0.916,,,,,18.9630,0.0122,18.7399,0.0130,18.5988,0.0152,18.5603,0.0352
502040593,64.045430,-55.879493,0,1,12,0,0,1,2,4,5,0.963,,,,,17.8474,0.0841,17.2340,0.0403,16.6652,0.0191,16.4122,0.0203
502040594,64.039040,-55.878016,16,0,35,5,12,5,3,5,5,1.000,14.2086,0.0164,13.7564,0.0100,11.9918,0.0089,11.5218,0.0147,11.2182,0.0097,11.0990,0.0121
502040595,64.032425,-55.882107,19,1,31,0,1,8,5,11,6,0.981,,,18.6333,0.1354,17.6094,0.0091,17.2819,0.0122,17.1047,0.0111,17.0422,0.0123
502042070,64.046171,-55.870146,11,0,39,0,0,8,8,13,10,0.657,,,,,17.8084,0.0539,17.2309,0.0631,16.8161,0.0407,16.6346,0.0559
502042071,64.038013,-55.869197,5,0,28,0,0,8,6,10,4,0.954,,,,,18.7003,0.0115,18.2700,0.0127,17.9881,0.0101,17.8785,0.0283
502043652,63.969318,-55.871754,8,0,37,0,0,11,6,12,8,0.991,,,,,16.9824,0.0056,16.0614,0.0085,14.5763,0.0047,13.9920,0.0073
502045309,64.009080,-55.849762,0,0,18,0,0,6,6,5,1,0.713,,,,,19.9595,0.0183,19.3245,0.0162,18.9573,0.0321,18.7937,0.0669
502043636,63.908829,-55.909419,0,0,12,0,0,5,4,3,0,0.567,,,,,19.8772,0.0276,19.6182,0.0244,19.4564,0.0453,,
502043640,63.914778,-55.897480,21,0,54,3,10,11,9,12,9,0.988,17.2041,0.0272,16.8977,0.0134,15.7026,0.0052,15.3812,0.0063,15.2109,0.0049,15.1615,0.0077
502043641,63.909577,-55.898195,8,1,19,0,0,3,3,8,5,0.667,,,,,19.6563,0.0807,18.7960,0.0701,18.2579,0.0382,17.9116,0.0665
502043659,63.891710,-55.881375,25,3,46,0,2,13,8,13,10,0.989,,,18.5794,0.0431,16.2504,0.0066,15.5620,0.0108,15.1055,0.0062,14.9324,0.0074
502043645,63.935323,-55.890674,24,3,65,7,13,11,10,14,10,0.998,15.4691,0.0140,15.1455,0.0098,13.9437,0.0049,13.6339,0.0054,13.4650,0.0044,13.4247,0.0070
502043646,63.937929,-55.888120,25,3,65,7,13,13,9,13,10,0.996,15.9300,0.0144,15.5886,0.0097,14.7193,0.0052,14.5032,0.0065,14.3948,0.0050,14.3963,0.0070
502043647,63.942876,-55.884053,0,0,17,0,0,7,6,4,0,0.574,,,,,19.4149,0.0685,19.0754,0.0608,18.5987,0.1191,,
502043648,63.950380,-55.877209,1,0,21,0,0,7,6,6,2,0.614,,,,,19.4340,0.0633,18.8828,0.0639,18.4789,0.0640,18.0962,0.1718
502043649,63.928076,-55.888852,0,1,17,0,0,7,6,4,0,0.751,,,,,19.3848,0.0254,18.9365,0.0228,18.5409,0.0268,,
502043668,63.905122,-55.861324,20,0,56,2,8,14,9,13,10,0.983,18.0299,0.0444,17.6664,0.0216,15.8681,0.0076,15.2959,0.0134,14.8652,0.0129,14.6956,0.0243
502043669,63.912456,-55.853060,1,0,15,0,0,5,5,5,0,0.624,,,,,19.9660,0.0398,19.4052,0.0388,19.0842,0.0408,,
502043657,63.870328,-55.888871,7,0,23,0,0,6,6,8,3,0.955,,,,,19.8543,0.0224,18.9371,0.0184,18.0757,0.0217,17.6564,0.0222
502043663,63.864389,-55.881637,38,3,57,2,9,13,10,13,10,0.986,17.5926,0.0440,17.2869,0.0155,15.6158,0.0115,15.1700,0.0186,14.9142,0.0164,14.8543,0.0190
502043664,63.862642,-55.878755,24,3,59,2,9,14,10,14,10,0.985,17.6827,0.0723,17.4604,0.0191,16.2869,0.0046,15.9584,0.0063,15.7746,0.0052,15.7352,0.0081
502043671,63.854354,-55.861352,0,0,25,0,0,8,6,8,3,0.969,,,,,18.4837,0.0088,18.2823,0.0128,18.1529,0.0112,18.0736,0.0280
502043672,63.890214,-55.858253,13,0,36,0,0,9,6,12,9,0.975,,,,,19.1336,0.0106,18.2473,0.0125,17.4557,0.0093,17.1732,0.0156
502043673,63.880750,-55.848632,17,0,38,0,0,8,7,13,10,0.981,,,,,18.3961,0.0081,17.7532,0.0084,17.3027,0.0078,17.1473,0.0119
502043675,63.873748,-55.842687,8,0,33,0,0,9,6,11,7,0.963,,,,,18.6991,0.0116,18.0817,0.0119,17.7194,0.0125,17.6338,0.0194
502045312,63.959004,-55.851658,6,0,30,0,0,9,6,10,5,0.935,,,,,19.2500,0.0122,18.6339,0.0186,18.2303,0.0141,18.0145,0.0229
502045328,63.952978,-55.833278,20,0,41,0,0,14,9,10,8,0.987,,,,,16.7105,0.0051,15.8080,0.0059,15.0038,0.0055,14.7043,0.0081
502045330,63.959379,-55.821328,5,1,22,0,0,8,3,6,5,0.967,,,,,18.5181,0.0102,17.9393,0.0134,17.5565,0.0174,17.4389,0.0472
502045332,63.950445,-55.818629,19,0,32,7,11,5,4,3,2,0.998,15.0773,0.0180,14.8434,0.0121,11.6534,0.0097,10.7557,0.0114,9.8254,0.0124,9.4322,0.0192
502045333,63.902563,-55.839370,4,0,30,0,0,7,6,11,6,0.938,,,,,19.7902,0.0131,18.9138,0.0252,17.9682,0.0105,17.6149,0.0156
502045334,63.892017,-55.837657,4,0,20,0,0,6,6,6,2,0.678,,,,,19.8204,0.0351,19.2083,0.0301,18.7756,0.0298,18.5509,0.0919
502045335,63.884317,-55.832904,15,0,42,0,0,9,8,14,11,0.981,,,,,18.3413,0.0076,17.5742,0.0074,17.0460,0.0065,16.8158,0.0110
502045337,63.912175,-55.802929,22,0,49,3,9,10,7,12,8,0.988,17.4168,0.0492,17.0911,0.0177,15.9340,0.0052,15.6305,0.0066,15.4791,0.0047,15.4506,0.0086
502043629,63.786654,-55.922022,31,0,56,0,4,16,10,15,11,0.988,,,18.4959,0.0452,15.9765,0.0043,15.0369,0.0059,14.0280,0.0042,13.6472,0.0065
502043687,63.761155,-55.911865,10,0,43,0,0,9,9,14,11,0.982,,,,,18.1527,0.0060,17.4297,0.0070,16.9531,0.0060,16.7568,0.0136
502043689,63.710500,-55.918132,9,3,65,6,12,13,11,13,10,0.988,16.6516,0.0196,16.3668,0.0123,15.0842,0.0045,14.7462,0.0051,14.5731,0.0048,14.5326,0.0071
502043690,63.705192,-55.920793,19,3,64,6,14,14,10,10,10,0.994,16.4326,0.0193,16.1424,0.0104,14.4801,0.0044,14.0336,0.0053,13.7702,0.0055,13.6792,0.0071
502043706,63.692388,-55.910251,37,0,69,6,14,14,10,14,11,0.994,15.6514,0.0204,15.3044,0.0137,14.3507,0.0108,14.0973,0.0138,13.9627,0.0136,13.9566,0.0192
502043707,63.697925,-55.905727,0,0,20,0,0,8,7,5,0,0.957,,,,,19.2192,0.0128,19.0210,0.0139,19.0290,0.0151,,
502043692,63.748259,-55.901794,3,0,20,0,0,8,7,5,0,0.944,,,,,19.4225,0.0142,19.2707,0.0183,19.1388,0.0260,,
502043694,63.733231,-55.899499,17,0,33,0,0,10,7,9,7,0.683,,,,,18.5932,0.0273,17.9459,0.0339,17.4350,0.0291,17.1837,0.0495
502043695,63.737589,-55.890200,17,0,46,0,0,12,12,13,9,0.983,,,,,17.3389,0.0051,16.4568,0.0056,15.6484,0.0049,15.3486,0.0087
502043716,63.784190,-55.898255,21,0,57,2,6,13,10,15,11,0.984,18.3690,0.0443,17.9145,0.0408,17.2307,0.0063,16.9535,0.0064,16.7813,0.0057,16.7152,0.0100
502043724,63.791594,-55.866418,15,0,53,0,3,13,11,15,11,0.983,,,18.5893,0.0371,17.3238,0.0050,16.9755,0.0073,16.7888,0.0062,16.7503,0.0101
502043728,63.812702,-55.863065,10,3,53,0,3,15,10,14,11,0.983,,,18.5671,0.0328,16.9699,0.0055,16.5181,0.0067,16.2337,0.0051,16.1278,0.0076
502043734,63.722643,-55.880268,0,0,19,0,0,8,6,4,1,0.632,,,,,19.4836,0.0644,19.0931,0.0797,18.8193,0.0991,18.6028,0.1891
502043736,63.712650,-55.870895,22,0,48,0,0,12,12,14,10,0.985,,,,,17.6084,0.0054,16.7340,0.0060,16.0116,0.0049,15.7341,0.0079
502043739,63.734007,-55.856733,33,0,62,6,13,13,9,12,9,0.998,16.0480,0.0334,15.7185,0.0104,13.9393,0.0085,13.4173,0.0110,13.0716,0.0104,12.9273,0.0098
502043723,63.774665,-55.867479,29,0,64,2,9,15,12,15,11,0.989,17.6380,0.0375,17.3377,0.0190,15.5657,0.0041,15.0903,0.0049,14.8179,0.0043,14.7184,0.0068
502043738,63.755535,-55.858964,18,0,48,0,0,11,11,15,11,0.983,,,,,17.8598,0.0070,17.1431,0.0079,16.6655,0.0059,16.4821,0.0097
502043743,63.747868,-55.838434,3,0,17,0,0,8,6,3,0,0.944,,,,,19.5848,0.0192,19.3692,0.0306,19.2415,0.0430,,
502043700,63.668400,-55.916096,0,0,20,0,0,5,2,6,7,0.943,,,,,19.8330,0.0176,18.8902,0.0424,18.0105,0.0161,17.6993,0.0269
502043712,63.656145,-55.896968,10,0,34,2,4,6,4,9,9,0.982,18.6360,0.0338,18.3708,0.0394,17.6235,0.0067,17.3745,0.0255,17.2226,0.0071,17.1807,0.0109
502043714,63.640326,-55.890795,3,0,19,0,0,9,5,4,1,0.936,,,,,19.3359,0.0136,19.0423,0.0421,18.9226,0.0285,18.8368,0.0371
502043711,63.688161,-55.886639,3,0,22,0,0,4,6,8,4,0.647,,,,,19.9871,0.0575,19.0965,0.0523,18.5713,0.0351,18.2661,0.0580
502043735,63.700380,-55.873289,27,0,58,2,9,12,10,14,11,0.994,17.7314,0.0457,17.4468,0.0150,15.1621,0.0051,14.5059,0.0055,14.0975,0.0044,13.9442,0.0066
502043929,63.657373,-55.850471,0,0,12,0,0,5,1,5,1,0.953,,,,,19.2899,0.0118,19.0556,0.0338,18.9181,0.0210,18.8975,0.0582
502043934,63.629328,-55.849772,23,0,64,7,13,11,9,14,10,0.992,16.4414,0.0236,16.0728,0.0117,14.9303,0.0052,14.6455,0.0062,14.5082,0.0045,14.4856,0.0072
502043940,63.621073,-55.836254,12,0,39,0,0,8,7,14,10,0.981,,,,,18.6207,0.0079,17.7082,0.0077,16.8117,0.0058,16.4889,0.0121
502043942,63.626589,-55.829306,8,3,24,0,0,8,6,7,3,0.956,,,,,18.6072,0.0313,18.1631,0.0929,18.4470,0.0555,18.2684,0.1009
502043750,63.705956,-55.838303,2,0,21,0,0,7,7,5,2,0.931,,,,,19.5369,0.0187,19.2070,0.0232,18.8778,0.0172,18.7568,0.0388
502043932,63.677757,-55.837749,0,0,16,0,0,5,3,5,3,0.929,,,,,19.5354,0.0135,19.0489,0.0197,18.7669,0.0305,18.5823,0.0328
502043748,63.727228,-55.838697,21,0,60,1,7,16,12,14,10,0.983,17.8331,0.0551,17.5452,0.0226,16.7182,0.0047,16.4805,0.0054,16.3831,0.0059,16.3518,0.0116
502043751,63.712749,-55.831779,20,0,63,4,11,15,10,13,10,0.986,17.1330,0.0397,16.7519,0.0142,15.9489,0.0043,15.7329,0.0057,15.6399,0.0058,15.6259,0.0087
502043948,63.665123,-55.800426,24,0,43,2,4,11,7,9,10,0.984,17.9005,0.0385,17.5509,0.0219,16.0454,0.0073,15.6390,0.0078,15.4117,0.0077,15.3561,0.0082
502043949,63.672297,-55.794726,10,0,28,0,0,4,5,9,10,0.983,,,,,17.8748,0.0085,17.1755,0.0144,16.6802,0.0076,16.4721,0.0109
502043720,63.817142,-55.864442,17,3,48,0,1,12,11,13,11,0.983,,,18.6250,0.1207,16.9657,0.0067,16.4444,0.0058,16.1205,0.0053,15.9958,0.0076
502043727,63.821956,-55.857997,0,0,19,0,0,8,5,5,1,0.869,,,,,19.3820,0.0100,19.1525,0.0239,18.9893,0.0196,18.8389,0.0670
502043731,63.813453,-55.851317,23,0,54,6,13,9,7,8,11,1.000,14.7049,0.0143,14.3984,0.0094,12.8243,0.0061,12.4127,0.0073,12.1850,0.0064,12.1140,0.0065
502043729,63.845757,-55.842951,15,0,47,0,4,11,9,13,10,0.982,,,18.4695,0.0348,17.4840,0.0055,17.2054,0.0065,17.0603,0.0095,17.0109,0.0120
502043752,63.758756,-55.808076,2,0,17,0,0,8,6,3,0,0.916,,,,,19.6921,0.0189,19.5189,0.0298,19.3620,0.0293,,
502045411,63.793310,-55.805553,23,3,39,0,4,9,8,12,6,0.982,,,18.4550,0.0251,17.8457,0.0071,17.6799,0.0084,17.6280,0.0102,17.6194,0.0165
502045412,63.789088,-55.805595,14,3,35,0,0,10,7,10,8,0.711,,,,,18.5554,0.0452,17.8974,0.0550,17.4426,0.0422,17.1984,0.0432
