ObjectId,RAICRS,DEICRS,Niflags,flags,Ngood,Ngoodu,Ngoodv,Ngoodg,Ngoodr,Ngoodi,Ngoodz,ClassStar,uPSF,e_uPSF,vPSF,e_vPSF,gPSF,e_gPSF,rPSF,e_rPSF,iPSF,e_iPSF,zPSF,e_zPSF
10835372,41.643208,-31.004564,1,0,34,0,0,8,9,9,8,0.690,,,,,18.2872,0.0326,17.8468,0.0353,17.3985,0.0377,17.2525,0.0403
10835382,41.659969,-30.974823,0,0,48,0,0,15,20,7,6,0.536,,,,,19.1726,0.0501,18.5618,0.0494,18.0559,0.1082,17.9365,0.1134
10835877,41.692028,-30.967372,3,0,39,0,0,9,16,8,6,0.621,,,,,19.9597,0.0290,19.1862,0.0272,18.6276,0.0527,18.3408,0.0565
10835874,41.726362,-30.964577,3,0,41,0,0,12,16,8,5,0.867,,,,,18.9564,0.0139,18.7848,0.0154,18.5466,0.0347,18.5383,0.0401
10835878,41.718494,-30.946257,8,0,51,0,0,14,20,9,8,0.703,,,,,18.9388,0.0188,18.3212,0.0194,17.6791,0.0355,17.4489,0.0263
10835384,41.682567,-30.964579,1,0,38,0,0,11,16,7,4,0.938,,,,,19.8528,0.0183,19.2850,0.0104,18.9230,0.0315,18.7588,0.0426
10835367,41.609427,-30.981462,6,0,23,0,0,6,11,6,0,0.942,,,,,19.6475,0.0164,19.3239,0.0099,19.0553,0.0204,,
10835379,41.627215,-30.970709,3,0,48,0,0,14,22,8,4,0.945,,,,,19.2941,0.0089,19.0011,0.0081,18.8189,0.0159,18.7406,0.0301
10835389,41.620436,-30.961418,13,0,70,0,0,17,28,13,12,0.983,,,,,17.6185,0.0050,16.8783,0.0032,16.3368,0.0057,16.1157,0.0072
10835381,41.656888,-30.953661,3,0,68,0,0,18,27,11,12,0.981,,,,,19.2425,0.0104,18.3779,0.0053,17.2116,0.0070,16.7828,0.0096
10835400,41.646186,-30.946030,8,0,66,0,0,19,30,9,8,0.980,,,,,19.7056,0.0099,18.8449,0.0072,17.8295,0.0166,17.4591,0.0172
10835391,41.620420,-30.944960,21,3,84,5,6,19,33,11,10,0.986,17.3658,0.0248,17.0240,0.0238,15.7303,0.0058,15.3411,0.0040,15.1143,0.0079,15.0291,0.0087
10835392,41.621375,-30.943202,21,3,90,5,6,23,35,11,10,0.994,17.0516,0.0200,16.7582,0.0141,15.1437,0.0077,14.7211,0.0042,14.4667,0.0059,14.3669,0.0067
10835393,41.624572,-30.940092,8,1,53,0,0,17,27,6,3,0.642,,,,,18.7056,0.0702,18.3610,0.0654,18.0782,0.1301,17.9590,0.2304
10835402,41.668009,-30.918433,3,2,52,0,0,16,21,8,7,0.586,,,,,19.3175,0.0397,18.6060,0.0424,18.0474,0.0747,17.8292,0.0785
10835408,41.662639,-30.917403,9,0,84,0,2,23,34,13,12,0.983,,,19.3516,0.0824,17.3553,0.0036,16.7656,0.0029,16.3897,0.0057,16.2545,0.0077
10835413,41.659806,-30.903191,4,0,48,0,0,19,26,3,0,0.616,,,,,19.5606,0.0186,19.2962,0.0191,19.0093,0.0945,,
10835477,41.642169,-30.887085,32,0,79,0,3,24,35,9,8,0.983,,,19.2880,0.0443,18.2170,0.0043,17.8853,0.0037,17.6589,0.0114,17.5814,0.0152
10835478,41.645671,-30.880883,16,3,92,0,3,24,38,14,13,0.987,,,19.1676,0.0361,16.6871,0.0036,15.7835,0.0029,14.9183,0.0050,14.5822,0.0060
10835481,41.672301,-30.885048,18,0,95,8,11,20,25,16,15,1.000,15.1722,0.0117,14.7993,0.0094,13.8662,0.0034,13.5998,0.0031,13.4527,0.0044,13.4286,0.0053
10835482,41.663630,-30.877678,29,0,102,8,11,24,29,15,15,1.000,14.9514,0.0112,14.6253,0.0095,13.4328,0.0030,13.1243,0.0028,12.9646,0.0046,12.9344,0.0052
10834904,41.304443,-31.196052,16,0,70,5,8,15,23,10,9,0.997,16.1663,0.0148,15.8090,0.0122,14.3757,0.0037,13.9670,0.0031,13.7072,0.0054,13.6174,0.0068
10834908,41.303706,-31.179711,5,0,39,0,1,12,18,5,3,0.982,,,19.6200,0.1123,18.8333,0.0066,18.5182,0.0056,18.3218,0.0193,18.2153,0.0266
10834939,41.323675,-31.162309,5,0,46,0,0,10,17,10,9,0.983,,,,,17.7360,0.0059,16.8650,0.0043,16.1657,0.0066,15.9046,0.0083
10834940,41.334795,-31.163797,0,0,18,0,0,3,4,6,5,0.521,,,,,19.7708,0.0869,18.7303,0.1030,18.1987,0.0702,17.9520,0.0734
10835142,41.302125,-31.139601,12,0,42,0,0,13,20,5,4,0.982,,,,,18.6468,0.0071,17.9880,0.0041,17.5495,0.0135,17.3744,0.0164
10834942,41.340192,-31.141700,0,3,17,0,1,2,5,5,4,0.968,,,19.8067,0.1127,18.6134,0.0676,18.2831,0.0321,17.9843,0.0287,17.9177,0.0328
10834951,41.375934,-31.146664,26,0,63,3,5,15,23,9,8,0.987,17.0411,0.0253,16.7622,0.0171,15.4234,0.0041,15.0600,0.0031,14.8648,0.0058,14.8099,0.0076
10834952,41.381761,-31.130366,0,0,39,0,0,11,19,5,4,0.982,,,,,19.2185,0.0124,18.4080,0.0056,17.7592,0.0102,17.4880,0.0138
10834953,41.388490,-31.132324,11,0,38,0,0,11,18,5,4,0.609,,,,,18.7079,0.0582,18.2948,0.0481,17.6808,0.0652,17.2804,0.0554
10835172,41.331358,-31.134531,0,0,13,0,0,2,4,4,3,0.601,,,,,19.6037,0.1764,18.8759,0.1508,18.5672,0.1355,18.5961,0.1134
10835173,41.337816,-31.128275,0,0,13,0,0,1,3,5,4,0.980,,,,,19.1710,0.0188,18.6375,0.0163,18.2944,0.0157,18.1610,0.0240
10835175,41.326369,-31.122734,13,0,43,3,4,9,10,9,8,0.995,18.0332,0.0650,17.7035,0.0224,15.3089,0.0049,14.6019,0.0053,14.1541,0.0056,13.9830,0.0074
10835177,41.331469,-31.123674,0,0,22,0,0,3,6,7,6,0.982,,,,,18.3056,0.0120,17.6559,0.0098,17.2181,0.0079,17.0461,0.0124
10835179,41.331816,-31.112103,6,0,34,5,5,4,7,7,6,0.997,15.3694,0.0136,15.0502,0.0138,14.1224,0.0076,13.8644,0.0064,13.7179,0.0062,13.6929,0.0082
10835180,41.347353,-31.120987,3,0,23,0,0,4,8,6,5,0.790,,,,,19.4479,0.0533,18.8201,0.0381,18.3634,0.0559,18.0721,0.0505
10835181,41.355646,-31.121433,10,0,43,0,0,10,17,8,8,0.983,,,,,18.7197,0.0076,17.8450,0.0044,17.0656,0.0075,16.7694,0.0126
10835143,41.287699,-31.130982,22,0,54,3,5,13,20,7,6,0.998,15.3781,0.0173,15.0315,0.0138,13.9870,0.0038,13.7219,0.0032,13.5963,0.0062,13.5810,0.0080
10835144,41.302149,-31.128828,13,0,45,0,2,13,19,6,5,0.985,,,19.1099,0.0687,16.5815,0.0040,15.7465,0.0034,15.1237,0.0070,14.8779,0.0095
10835146,41.290296,-31.112485,0,0,38,0,0,11,18,5,4,0.984,,,,,19.1088,0.0087,18.8389,0.0071,18.7008,0.0182,18.6458,0.0303
10835136,41.232318,-31.128333,3,0,33,0,0,10,17,3,3,0.981,,,,,19.2374,0.0129,18.4335,0.0069,17.6739,0.0206,17.3663,0.0164
10835137,41.231273,-31.121992,6,0,35,0,0,10,17,4,4,0.981,,,,,19.1258,0.0102,18.2749,0.0051,17.6046,0.0147,17.3461,0.0126
10835159,41.256132,-31.099349,17,0,39,0,0,10,17,6,6,0.478,,,,,17.8112,0.1020,17.1706,0.0843,16.6584,0.1607,16.5388,0.1152
10835160,41.261432,-31.093399,0,0,40,0,0,11,18,6,5,0.974,,,,,19.8903,0.0256,19.0870,0.0078,18.4576,0.0180,18.1655,0.0253
10835147,41.296292,-31.100986,11,0,50,2,4,12,19,7,6,0.984,17.8571,0.0477,17.5483,0.0192,16.6406,0.0040,16.3886,0.0035,16.2601,0.0071,16.2230,0.0090
10835188,41.324137,-31.097922,0,0,34,0,1,8,10,8,7,0.988,,,19.4860,0.2428,17.0708,0.0057,16.1984,0.0058,15.3881,0.0059,15.0693,0.0079
10835165,41.306946,-31.064675,3,0,37,0,1,11,17,4,4,0.982,,,19.3300,0.0992,18.5103,0.0060,18.2213,0.0057,18.0061,0.0125,17.9994,0.0169
10835168,41.297396,-31.053204,9,0,35,0,0,11,16,4,4,0.711,,,,,19.4973,0.0264,18.8591,0.0345,18.3865,0.0701,18.0969,0.0676
10835169,41.310567,-31.044116,3,0,31,0,0,10,14,4,3,0.979,,,,,19.1984,0.0090,18.8131,0.0073,18.5274,0.0222,18.5222,0.0498
10834958,41.407155,-31.115759,2,0,40,0,0,11,18,6,5,0.989,,,,,19.5606,0.0109,18.6711,0.0057,17.6148,0.0125,17.2004,0.0124
10835192,41.378803,-31.107960,22,0,57,5,6,11,20,8,7,0.997,15.8675,0.0169,15.5489,0.0131,14.1121,0.0044,13.7087,0.0032,13.4707,0.0057,13.3879,0.0077
10835193,41.406534,-31.092341,25,3,55,5,6,12,19,7,6,0.996,15.2922,0.0136,14.9540,0.0127,13.8194,0.0040,13.5175,0.0032,13.3803,0.0059,13.3585,0.0079
10835194,41.428420,-31.091000,21,0,56,5,5,12,19,8,7,0.999,14.8851,0.0133,14.5569,0.0141,13.5500,0.0040,13.2804,0.0032,13.1616,0.0057,13.1465,0.0075
10835195,41.408849,-31.087089,0,2,22,5,6,2,2,2,5,0.999,13.4932,0.0132,13.1495,0.0124,12.1756,0.0139,11.9282,0.0136,11.8176,0.0139,11.8021,0.0089
2019349786,41.398092,-31.082934,0,16,0,0,0,0,0,0,0,0.983,12.1707,,12.8843,,11.0313,,11.7792,,10.5409,,12.0161,
10835196,41.399857,-31.082922,0,0,18,5,6,2,2,2,1,1.000,12.2787,0.0131,11.9026,0.0123,10.8051,0.0139,10.5146,0.0136,10.3685,0.0140,10.3392,0.0264
10835197,41.397056,-31.076748,8,1,37,0,0,9,16,6,6,0.980,,,,,19.6260,0.0190,18.6486,0.0061,17.6178,0.0093,17.1976,0.0163
10835198,41.400489,-31.073226,12,0,55,2,4,14,20,8,7,0.983,18.0415,0.0433,17.8451,0.0174,16.8764,0.0044,16.6039,0.0036,16.4550,0.0075,16.4340,0.0112
10835211,41.415916,-31.031874,4,0,24,0,0,8,11,4,1,0.576,,,,,18.4593,0.1241,18.0996,0.1265,18.1779,0.2090,18.0638,0.3598
10835325,41.447608,-31.007265,1,1,13,0,0,4,6,3,0,0.650,,,,,19.4328,0.0787,19.0882,0.0767,19.0353,0.0795,,
10835334,41.444866,-31.004424,0,0,28,0,0,5,7,8,8,0.617,,,,,18.1299,0.0801,17.4406,0.0726,17.0167,0.0646,16.6988,0.0593
10835202,41.325234,-31.038059,0,0,20,0,0,4,6,5,5,0.976,,,,,19.9010,0.0408,19.0852,0.0216,18.3238,0.0260,18.0009,0.0171
10835204,41.339675,-31.034298,0,0,12,0,1,1,3,4,3,0.980,,,19.6898,0.1927,18.8245,0.0273,18.5878,0.0207,18.4135,0.0135,18.3993,0.0437
10835213,41.404637,-31.019281,0,0,23,0,0,4,8,5,6,0.981,,,,,19.9955,0.0250,19.0519,0.0107,17.5668,0.0117,16.9879,0.0124
10835214,41.406968,-31.011826,6,0,31,6,9,5,4,4,3,0.997,14.5952,0.0124,14.1628,0.0115,12.2460,0.0097,11.7433,0.0108,11.4452,0.0112,11.3271,0.0152
10835215,41.426209,-31.000425,3,0,52,6,9,8,10,10,9,0.999,15.7715,0.0134,15.4229,0.0129,13.6576,0.0059,13.1878,0.0052,12.9330,0.0056,12.8463,0.0070
10835217,41.434871,-30.991814,3,0,35,0,1,6,9,10,9,0.983,,,19.1139,0.0815,16.9023,0.0100,16.2334,0.0065,15.8268,0.0067,15.6526,0.0093
10835208,41.369074,-31.010641,3,0,16,0,0,3,5,4,4,0.598,,,,,19.4068,0.0645,18.6069,0.0527,18.0886,0.0695,17.7531,0.0672
10835274,41.389850,-30.970508,0,0,27,0,0,4,10,7,6,0.954,,,,,19.8220,0.0222,18.9816,0.0115,18.2179,0.0123,17.9191,0.0163
10835151,41.229106,-31.103038,7,2,40,0,0,10,18,6,6,0.984,,,,,17.9631,0.0055,17.0732,0.0038,16.0463,0.0078,15.6334,0.0091
2019349711,41.222319,-31.093567,0,16,0,0,0,0,0,0,0,0.976,,,,,15.7551,,15.0417,,14.7429,,,
10835153,41.222774,-31.093564,14,0,44,2,3,10,17,6,6,0.992,18.2921,0.0635,17.9733,0.0208,15.7658,0.0044,15.1385,0.0035,14.7466,0.0071,14.5832,0.0090
10835162,41.249667,-31.093157,14,0,57,3,5,13,21,8,7,0.985,17.8592,0.0267,17.6005,0.0180,16.0801,0.0039,15.6718,0.0032,15.4181,0.0061,15.3210,0.0080
10835156,41.208558,-31.070559,7,0,33,0,1,8,16,5,3,0.980,,,19.7647,0.1382,19.1112,0.0101,18.9548,0.0083,18.7742,0.0258,18.8495,0.0998
10835231,41.283839,-31.026849,1,0,25,0,0,8,10,4,3,0.607,,,,,19.2622,0.0497,18.7081,0.0605,18.2950,0.1036,18.2144,0.0881
10835221,41.238844,-31.038062,0,0,30,0,0,7,13,5,5,0.783,,,,,19.9992,0.0371,19.1267,0.0254,18.6284,0.0401,18.2425,0.0581
10835226,41.241777,-31.019091,2,16,17,0,0,7,7,3,0,0.962,,,,,19.7675,0.0171,19.4029,0.0255,19.3504,0.0236,18.9139,
10835230,41.267553,-31.035954,4,0,42,1,3,10,15,7,6,0.983,18.9649,0.0525,18.5449,0.0360,17.7239,0.0049,17.4625,0.0045,17.3074,0.0079,17.2846,0.0169
10835219,41.196138,-31.050931,1,0,37,0,0,11,17,5,4,0.701,,,,,19.7239,0.0285,19.1285,0.0351,18.6711,0.0732,18.5543,0.0909
10835222,41.200038,-31.027235,7,0,52,5,8,11,10,9,9,0.996,15.0542,0.0130,14.7011,0.0116,13.6683,0.0045,13.4174,0.0050,13.3034,0.0060,13.3017,0.0071
10803453,41.171689,-31.005287,0,0,14,0,0,2,5,4,3,0.699,,,,,19.9185,0.0793,19.1469,0.0646,18.6498,0.0730,18.5117,0.0460
10835220,41.220223,-31.037239,3,0,58,3,4,14,17,10,10,0.989,17.6363,0.0265,17.3703,0.0158,15.8584,0.0040,15.4195,0.0040,15.1421,0.0059,15.0461,0.0075
10835227,41.241632,-31.008822,0,0,16,0,0,3,4,4,5,0.973,,,,,19.6056,0.0184,18.7882,0.0221,18.0307,0.0134,17.8149,0.0285
10835228,41.229272,-31.003329,0,0,16,0,0,2,4,5,5,0.975,,,,,19.4457,0.0498,18.6321,0.0193,17.7468,0.0155,17.3848,0.0146
10835229,41.244929,-30.996247,2,0,23,3,2,3,6,5,4,0.978,18.3033,0.0381,18.3880,0.0351,18.1014,0.0765,18.1195,0.0794,18.1650,0.0849,17.9905,0.0665
10835247,41.250567,-30.987871,6,0,32,7,7,5,3,3,7,0.998,14.4485,0.0116,14.1570,0.0121,12.5981,0.0074,12.1774,0.0126,11.9313,0.0118,11.8566,0.0077
10835237,41.191070,-31.004362,3,0,22,0,0,3,5,7,7,0.981,,,,,18.8691,0.0165,18.0374,0.0077,17.3481,0.0085,17.0712,0.0143
10835238,41.202205,-30.992583,0,0,15,0,0,3,5,5,2,0.602,,,,,19.5983,0.0708,19.0466,0.0767,18.8282,0.0857,18.8278,0.0934
10835239,41.193712,-30.990567,0,0,19,0,0,2,5,6,6,0.755,,,,,19.9832,0.0347,19.1013,0.0273,17.9696,0.0379,17.5996,0.0397
10835232,41.310264,-31.023846,6,3,36,0,0,9,12,7,8,0.983,,,,,17.7599,0.0209,16.9050,0.0201,16.0114,0.0172,15.6570,0.0183
10835233,41.309903,-31.022748,0,3,6,0,0,1,1,2,2,0.978,,,,,19.6979,0.0548,18.8503,0.0516,17.4133,0.0398,16.8390,0.0445
10835254,41.316778,-31.022921,0,0,19,0,0,6,6,4,3,0.978,,,,,19.0852,0.0178,18.5267,0.0154,18.1580,0.0172,18.0348,0.0211
10835260,41.332147,-30.992361,0,0,29,0,0,4,7,10,8,0.983,,,,,17.8702,0.0102,16.9396,0.0100,15.7065,0.0063,15.2176,0.0077
10835234,41.302031,-30.992784,0,0,13,0,0,3,4,4,2,0.954,,,,,19.1869,0.0171,18.9899,0.0121,18.9473,0.0363,18.8592,0.0482
10835236,41.293413,-30.976849,0,0,20,0,0,3,8,5,4,0.938,,,,,19.5041,0.0141,19.0919,0.0121,18.8116,0.0185,18.7214,0.0294
10835250,41.305047,-30.963009,3,0,55,5,6,10,15,10,9,0.989,17.3612,0.0395,16.9609,0.0225,16.0927,0.0054,15.8544,0.0041,15.7315,0.0059,15.7321,0.0076
10835267,41.344855,-30.973544,0,0,15,0,0,2,4,6,3,0.624,,,,,18.7992,0.1394,18.6281,0.0947,18.4019,0.0936,18.4664,0.1292
10835268,41.347824,-30.967963,5,0,30,0,0,4,8,9,9,0.980,,,,,19.5766,0.0447,18.5754,0.0107,17.2074,0.0105,16.7107,0.0093
10835287,41.348873,-30.919525,0,0,30,0,0,6,14,5,5,0.643,,,,,19.7520,0.0689,19.0141,0.0414,18.3574,0.0785,18.1094,0.0578
10835248,41.250696,-30.980025,3,0,25,0,0,3,8,7,7,0.981,,,,,19.7592,0.0277,18.8650,0.0099,17.3272,0.0085,16.7189,0.0096
10835253,41.286471,-30.923471,4,0,48,0,0,11,19,9,9,0.981,,,,,19.5494,0.0131,18.6243,0.0065,17.0006,0.0080,16.3485,0.0089
10836363,41.292425,-30.895736,7,0,55,0,0,13,22,10,10,0.982,,,,,18.1878,0.0058,17.4673,0.0038,17.0095,0.0080,16.8115,0.0096
10836364,41.309196,-30.903245,22,0,70,5,8,16,22,10,9,0.998,15.3597,0.0150,14.6819,0.0116,14.4346,0.0036,14.6341,0.0032,14.9264,0.0056,15.0626,0.0076
10836399,41.315170,-30.884615,0,0,36,0,0,9,14,7,6,0.962,,,,,19.7536,0.0124,18.8953,0.0095,17.9285,0.0134,17.5357,0.0212
10835311,41.487536,-31.023866,0,0,29,0,0,8,9,6,6,0.229,,,,,18.9448,0.0556,18.1416,0.0678,17.6485,0.0771,17.3906,0.0738
10835312,41.500602,-31.017081,2,16,25,0,0,7,8,5,5,0.979,,,19.4198,,18.5419,0.0076,18.2270,0.0074,18.0419,0.0130,17.9992,0.0178
10835329,41.475452,-30.997055,0,2,21,0,0,3,5,7,6,0.927,,,,,19.5557,0.0368,18.9373,0.0371,18.4869,0.0172,18.3379,0.0298
10835336,41.469376,-30.995448,1,0,17,0,0,2,5,5,5,0.464,,,,,19.8390,0.1222,18.7757,0.0910,18.0941,0.1073,17.8084,0.1020
10835338,41.455566,-30.983967,0,3,18,0,0,2,5,6,5,0.582,,,,,19.0317,0.1220,18.5182,0.1078,18.2627,0.0886,18.1437,0.0993
10835343,41.518878,-30.982991,0,0,27,0,0,4,8,9,6,0.976,,,,,18.8603,0.0111,18.5814,0.0098,18.4263,0.0144,18.3813,0.0263
10835351,41.511744,-30.963914,8,0,62,7,9,9,16,11,10,0.998,16.4530,0.0136,16.1017,0.0127,14.2148,0.0059,13.7051,0.0038,13.4173,0.0053,13.3102,0.0063
10835426,41.514459,-30.944370,3,0,45,0,0,10,17,10,8,0.980,,,,,19.5148,0.0193,18.5742,0.0057,17.7429,0.0083,17.4097,0.0127
10835431,41.526150,-30.914846,5,0,48,0,0,13,19,9,7,0.782,,,,,19.5008,0.0167,18.7315,0.0167,18.2606,0.0259,17.9380,0.0346
10835337,41.444573,-30.982598,2,0,32,0,0,6,9,9,8,0.983,,,,,17.6125,0.0080,16.7201,0.0083,15.8758,0.0061,15.5253,0.0076
10835415,41.439162,-30.976347,0,0,17,0,0,3,8,5,1,0.910,,,,,19.4843,0.0179,19.2484,0.0122,19.1137,0.0217,18.7629,0.0692
10835418,41.451939,-30.956387,14,0,54,6,8,9,15,9,7,0.995,15.5744,0.0134,15.1908,0.0110,14.3401,0.0050,14.1022,0.0038,13.9857,0.0059,13.9697,0.0079
10835420,41.460531,-30.952042,14,0,51,4,7,9,15,8,8,0.997,15.5841,0.0158,15.2561,0.0123,13.6529,0.0049,13.2340,0.0038,13.0099,0.0064,12.9398,0.0071
10835424,41.462315,-30.930951,11,0,61,5,6,14,21,8,7,0.988,17.6646,0.0315,17.3349,0.0220,15.9851,0.0039,15.6404,0.0034,15.4710,0.0071,15.4298,0.0090
10835284,41.437197,-30.929362,4,3,63,4,7,15,20,9,8,0.998,14.9628,0.0148,14.6084,0.0130,13.6371,0.0037,13.3660,0.0033,13.2290,0.0059,13.2020,0.0074
10835423,41.441739,-30.931057,16,3,60,4,6,14,19,9,8,0.998,17.1448,0.0303,16.8335,0.0180,14.6124,0.0038,14.0002,0.0033,13.6403,0.0059,13.5006,0.0075
10835425,41.482930,-30.901477,1,0,71,4,6,15,21,13,12,0.983,17.9993,0.0213,17.7932,0.0170,17.0628,0.0040,16.8301,0.0036,16.7233,0.0058,16.7070,0.0087
10835442,41.473659,-30.887619,4,0,45,0,0,12,19,7,7,0.886,,,,,19.7783,0.0166,19.1200,0.0113,18.6056,0.0214,18.3558,0.0186
10835394,41.578618,-30.938365,0,0,31,0,0,10,16,4,1,0.972,,,,,19.6981,0.0115,19.4040,0.0095,19.2638,0.0198,18.9039,0.1953
10835395,41.587502,-30.935205,10,0,55,0,1,14,19,11,10,0.983,,,19.6271,0.1593,17.5734,0.0050,16.8900,0.0041,16.4462,0.0066,16.2460,0.0079
10835469,41.570723,-30.916413,11,0,56,0,0,12,22,12,10,0.983,,,,,18.4927,0.0060,17.6003,0.0042,16.7839,0.0074,16.4608,0.0083
10835471,41.581847,-30.900601,0,0,44,0,0,12,18,7,7,0.690,,,,,19.6108,0.0301,18.9662,0.0237,18.3748,0.0436,18.1770,0.0415
10835432,41.547469,-30.924501,41,0,69,7,11,13,13,13,12,1.000,13.8862,0.0120,13.4879,0.0100,12.6240,0.0045,12.4144,0.0047,12.3305,0.0048,12.3363,0.0057
10835433,41.543560,-30.908307,11,0,88,7,10,19,26,14,12,0.987,17.1649,0.0162,16.8526,0.0134,15.6274,0.0035,15.3054,0.0031,15.1513,0.0048,15.1193,0.0060
10835475,41.604450,-30.880590,16,0,82,7,8,15,23,15,14,0.996,17.3087,0.0216,17.0118,0.0129,15.6034,0.0041,15.2350,0.0033,15.0376,0.0048,14.9833,0.0059
10835480,41.641988,-30.880411,43,3,104,6,8,28,36,14,12,0.999,16.6821,0.0151,16.3267,0.0124,14.4789,0.0028,13.9396,0.0025,13.5274,0.0047,13.3556,0.0060
10835487,41.627883,-30.865883,5,0,75,0,0,23,35,9,8,0.693,,,,,19.5198,0.0162,18.8993,0.0159,18.3167,0.0379,18.0324,0.0373
10835476,41.603356,-30.875382,7,0,47,0,0,10,20,9,8,0.762,,,,,19.0691,0.0272,18.2991,0.0247,17.8029,0.0390,17.4925,0.0397
10835499,41.610144,-30.843185,8,0,52,0,0,14,21,9,8,0.629,,,,,18.8273,0.0316,18.2841,0.0307,17.8425,0.0586,17.6845,0.0530
10835436,41.523871,-30.902654,3,0,50,0,2,13,21,8,6,0.980,,,19.4103,0.0407,18.9316,0.0072,18.7237,0.0066,18.6256,0.0136,18.6653,0.0313
10835453,41.510064,-30.887357,0,0,46,0,1,11,20,8,6,0.981,,,19.4730,0.0615,18.7436,0.0085,18.5004,0.0059,18.3790,0.0147,18.3351,0.0241
10835458,41.533700,-30.849720,0,0,37,0,0,13,20,4,0,0.961,,,,,19.7629,0.0104,19.5634,0.0103,19.4056,0.0491,,
10835464,41.530630,-30.825853,31,0,99,9,13,20,28,15,14,0.998,15.8743,0.0128,15.5369,0.0096,14.3892,0.0033,14.0871,0.0029,13.9442,0.0044,13.9170,0.0053
10835497,41.568506,-30.855219,6,0,34,0,0,11,19,4,0,0.693,,,,,19.8453,0.0363,19.4051,0.0321,19.0377,0.0972,,
10835505,41.573157,-30.831295,32,0,84,7,10,17,25,13,12,0.993,16.4221,0.0159,16.1550,0.0130,14.8358,0.0035,14.4906,0.0030,14.3121,0.0047,14.2666,0.0058
10835504,41.613260,-30.821816,20,0,90,4,7,21,27,16,15,0.989,18.4860,0.0517,18.1236,0.0233,16.4042,0.0036,15.9224,0.0032,15.6245,0.0050,15.5233,0.0059
10835506,41.595049,-30.817213,6,0,60,0,0,12,20,13,15,0.982,,,,,18.9465,0.0076,18.0276,0.0047,17.2031,0.0062,16.8792,0.0090
10836601,41.569947,-30.781258,13,3,57,0,2,7,23,13,12,0.994,,,19.3898,0.0884,16.6676,0.0136,15.8346,0.0055,15.2085,0.0061,14.9610,0.0067
10835282,41.404729,-30.930573,13,0,62,4,5,15,21,9,8,0.984,17.2831,0.0238,16.9668,0.0159,16.0253,0.0039,15.7488,0.0033,15.5811,0.0062,15.5405,0.0084
10835292,41.405183,-30.921974,6,0,43,0,0,11,19,7,6,0.981,,,,,18.4454,0.0061,17.9957,0.0044,17.6990,0.0147,17.5928,0.0262
10835294,41.424941,-30.919307,3,0,37,0,0,11,17,5,4,0.972,,,,,19.0769,0.0082,18.7487,0.0061,18.4996,0.0138,18.4105,0.0311
10835289,41.361403,-30.904693,4,0,52,0,1,13,20,10,8,0.983,,,19.4552,0.0720,17.0605,0.0048,16.3197,0.0037,15.8263,0.0061,15.6403,0.0089
10835290,41.375165,-30.887261,2,0,41,0,0,11,19,6,5,0.980,,,,,19.1027,0.0112,18.5264,0.0061,18.1324,0.0137,18.0110,0.0191
10835298,41.404492,-30.876711,2,0,38,0,0,11,19,5,3,0.944,,,,,19.8785,0.0142,19.3819,0.0093,19.0589,0.0151,18.8568,0.0308
10835444,41.442809,-30.880459,9,0,39,0,0,12,18,5,4,0.681,,,,,19.4893,0.0471,18.8797,0.0393,18.4443,0.0776,18.2424,0.0920
10835441,41.468758,-30.876674,6,0,57,0,0,13,21,12,11,0.988,,,,,18.1550,0.0053,17.2678,0.0038,16.2581,0.0074,15.8739,0.0074
10836416,41.403210,-30.861208,3,0,43,0,0,12,19,6,6,0.658,,,,,19.5629,0.0275,18.8782,0.0224,18.3778,0.0428,18.0922,0.0377
10836422,41.432470,-30.835956,21,0,75,6,9,16,23,11,10,0.997,15.3416,0.0122,14.9998,0.0115,14.0722,0.0036,13.8149,0.0031,13.6852,0.0054,13.6665,0.0066
10836398,41.338455,-30.890214,3,0,24,0,0,3,8,7,6,0.585,,,,,19.5155,0.0665,18.6366,0.0557,18.0932,0.0640,17.7625,0.0678
10836415,41.379659,-30.872317,4,0,39,0,1,12,19,5,2,0.976,,,19.6076,0.0661,19.0808,0.0077,19.0587,0.0153,18.9720,0.0256,18.7099,0.0340
10836402,41.325481,-30.856624,0,0,35,0,3,7,8,10,7,0.981,,,18.8846,0.0333,17.6914,0.0074,17.3934,0.0082,17.2247,0.0094,17.1935,0.0121
10836407,41.362272,-30.850928,4,0,42,0,0,11,19,6,6,0.981,,,,,18.8292,0.0061,18.0155,0.0048,17.4235,0.0107,17.1695,0.0119
10836408,41.370163,-30.845457,5,0,34,0,0,11,18,5,0,0.947,,,,,19.8956,0.0267,19.4435,0.0081,19.1345,0.0246,,
10836418,41.381245,-30.850175,3,0,44,0,0,12,20,6,6,0.979,,,,,19.3620,0.0101,18.6401,0.0067,18.1467,0.0123,17.9630,0.0188
10836426,41.403266,-30.829880,2,0,46,0,0,12,19,8,7,0.929,,,,,19.7382,0.0170,18.7054,0.0163,17.6940,0.0224,17.2889,0.0212
10836427,41.396036,-30.830643,0,0,45,0,0,12,20,6,7,0.494,,,,,18.7487,0.0328,18.1739,0.0294,17.7955,0.0529,17.5902,0.0478
10836436,41.421017,-30.806826,14,0,66,4,6,15,18,12,11,0.996,16.9857,0.0185,16.6435,0.0164,14.5958,0.0039,14.0416,0.0037,13.7324,0.0052,13.6164,0.0063
