"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"168072","AT 2024adpj","12:20:11.124","+63:44:33.27","","","","","ATLAS, ZTF, GOTO","ATLAS, ZTF, GOTO","","ATLAS; GOTO; ZTF","ATLAS24rfo","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.195","cyan-ATLAS","2024-12-07 14:13:38.784","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168071","AT 2024adpi","10:33:47.557","+47:37:55.13","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24rfm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.319","cyan-ATLAS","2024-12-07 13:31:28.992","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168070","AT 2024adph","08:36:23.535","+26:08:01.20","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rfl","ATLAS-MLO - ATLAS-01","","1","1","","19.061","orange-ATLAS","2024-12-07 12:04:20.928","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168069","AT 2024adpg","22:15:36.524","+34:14:37.19","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mif","PS1 - GPC1","","1","1","","18.83","i-P1","2024-12-04 04:54:41.760","YSE_Bot1","","2024TNSTR4794....1J","",""
"168068","AT 2024adpf","13:05:16.390","+21:27:34.68","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rfi","ATLAS-HKO - ATLAS-02","","1","1","","19.291","cyan-ATLAS","2024-12-02 15:22:35.616","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168067","AT 2024adpe","10:50:19.267","-45:25:28.96","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rfh","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.235","cyan-ATLAS","2024-12-04 07:17:55.968","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168066","AT 2024adpd","11:23:08.594","-44:33:35.32","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rez","ATLAS-CHL - ATLAS-04","","1","1","","18.708","cyan-ATLAS","2024-12-04 07:19:52.608","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168065","AT 2024adpc","01:56:56.785","+44:50:24.35","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rex","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.367","orange-ATLAS","2024-12-05 08:07:28.992","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168064","AT 2024adpb","08:46:42.609","-16:36:24.90","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24ret","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","","1","1","","19.619","cyan-ATLAS","2024-12-06 06:33:01.152","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168063","AT 2024adpa","19:26:35.256","+45:58:40.09","","","","","GOTO","GOTO","","GOTO","GOTO24ium","GOTO-N - GOTO-1","","1","1","","19.75","L-GOTO","2024-12-07 19:32:02.688","GOTO_bot","","2024TNSTR4791....1K","",""
"168062","AT 2024adoz","21:55:37.633","-32:02:50.75","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24ref","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.506","cyan-ATLAS","2024-11-23 01:14:53.664","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168061","AT 2024adoy","10:41:02.198","-02:36:06.10","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rec","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2","","1","1","","18.83","cyan-ATLAS","2024-12-07 07:46:33.600","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168060","AT 2024adox","10:06:28.501","+62:29:35.97","","","","","ZTF","ZTF","","ZTF","ZTF24abutlnn","P48 - ZTF-Cam","","1","1","","20.153","g-ZTF","2024-11-30 09:16:06.997","Fritz","","2024TNSTR4795....1S","",""
"168059","AT 2024adow","10:52:52.246","-08:09:28.84","","","","","ZTF","ZTF","","ZTF","ZTF24abwblgv","P48 - ZTF-Cam","","1","1","","19.6389","r-ZTF","2024-12-04 10:40:03.002","Fritz","","2024TNSTR4795....1S","",""
"168058","AT 2024adov","11:15:00.436","-03:59:32.79","","","","","ZTF, BlackGEM","ZTF, BlackGEM","","BlackGEM; ZTF","ZTF24abwlgae","BG2 - BlackGEM-Cam2, BG4 - BlackGEM-Cam4, P48 - ZTF-Cam","","1","1","","19.9823","g-ZTF","2024-12-05 12:36:21.003","Fritz","","2024TNSTR4795....1S","",""
"168057","AT 2024adou","12:54:50.270","+21:04:35.49","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS; ZTF","ZTF24abwlhbq","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.5621","g-ZTF","2024-12-05 12:43:07.999","Fritz","","2024TNSTR4795....1S","",""
"168056","AT 2024adot","11:36:35.502","-16:16:04.93","","","","","ZTF","ZTF","","ZTF","ZTF24abwsmqq","P48 - ZTF-Cam","","1","1","","20.124","g-ZTF","2024-11-30 12:27:25.004","Fritz","","2024TNSTR4795....1S","",""
"168055","AT 2024ados","11:55:55.434","+13:20:48.02","","","","","ZTF","ZTF","","ZTF","ZTF24abwlgob","P48 - ZTF-Cam","","1","1","","20.0149","g-ZTF","2024-11-30 12:24:00.996","Fritz","","2024TNSTR4795....1S","",""
"168054","AT 2024ador","07:08:24.100","+03:36:35.70","","","","","XOSS","XOSS","","XOSS","KATS24X008","Other - Other","","1","1","","18.81","Clear-","2024-12-05 19:46:53.472","Zhang","","2024TNSTR4793....1X","",""
"168053","AT 2024adoq","02:13:04.640","-22:29:25.73","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mib","PS2 - GPC2","","1","1","","19.72","w-P1","2024-12-02 07:50:17.376","PS1_Bot1","","2024TNSTR4792....1C","",""
"168052","AT 2024adop","21:11:44.237","+12:27:36.17","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mia","PS1 - GPC1","","1","1","","20.61","i-P1","2024-12-04 05:15:13.824","YSE_Bot1","","2024TNSTR4794....1J","",""
"168051","AT 2024adoo","07:58:58.731","-19:30:38.53","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhz","PS2 - GPC2","","1","1","","20.44","r-P1","2024-12-05 12:48:24.768","YSE_Bot1","","2024TNSTR4794....1J","",""
"168050","AT 2024adon","03:33:50.395","-28:49:38.60","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhy","PS1 - GPC1","","1","1","","20.18","r-P1","2024-12-03 08:30:09.792","YSE_Bot1","","2024TNSTR4794....1J","",""
"168049","AT 2024adom","02:44:19.578","-24:57:56.74","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhw","PS2 - GPC2","","1","1","","20.25","i-P1","2024-12-05 07:31:22.080","YSE_Bot1","","2024TNSTR4794....1J","",""
"168048","AT 2024adol","22:16:40.597","+05:06:50.26","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mht","PS1 - GPC1","","1","1","","20.31","g-P1","2024-12-04 05:08:34.656","YSE_Bot1","","2024TNSTR4794....1J","",""
"168047","AT 2024adok","02:20:30.420","-25:39:57.12","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhs","PS2 - GPC2","","1","1","","20.37","i-P1","2024-12-05 07:30:07.776","YSE_Bot1","","2024TNSTR4794....1J","",""
"168046","AT 2024adoj","02:37:47.237","-23:27:07.20","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhq","PS2 - GPC2","","1","1","","20.61","i-P1","2024-12-05 07:31:58.368","YSE_Bot1","","2024TNSTR4794....1J","",""
"168045","AT 2024adoi","12:00:44.550","+28:01:51.89","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rda","ATLAS-HKO - ATLAS-02","","1","1","","19.131","cyan-ATLAS","2024-12-01 14:12:01.152","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168044","AT 2024adoh","23:10:32.707","+07:32:43.73","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mhp","PS1 - GPC1","","1","1","","21.34","w-P1","2024-12-03 06:40:00.192","PS1_Bot1","","2024TNSTR4792....1C","",""
"168043","AT 2024adog","07:59:40.008","+39:55:43.96","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhl","PS1 - GPC1","","1","1","","20.06","r-P1","2024-12-02 12:31:19.200","YSE_Bot1","","2024TNSTR4794....1J","",""
"168042","AT 2024adof","04:18:20.807","-08:49:52.55","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhk","PS1 - GPC1","","1","1","","20.38","g-P1","2024-12-02 09:03:48.096","YSE_Bot1","","2024TNSTR4794....1J","",""
"168041","AT 2024adoe","02:19:07.968","-04:33:19.94","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhj","PS1 - GPC1","","1","1","","21.01","i-P1","2024-12-03 08:22:37.920","YSE_Bot1","","2024TNSTR4794....1J","",""
"168040","AT 2024adod","11:07:39.585","+01:46:58.85","","","","","ZTF","ZTF","","ZTF","ZTF24abwysyu","P48 - ZTF-Cam","","1","1","","20.1341","g-ZTF","2024-12-05 10:07:36.998","Fritz","","2024TNSTR4795....1S","",""
"168039","AT 2024adoc","11:54:21.919","+24:30:19.27","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rcw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.057","orange-ATLAS","2024-12-03 14:10:40.800","ATLAS_Bot1","","2024TNSTR4790....1T","",""
"168038","AT 2024adob","11:02:17.681","+03:23:55.25","","","","","ZTF","ZTF","","ZTF","ZTF24abwlgbo","P48 - ZTF-Cam","","1","1","","20.0517","g-ZTF","2024-12-05 12:37:00.998","Fritz","","2024TNSTR4795....1S","",""
"168037","AT 2024adoa","04:51:10.012","-17:57:10.09","","","","","ZTF","ZTF","","ZTF","ZTF24abusfin","P48 - ZTF-Cam","","1","1","","20.6906","g-ZTF","2024-11-23 06:32:25.995","Fritz","","2024TNSTR4795....1S","",""
"168036","AT 2024adnz","08:55:37.800","+20:32:29.36","","","","","ZTF","ZTF","","ZTF","ZTF24abutata","P48 - ZTF-Cam","","1","1","","20.4764","g-ZTF","2024-11-26 09:27:17.997","Fritz","","2024TNSTR4795....1S","",""
"168034","AT 2024adny","23:21:38.125","-07:40:55.71","","","","","ZTF","ZTF","","ZTF","ZTF24abwtedo","P48 - ZTF-Cam","","1","1","","20.0846","g-ZTF","2024-12-05 04:34:47.997","Fritz","","2024TNSTR4795....1S","",""
"168033","AT 2024adnx","21:18:55.453","+06:49:02.53","","","","","ZTF","ZTF","","ZTF","ZTF24abwtgpn","P48 - ZTF-Cam","","1","1","","20.4335","g-ZTF","2024-12-02 02:28:50.001","Fritz","","2024TNSTR4795....1S","",""
"168032","AT 2024adnw","19:21:48.033","+49:22:31.84","","","","","ZTF","ZTF","","ZTF","ZTF24abwtjwv","P48 - ZTF-Cam","","1","1","","19.9098","r-ZTF","2024-12-03 02:27:44.000","Fritz","","2024TNSTR4795....1S","",""
"168031","AT 2024adnv","22:09:16.780","+08:11:56.55","","","","","ZTF","ZTF","","ZTF","ZTF24abwtsba","P48 - ZTF-Cam","","1","1","","20.3521","g-ZTF","2024-11-29 03:19:39.999","Fritz","","2024TNSTR4795....1S","",""
"168030","AT 2024adnu","00:35:23.474","+37:43:57.81","","","","","ZTF","ZTF","","ZTF","ZTF24abwdxos","P48 - ZTF-Cam","","1","1","","20.6599","g-ZTF","2024-12-03 05:26:52.998","Fritz","","2024TNSTR4795....1S","",""
"168029","AT 2024adnt","01:58:24.698","-06:33:55.52","","","","","ZTF","ZTF","","ZTF","ZTF24abwmgzx","P48 - ZTF-Cam","","1","1","","20.1941","r-ZTF","2024-12-03 03:08:23.997","Fritz","","2024TNSTR4795....1S","",""
"168028","AT 2024adns","02:07:23.347","-03:04:07.03","","","","","ZTF, YSE","ZTF, Pan-STARRS","","Pan-STARRS; YSE; ZTF","ZTF24abuzvld","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.3573","g-ZTF","2024-12-02 03:21:15.998","Fritz","","2024TNSTR4795....1S","",""
"168027","AT 2024adnr","06:09:26.481","+47:09:43.79","","","","","ZTF","ZTF","","ZTF","ZTF24abwgwbb","P48 - ZTF-Cam","","1","1","","19.897","g-ZTF","2024-12-05 07:59:06.999","Fritz","","2024TNSTR4795....1S","",""
"168026","AT 2024adnq","09:34:31.616","+03:38:06.34","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mhh","PS1 - GPC1","","1","1","","20.92","w-P1","2024-11-27 14:32:14.208","PS1_Bot1","","2024TNSTR4792....1C","",""
"168025","AT 2024adnp","03:15:05.309","-25:41:14.63","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mhg","PS1 - GPC1","","1","1","","21.27","w-P1","2024-11-28 08:47:12.768","PS1_Bot1","","2024TNSTR4792....1C","",""
"168024","AT 2024adno","09:51:26.442","+08:07:11.79","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mhf","PS2 - GPC2","","1","1","","20.49","w-P1","2024-11-28 13:41:01.824","PS1_Bot1","","2024TNSTR4792....1C","",""
"168023","AT 2024adnn","02:05:27.518","+25:52:00.03","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mhe","PS2 - GPC2","","1","1","","21.54","w-P1","2024-11-28 06:50:55.104","PS1_Bot1","","2024TNSTR4792....1C","",""
"168022","AT 2024adnm","13:48:44.840","-16:54:05.60","","","","","ZTF","ZTF","","ZTF","ZTF24abvgpwo","P48 - ZTF-Cam","","1","1","","18.8949","r-ZTF","2024-12-02 13:21:25.004","Fritz","","2024TNSTR4795....1S","",""
"168021","AT 2024adnl","14:51:24.666","+48:17:31.85","","","","","ZTF","ZTF","","ZTF","ZTF24abwcuiz","P48 - ZTF-Cam","","1","1","","19.1032","g-ZTF","2024-12-04 12:18:41.999","Fritz","","2024TNSTR4795....1S","",""
"168020","AT 2024adnk","14:52:52.118","+45:13:56.66","","","","","ZTF","ZTF","","ZTF","ZTF24abwcuhc","P48 - ZTF-Cam","","1","1","","19.7861","g-ZTF","2024-12-04 12:18:41.999","Fritz","","2024TNSTR4795....1S","",""
"168019","AT 2024adnj","12:05:48.615","-14:41:39.26","","","","","ZTF","ZTF","","ZTF","ZTF24abuvkaw","P48 - ZTF-Cam","","1","1","","19.5398","g-ZTF","2024-11-30 12:26:43.998","Fritz","","2024TNSTR4797....1M","",""
"168018","AT 2024adni","09:59:42.416","+28:09:59.30","","","","","ZTF","ZTF","","ZTF","ZTF24abwcrsu","P48 - ZTF-Cam","","1","1","","19.7482","g-ZTF","2024-12-04 11:57:04.003","Fritz","","2024TNSTR4795....1S","",""
"168017","AT 2024adnh","05:41:21.728","+60:59:00.79","","","","","ZTF","ZTF","","ZTF","ZTF24abwpxdi","P48 - ZTF-Cam","","1","1","","20.6633","g-ZTF","2024-12-04 08:17:59.003","Fritz","","2024TNSTR4795....1S","",""
"168016","AT 2024adng","06:02:37.425","-27:28:21.47","","","","","ZTF","ZTF","","ZTF","ZTF24abusyxx","P48 - ZTF-Cam","","1","1","","19.8781","r-ZTF","2024-11-30 08:22:37.997","Fritz","","2024TNSTR4795....1S","",""
"168015","AT 2024adnf","09:24:45.581","+62:56:12.50","","","","","ZTF","ZTF","","ZTF","ZTF24abvfviq","P48 - ZTF-Cam","","1","1","","20.4868","g-ZTF","2024-12-02 10:19:40.995","Fritz","","2024TNSTR4795....1S","",""
"168014","AT 2024adne","10:24:37.481","+49:53:38.57","","","","","ZTF","ZTF","","ZTF","ZTF24abvokqe","P48 - ZTF-Cam","","1","1","","20.1471","g-ZTF","2024-12-03 10:43:55.997","Fritz","","2024TNSTR4795....1S","",""
"168013","AT 2024adnd","07:51:42.246","+30:01:51.85","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS; ZTF","ZTF24abvyngn","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.8549","g-ZTF","2024-12-04 08:53:09.003","Fritz","","2024TNSTR4795....1S","",""
"168012","AT 2024adnc","08:20:57.829","-05:08:05.70","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24abvggqg","GOTO-N - GOTO-1, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","20.6903","g-ZTF","2024-11-30 10:37:33.003","Fritz","","2024TNSTR4795....1S","",""
"168011","AT 2024adnb","14:45:38.662","+41:32:50.04","","","","","ZTF","ZTF","","ZTF","ZTF24abwswlw","P48 - ZTF-Cam","","1","1","","20.1999","g-ZTF","2024-12-02 12:26:47.040","ZTF_CLU_PUBLIC","","2024TNSTR4796....1D","",""
"168010","AT 2024adna","04:59:46.996","+33:05:14.79","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abqomjm","P48 - ZTF-Cam","","1","1","","20.4084","r-ZTF","2024-12-06 06:07:10.004","ALeRCE","","2024TNSTR4779....1M","",""
"168009","AT 2024admz","07:37:51.748","+47:19:51.88","","","SDSS J073752.01+471951.1","","ALeRCE","ZTF","","ALeRCE","ZTF24abutmue","P48 - ZTF-Cam","","1","1","","20.2788","r-ZTF","2024-11-30 10:24:45.003","ALeRCE","","2024TNSTR4779....1M","",""
"168008","AT 2024admy","04:37:49.496","+21:32:05.85","","","SDSS J043749.48+213205.7","","ALeRCE","ZTF","","ALeRCE","ZTF24abvdaoi","P48 - ZTF-Cam","","1","1","","20.536","r-ZTF","2024-12-04 05:45:26.004","ALeRCE","","2024TNSTR4779....1M","",""
"168007","AT 2024admx","07:28:35.649","+33:11:42.75","","","SDSS J072835.80+331142.1","","ALeRCE","ZTF","","ALeRCE","ZTF24abvghof","P48 - ZTF-Cam","","1","1","","20.1116","g-ZTF","2024-12-04 08:22:14.998","ALeRCE","","2024TNSTR4779....1M","",""
"168006","AT 2024admw","03:53:51.208","+47:48:32.63","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abvuydm","P48 - ZTF-Cam","","1","1","","21.0599","g-ZTF","2024-12-02 06:21:07.998","ALeRCE","","2024TNSTR4779....1M","",""
"168005","AT 2024admv","14:30:44.908","+59:25:27.25","","","SDSS J143044.91+592528.0","","ALeRCE","ZTF","","ALeRCE","ZTF24abwcufa","P48 - ZTF-Cam","","1","1","","19.9734","g-ZTF","2024-12-02 12:24:45.000","ALeRCE","","2024TNSTR4779....1M","",""
"168004","AT 2024admu","01:41:04.265","-04:20:07.42","","","SDSS J014104.15-042008.9","","ALeRCE, BlackGEM","ZTF, BlackGEM","","ALeRCE; BlackGEM","ZTF24abwmhlt","BG2 - BlackGEM-Cam2, BG3 - BlackGEM-Cam3, P48 - ZTF-Cam","","1","1","","19.9498","g-ZTF","2024-12-06 04:29:23.004","ALeRCE","","2024TNSTR4779....1M","",""
"168003","AT 2024admt","10:33:58.907","+14:41:17.19","","","SDSS J103358.88+144117.0","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24abwsfdk","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.7619","g-ZTF","2024-12-02 11:35:38.000","ALeRCE","","2024TNSTR4779....1M","",""
"168002","AT 2024adms","10:28:37.355","+04:17:31.37","","","SDSS J102837.41+041733.4","","ALeRCE, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ALeRCE; ATLAS; GOTO","ZTF24abwsqff","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.8074","r-ZTF","2024-11-30 11:55:00.002","ALeRCE","","2024TNSTR4779....1M","",""
"168001","AT 2024admr","11:16:00.895","+38:01:38.99","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abwstll","P48 - ZTF-Cam","","1","1","","19.8357","g-ZTF","2024-12-06 12:23:18.997","ALeRCE","","2024TNSTR4779....1M","",""
"168000","SN 2024admq","10:27:49.189","-26:45:06.72","SN Ia","0.081","2MASX J10274956-2645116","0.07998","ALeRCE, GOTO","ZTF, GOTO","ePESSTO+","ALeRCE; GOTO","ZTF24abwsujt","GOTO-S - GOTO-3, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.8295","g-ZTF","2024-12-06 12:29:39.002","ALeRCE","","2024TNSTR4779....1M","2024TNSCR4837....1D",""
"167999","AT 2024admp","14:23:42.778","+55:16:47.45","","","SDSS J142342.76+551647.3","","ALeRCE, GOTO","ZTF, GOTO","","ALeRCE; GOTO","ZTF24abwsvqt","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.4123","g-ZTF","2024-12-06 12:51:45.000","ALeRCE","","2024TNSTR4779....1M","",""
"167998","AT 2024admo","13:17:21.691","+38:05:39.44","","","SDSS J131721.61+380539.7","0.09527273","ALeRCE, ATLAS","ZTF, ATLAS","","ALeRCE; ATLAS","ZTF24abwsvtl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.2239","g-ZTF","2024-12-06 12:53:46.997","ALeRCE","","2024TNSTR4779....1M","",""
"167997","AT 2024admn","14:50:49.836","+13:12:29.09","","","SDSS J145049.39+131229.4","","ALeRCE","ZTF","","ALeRCE","ZTF24abwsybj","P48 - ZTF-Cam","","1","1","","19.8119","r-ZTF","2024-11-30 13:23:58.001","ALeRCE","","2024TNSTR4779....1M","",""
"167996","SN 2024admm","03:36:06.803","-05:10:30.12","SN II","0.016","PS1 101790540289671286","","SGLF, ATLAS","ZTF, ATLAS","ZTF, ePESSTO+","ATLAS; SGLF","ZTF24abwniiv","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","17.638","r-ZTF","2024-12-06 05:58:51.000","Perez-Fournon","","2024TNSTR4784....1P","2024TNSCR4820....1S, 2024TNSCR4817....1S",""
"167995","SN 2024adml","10:10:40.485","-02:26:05.03","SN Ic-BL","0.037","6dFGS gJ101040.9-022557","0.037346","ALeRCE, GOTO, ATLAS","ZTF, GOTO, ATLAS","ePESSTO+","ALeRCE; ATLAS; GOTO","ZTF24abwsaxu","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.3632","r-ZTF","2024-12-06 11:05:02.000","ALeRCE","","2024TNSTR4779....1M","2024TNSCR4837....1D",""
"167994","AT 2024admk","09:37:21.104","-30:19:35.91","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24iuh","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.97","L-GOTO","2024-12-06 14:31:37.056","GOTO_bot","","2024TNSTR4782....1O","",""
"167993","AT 2024admj","00:06:52.898","+17:18:26.04","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mhc","PS1 - GPC1","","1","1","","20.87","g-P1","2024-12-03 07:46:44.832","YSE_Bot1","","2024TNSTR4786....1J","",""
"167992","AT 2024admi","02:33:47.564","-39:48:00.62","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rcs","ATLAS-STH - ATLAS-03","","1","1","","19.388","orange-ATLAS","2024-12-03 20:26:19.104","ATLAS_Bot1","","2024TNSTR4780....1T","",""
"167991","AT 2024admh","08:25:08.031","-16:07:26.19","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24rcr","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","","1","1","","19.355","cyan-ATLAS","2024-12-06 06:19:56.640","ATLAS_Bot1","","2024TNSTR4780....1T","",""
"167990","AT 2024admg","01:11:53.386","-68:55:16.98","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rcp","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.343","cyan-ATLAS","2024-12-04 01:58:31.584","ATLAS_Bot1","","2024TNSTR4780....1T","",""
"167989","AT 2024admf","23:16:24.011","+45:44:43.48","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rcc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.389","orange-ATLAS","2024-12-05 06:25:39.648","ATLAS_Bot1","","2024TNSTR4780....1T","",""
"167988","AT 2024adme","23:59:13.434","-36:50:36.36","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rby","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.44","cyan-ATLAS","2024-12-04 01:17:10.176","ATLAS_Bot1","","2024TNSTR4780....1T","",""
"167987","AT 2024admd","03:10:02.670","-69:26:27.92","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rbw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.266","cyan-ATLAS","2024-12-04 02:52:01.344","ATLAS_Bot1","","2024TNSTR4780....1T","",""
"167986","AT 2024admc","02:18:52.072","+33:43:18.64","","","UGC 01778","0.016805","SGLF, ATLAS","ZTF, ATLAS","","ATLAS; SGLF","ZTF24abwmzop","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.47","r-ZTF","2024-12-06 05:30:15.000","Perez-Fournon","","2024TNSTR4785....1P","",""
"167985","AT 2024admb","12:15:09.171","+04:55:58.64","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24itl","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1","","1","1","","18.45","L-GOTO","2024-12-01 05:49:50.880","GOTO_bot","","2024TNSTR4781....1K","",""
"167983","AT 2024adma","07:08:46.900","-22:24:49.80","","","","","XOSS","XOSS","","XOSS","KATS24X007","Other - Other","","1","1","","17.49","Clear-","2024-12-05 20:42:39.744","Zhang","","2024TNSTR4771....1X","",""
"167982","AT 2024adlz","11:56:41.070","-32:48:31.42","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rbj","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.129","cyan-ATLAS","2024-12-05 07:55:18.912","ATLAS_Bot1","","2024TNSTR4768....1T","",""
"167981","AT 2024adly","12:59:52.413","+47:15:37.21","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rbi","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.909","orange-ATLAS","2024-12-05 14:52:43.680","ATLAS_Bot1","","2024TNSTR4768....1T","",""
"167980","AT 2024adlx","09:31:13.290","+56:16:12.06","","","SDSS J093113.29+561611.0","0.1172704","ALeRCE, ZTF","ZTF","","ALeRCE; ZTF","ZTF22acazuyu","P48 - ZTF-Cam","","1","1","","19.883","g-ZTF","2024-12-05 10:28:32.002","ALeRCE","","2024TNSTR4767....1M","",""
