"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"168333","AT 2024adzi","01:34:59.453","-12:03:13.80","","","","","ZTF","ZTF","","ZTF","ZTF24abxwfhw","P48 - ZTF-Cam","","1","1","","19.7404","g-ZTF","2024-12-09 04:35:21.001","Fritz","","2024TNSTR4910....1S","",""
"168332","SN 2024adzh","00:11:51.301","-12:30:48.42","SN Ia","0.058","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF24abxwbfy","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.225","g-ZTF","2024-12-08 02:33:58.000","Fritz","","2024TNSTR4911....1R","",""
"168331","AT 2024adzg","19:26:14.130","+24:22:30.90","","","","","XOSS","XOSS","","XOSS","KATS24X019","Other - Other","","1","1","","14.46","Clear-","2024-12-13 13:36:32.256","Zhang","","2024TNSTR4909....1M","",""
"168330","AT 2024adzf","17:04:29.490","+45:15:17.75","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqh","Gaia - Gaia-photometric","","1","1","","17.8","G-Gaia","2024-12-11 20:12:28.800","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168329","AT 2024adze","22:35:15.860","+54:14:12.08","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqg","Gaia - Gaia-photometric","","1","1","","12.41","G-Gaia","2024-12-11 13:24:57.600","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168328","AT 2024adzd","14:03:19.110","-13:36:42.34","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqc","Gaia - Gaia-photometric","","1","1","","18.96","G-Gaia","2024-12-11 17:06:43.200","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168327","AT 2024adzc","10:05:03.460","-55:21:51.30","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqb","Gaia - Gaia-photometric","","1","1","","17.15","G-Gaia","2024-12-11 10:26:24.000","Gaia_Bot1","","2024TNSTR4903....1H","",""
"168326","AT 2024adzb","13:30:58.434","-21:50:56.63","","","","","GOTO","GOTO","","GOTO","GOTO24jbe","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.79","L-GOTO","2024-12-13 17:37:06.240","GOTO_bot","","2024TNSTR4892....1K","",""
"168325","AT 2024adza","11:17:59.468","-50:14:18.65","","","","","GOTO","GOTO","","GOTO","GOTO24jbb","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.06","L-GOTO","2024-12-11 16:09:36.576","GOTO_bot","","2024TNSTR4892....1K","",""
"168324","AT 2024adyz","13:29:03.640","-42:00:04.36","","","","","GOTO, GaiaAlerts","GOTO, GaiaAlerts","","GaiaAlerts; GOTO","GOTO24jbc","Gaia - Gaia-photometric, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.52","L-GOTO","2024-12-13 17:26:15.648","GOTO_bot","","2024TNSTR4893....1K","",""
"168323","AT 2024adyy","12:29:08.608","-69:02:26.94","","","","","GOTO","GOTO","","GOTO","GOTO24jav","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.38","L-GOTO","2024-12-09 16:47:37.536","GOTO_bot","","2024TNSTR4895....1R","",""
"168322","AT 2024adyx","21:16:49.290","+55:08:40.90","","","WISEA J211647.59+550840.3","-0.004136","XOSS","XOSS","","XOSS","KATS24X018","Other - Other","","1","1","","18.97","Clear-","2024-12-13 13:00:50.400","Zhang","","2024TNSTR4899....1X","",""
"168321","AT 2024adyw","00:49:00.896","-25:55:53.66","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J004900.89-255553.6","BG2 - BlackGEM-Cam2","","1","1","","19.81","BG-q-BlackGem","2024-12-13 01:12:39.000","BlackGEM_Bot1","","2024TNSTR4890....1S","",""
"168320","AT 2024adyv","22:32:39.220","+38:58:38.60","","","","","XOSS","XOSS","","XOSS","PSP24ad","Other - Other","","1","1","","17.91","Clear-","2024-12-11 14:38:00.672","Zhang","","2024TNSTR4898....1B","",""
"168319","AT 2024adyu","03:13:21.253","-38:24:00.26","","","","","GOTO","GOTO","","GOTO","GOTO24jay","GOTO-S - GOTO-3","","1","1","","18.38","L-GOTO","2024-12-11 15:33:14.976","GOTO_bot","","2024TNSTR4894....1O","",""
"168316","AT 2024adyr","18:26:56.360","+49:27:50.90","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dqa","Gaia - Gaia-photometric","","1","1","","18.97","G-Gaia","2024-12-10 13:58:04.800","Gaia_Bot1","","2024TNSTR4891....1H","",""
"168315","AT 2024adyq","09:23:56.167","-00:52:32.66","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mla","PS1 - GPC1","","1","1","","20.77","w-P1","2024-12-07 14:38:50.784","PS1_Bot1","","2024TNSTR4897....1C","",""
"168314","AT 2024adyp","16:10:55.580","+31:38:04.06","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpy","Gaia - Gaia-photometric","","1","1","","15.39","G-Gaia","2024-12-11 02:26:52.800","Gaia_Bot1","","2024TNSTR4891....1H","",""
"168313","AT 2024adyo","14:06:44.350","-09:33:13.79","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpx","Gaia - Gaia-photometric","","1","1","","18.95","G-Gaia","2024-12-10 21:15:50.400","Gaia_Bot1","","2024TNSTR4891....1H","",""
"168312","AT 2024adyn","04:28:37.690","-34:51:20.38","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpw","Gaia - Gaia-photometric","","1","1","","17.63","G-Gaia","2024-12-10 19:16:19.200","Gaia_Bot1","","2024TNSTR4891....1H","",""
"168311","AT 2024adym","13:39:21.896","-80:13:42.90","","","","","GOTO","GOTO","","GOTO","GOTO24jas","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.72","L-GOTO","2024-12-12 17:25:35.040","GOTO_bot","","2024TNSTR4895....1R","",""
"168310","AT 2024adyl","23:51:32.647","-25:56:28.86","","","","","ATLAS, GOTO, ZTF, YSE","ATLAS, GOTO, ZTF, Pan-STARRS","","ATLAS; GOTO; Pan-STARRS; YSE; ZTF","ATLAS24rju","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","18.241","orange-ATLAS","2024-12-10 01:01:17.184","ATLAS_Bot1","","2024TNSTR4889....1T","",""
"168309","AT 2024adyk","12:24:03.944","+08:24:42.48","","","","","ZTF","ZTF","","ZTF","ZTF24abxvcyp","P48 - ZTF-Cam","","1","1","","20.6039","g-ZTF","2024-12-06 12:59:56.002","Fritz","","2024TNSTR4900....1S","",""
"168308","AT 2024adyj","21:07:06.970","+51:02:06.00","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpt","Gaia - Gaia-photometric","","1","1","","17.71","G-Gaia","2024-12-10 01:33:36.000","Gaia_Bot1","","2024TNSTR4891....1H","",""
"168307","AT 2024adyi","11:07:27.053","-04:35:54.83","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24jau","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.34","L-GOTO","2024-12-11 04:29:40.128","GOTO_bot","","2024TNSTR4880....1R","",""
"168306","AT 2024adyh","13:19:27.060","-26:59:52.76","","","","","GOTO, GaiaAlerts","GOTO, GaiaAlerts","","GaiaAlerts; GOTO","GOTO24jar","Gaia - Gaia-photometric, GOTO-S - GOTO-3","","1","1","","17.09","L-GOTO","2024-12-12 17:35:11.328","GOTO_bot","","2024TNSTR4880....1R","",""
"168305","AT 2024adyg","13:18:30.900","-30:32:54.35","","","","","GOTO","GOTO","","GOTO","GOTO24jaq","GOTO-S - GOTO-3","","1","1","","18.88","L-GOTO","2024-12-12 17:35:11.328","GOTO_bot","","2024TNSTR4880....1R","",""
"168304","AT 2024adyf","10:38:58.150","-17:39:04.38","","","","","ZTF","ZTF","","ZTF","ZTF24abxugel","P48 - ZTF-Cam","","1","1","","20.4046","g-ZTF","2024-12-08 12:02:33.792","ZTF_CLU_PUBLIC","","2024TNSTR4885....1D","",""
"168303","AT 2024adye","09:34:38.665","+32:04:25.00","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkw","PS1 - GPC1","","1","1","","20.8","w-P1","2024-12-06 12:45:50.112","PS1_Bot1","","2024TNSTR4882....1C","",""
"168302","AT 2024adyd","10:06:46.352","+19:13:14.81","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkv","PS1 - GPC1","","1","1","","21.33","w-P1","2024-12-08 13:59:02.688","PS1_Bot1","","2024TNSTR4882....1C","",""
"168301","AT 2024adyc","01:50:07.477","+02:18:48.81","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkt","PS1 - GPC1","","1","1","","21.5","w-P1","2024-12-05 05:36:16.992","PS1_Bot1","","2024TNSTR4882....1C","",""
"168300","AT 2024adyb","09:45:43.968","+54:39:59.34","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkr","PS2 - GPC2","","1","1","","21.24","w-P1","2024-12-07 14:32:32.352","PS1_Bot1","","2024TNSTR4882....1C","",""
"168299","AT 2024adya","10:20:47.259","+08:16:57.56","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkq","PS2 - GPC2","","1","1","","20.78","w-P1","2024-12-08 13:42:14.400","PS1_Bot1","","2024TNSTR4882....1C","",""
"168298","AT 2024adxz","10:16:56.205","+07:52:54.06","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkp","PS2 - GPC2","","1","1","","20.52","w-P1","2024-12-08 13:42:14.400","PS1_Bot1","","2024TNSTR4882....1C","",""
"168297","AT 2024adxy","08:21:19.350","-49:16:55.88","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dps","Gaia - Gaia-photometric","","1","1","","17.47","G-Gaia","2024-12-09 10:42:14.400","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168296","AT 2024adxx","08:48:50.760","-49:02:01.86","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpr","Gaia - Gaia-photometric","","1","1","","18.42","G-Gaia","2024-12-09 10:36:28.800","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168294","AT 2024adxv","14:34:58.056","-17:19:44.95","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abxvcso","P48 - ZTF-Cam","","1","1","","18.2059","r-ZTF","2024-12-12 13:38:18.001","ALeRCE","","2024TNSTR4873....1M","",""
"168293","AT 2024adxu","14:41:05.354","-17:28:37.29","","","NGC  5716","","ALeRCE","ZTF","","ALeRCE","ZTF24abxvcrm","P48 - ZTF-Cam","","1","1","","15.8337","r-ZTF","2024-12-12 13:38:18.001","ALeRCE","","2024TNSTR4872....1M","",""
"168292","AT 2024adxt","15:15:10.232","+10:26:57.78","","","","","ZTF","ZTF","","ZTF","ZTF24abwzbei","P48 - ZTF-Cam","","1","1","","19.865","r-ZTF","2024-12-02 13:22:14.001","Fritz","","2024TNSTR4884....1S","",""
"168291","AT 2024adxs","14:16:53.312","-07:42:05.12","","","","","ZTF","ZTF","","ZTF","ZTF24abxgkfv","P48 - ZTF-Cam","","1","1","","19.2822","r-ZTF","2024-12-08 13:14:59.997","Fritz","","2024TNSTR4884....1S","",""
"168289","AT 2024adxq","21:58:57.442","-50:53:09.44","","","","","GOTO","GOTO","","GOTO","GOTO24izr","GOTO-S - GOTO-4","","1","1","","19.29","L-GOTO","2024-12-12 10:26:43.872","GOTO_bot","","2024TNSTR4879....1O","",""
"168288","AT 2024adxp","14:04:42.427","-76:01:55.88","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rjl","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","17.957","orange-ATLAS","2024-12-12 07:50:27.744","ATLAS_Bot1","","2024TNSTR4874....1T","",""
"168287","AT 2024adxo","21:37:10.556","-60:08:15.15","","","","","GOTO","GOTO","","GOTO","GOTO24izs","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.29","L-GOTO","2024-12-12 10:17:39.552","GOTO_bot","","2024TNSTR4879....1O","",""
"168286","AT 2024adxn","23:46:28.429","-39:01:16.93","","","","","GOTO","GOTO","","GOTO","GOTO24jae","GOTO-S - GOTO-4","","1","1","","19.05","L-GOTO","2024-12-12 11:36:37.728","GOTO_bot","","2024TNSTR4879....1O","",""
"168285","AT 2024adxm","02:11:35.009","-67:47:35.67","","","","","GOTO","GOTO","","GOTO","GOTO24jaf","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.8","L-GOTO","2024-12-12 11:32:04.704","GOTO_bot","","2024TNSTR4881....1A","",""
"168284","AT 2024adxl","10:14:21.824","-44:40:19.78","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rjg","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.234","orange-ATLAS","2024-12-02 01:17:54.240","ATLAS_Bot1","","2024TNSTR4874....1T","",""
"168283","AT 2024adxk","01:17:26.580","-63:08:19.88","","","","","GOTO","GOTO","","GOTO","GOTO24jac","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.61","L-GOTO","2024-12-12 11:28:14.880","GOTO_bot","","2024TNSTR4878....1K","",""
"168282","AT 2024adxj","00:21:08.568","-43:08:17.27","","","","","GOTO","GOTO","","GOTO","GOTO24jab","GOTO-S - GOTO-3","","1","1","","18.67","L-GOTO","2024-12-12 11:19:01.920","GOTO_bot","","2024TNSTR4878....1K","",""
"168281","AT 2024adxi","01:08:20.925","-42:19:10.24","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24izy","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.32","L-GOTO","2024-12-12 11:05:01.248","GOTO_bot","","2024TNSTR4878....1K","",""
"168280","AT 2024adxh","02:17:49.704","-52:25:20.86","","","","","GOTO","GOTO","","GOTO","GOTO24izx","GOTO-S - GOTO-3","","1","1","","19.37","L-GOTO","2024-12-12 11:05:33.216","GOTO_bot","","2024TNSTR4878....1K","",""
"168279","AT 2024adxg","02:04:54.859","-35:38:39.57","","","","","GOTO","GOTO","","GOTO","GOTO24izq","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.04","L-GOTO","2024-12-12 10:42:48.960","GOTO_bot","","2024TNSTR4879....1O","",""
"168278","AT 2024adxf","06:12:29.280","-40:38:54.60","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpo","Gaia - Gaia-photometric","","1","1","","16.95","G-Gaia","2024-12-08 06:53:16.800","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168277","AT 2024adxe","11:58:58.790","-31:03:25.74","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpn","Gaia - Gaia-photometric","","1","1","","18.16","G-Gaia","2024-12-08 17:39:50.400","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168276","AT 2024adxd","17:19:26.720","+36:18:19.62","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpj","Gaia - Gaia-photometric","","1","1","","18.17","G-Gaia","2024-12-08 14:11:02.400","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168275","AT 2024adxc","14:50:33.760","+08:29:33.76","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpi","Gaia - Gaia-photometric","","1","1","","18.69","G-Gaia","2024-12-08 10:39:21.600","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168274","AT 2024adxb","17:31:55.950","+37:49:23.45","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dph","Gaia - Gaia-photometric","","1","1","","18.5","G-Gaia","2024-12-08 14:08:09.600","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168273","AT 2024adxa","02:14:33.560","-00:46:00.16","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpg","Gaia - Gaia-photometric","","1","1","","14.85","G-Gaia","2024-12-08 00:15:50.400","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168272","AT 2024adwz","08:51:06.670","-41:44:42.32","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dpf","Gaia - Gaia-photometric","","1","1","","17.87","G-Gaia","2024-12-07 16:33:35.000","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168271","AT 2024adwy","09:57:57.540","-39:53:16.55","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24doz","Gaia - Gaia-photometric","","1","1","","18.7","G-Gaia","2024-12-07 22:20:38.400","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168268","AT 2024adwv","09:29:41.390","-38:16:09.26","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24doy","Gaia - Gaia-photometric","","1","1","","17.21","G-Gaia","2024-12-07 04:24:57.600","Gaia_Bot1","","2024TNSTR4876....1H","",""
"168267","AT 2024adwu","06:44:09.431","+55:23:02.41","","","","","GOTO, ZTF","GOTO, ZTF","","GOTO; ZTF","GOTO24izn","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.36","L-GOTO","2024-12-11 22:45:26.208","GOTO_bot","","2024TNSTR4877....1K","",""
"168266","AT 2024adwt","00:19:26.014","+20:34:06.42","","","","","ZTF","ZTF","","ZTF","ZTF24abxubyx","P48 - ZTF-Cam","","1","1","","21.1362","g-ZTF","2024-12-05 04:53:52.995","Fritz","","2024TNSTR4886....1R","",""
"168265","AT 2024adws","00:26:04.993","+28:41:45.01","","","","","ZTF","ZTF","","ZTF","ZTF24abxtycc","P48 - ZTF-Cam","","1","1","","21.0439","g-ZTF","2024-12-05 04:53:11.999","Fritz","","2024TNSTR4886....1R","",""
"168263","AT 2024adwq","00:28:06.165","+26:20:40.68","","","","","ZTF","ZTF","","ZTF","ZTF24abxtveu","P48 - ZTF-Cam","","1","1","","21.1279","g-ZTF","2024-12-05 04:53:11.999","Fritz","","2024TNSTR4886....1R","",""
"168262","AT 2024adwp","21:47:28.420","+65:30:36.32","","","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","","GaiaAlerts; ZTF","ZTF24abxnicn","Gaia - Gaia-photometric, P48 - ZTF-Cam","","1","1","","18.638","r-ZTF","2024-12-10 03:38:35.001","Fritz","","2024TNSTR4886....1R","",""
"168261","AT 2024adwo","13:48:04.210","+24:38:08.00","","","","","XOSS","XOSS","","XOSS","KATS24X017","Other - Other","","1","1","","19.15","Clear-","2024-12-12 00:02:28.608","Zhang","","2024TNSTR4883....1Z","",""
"168260","AT 2024adwn","06:46:32.560","+09:31:40.70","","","","","XOSS","XOSS","","XOSS","KATS24X016","Other - Other","","1","1","","18.51","Clear-","2024-12-11 18:49:24.384","Zhang","","2024TNSTR4883....1Z","",""
"168259","AT 2024adwm","10:02:42.939","+35:33:42.55","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mki","PS1 - GPC1","","1","1","","20.52","w-P1","2024-12-07 13:12:12.096","PS1_Bot1","","2024TNSTR4865....1C","",""
"168258","AT 2024adwl","09:05:17.252","-03:05:53.66","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkh","PS1 - GPC1","","1","1","","20.32","w-P1","2024-12-07 14:34:03.936","PS1_Bot1","","2024TNSTR4865....1C","",""
"168257","AT 2024adwk","08:25:45.408","+27:24:45.95","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS24mkg","PS1 - GPC1","","1","1","","20.56","w-P1","2024-12-07 11:42:59.616","PS1_Bot1","","2024TNSTR4865....1C","",""
"168256","AT 2024adwj","08:00:33.743","+62:06:10.62","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24rix","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","19.09","cyan-ATLAS","2024-12-11 14:03:22.752","ATLAS_Bot1","","2024TNSTR4857....1T","",""
"168255","AT 2024adwi","07:29:23.319","+45:46:20.79","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24riw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.077","cyan-ATLAS","2024-12-11 13:21:59.616","ATLAS_Bot1","","2024TNSTR4857....1T","",""
"168254","AT 2024adwh","07:42:17.868","+52:09:41.91","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS24ris","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","","1","1","","19.543","cyan-ATLAS","2024-12-11 13:22:39.360","ATLAS_Bot1","","2024TNSTR4857....1T","",""
"168253","AT 2024adwg","23:12:44.026","-02:41:18.41","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24izj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1","","1","1","","17.68","L-GOTO","2024-12-11 20:40:25.824","GOTO_bot","","2024TNSTR4861....1O","",""
"168252","AT 2024adwf","02:59:56.306","-38:48:06.86","","","","","GOTO","GOTO","","GOTO","GOTO24iyz","GOTO-S - GOTO-3","","1","1","","19.42","L-GOTO","2024-12-11 15:33:14.976","GOTO_bot","","2024TNSTR4862....1K","",""
"168251","AT 2024adwe","18:59:56.990","+43:24:11.30","","","","","MASTER","MASTER","","MASTER","MASTER OT J185956.99+432411.3","Other - Other","","1","1","","14.5","Clear-","2024-12-08 15:16:59.520","MASTER","","2024TNSTR4864....1G","",""
"168249","AT 2024adwc","19:45:19.990","+36:22:28.45","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dov","Gaia - Gaia-photometric","","1","1","","17.95","G-Gaia","2024-12-06 01:42:14.400","Gaia_Bot1","","2024TNSTR4858....1H","",""
"168248","AT 2024adwb","20:14:35.790","+37:49:52.28","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dou","Gaia - Gaia-photometric","","1","1","","16.54","G-Gaia","2024-12-06 13:36:28.800","Gaia_Bot1","","2024TNSTR4858....1H","",""
"168247","AT 2024adwa","18:02:45.840","+33:34:41.95","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dos","Gaia - Gaia-photometric","","1","1","","15.69","G-Gaia","2024-12-06 02:00:57.600","Gaia_Bot1","","2024TNSTR4858....1H","",""
"168246","AT 2024advz","19:47:45.720","+36:05:44.52","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dor","Gaia - Gaia-photometric","","1","1","","18.93","G-Gaia","2024-12-06 01:40:48.000","Gaia_Bot1","","2024TNSTR4858....1H","",""
"168245","AT 2024advy","04:14:15.897","-54:21:26.69","","","","","GOTO","GOTO","","GOTO","GOTO24iza","GOTO-S - GOTO-3","","1","1","","19.02","L-GOTO","2024-12-11 15:14:36.960","GOTO_bot","","2024TNSTR4863....1K","",""
"168244","AT 2024advx","01:35:27.042","-14:56:27.59","","","","","ATLAS, GOTO, YSE","ATLAS, GOTO, Pan-STARRS","","ATLAS; GOTO; Pan-STARRS; YSE","ATLAS24rip","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4, PS1 - GPC1","","1","1","","18.463","orange-ATLAS","2024-12-10 02:30:32.256","ATLAS_Bot1","","2024TNSTR4857....1T","",""
"168243","AT 2024advw","20:49:32.820","+06:01:04.70","","","","","XOSS","XOSS","","XOSS","KATS24X015","Other - Other","","1","1","","16.43","Clear-","2024-12-11 12:07:47.424","Zhang","","2024TNSTR4867....1Z","",""
"168242","AT 2024advv","12:17:42.743","+87:08:36.49","","","","","ZTF","ZTF","","ZTF","ZTF24abxfivo","P48 - ZTF-Cam","","1","1","","19.9636","r-ZTF","2024-12-08 11:20:41.003","Fritz","","2024TNSTR4868....1S","",""
"168241","AT 2024advu","08:42:23.094","+52:09:08.59","","","","","ZTF","ZTF","","ZTF","ZTF24abwyuoa","P48 - ZTF-Cam","","1","1","","20.8736","g-ZTF","2024-12-05 08:19:19.001","Fritz","","2024TNSTR4868....1S","",""
"168240","AT 2024advt","08:21:28.636","+04:02:32.51","","","","","ZTF","ZTF","","ZTF","ZTF24abvyprj","P48 - ZTF-Cam","","1","1","","20.4195","g-ZTF","2024-12-02 10:02:24.999","Fritz","","2024TNSTR4868....1S","",""
"168239","AT 2024advs","13:12:51.800","-02:47:37.64","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24doo","Gaia - Gaia-photometric","","1","1","","18.24","G-Gaia","2024-12-05 05:03:50.400","Gaia_Bot1","","2024TNSTR4858....1H","",""
"168238","AT 2024advr","13:43:40.000","+01:52:49.01","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24don","Gaia - Gaia-photometric","","1","1","","18.54","G-Gaia","2024-12-05 09:07:12.000","Gaia_Bot1","","2024TNSTR4858....1H","",""
"168237","AT 2024advq","20:07:38.010","+34:23:00.06","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia24dom","Gaia - Gaia-photometric","","1","1","","12.22","G-Gaia","2024-12-05 13:36:28.800","Gaia_Bot1","","2024TNSTR4858....1H","",""
"168236","AT 2024advp","14:05:09.360","+71:12:44.02","","","","","GOTO","GOTO","","GOTO","GOTO24ixz","GOTO-N - GOTO-2","","1","1","","18.79","L-GOTO","2024-12-08 06:17:51.360","GOTO_bot","","2024TNSTR4860....1O","",""
"168235","AT 2024advo","12:54:31.851","+38:37:55.96","","","","","GOTO","GOTO","","GOTO","GOTO24iyc","GOTO-N - GOTO-1","","1","1","","19.66","L-GOTO","2024-12-11 06:37:57.504","GOTO_bot","","2024TNSTR4859....1K","",""
"168234","AT 2024advn","12:43:11.605","-05:30:03.57","","","","","GOTO","GOTO","","GOTO","GOTO24iyd","GOTO-N - GOTO-1","","1","1","","18.73","L-GOTO","2024-12-08 05:20:50.784","GOTO_bot","","2024TNSTR4859....1K","",""
"168233","AT 2024advm","10:18:08.535","-21:01:05.55","","","","","GOTO","GOTO","","GOTO","GOTO24iyg","GOTO-N - GOTO-1, GOTO-S - GOTO-4","","1","1","","19.05","L-GOTO","2024-12-10 15:07:50.016","GOTO_bot","","2024TNSTR4859....1K","",""
"168232","AT 2024advl","10:12:09.999","-02:39:21.19","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24iyi","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1","","1","1","","19.22","L-GOTO","2024-12-11 04:01:56.928","GOTO_bot","","2024TNSTR4859....1K","",""
"168231","AT 2024advk","00:46:33.197","+50:07:23.75","","","","","ZTF","ZTF","","ZTF","ZTF24abxhvxq","P48 - ZTF-Cam","","1","1","","19.8901","g-ZTF","2024-12-09 04:20:30.001","Fritz","","2024TNSTR4868....1S","",""
