,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2007ui,2007-11-13 00:00:00.000,0,02:34:57.120,-08:04:00.19,23.089346061987776,
1,AT 2020rtd,2020-08-20 10:35:03.998,19.9453,02:35:46.625,-07:42:50.60,14.540199647900035,ALeRCE
2,AT 2021aeip,2021-11-08 09:28:48.000,21.87,02:33:31.887,-07:55:33.72,23.890719505391903,Pan-STARRS
