,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0, 1982F,1982-03-29 00:00:00.000,16,12:30:38.700,+41:37:60.00,0.7521431577663615,
1,SN 2008ax,2008-03-03 00:00:00.000,16.1,12:30:40.800,+41:38:14.50,0.9028885060298302,
2,SN 2008ic,2008-11-24 00:00:00.000,19.6,12:30:26.220,+41:36:16.09,3.0246055100430644,
3,AT 2019ewf,2019-04-28 05:47:31.000,20.71,12:31:58.164,+41:48:16.34,18.05293406478997,ZTF
4,AT 2019jik,2019-01-27 15:01:26.000,20.21,12:32:21.788,+41:48:34.13,22.03649642904971,Pan-STARRS
