,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2017ejt,2017-05-26 09:17:16.000,21.4,15:39:26.315,+02:47:38.44,24.519858136525038,Pan-STARRS
1,AT 2019isd,2019-06-28 07:27:50.000,21.25,15:39:38.741,+03:22:42.50,10.767953618965393,Pan-STARRS
2,SN 2020kzn,2020-05-22 07:31:30.720,19.61,15:38:11.563,+03:01:40.20,24.215295807040086,ZTF
3,AT 2020nsv,2020-06-20 08:25:26.400,19.471,15:40:24.610,+03:13:28.60,11.386687774981175,ATLAS
