,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2018keu,2018-12-05 03:04:27.000,18.664,00:47:04.438,-20:20:59.36,12.849145933641005,ZTF
1,AT 2019npi,2019-08-15 07:20:38.000,20.01,00:46:58.861,-20:42:29.77,14.551018747607817,DECam-GROWTH
2,AT 2020vze,2020-08-22 13:20:38.400,20.72,00:47:03.501,-20:26:54.49,9.1140510318065,YSE
3,AT 2020wmg,2020-07-21 13:47:59.000,21.07,00:46:52.974,-20:21:21.32,14.390888451088124,Pan-STARRS
4,SN 2021qzp,2021-06-26 13:50:52.800,18,00:47:35.640,-20:25:40.15,5.526263211355731,ATLAS
5,SN 2021vtq,2021-08-12 09:52:43.104,18.68,00:47:38.940,-20:31:24.46,0.3400941410680198,AMPEL
6,AT 2021wtu,2021-08-21 13:22:04.800,19.73,00:47:08.203,-20:46:43.83,17.04104482266385,YSE
