,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2021aane,2021-10-02 05:38:10.003,20.1522,22:58:57.389,+12:34:48.63,10.799431121404254,ALeRCE
1,AT 2021kmi,2021-04-23 16:01:55.200,18.02,22:59:51.950,+12:53:52.94,12.58535068121708,GaiaAlerts
