,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2017gax,2017-08-14 17:05:16.000,17.0406,04:45:49.500,-59:14:42.50,0.903788366197373,DLT40
1,SN 2022aau,2022-01-20 14:18:48.096,16.2788,04:45:41.754,-59:14:43.38,0.1486661121546393,DLT40
