,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2017hgb,2017-09-22 09:14:24.000,18.738,23:07:03.788,+04:20:31.00,12.4389164234655,ATLAS
1,AT 2019mke,2019-08-01 09:04:03.000,20.0343,23:07:54.190,+04:16:12.77,21.062364767007285,ALeRCE
2,AT 2019msh,2019-08-04 09:30:10.000,17.88,23:08:10.025,+04:45:35.16,20.95785055556677,ZTF
3,AT 2020pvz,2020-07-18 13:13:26.400,21.04,23:06:59.837,+04:14:10.10,18.800964248669587,Pan-STARRS
