,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2014ej,2014-09-24 11:02:24.000,17.3,23:16:09.790,-42:34:57.50,0.2065020122084698,BOSS
1,SN 2017bzc,2017-03-07 05:16:28.000,12.8,23:16:14.710,-42:34:10.56,1.140333731838313,BOSS
2,AT 2017fpp,2017-07-19 14:12:28.000,18.36,23:18:08.070,-42:35:02.98,21.590379544799227,GaiaAlerts
3,AT 2021acag,2021-10-20 08:52:48.000,16.13,23:17:30.210,-42:47:05.17,18.9156976841589,GaiaAlerts
