,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2006ea,2006-07-25 00:00:00.000,18.8,22:39:37.910,+11:46:16.00,0.12666833649915424,
1,AT 2018lkl,2018-12-30 02:36:41.000,18.65,22:38:56.396,+11:38:38.49,12.578541755355172,ZTF
