,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2002df,2002-06-02 00:00:00.000,17.4,20:45:39.331,-04:57:04.72,0.47301127094559353,
1,AT 2020sny,2020-08-23 06:12:57.600,20.13,20:46:05.328,-04:33:29.34,24.273269966400882,Pan-STARRS
