,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0, 2002gu,2002-10-04 00:00:00.000,20.9,02:31:48.559,-01:09:19.69,13.237710032638997,
1,SN 2018gfx,2018-09-08 11:25:26.000,18.95,02:33:11.524,-01:18:20.41,16.454493735857323,ZTF
2,AT 2019cz,2019-01-02 06:28:48.000,21.1,02:32:19.474,-01:39:42.54,18.24469723765254,Pan-STARRS
3,AT 2020btt,2020-02-03 02:18:41.000,19.3547,02:32:06.740,-01:21:50.54,0.145074133924724,ALeRCE
