,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1973R,1973-12-19 00:00:00.000,14.5,11:20:11.500,+12:59:47.00,0.9129498978618811,
1,SN 1989B,1989-01-30 00:00:00.000,13,11:20:13.900,+13:00:19.00,0.8839507154034475,
2,SN 1997bs,1997-04-15 00:00:00.000,17,11:20:14.251,+12:58:19.60,1.165552925890545,
3,SN 2009hd,2009-07-02 00:00:00.000,15.8,11:20:16.961,+12:58:46.60,0.8433745318488735,
4,SN 2013am,2013-03-21 00:00:00.000,15.6,11:18:56.950,+13:03:49.39,19.507968619637783,
5,SN 2016cok,2016-05-28 07:06:54.000,16.66,11:20:19.033,+12:58:56.64,1.111150857208147,ASAS-SN
6,AT 2020cwh,2020-02-18 12:00:00.000,11,11:20:20.000,+12:59:25.00,1.2121856092706076,None
7,AT 2021daq,2021-02-12 14:03:50.400,21.41,11:18:45.599,+13:06:55.80,23.020022304414923,Pan-STARRS
