,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2017gfo,2017-08-17 23:31:12.000,17.3,13:09:48.082,-23:22:53.28,0.16568262617292978,Swope SN Survey
1,AT 2021mys,2021-04-09 10:09:07.200,20.3,13:10:24.672,-23:08:55.26,16.465957852755032,Pan-STARRS
