|              rstar | wdmass |        exptime_CEI |         exptime_FB |            alpha_U |        amplitude_U |            alpha_B |        amplitude_B |            alpha_V |        amplitude_V |            alpha_g |        amplitude_g |            alpha_r |        amplitude_r |            alpha_i |        amplitude_i | success |    nfev | ndata | nvar |              chisq |          redchisqr |                aic |                bic |
|                0.0 |    0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |                0.0 |     0.0 |     0.0 |   0.0 |  0.0 |                0.0 |                0.0 |                0.0 |                0.0 |
| 1.0999999999999999 |    1.2 | 59529.137922695976 |  59528.29458174991 | 3.2108061467427893 | 33.927548324078316 | 2.7680812478896852 | 170.81689735044648 | 2.2321027914051688 | 457.47858059644125 | 2.4523378179283064 |  333.1154400275801 |  2.217892262828492 | 509.00032894211296 |  2.362108865552056 | 246.25168708719875 |     1.0 |   303.0 | 202.0 | 14.0 |  756.8547645866649 |  4.025823215886516 |  294.8225435767127 | 341.13829134032954 |
| 1.0999999999999999 |    1.4 | 59529.111351388136 |  59528.41168078203 | 3.1463206560272763 |  40.64693409171395 | 2.7109945980869394 | 200.37907705107818 | 2.1841413824302585 |  522.1480738544093 |  2.397561778740923 |  386.5214901650308 |  2.168603013965689 |  582.2301069880217 | 2.3267571478779385 | 274.72273518449566 |     1.0 |   304.0 | 202.0 | 14.0 |  756.9072086662947 |  4.026102173756886 | 294.83654010229156 |  341.1522878659084 |
| 0.9999999999999999 |    1.4 |  59529.18207625551 | 59528.175536720475 |  3.260860978786556 |  29.06078156299268 | 2.8199862161162597 | 146.94720495585193 |   2.28029216187631 | 400.50842859057985 |  2.503521782066771 | 288.79335707439606 |  2.267201229999732 |  444.5287622976842 |  2.404524836569265 | 217.99381691954065 |     1.0 |   271.0 | 202.0 | 14.0 |  772.9957779183229 |  4.111679669778313 |  299.0851896241852 | 345.40093738780206 |
| 1.1999999999999997 |    1.0 |  59529.10076461233 | 59528.379623812114 |   3.17793515888653 |  37.66995857758778 |  2.730828246803867 | 190.12371555301416 | 2.1957233810799694 |  504.5679126612127 |  2.415031082971354 | 369.10961572113774 | 2.1824621709352066 |  560.5734070246427 | 2.3283604594057152 | 270.10999891860865 |     1.0 |   304.0 | 202.0 | 14.0 |  777.3134284284246 |  4.134645895895876 |   300.210342792889 | 346.52609055650584 |
| 1.0999999999999999 |    1.0 |   59529.1634373529 |  59528.16543659619 |  3.279216360713205 |  27.90167228889657 | 2.8284903726921167 |  143.7828297544187 | 2.2830485597663106 | 396.57033567667406 | 2.5106467621001927 | 283.53429563917257 | 2.2725185798093097 |  438.2277419821784 | 2.4006252758848006 | 218.38676436631897 |     1.0 |   290.0 | 202.0 | 14.0 |  797.8094734222846 |  4.243667411820662 |  305.4676275192935 | 351.78337528291036 |
| 1.1999999999999997 |    1.2 |   59529.0664363081 |  59528.52488358573 | 3.0971358559282622 |  47.16769775847917 | 2.6583928103361725 | 232.21847425804714 | 2.1339693785902867 |  596.5052078241059 | 2.3452593840975187 | 444.86661264597257 | 2.1207677727418974 |  662.3048910091103 | 2.2829205641186228 | 310.05734908416485 |     1.0 |   286.0 | 202.0 | 14.0 |  817.8174333441898 |  4.350092730554201 | 310.47102838952327 |  356.7867761531401 |
| 0.9999999999999999 |    1.2 |  59529.19814652166 | 59528.076656100464 | 3.3128994668950282 | 25.025397617094253 | 2.8645066378125743 |  129.1380101302248 | 2.3178136858682303 | 359.84848752900234 | 2.5467142237626854 | 255.81782683036573 | 2.3089729818535165 |  396.2033278661638 | 2.4329133406387706 | 199.21693172392784 |     1.0 |   468.0 | 202.0 | 14.0 |  826.3971953993744 |  4.395729762762629 |  312.5791809816149 | 358.89492874523177 |
| 0.8999999999999999 |    1.4 |  59529.23801522393 |  59527.95575868702 | 3.3626880412848767 | 21.402602701546837 | 2.9133542703584703 | 111.49682141683824 | 2.3632881646706214 | 316.07899580652315 | 2.5954197263133434 | 222.33789870100873 |  2.358831808588926 |  344.9235206613157 |  2.473279715186936 | 176.78909542063624 |     1.0 |   496.0 | 202.0 | 14.0 |   894.437530541343 |  4.757646439049696 | 328.56132789478255 |  374.8770756583994 |
| 1.2999999999999998 |    1.0 | 59529.031985943024 | 59528.599560122195 | 3.0685993712935704 |  51.63074800181805 | 2.6242646015873645 |  255.4592082308895 |  2.098951090252867 |   653.134812519396 |  2.310341207967541 | 488.01827784823513 |  2.088204957929633 |  721.8388389123492 |  2.249920238304492 |  337.8848322962128 |     1.0 |   286.0 | 202.0 | 14.0 |  899.8555002576277 |  4.786465426902275 | 329.78123254821213 |   376.096980311829 |
| 0.9999999999999999 |    1.0 |  59529.21338334221 |  59527.96933697925 |  3.368678431081571 | 21.289609786217376 |  2.910848609525565 | 112.59871894441487 | 2.3572236367389054 |  321.0478285113988 |  2.592269378614151 | 224.70147220909496 | 2.3547396734013706 | 349.15742591635575 |  2.462891813927191 | 180.93228307149502 |     1.0 |   557.0 | 202.0 | 14.0 |  907.4666990859494 |  4.826950527052922 | 331.48261291416895 |  377.7983606777858 |
| 1.1999999999999997 |    1.4 |  59529.03712130683 | 59528.649633562156 | 3.0250166738102124 |  57.39217244642347 | 2.5942955776740098 | 276.30064294393634 | 2.0788011206880683 |  690.8149558998572 | 2.2835937821277894 |  523.0680617230108 | 2.0669978153434263 |  764.3073261010416 | 2.2434927770124244 | 349.05028969396193 |     1.0 |   301.0 | 202.0 | 14.0 |  909.7290360239246 | 4.8389842341698115 |  331.9855772220232 | 378.30132498564006 |
| 0.8999999999999999 |    1.2 |  59529.24942632733 | 59527.869017144054 |   3.40786868734532 | 18.768389266510887 | 2.9500346310316976 |  99.90211560221327 |  2.394545022343603 |  288.4278309411177 |  2.631768823086248 |  200.2809650976201 | 2.3962591950131555 | 310.95466887713906 |  2.497233781478381 | 163.59216592232846 |     1.0 |   667.0 | 202.0 | 14.0 |  970.1128065468276 |  5.160174502908657 |  344.9672218741946 | 391.28296963781145 |
|                1.4 |    1.0 |  59528.98465879348 |  59528.77479103532 |  2.985677644764484 |   65.6855893118232 |  2.541676654708988 |   320.861545575187 | 2.0213788062428923 |  800.9126011394364 | 2.2285256149430164 |  605.5979678676579 |  2.009555885377705 |  884.0756443881772 | 2.1897483656571817 | 400.89609086755183 |     1.0 |   286.0 | 202.0 | 14.0 | 1051.5323424823155 |   5.59325714086338 |  361.2466832497888 | 407.56243101340567 |
| 1.2999999999999998 |    1.2 |  59528.99740091207 | 59528.749610068844 |  2.981535246221177 |  65.35648128964918 |  2.546181857273961 |  315.0587063475412 | 2.0305705960054383 |   781.613749372462 |  2.234841116570851 |  593.5422964387461 |  2.021396536974004 |  859.4569269037985 |   2.20120832800767 | 390.15866056843765 |     1.0 |   303.0 | 202.0 | 14.0 | 1068.1106796368367 |  5.681439785302323 |  364.4065477723779 | 410.72229553599476 |
