   6.16  1.38339E+42
   6.39  1.49580E+42
   6.63  1.59549E+42
   6.88  1.81325E+42
   7.14  1.93334E+42
   7.41  2.16558E+42
   7.69  2.39233E+42
   7.98  2.58754E+42
   8.28  2.83475E+42
   8.59  3.14062E+42
   8.91  3.46934E+42
   9.24  3.77092E+42
   9.59  4.08716E+42
   9.95  4.46173E+42
  10.33  4.79402E+42
  10.71  5.14513E+42
  11.12  5.50726E+42
  11.53  5.84712E+42
  11.97  6.18044E+42
  12.42  6.51648E+42
  12.88  6.99393E+42
  13.37  7.27579E+42
  13.87  7.63153E+42
  14.39  7.92093E+42
  14.93  8.22980E+42
  15.49  8.51947E+42
  16.07  8.67882E+42
  16.68  8.86511E+42
  17.30  8.99053E+42
  17.95  9.13400E+42
  18.63  9.05985E+42
  19.33  9.10427E+42
  20.06  9.10091E+42
  20.81  8.95961E+42
  21.59  8.79743E+42
  22.40  8.54614E+42
  23.24  8.22215E+42
  24.12  7.85145E+42
  25.02  7.34753E+42
  25.96  6.91745E+42
  26.94  6.43487E+42
  27.95  5.98509E+42
  29.00  5.55432E+42
  30.09  5.20918E+42
  31.22  4.92444E+42
  32.40  4.60826E+42
  33.61  4.39152E+42
  34.88  4.11153E+42
  36.19  3.85171E+42
  37.55  3.57557E+42
  38.96  3.26322E+42
  40.42  2.94413E+42
  41.94  2.58176E+42
  43.52  2.26674E+42
  45.15  1.98464E+42
  46.85  1.77089E+42
  48.61  1.57836E+42
  50.43  1.43540E+42
  52.33  1.33468E+42
  54.30  1.27070E+42
  56.34  1.17576E+42
  58.45  1.06862E+42
  60.65  9.92870E+41
  62.93  9.27939E+41
  65.29  8.55964E+41
  67.75  8.06620E+41
  70.29  7.31944E+41
  72.93  6.83748E+41
  75.67  6.29649E+41
  78.52  5.63199E+41
  81.47  5.16043E+41
