|       obj |   ra_hms |  dec_dms | filter | exptime | count | binning |                 weight |     note | scheduled |     name |      ra |     dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                               mainTarget |                                                                       FixedTarget |                               id |           moonsep | rise |                    transit | set | maxalt |
| MS230429f | 03:07:00 | 36:10:03 |      r |     180 |     3 |       1 |                    1.0 |  1026266 |     False |  1026266 | 46.7524 | 36.1677 |          47.222008 |   0.002511135147145776 |    0.8 |                    1.0 |    0 |        0.5 | Target[name=MS230429f, ra[deg]=46.7524, dec[deg]=36.1677 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (46.7524, 36.1677)> | e235cbc7e6734ababba6e653f78d559f | 90.22960282817274 |      | 2023-04-29 02:44:58.731704 |     | -19.21 |
| MS230429f | 03:09:22 | 35:31:59 |      r |     180 |     3 |       1 |     0.5239240767013081 |    50047 |     False |    50047 | 47.3428 | 35.5331 |          34.672183 |   0.010527082800986512 |    0.1 |     0.5239240767013081 |    1 |        0.5 | Target[name=MS230429f, ra[deg]=47.3428, dec[deg]=35.5331 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.3428, 35.5331)> | a5b854723cee4b969fae0371d9559292 | 90.02236325093513 |      | 2023-04-29 02:47:19.864071 |     | -18.51 |
| MS230429f | 03:10:12 | 40:45:56 |      r |     180 |     3 |       1 |      0.514764553147845 |      843 |     False |      843 | 47.5539 | 40.7657 |          34.778224 |  0.0025857783778782035 |    0.4 |      0.514764553147845 |    2 |        0.9 | Target[name=MS230429f, ra[deg]=47.5539, dec[deg]=40.7657 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.5539, 40.7657)> | 480b4f27245a4372af887a943d7eb36e | 87.93836106844611 |      | 2023-04-29 02:48:13.323889 |     | -20.55 |
| MS230429f | 03:12:33 | 39:19:05 |      r |     180 |     3 |       1 |    0.35149503732143195 |    86845 |     False |    86845 | 48.1379 | 39.3183 |          50.461991 | 0.00035319203882175733 |    2.0 |    0.35149503732143195 |    3 |        0.9 | Target[name=MS230429f, ra[deg]=48.1379, dec[deg]=39.3183 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (48.1379, 39.3183)> | 620912df58934ef5811282190032886c | 88.04902278644978 |      | 2023-04-29 02:50:32.138988 |     | -19.55 |
| MS230429f | 03:09:17 | 38:38:57 |      r |     180 |     3 |       1 |    0.19776805410272064 |    86842 |     False |    86842 | 47.3222 | 38.6494 |          38.395591 |  0.0066270500268648565 |   0.06 |    0.19776805410272064 |    4 |        0.9 | Target[name=MS230429f, ra[deg]=47.3222, dec[deg]=38.6494 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.3222, 38.6494)> | bfdd891b4d3447c78ec2db08d33b3944 | 88.88383985805108 |      | 2023-04-29 02:47:16.609653 |     | -19.84 |
| MS230429f | 03:08:15 | 36:26:58 |      r |     180 |     3 |       1 |    0.14556781193057153 |  1070125 |     False |  1070125 | 47.0655 | 36.4497 |          48.363064 |  0.0022521435996116536 |   0.13 |    0.14556781193057153 |    5 |        0.9 | Target[name=MS230429f, ra[deg]=47.0655, dec[deg]=36.4497 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.0655, 36.4497)> | 123713f5d93a42ee8e999b7a8dec9762 | 89.89005420870507 |      | 2023-04-29 02:46:13.929727 |     |  -19.1 |
| MS230429f | 03:08:54 | 41:28:00 |      r |     180 |     3 |       1 |    0.13884239331366224 |  1028934 |     False |  1028934 | 47.2282 | 41.4669 |          33.362536 |  0.0013963531527281833 |    0.2 |    0.13884239331366224 |    6 |        0.9 | Target[name=MS230429f, ra[deg]=47.2282, dec[deg]=41.4669 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.2282, 41.4669)> | 4e45e5d97e264283a60142ffa5c2c605 | 87.90824695055002 |      | 2023-04-29 02:46:55.769894 |     | -21.06 |
| MS230429f | 03:09:17 | 38:38:57 |      r |     180 |     3 |       1 |    0.13177810684203742 |  1069987 |     False |  1069987 | 47.3221 | 38.6494 |          38.655023 |  0.0066270500268648565 |   0.04 |    0.13177810684203742 |    7 |        0.9 | Target[name=MS230429f, ra[deg]=47.3221, dec[deg]=38.6494 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.3221, 38.6494)> | c6866b9f769d46c5af58e479b5a4111e | 88.88391241493485 |      | 2023-04-29 02:47:16.585714 |     | -19.84 |
| MS230429f | 03:08:15 | 36:26:58 |      r |     180 |     3 |       1 |    0.13168341224197902 |    86840 |     False |    86840 | 47.0654 | 36.4496 |          47.607443 |    0.00294324211387757 |   0.09 |    0.13168341224197902 |    8 |       0.95 | Target[name=MS230429f, ra[deg]=47.0654, dec[deg]=36.4496 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.0654, 36.4496)> | 09bc6382dde04dffb99504eb2ecdcdf8 | 89.89016613849445 |      | 2023-04-29 02:46:13.905708 |     |  -19.1 |
| MS230429f | 03:10:59 | 38:39:32 |      r |     180 |     3 |       1 |    0.08970838617256754 |     2635 |     False |     2635 | 47.7475 |  38.659 |          31.377535 |   0.004514621126206261 |   0.04 |    0.08970838617256754 |    9 |        1.0 |  Target[name=MS230429f, ra[deg]=47.7475, dec[deg]=38.659 |  <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.7475, 38.659)> | 2219e3712bd24984b0268d4e69393fc5 | 88.57146285877472 |      | 2023-04-29 02:48:58.398398 |     | -19.55 |
| MS230429f | 03:16:11 | 37:23:45 |      r |     180 |     3 |       1 |     0.0409147990130522 |    76046 |     False |    76046 | 49.0462 |  37.396 |          42.528025 |  0.0004129139029573784 |    0.2 |     0.0409147990130522 |   10 |        1.0 |  Target[name=MS230429f, ra[deg]=49.0462, dec[deg]=37.396 |  <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (49.0462, 37.396)> | a7213e5bce96424b85044c620190f284 | 88.07101997372321 |      | 2023-04-29 02:54:07.964332 |     | -18.08 |
| MS230429f | 03:06:09 | 34:26:36 |      r |     180 |     3 |       1 |    0.02309205843894507 |  5522396 |     False |  5522396 | 46.5413 | 34.4434 |          36.854538 |   0.004678575751366519 |   0.01 |    0.02309205843894507 |   11 |        1.0 | Target[name=MS230429f, ra[deg]=46.5413, dec[deg]=34.4434 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (46.5413, 34.4434)> | a8e38f8ccb984096a5d00e603beb669b | 91.03890116323225 |      | 2023-04-29 02:44:07.217157 |     | -18.63 |
| MS230429f | 03:09:20 | 39:42:33 |      r |     180 |     3 |       1 |   0.006399954641649319 |    86841 |     False |    86841 | 47.3338 | 39.7094 |          48.551132 |  0.0013259618606078342 |   0.01 |   0.006399954641649319 |   12 |        1.0 | Target[name=MS230429f, ra[deg]=47.3338, dec[deg]=39.7094 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.3338, 39.7094)> | 87652289b21e4a258f154a92bd894d9a | 88.48349062086272 |      | 2023-04-29 02:47:19.998369 |     | -20.27 |
| MS230429f | 03:14:33 | 39:46:08 |      r |     180 |     3 |       1 |   0.005605832648775129 | 22187008 |     False | 22187008 | 48.6396 | 39.7691 |          36.538236 |  0.0012960691689694295 |  0.009 |   0.005605832648775129 |   13 |        1.0 | Target[name=MS230429f, ra[deg]=48.6396, dec[deg]=39.7691 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (48.6396, 39.7691)> | b2608d06faff47c89d76e117ec9970e1 | 87.52612975793276 |      | 2023-04-29 02:52:32.304862 |     | -19.39 |
| MS230429f | 03:08:47 | 35:22:37 |      r |     180 |     3 |       1 |   0.005197760200136007 |  5621371 |     False |  5621371 | 47.1989 | 35.3769 |          38.400256 |   0.010845006824719021 |  0.001 |   0.005197760200136007 |   14 |        1.0 | Target[name=MS230429f, ra[deg]=47.1989, dec[deg]=35.3769 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.1989, 35.3769)> | 6c0a52ba3f304daa94464839b0fe3af9 | 90.18916470866958 |      | 2023-04-29 02:46:45.330643 |     | -18.55 |
| MS230429f | 03:09:28 | 34:55:17 |      r |     180 |     3 |       1 |  0.0051482821854125504 |  5620557 |     False |  5620557 | 47.3694 | 34.9215 | 36.848997999999995 |   0.010745630095532097 |  0.001 |  0.0051482821854125504 |   15 |        1.0 | Target[name=MS230429f, ra[deg]=47.3694, dec[deg]=34.9215 | <FixedTarget "MS230429f" at SkyCoord (ICRS): (ra, dec) in deg (47.3694, 34.9215)> | 483b21a385cd4854821c9dfd380784be | 90.22856724223384 |      | 2023-04-29 02:47:25.921129 |     | -18.22 |
