#	Observing Date = 2023-04-29
#	Observatory = CBNUO
#	-18 deg sunset = 20:51
#	-18 deg sunrise = 03:58
#	Moon ra, dec = 9:20:22.22   20:57:35.48
#	Moon phase = 0.57
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |      dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |  note |
| MS230428n | 19:19:52 | 01:38:10 |    01:53 |       05:22 |   08:52 |            143 |   0.016911915845162873 |  9117 |
| MS230428n | 19:19:52 | 00:32:43 |    01:57 |       05:22 |   08:47 |            144 |   0.020876074591985722 |  8788 |
| MS230428n | 19:24:15 | 00:32:43 |    02:02 |       05:27 |   08:52 |            145 |   0.030512371922269486 |  8789 |
| MS230428n | 19:24:15 | 01:38:10 |    01:58 |       05:27 |   08:56 |            144 |                    0.0 |  9118 |
| MS230428n | 19:24:15 | 02:43:38 |    01:53 |       05:27 |   09:00 |            143 |    0.06778840432168716 |  9447 |
| MS230428n | 19:24:15 | 03:49:05 |    01:49 |       05:27 |   09:04 |            143 |                    0.0 |  9776 |
| MS230428n | 19:27:48 | 05:59:59 |    01:45 |       05:30 |   09:15 |            142 |                    0.0 | 10433 |
| MS230428n | 19:27:48 | 04:54:32 |    01:49 |       05:30 |   09:12 |            142 |                    0.0 | 10105 |
| MS230428n | 19:28:37 | 02:43:38 |    01:58 |       05:31 |   09:05 |            144 |                    0.0 |  9448 |
| MS230428n | 19:28:37 | 01:38:10 |    02:02 |       05:31 |   09:00 |            145 |    0.05135194870827604 |  9119 |
| MS230428n | 19:28:37 | 03:49:05 |    01:54 |       05:31 |   09:09 |            143 |                    0.0 |  9777 |
| MS230428n | 19:30:33 | 08:10:54 |    01:41 |       05:33 |   09:25 |            141 |   0.004746436659159597 | 11087 |
| MS230428n | 19:31:22 | 07:05:27 |    01:45 |       05:34 |   09:23 |            142 |                    0.0 | 10761 |
| MS230428n | 19:32:11 | 04:54:32 |    01:53 |       05:35 |   09:16 |            143 |                    0.0 | 10106 |
| MS230428n | 19:32:11 | 05:59:59 |    01:50 |       05:35 |   09:20 |            142 |                    0.0 | 10434 |
| MS230428n | 19:33:00 | 03:49:05 |    01:58 |       05:35 |   09:13 |            144 |   0.003713602656282057 |  9778 |
| MS230428n | 19:33:00 | 02:43:38 |    02:02 |       05:35 |   09:09 |            145 |   0.005236764832095026 |  9449 |
| MS230428n | 19:34:09 | 09:16:21 |    01:41 |       05:37 |   09:32 |            140 |   0.009437561056328193 | 11413 |
| MS230428n | 19:34:58 | 08:10:54 |    01:45 |       05:37 |   09:30 |            141 |    0.01418399771548779 | 11088 |
| MS230428n | 19:35:46 | 07:05:27 |    01:50 |       05:38 |   09:27 |            142 |    0.08987763504944331 | 10762 |
| MS230428n | 19:36:35 | 05:59:59 |    01:54 |       05:39 |   09:24 |            143 |   0.015877296446819348 | 10435 |
| MS230428n | 19:36:35 | 04:54:32 |    01:58 |       05:39 |   09:20 |            144 |                    0.0 | 10107 |
| MS230428n | 19:37:23 | 02:43:38 |    02:06 |       05:40 |   09:13 |            146 |     0.1489014692139494 |  9450 |
| MS230428n | 19:37:23 | 03:49:05 |    02:02 |       05:40 |   09:17 |            145 |   0.003713602656282057 |  9779 |
| MS230428n | 19:37:46 | 10:21:49 |    01:41 |       05:40 |   09:39 |            140 |                    0.0 | 11738 |
| MS230428n | 19:38:35 | 09:16:21 |    01:45 |       05:41 |   09:37 |            141 |                    0.0 | 11414 |
| MS230428n | 19:39:23 | 08:10:54 |    01:50 |       05:42 |   09:34 |            142 |   0.050701718577855645 | 11089 |
| MS230428n | 19:40:11 | 07:05:27 |    01:54 |       05:43 |   09:31 |            143 |     0.0758375120349415 | 10763 |
| MS230428n | 19:40:37 | 12:32:43 |    01:37 |       05:43 |   09:49 |            139 |                    0.0 | 12384 |
| MS230428n | 19:40:58 | 04:54:32 |    02:02 |       05:44 |   09:25 |            145 |  0.0028085137486372116 | 10108 |
| MS230428n | 19:40:58 | 05:59:59 |    01:58 |       05:44 |   09:29 |            144 |   0.046913209652045915 | 10436 |
| MS230428n | 19:41:25 | 11:27:16 |    01:41 |       05:44 |   09:46 |            140 |                    0.0 | 12062 |
| MS230428n | 19:41:45 | 03:49:05 |    02:07 |       05:44 |   09:22 |            146 |    0.04800999007781297 |  9780 |
| MS230428n | 19:41:45 | 02:43:38 |    02:11 |       05:44 |   09:18 |            146 |    0.02662187525017141 |  9451 |
| MS230428n | 19:42:13 | 10:21:49 |    01:45 |       05:45 |   09:44 |            141 |                    0.0 | 11739 |
| MS230428n | 19:43:00 | 09:16:21 |    01:50 |       05:46 |   09:41 |            142 |                    0.0 | 11415 |
| MS230428n | 19:43:48 | 08:10:54 |    01:54 |       05:46 |   09:39 |            143 |   0.004895981065041231 | 11090 |
| MS230428n | 19:44:17 | 13:38:10 |    01:37 |       05:47 |   09:56 |            138 |                    0.0 | 12706 |
| MS230428n | 19:44:35 | 07:05:27 |    01:58 |       05:47 |   09:36 |            144 |   0.002208459244694078 | 10764 |
| MS230428n | 19:45:05 | 12:32:43 |    01:42 |       05:48 |   09:53 |            139 |   0.023756623066369848 | 12385 |
| MS230428n | 19:45:21 | 05:59:59 |    02:03 |       05:48 |   09:33 |            145 |    0.00701810538520571 | 10437 |
| MS230428n | 19:45:21 | 04:54:32 |    02:06 |       05:48 |   09:29 |            145 |   0.020528648836400036 | 10109 |
| MS230428n | 19:45:52 | 11:27:16 |    01:46 |       05:48 |   09:51 |            140 |                    0.0 | 12063 |
| MS230428n | 19:46:40 | 10:21:49 |    01:50 |       05:49 |   09:48 |            141 |                    0.0 | 11740 |
| MS230428n | 19:47:12 | 14:43:38 |    01:37 |       05:50 |   10:02 |            138 |                    0.0 | 13026 |
| MS230428n | 19:47:26 | 09:16:21 |    01:54 |       05:50 |   09:46 |            142 |   0.005218281068602928 | 11416 |
| MS230428n | 19:48:13 | 08:10:54 |    01:58 |       05:51 |   09:43 |            143 |   0.004483802040727466 | 11091 |
| MS230428n | 19:48:47 | 13:38:10 |    01:42 |       05:51 |   10:00 |            139 |   0.010766196572559164 | 12707 |
| MS230428n | 19:48:59 | 07:05:27 |    02:03 |       05:52 |   09:40 |            144 |                    0.0 | 10765 |
| MS230428n | 19:49:22 | 16:54:32 |    01:33 |       05:52 |   10:10 |            136 |                    0.0 | 13661 |
