RA_ICRS,DE_ICRS,E_BP_RP_corr,Bmag,BFlag,Vmag,VFlag,Rmag,RFlag,gmag,gFlag,rmag,rFlag,imag,iFlag,e_Bmag,e_Vmag,e_Rmag,e_gmag,e_rmag,e_imag
66.54729922305,-55.85837729598,-0.0016,18.182787,1,17.029976,1,16.319462,1,17.611040,1,16.558193,1,16.185133,1,0.02,0.02,0.02,0.02,0.02,0.02
66.61110461796,-55.84978620466,-0.0019,12.157283,1,11.178318,1,10.660012,1,11.614577,0,10.875787,0,10.608399,0,0.02,0.02,0.02,0.02,0.02,0.02
66.74588113244,-55.84533354289,-0.0011,15.797997,1,15.271747,1,14.949973,1,15.460170,1,15.122349,1,15.018412,1,0.02,0.02,0.02,0.02,0.02,0.02
66.75374168758,-55.80939588187,-0.0042,14.372243,1,13.703101,1,13.324289,1,13.964931,0,13.505023,0,13.370663,0,0.02,0.02,0.02,0.02,0.02,0.02
66.70928654407,-55.82587359602,-0.0071,16.628105,1,15.874296,1,15.451729,1,16.188005,1,15.642776,1,15.468153,1,0.02,0.02,0.02,0.02,0.02,0.02
66.73480494908,-55.81678742926,-0.0103,17.450556,1,16.231792,1,15.495854,1,16.854890,1,15.740567,1,15.354443,1,0.02,0.02,0.02,0.02,0.02,0.02
66.70232196069,-55.79378480983,0.0032,19.283850,0,17.940718,1,17.047321,1,18.664484,1,17.346529,1,16.739956,1,0.02,0.02,0.02,0.02,0.02,0.02
66.74239284922,-55.77720294068,0.1261,19.122604,0,17.671492,1,16.699137,1,18.455788,1,17.074633,1,16.218721,1,0.02,0.02,0.02,0.02,0.02,0.02
66.71950412550,-55.77211453176,0.2318,,0,17.515491,1,16.529910,1,18.262993,1,16.929827,1,16.041708,1,0.02,0.02,0.02,0.02,0.02,0.02
66.74554194904,-55.75659655533,-0.0025,16.255419,1,15.478619,1,15.046428,1,15.796898,1,15.238521,1,15.064692,1,0.02,0.02,0.02,0.02,0.02,0.02
66.70137983524,-55.77540071769,0.0010,17.064724,1,16.535183,1,16.227642,1,16.722097,1,16.396498,1,16.308552,1,0.02,0.02,0.02,0.02,0.02,0.02
66.61663290273,-55.77786505879,0.0045,18.291010,1,17.150543,1,16.440140,1,17.740257,1,16.681639,1,16.308607,1,0.02,0.02,0.02,0.02,0.02,0.02
66.60510218654,-55.77967487250,-0.0087,18.063295,1,17.238564,1,16.769781,1,17.596708,1,16.970886,1,16.745410,1,0.02,0.02,0.02,0.02,0.02,0.02
66.72233986499,-55.74470957538,-0.0041,16.814450,1,16.199512,1,15.837970,1,16.435692,1,16.017490,1,15.879836,1,0.02,0.02,0.02,0.02,0.02,0.02
66.71584170614,-55.72279083933,-0.0257,19.133717,1,17.981255,1,17.252106,1,18.572334,1,17.504915,1,17.094374,1,0.02,0.02,0.02,0.02,0.02,0.02
66.73040514665,-55.73679255896,-0.0051,18.715725,1,17.369007,1,16.508413,1,18.097350,1,16.792898,1,16.251522,1,0.02,0.02,0.02,0.02,0.02,0.02
66.66646383264,-55.70930983543,-0.0002,14.567236,1,13.925288,1,13.554016,1,14.171926,0,13.737709,0,13.591021,0,0.02,0.02,0.02,0.02,0.02,0.02
66.65708302668,-55.70388121207,0.0161,17.558828,1,16.720661,1,16.217289,1,17.085552,1,16.426617,1,16.175400,1,0.02,0.02,0.02,0.02,0.02,0.02
66.73968419453,-55.71595351228,-0.0009,16.057950,1,15.175927,1,14.677913,1,15.567281,1,14.885515,1,14.645451,1,0.02,0.02,0.02,0.02,0.02,0.02
66.72475216848,-55.69316704028,0.0366,17.557194,1,16.323513,1,15.538815,1,16.963142,1,15.811135,1,15.326093,1,0.02,0.02,0.02,0.02,0.02,0.02
66.71502126107,-55.69456967309,-0.0199,18.153830,1,17.542406,1,17.182362,1,17.767855,1,17.364727,1,17.217170,1,0.02,0.02,0.02,0.02,0.02,0.02
66.75268904107,-55.67476212568,-0.0019,12.356901,1,11.421017,1,10.918344,1,11.834276,0,11.129299,0,10.877880,0,0.02,0.02,0.02,0.02,0.02,0.02
66.67628139122,-55.69424287175,0.0061,18.961016,0,17.455845,1,16.418825,1,18.260770,1,16.850990,1,15.814253,1,0.02,0.02,0.02,0.02,0.02,0.02
66.65362491397,-55.67818090891,0.0061,15.805588,1,15.100955,1,14.672055,1,15.391184,1,14.867101,1,14.670089,1,0.02,0.02,0.02,0.02,0.02,0.02
66.66288073949,-55.68743138959,-0.0029,16.321465,1,15.539840,1,15.097398,1,15.867751,1,15.292471,1,15.100187,1,0.02,0.02,0.02,0.02,0.02,0.02
66.76055514820,-55.62786339480,-0.0074,16.040358,1,15.174455,1,14.677493,1,15.551214,1,14.878615,1,14.664885,1,0.02,0.02,0.02,0.02,0.02,0.02
66.72098686412,-55.64722526095,-0.0038,16.326240,1,15.435534,1,14.935982,1,15.830494,1,15.147606,1,14.894161,1,0.02,0.02,0.02,0.02,0.02,0.02
66.72429515600,-55.64139922729,-0.0049,17.047098,1,15.891735,1,15.177723,1,16.479229,1,15.416634,1,15.053713,1,0.02,0.02,0.02,0.02,0.02,0.02
66.74372171847,-55.62913845752,0.0045,17.744060,1,16.927792,1,16.432981,1,17.280848,1,16.638903,1,16.399975,1,0.02,0.02,0.02,0.02,0.02,0.02
66.73057254557,-55.61242314701,-0.0016,18.816149,1,17.526539,1,16.706963,1,18.203790,1,16.979406,1,16.493120,1,0.02,0.02,0.02,0.02,0.02,0.02
66.70228759357,-55.60603127916,0.0026,17.529870,1,16.986372,1,16.640617,1,17.187510,1,16.821962,1,16.684470,1,0.02,0.02,0.02,0.02,0.02,0.02
66.71399047996,-55.61781947129,-0.0043,16.421660,1,15.823253,1,15.469320,1,16.048254,1,15.648636,1,15.514621,1,0.02,0.02,0.02,0.02,0.02,0.02
66.71634650049,-55.58995335647,0.1248,16.453756,1,15.684830,1,15.206076,1,15.999647,1,15.430831,1,15.138970,1,0.02,0.02,0.02,0.02,0.02,0.02
64.61125856274,-55.90939056016,0.2114,14.750508,1,14.256854,1,13.830654,1,14.435280,0,14.039969,0,13.804017,0,0.02,0.02,0.02,0.02,0.02,0.02
64.63153520980,-55.90947921030,0.0007,12.731709,1,12.088685,1,11.715230,1,12.336006,0,11.897060,0,11.757930,0,0.02,0.02,0.02,0.02,0.02,0.02
64.54793438950,-55.91697404655,0.0052,18.222298,0,16.806318,1,15.879010,1,17.576262,1,16.214690,1,15.479544,1,0.02,0.02,0.02,0.02,0.02,0.02
64.58781892284,-55.89285061894,-0.0173,18.076515,1,17.182460,1,16.658527,1,17.584686,1,16.865181,1,16.624525,1,0.02,0.02,0.02,0.02,0.02,0.02
64.56624290989,-55.89729621409,-0.0033,17.032930,1,16.253390,1,15.791757,1,16.584648,1,15.988831,1,15.787703,1,0.02,0.02,0.02,0.02,0.02,0.02
65.63972503527,-55.93133902089,-0.0027,12.158247,1,11.420877,1,11.009111,1,11.719463,0,11.195200,0,11.039054,0,0.02,0.02,0.02,0.02,0.02,0.02
65.57770480199,-55.93315314445,-0.0074,18.627588,1,17.708218,1,17.152905,1,18.118784,1,17.372906,1,17.080095,1,0.02,0.02,0.02,0.02,0.02,0.02
65.62336421595,-55.91782681402,-0.0036,17.165590,1,16.305553,1,15.819844,1,16.679900,1,16.029009,1,15.781712,1,0.02,0.02,0.02,0.02,0.02,0.02
65.55845743462,-55.89328039507,-0.0022,16.778101,1,15.962873,1,15.496284,1,16.312637,1,15.706955,1,15.451403,1,0.02,0.02,0.02,0.02,0.02,0.02
66.09597455967,-55.93172402832,-0.0063,17.246399,1,16.359203,1,15.864879,1,16.750800,1,16.075186,1,15.827190,1,0.02,0.02,0.02,0.02,0.02,0.02
66.04903852090,-55.92687347883,-0.0046,17.210812,1,16.610168,1,16.258755,1,16.839554,1,16.443060,1,16.289280,1,0.02,0.02,0.02,0.02,0.02,0.02
66.02757079262,-55.92050074063,-0.0028,15.602572,1,14.845194,1,14.419078,1,15.155484,1,14.608892,1,14.434761,1,0.02,0.02,0.02,0.02,0.02,0.02
66.02072911839,-55.91163760227,0.0075,,0,18.073206,1,17.182660,1,18.811880,1,17.480507,1,16.874012,1,0.02,0.02,0.02,0.02,0.02,0.02
66.34444043539,-55.92196614676,-0.0021,17.324417,1,16.829094,1,16.497774,1,16.996191,1,16.667953,1,16.571587,1,0.02,0.02,0.02,0.02,0.02,0.02
66.32258411571,-55.91284516602,-0.0058,16.932634,1,16.354773,1,16.014515,1,16.565268,1,16.193580,1,16.061860,1,0.02,0.02,0.02,0.02,0.02,0.02
66.29808921020,-55.90443150015,-0.0103,19.316557,0,17.965103,1,17.097464,1,18.696991,1,17.383053,1,16.837248,1,0.02,0.02,0.02,0.02,0.02,0.02
66.30957993274,-55.90460743005,0.0244,,0,18.209620,1,17.290522,1,18.970318,1,17.617035,1,16.925350,1,0.02,0.02,0.02,0.02,0.02,0.02
66.29233857310,-55.89306121368,0.0125,17.074740,1,16.397345,1,15.997849,1,16.667550,1,16.185196,1,16.019520,1,0.02,0.02,0.02,0.02,0.02,0.02
66.41790133798,-55.92447193268,-0.0026,15.915193,1,15.291738,1,14.926502,1,15.527838,1,15.108288,1,14.969103,1,0.02,0.02,0.02,0.02,0.02,0.02
66.37852649790,-55.91076284244,-0.0101,18.856450,0,17.479183,1,16.583609,1,18.234293,1,16.879580,1,16.282969,1,0.02,0.02,0.02,0.02,0.02,0.02
66.39112536509,-55.90315063403,-0.0033,17.666513,1,16.893888,1,16.439780,1,17.219713,1,16.644710,1,16.404219,1,0.02,0.02,0.02,0.02,0.02,0.02
66.37734543689,-55.90938566576,-0.0005,17.817790,1,16.599491,1,15.830588,1,17.237024,1,16.087502,1,15.654306,1,0.02,0.02,0.02,0.02,0.02,0.02
66.48169675874,-55.91323326354,0.1025,17.697641,1,16.588957,1,15.822902,1,17.162485,1,16.093023,1,15.625509,1,0.02,0.02,0.02,0.02,0.02,0.02
66.47360618674,-55.89206490126,-0.0014,15.175181,1,14.629732,1,14.308914,1,14.822958,1,14.481307,1,14.377345,1,0.02,0.02,0.02,0.02,0.02,0.02
66.48134370586,-55.85428830000,-0.0014,13.741439,1,12.921604,1,12.457858,1,13.269655,0,12.654547,0,12.458442,0,0.02,0.02,0.02,0.02,0.02,0.02
66.43550307206,-55.88878571263,-0.0064,17.659382,1,16.326138,1,15.490972,1,17.040474,1,15.769463,1,15.255809,1,0.02,0.02,0.02,0.02,0.02,0.02
66.29004946782,-55.87124495341,-0.0015,17.980495,1,17.399510,1,17.033340,1,17.622736,1,17.210974,1,17.080904,1,0.02,0.02,0.02,0.02,0.02,0.02
66.33124341371,-55.85800079917,-0.0017,,0,17.887777,1,16.824060,1,18.620340,1,17.321592,1,16.114748,1,0.02,0.02,0.02,0.02,0.02,0.02
66.38831530388,-55.84689904341,-0.0092,16.869690,0,16.575338,1,16.374792,1,16.623215,1,16.521920,1,16.519629,1,0.02,0.02,0.02,0.02,0.02,0.02
66.13284865641,-55.91538842228,0.1854,13.594425,1,12.965410,1,12.638215,1,13.179537,0,12.851710,0,12.606239,0,0.02,0.02,0.02,0.02,0.02,0.02
66.15443855116,-55.91506107948,-0.0053,15.836991,1,15.109968,1,14.695286,1,15.401994,1,14.883973,1,14.721257,1,0.02,0.02,0.02,0.02,0.02,0.02
66.24983835807,-55.91001339999,0.0042,16.510094,1,16.012383,1,15.707659,1,16.182968,1,15.877157,1,15.782409,1,0.02,0.02,0.02,0.02,0.02,0.02
66.20921881752,-55.90116039084,0.0003,17.693272,1,16.876755,1,16.395601,1,17.225746,1,16.600588,1,16.371170,1,0.02,0.02,0.02,0.02,0.02,0.02
66.22503301070,-55.88901500497,-0.0035,18.582113,1,17.848465,1,17.392240,1,18.162811,1,17.595425,1,17.368520,1,0.02,0.02,0.02,0.02,0.02,0.02
66.22511532084,-55.87334829182,0.0083,14.568863,1,14.034271,1,13.695128,1,14.229207,0,13.871179,0,13.752733,0,0.02,0.02,0.02,0.02,0.02,0.02
66.19311878566,-55.88666147182,-0.0021,17.729500,1,16.818102,1,16.321680,1,17.222890,1,16.540245,1,16.258783,1,0.02,0.02,0.02,0.02,0.02,0.02
66.18399721037,-55.87070759452,-0.0029,17.271456,1,16.534706,1,16.085651,1,16.843134,1,16.277796,1,16.087042,1,0.02,0.02,0.02,0.02,0.02,0.02
66.11091602267,-55.91143623125,0.0012,16.860325,1,16.126670,1,15.711962,1,16.426378,1,15.900286,1,15.737649,1,0.02,0.02,0.02,0.02,0.02,0.02
66.10083856746,-55.89555086512,-0.0083,18.311022,1,17.122627,1,16.375912,1,17.738056,1,16.630707,1,16.205410,1,0.02,0.02,0.02,0.02,0.02,0.02
66.11198739250,-55.87947396981,-0.0032,18.064142,1,16.817120,1,16.024487,1,17.474714,1,16.287804,1,15.830263,1,0.02,0.02,0.02,0.02,0.02,0.02
66.08573956186,-55.87200340485,-0.0029,15.282613,1,14.323476,1,13.805472,1,14.754841,0,14.021447,0,13.750269,0,0.02,0.02,0.02,0.02,0.02,0.02
66.04387823358,-55.86043251478,-0.0026,14.073814,1,13.532039,1,13.205098,1,13.724240,0,13.378390,0,13.270632,0,0.02,0.02,0.02,0.02,0.02,0.02
66.12598981753,-55.83618131397,0.0152,16.963037,1,16.160572,1,15.683317,1,16.500965,1,15.886646,1,15.666533,1,0.02,0.02,0.02,0.02,0.02,0.02
66.12919455670,-55.82376328553,0.0321,15.508704,1,15.025613,1,14.694242,1,15.183661,1,14.874102,1,14.742042,1,0.02,0.02,0.02,0.02,0.02,0.02
66.08332263925,-55.83384052518,-0.0055,9.360943,0,7.929448,0,7.139359,0,8.644029,0,7.426023,0,6.907688,0,0.02,0.02,0.02,0.02,0.02,0.02
66.31211759585,-55.79465861729,0.0006,13.025488,1,12.575285,1,12.299829,1,12.714114,0,12.461282,0,12.404029,0,0.02,0.02,0.02,0.02,0.02,0.02
66.28953421741,-55.79169514857,-0.0044,16.877253,1,16.164377,1,15.756002,1,16.450300,1,15.947276,1,15.770333,1,0.02,0.02,0.02,0.02,0.02,0.02
66.31275692610,-55.78071147268,-0.0011,17.793964,1,17.090002,1,16.684013,1,17.375130,1,16.870157,1,16.706495,1,0.02,0.02,0.02,0.02,0.02,0.02
66.30447978966,-55.76383025606,0.0025,16.541239,1,15.746577,1,15.277660,1,16.084600,1,15.478621,1,15.262996,1,0.02,0.02,0.02,0.02,0.02,0.02
66.27237398459,-55.78284883193,-0.0036,16.803823,1,16.070711,1,15.665877,1,16.369862,1,15.855008,1,15.686264,1,0.02,0.02,0.02,0.02,0.02,0.02
66.24295540247,-55.75754705636,-0.0004,16.162476,1,15.530455,1,15.155403,1,15.773834,1,15.338301,1,15.196360,1,0.02,0.02,0.02,0.02,0.02,0.02
66.18292006564,-55.80763281682,-0.0036,16.318645,1,15.742647,1,15.399151,1,15.953060,1,15.576591,1,15.451052,1,0.02,0.02,0.02,0.02,0.02,0.02
66.19215330632,-55.79340674809,0.0792,18.707413,1,17.586240,1,16.887836,1,18.142626,1,17.142914,1,16.710188,1,0.02,0.02,0.02,0.02,0.02,0.02
66.19389747576,-55.78622656508,-0.0069,14.756479,1,14.160339,1,13.821629,1,14.379985,0,13.991973,0,13.899981,0,0.02,0.02,0.02,0.02,0.02,0.02
66.20479276876,-55.79724234332,-0.0070,17.365368,1,16.331692,1,15.691378,1,16.832384,1,15.919683,1,15.600671,1,0.02,0.02,0.02,0.02,0.02,0.02
66.11863670065,-55.77072963069,0.0005,18.259327,1,17.644340,1,17.239370,1,17.892418,1,17.431610,1,17.241255,1,0.02,0.02,0.02,0.02,0.02,0.02
66.16821258783,-55.75448777752,-0.0034,16.441933,1,15.693205,1,15.257969,1,16.007408,1,15.453404,1,15.259609,1,0.02,0.02,0.02,0.02,0.02,0.02
66.18375527970,-55.75769633871,0.0025,15.750739,1,14.992807,1,14.531226,1,15.314796,1,14.732269,1,14.510479,1,0.02,0.02,0.02,0.02,0.02,0.02
66.23460857846,-55.73443999218,-0.0032,19.681131,0,18.286760,1,17.313510,1,19.042406,1,17.663939,1,16.886232,1,0.02,0.02,0.02,0.02,0.02,0.02
66.20090322379,-55.71303424582,-0.0072,,0,18.277430,1,17.317568,1,19.137262,1,17.639393,1,16.955513,1,0.02,0.02,0.02,0.02,0.02,0.02
66.15925943335,-55.71021376080,0.0050,18.486820,0,17.038591,1,16.116112,1,17.821120,1,16.431376,1,15.770802,1,0.02,0.02,0.02,0.02,0.02,0.02
66.15919239609,-55.68952303209,-0.0027,17.145508,1,16.502563,1,16.119692,1,16.752287,1,16.305294,1,16.150908,1,0.02,0.02,0.02,0.02,0.02,0.02
65.79236793701,-55.93510920095,-0.0062,15.214133,1,14.432524,1,14.002485,1,14.754947,1,14.188865,1,14.033350,1,0.02,0.02,0.02,0.02,0.02,0.02
65.79816487874,-55.92523892600,0.2989,12.378419,1,11.824966,1,11.517970,1,12.024520,0,11.708372,0,11.545561,0,0.02,0.02,0.02,0.02,0.02,0.02
65.77948444394,-55.89523223650,-0.0076,17.856630,1,16.864265,1,16.260504,1,17.329603,1,16.481682,1,16.194813,1,0.02,0.02,0.02,0.02,0.02,0.02
65.77664480550,-55.89358115988,0.0001,18.120794,1,17.238840,1,16.737799,1,17.628746,1,16.949987,1,16.681166,1,0.02,0.02,0.02,0.02,0.02,0.02
65.89445650010,-55.92587878746,0.1077,18.615452,1,17.817305,1,17.342370,1,18.159155,1,17.556536,1,17.275055,1,0.02,0.02,0.02,0.02,0.02,0.02
65.90733493794,-55.91488466836,-0.0064,14.434171,1,13.784969,1,13.424565,1,14.033876,0,13.600450,0,13.485013,0,0.02,0.02,0.02,0.02,0.02,0.02
65.99918967598,-55.91488521054,-0.0027,14.452809,1,13.600049,1,13.096370,1,13.972963,0,13.303336,0,13.061857,0,0.02,0.02,0.02,0.02,0.02,0.02
65.97557619804,-55.88406968399,-0.0100,18.799297,1,17.920382,1,17.389904,1,18.316233,1,17.604374,1,17.343292,1,0.02,0.02,0.02,0.02,0.02,0.02
65.99229045732,-55.85333063389,0.0187,,0,18.047720,1,16.960255,1,18.826466,1,17.446285,1,16.267030,1,0.02,0.02,0.02,0.02,0.02,0.02
65.95858141567,-55.86001566790,0.0049,18.704916,1,17.800207,1,17.221926,1,18.215770,1,17.441513,1,17.146942,1,0.02,0.02,0.02,0.02,0.02,0.02
65.96169247457,-55.84791757023,-0.0049,16.537003,1,15.986539,1,15.653734,1,16.183355,1,15.829324,1,15.711826,1,0.02,0.02,0.02,0.02,0.02,0.02
65.94006150247,-55.84424671953,-0.0025,16.827324,1,16.174656,1,15.790130,1,16.431665,1,15.978430,1,15.815268,1,0.02,0.02,0.02,0.02,0.02,0.02
65.86789777848,-55.84071168467,-0.0186,18.304539,1,17.362759,1,16.773660,1,17.794842,1,16.992416,1,16.710247,1,0.02,0.02,0.02,0.02,0.02,0.02
65.83813518043,-55.80613823137,0.0013,16.973398,1,16.397230,1,16.056410,1,16.613111,1,16.235287,1,16.109516,1,0.02,0.02,0.02,0.02,0.02,0.02
65.71525095994,-55.89993937991,-0.0077,18.245306,1,17.106756,1,16.391445,1,17.685892,1,16.642084,1,16.240688,1,0.02,0.02,0.02,0.02,0.02,0.02
65.64973068411,-55.92675676410,-0.0164,17.685472,1,16.777700,1,16.243070,1,17.183292,1,16.448906,1,16.209648,1,0.02,0.02,0.02,0.02,0.02,0.02
65.66152008440,-55.91006810478,0.0075,,0,17.891352,1,16.924164,1,18.653680,1,17.299604,1,16.424725,1,0.02,0.02,0.02,0.02,0.02,0.02
65.65680492036,-55.89284189405,0.0067,,0,18.095330,1,17.117975,1,18.907043,1,17.487011,1,16.645521,1,0.02,0.02,0.02,0.02,0.02,0.02
65.69321881249,-55.88182732532,0.0418,16.415276,1,15.788468,1,15.407755,1,16.024939,1,15.602681,1,15.417889,1,0.02,0.02,0.02,0.02,0.02,0.02
65.63382227871,-55.90233354079,-0.0040,14.894363,1,14.212992,1,13.827087,1,14.481030,0,14.008749,0,13.867766,0,0.02,0.02,0.02,0.02,0.02,0.02
65.62224926945,-55.88696969071,-0.0153,18.214788,1,16.942144,1,16.137777,1,17.618233,1,16.398731,1,15.946034,1,0.02,0.02,0.02,0.02,0.02,0.02
65.63923131118,-55.89032679735,-0.0051,16.705065,1,15.846992,1,15.360459,1,16.218775,1,15.558391,1,15.353977,1,0.02,0.02,0.02,0.02,0.02,0.02
65.59473415057,-55.88172266810,-0.0112,18.731495,1,17.639063,1,16.926792,1,18.198717,1,17.166544,1,16.795408,1,0.02,0.02,0.02,0.02,0.02,0.02
65.65735127851,-55.81400552003,0.0002,15.855160,1,15.219048,1,14.847114,1,15.462357,1,15.029576,1,14.883421,1,0.02,0.02,0.02,0.02,0.02,0.02
65.63201455212,-55.82501624293,-0.0153,18.392181,1,17.686495,1,17.283804,1,17.974253,1,17.476633,1,17.303045,1,0.02,0.02,0.02,0.02,0.02,0.02
65.59935916457,-55.83430415726,0.0036,15.041594,1,14.415781,1,14.053837,1,14.653890,1,14.234154,1,14.101360,1,0.02,0.02,0.02,0.02,0.02,0.02
65.62332007761,-55.80620776044,-0.0044,16.775814,1,16.238266,1,15.911538,1,16.430422,1,16.082012,1,15.978292,1,0.02,0.02,0.02,0.02,0.02,0.02
65.64749031270,-55.80074575337,0.0043,18.978575,0,17.456638,1,16.457144,1,18.263050,1,16.849630,1,15.940335,1,0.02,0.02,0.02,0.02,0.02,0.02
65.76870059890,-55.85737648080,-0.0029,14.521637,1,13.912608,1,13.548932,1,14.145256,0,13.730553,0,13.590282,0,0.02,0.02,0.02,0.02,0.02,0.02
65.79145115742,-55.84395666961,0.0104,15.126703,0,13.709574,1,12.736262,1,14.461838,0,13.126805,0,12.215211,0,0.02,0.02,0.02,0.02,0.02,0.02
65.76713335891,-55.82014253422,-0.0067,16.185863,1,15.633149,1,15.306525,1,15.830158,1,15.478930,1,15.374989,1,0.02,0.02,0.02,0.02,0.02,0.02
65.72844631721,-55.81128919214,-0.0103,17.573757,1,16.975920,1,16.641993,1,17.203215,1,16.816364,1,16.704077,1,0.02,0.02,0.02,0.02,0.02,0.02
65.80770619340,-55.81779504731,-0.0088,19.128725,0,17.645014,1,16.705772,1,18.445438,1,17.044939,1,16.305567,1,0.02,0.02,0.02,0.02,0.02,0.02
65.80219584280,-55.79935187711,-0.0052,16.378147,1,15.346989,1,14.721987,1,15.841502,1,14.943986,1,14.649766,1,0.02,0.02,0.02,0.02,0.02,0.02
65.78230206175,-55.78831682053,0.0109,16.453793,1,15.758906,1,15.349239,1,16.034473,1,15.542090,1,15.359826,1,0.02,0.02,0.02,0.02,0.02,0.02
65.78576486257,-55.74586712620,-0.0038,15.969176,1,15.341755,1,14.972527,1,15.582356,1,15.154731,1,15.011888,1,0.02,0.02,0.02,0.02,0.02,0.02
65.75748230113,-55.75138994314,-0.0003,13.729248,1,12.882314,1,12.400452,1,13.250903,0,12.605218,0,12.375599,0,0.02,0.02,0.02,0.02,0.02,0.02
65.66500435509,-55.80360040443,-0.0084,18.186497,1,17.507519,1,17.093306,1,17.778390,1,17.280287,1,17.104502,1,0.02,0.02,0.02,0.02,0.02,0.02
65.64730362214,-55.78122560916,-0.0190,,0,18.101810,1,17.175154,1,18.885170,1,17.496230,1,16.813470,1,0.02,0.02,0.02,0.02,0.02,0.02
65.62572650564,-55.77737993452,-0.0093,16.663504,1,16.015163,1,15.637319,1,16.262688,1,15.817720,1,15.678493,1,0.02,0.02,0.02,0.02,0.02,0.02
65.62953942911,-55.75867020094,0.0012,17.735786,1,16.787277,1,16.187666,1,17.231379,1,16.413292,1,16.107376,1,0.02,0.02,0.02,0.02,0.02,0.02
65.64873741129,-55.75816126128,-0.0072,17.104727,1,16.234484,1,15.724875,1,16.624970,1,15.929019,1,15.696928,1,0.02,0.02,0.02,0.02,0.02,0.02
65.64302399255,-55.74623636404,0.2241,17.454147,0,16.117570,1,15.189273,1,16.822071,1,15.546860,1,14.780993,1,0.02,0.02,0.02,0.02,0.02,0.02
65.75593717887,-55.72667240838,-0.0041,14.127922,1,13.528327,1,13.180978,1,13.750987,0,13.356396,0,13.242939,0,0.02,0.02,0.02,0.02,0.02,0.02
65.67640545056,-55.74366224333,0.0186,,0,18.393896,1,17.324968,1,19.171137,1,17.826483,1,16.600744,1,0.02,0.02,0.02,0.02,0.02,0.02
66.03768161452,-55.84717401766,0.4173,18.008675,1,16.944824,1,16.298704,1,17.477144,1,16.547860,1,16.154621,1,0.02,0.02,0.02,0.02,0.02,0.02
65.99389215144,-55.85205778421,0.0164,19.174410,0,17.827383,1,16.931320,1,18.559006,1,17.240852,1,16.601563,1,0.02,0.02,0.02,0.02,0.02,0.02
66.03410185095,-55.81364348140,-0.0151,18.583189,1,17.764423,1,17.262697,1,18.122200,1,17.464758,1,17.241413,1,0.02,0.02,0.02,0.02,0.02,0.02
65.98535798431,-55.84574094955,0.0084,,0,18.554743,1,17.518734,1,19.323350,1,17.957111,1,16.888412,1,0.02,0.02,0.02,0.02,0.02,0.02
65.99756279623,-55.80695617719,0.0094,19.441730,0,17.962671,1,16.842365,1,18.757624,1,17.341470,1,16.126347,1,0.02,0.02,0.02,0.02,0.02,0.02
66.04982173020,-55.80647092340,0.1104,18.840397,0,17.481575,1,16.483181,1,18.226067,1,16.848280,1,16.017836,1,0.02,0.02,0.02,0.02,0.02,0.02
