RA_ICRS,DE_ICRS,Bmag,BFlag,Vmag,VFlag,Rmag,RFlag,gmag,gFlag,rmag,rFlag,imag,iFlag,e_Bmag,e_Vmag,e_Rmag,e_gmag,e_rmag,e_imag
42.09065899748,-30.26096202260,15.583439,1,14.420828,1,13.677305,1,15.022896,0,13.927106,0,13.516097,0,0.02,0.02,0.02,0.02,0.02,0.02
41.98273228407,-30.27062489103,14.897963,1,14.181409,1,13.764406,1,14.473131,0,13.956510,0,13.773977,0,0.02,0.02,0.02,0.02,0.02,0.02
42.02609464716,-30.23696968591,18.013044,1,17.278465,1,16.852272,1,17.576946,1,17.046595,1,16.859423,1,0.02,0.02,0.02,0.02,0.02,0.02
42.03367856811,-30.21240096268,18.421753,1,17.826777,1,17.440317,1,18.047228,1,17.625551,1,17.468813,1,0.02,0.02,0.02,0.02,0.02,0.02
42.20492213182,-30.31146144282,11.448052,0,10.527699,0,10.013287,0,10.937104,0,10.232197,0,9.949615,0,0.02,0.02,0.02,0.02,0.02,0.02
42.18527684850,-30.29382798211,15.566203,0,14.203905,1,13.307333,1,14.938965,0,13.631657,0,12.941223,0,0.02,0.02,0.02,0.02,0.02,0.02
42.17849815225,-30.27717481921,12.437545,1,11.835251,1,11.484415,1,12.062458,0,11.660644,0,11.543887,0,0.02,0.02,0.02,0.02,0.02,0.02
42.23835287165,-30.27613875850,17.994644,0,16.545076,1,15.633489,1,17.333122,1,15.949041,1,15.294050,1,0.02,0.02,0.02,0.02,0.02,0.02
42.23899087289,-30.25836476537,17.555819,1,16.992033,1,16.654829,1,17.206460,1,16.830803,1,16.707750,1,0.02,0.02,0.02,0.02,0.02,0.02
42.14178955401,-30.29922417269,16.465600,1,15.928836,1,15.592087,1,16.124928,1,15.769353,1,15.646815,1,0.02,0.02,0.02,0.02,0.02,0.02
42.13310583321,-30.27744686064,18.043192,1,17.221601,1,16.739275,1,17.577599,1,16.946670,1,16.698845,1,0.02,0.02,0.02,0.02,0.02,0.02
42.16824385943,-30.24317706795,17.443165,1,16.659120,1,16.178087,1,16.998330,1,16.392149,1,16.112030,1,0.02,0.02,0.02,0.02,0.02,0.02
42.18538408907,-30.17798090813,18.559618,1,17.577114,1,16.966986,1,18.033499,1,17.191824,1,16.884756,1,0.02,0.02,0.02,0.02,0.02,0.02
42.27158743581,-30.23000692033,16.339169,1,15.716234,1,15.346488,1,15.958368,1,15.530435,1,15.381733,1,0.02,0.02,0.02,0.02,0.02,0.02
42.30355112553,-30.20747521999,17.757580,1,17.326382,1,16.884895,1,17.544327,1,17.080214,1,16.889309,1,0.02,0.02,0.02,0.02,0.02,0.02
42.30125180854,-30.19744504485,19.048220,0,17.580954,1,16.624900,1,18.380892,1,16.962944,1,16.224780,1,0.02,0.02,0.02,0.02,0.02,0.02
42.34323747829,-30.15745493396,15.684668,1,15.035606,1,14.644844,1,15.294558,1,14.831538,1,14.672150,1,0.02,0.02,0.02,0.02,0.02,0.02
42.23347889122,-30.17495514861,14.731279,1,14.020769,1,13.634639,1,14.304495,0,13.814997,0,13.681578,0,0.02,0.02,0.02,0.02,0.02,0.02
42.27200972819,-30.17130036151,17.972557,1,17.467955,1,17.143492,1,17.646315,1,17.316074,1,17.205332,1,0.02,0.02,0.02,0.02,0.02,0.02
42.21586450565,-30.15930501547,17.445816,1,16.863255,1,16.507149,1,17.086487,1,16.687975,1,16.547441,1,0.02,0.02,0.02,0.02,0.02,0.02
42.23849632950,-30.15705396805,14.165703,1,13.522114,1,13.145454,1,13.770966,0,13.329416,0,13.180616,0,0.02,0.02,0.02,0.02,0.02,0.02
42.29845559658,-30.11872543653,16.808573,0,15.297863,1,14.333006,1,16.124210,1,14.677949,1,13.911638,1,0.02,0.02,0.02,0.02,0.02,0.02
42.25251081401,-30.14640013669,16.673845,1,16.013123,1,15.625364,1,16.275536,1,15.809876,1,15.658620,1,0.02,0.02,0.02,0.02,0.02,0.02
42.29393404018,-30.10538155879,14.926691,1,14.178770,1,13.757129,1,14.486066,0,13.948262,0,13.770955,0,0.02,0.02,0.02,0.02,0.02,0.02
42.27100440561,-30.09686568422,15.273093,1,14.623036,1,14.257757,1,14.875265,1,14.434347,1,14.315961,1,0.02,0.02,0.02,0.02,0.02,0.02
42.07272684393,-30.22619227080,18.428436,1,17.801012,1,17.417790,1,18.046410,1,17.602370,1,17.446302,1,0.02,0.02,0.02,0.02,0.02,0.02
42.09090071595,-30.18870267649,14.863085,1,14.147660,1,13.749301,1,14.437281,0,13.933190,0,13.786345,0,0.02,0.02,0.02,0.02,0.02,0.02
42.16995358183,-30.17765630092,18.595535,1,17.386972,1,16.598854,1,18.032555,1,16.865166,1,16.394318,1,0.02,0.02,0.02,0.02,0.02,0.02
42.16494394979,-30.18883480661,13.842433,1,13.301846,1,12.933845,1,13.505793,0,13.144354,0,12.930894,0,0.02,0.02,0.02,0.02,0.02,0.02
42.15357561178,-30.16646869490,15.981958,1,15.383534,1,15.028143,1,15.610362,1,15.208333,1,15.075134,1,0.02,0.02,0.02,0.02,0.02,0.02
42.12398939459,-30.17203102265,18.597443,0,17.131458,1,16.183044,1,17.936518,1,16.515282,1,15.802342,1,0.02,0.02,0.02,0.02,0.02,0.02
42.15644863080,-30.14708819155,13.357961,1,12.775992,1,12.438869,1,12.990920,0,12.613947,0,12.502040,0,0.02,0.02,0.02,0.02,0.02,0.02
42.06575559038,-30.15672706653,18.972555,0,17.452309,1,16.355640,1,18.252090,1,16.839075,1,15.669085,1,0.02,0.02,0.02,0.02,0.02,0.02
42.04982547114,-30.13908104203,17.684324,1,17.121200,1,16.778190,1,17.333126,1,16.956356,1,16.825020,1,0.02,0.02,0.02,0.02,0.02,0.02
42.06275630072,-30.13218025117,13.893749,1,13.433072,1,13.141186,1,13.583898,0,13.307787,0,13.228350,0,0.02,0.02,0.02,0.02,0.02,0.02
42.19247206745,-30.13047664300,14.817551,1,14.119406,1,13.724180,1,14.400365,0,13.910632,0,13.752304,0,0.02,0.02,0.02,0.02,0.02,0.02
42.20010957320,-30.10418405250,15.111482,1,14.077953,1,13.423630,1,14.584745,0,13.654506,0,13.324270,0,0.02,0.02,0.02,0.02,0.02,0.02
42.22951110553,-30.07381600824,17.734552,1,16.557457,1,15.807614,1,17.170185,1,16.061666,1,15.640162,1,0.02,0.02,0.02,0.02,0.02,0.02
42.21776306350,-30.06046881567,16.762354,1,16.148157,1,15.775847,1,16.388092,1,15.960134,1,15.807268,1,0.02,0.02,0.02,0.02,0.02,0.02
42.71990862801,-30.49867520918,18.168676,0,16.699385,1,15.743065,1,17.508204,1,16.080606,1,15.343766,1,0.02,0.02,0.02,0.02,0.02,0.02
42.66064391983,-30.45745411674,14.782642,1,14.178257,1,13.820413,1,14.404394,0,14.000804,0,13.865891,0,0.02,0.02,0.02,0.02,0.02,0.02
42.68831462757,-30.44594660569,16.039100,1,15.392607,1,15.003796,1,15.645356,1,15.191751,1,15.023430,1,0.02,0.02,0.02,0.02,0.02,0.02
42.66813669568,-30.41312376664,17.882930,1,17.266680,1,16.866573,1,17.511862,1,17.062010,1,16.867332,1,0.02,0.02,0.02,0.02,0.02,0.02
42.72948031147,-30.41689130114,17.926676,1,16.924314,1,16.310452,1,17.404907,1,16.532284,1,16.236164,1,0.02,0.02,0.02,0.02,0.02,0.02
42.68487163798,-30.39447594452,12.888172,1,12.218469,1,11.842634,1,12.479066,0,12.021607,0,11.894170,0,0.02,0.02,0.02,0.02,0.02,0.02
42.60371709038,-30.38993513775,14.845141,1,13.978562,1,13.489804,1,14.355462,0,13.689929,0,13.480504,0,0.02,0.02,0.02,0.02,0.02,0.02
42.61131856980,-30.38673317259,17.826998,1,16.770891,1,16.095371,1,17.293144,1,16.334017,1,15.971910,1,0.02,0.02,0.02,0.02,0.02,0.02
42.68268571616,-30.37259296370,17.036854,1,16.145878,1,15.688885,1,16.528782,1,15.885146,1,15.694810,1,0.02,0.02,0.02,0.02,0.02,0.02
42.68287475689,-30.35659534588,17.860409,1,16.889622,1,16.279194,1,17.349234,1,16.500706,1,16.202839,1,0.02,0.02,0.02,0.02,0.02,0.02
42.68144229858,-30.34888250202,16.035986,1,15.311347,1,14.900311,1,15.603307,1,15.091267,1,14.911980,1,0.02,0.02,0.02,0.02,0.02,0.02
42.69128025709,-30.33306100111,18.253530,0,16.903276,1,15.999363,1,17.636553,1,16.322025,1,15.636536,1,0.02,0.02,0.02,0.02,0.02,0.02
42.67503998394,-30.31462839606,19.569721,0,17.995913,0,16.775372,0,18.791937,1,17.380226,1,15.923321,1,0.02,0.02,0.02,0.02,0.02,0.02
42.60581170855,-30.35507427543,18.197170,1,17.013927,1,16.244738,1,17.635803,1,16.504114,1,16.056368,1,0.02,0.02,0.02,0.02,0.02,0.02
42.57755091572,-30.33664838042,14.765746,1,13.967355,1,13.517166,1,14.303322,0,13.711647,0,13.522879,0,0.02,0.02,0.02,0.02,0.02,0.02
42.62079332211,-30.31588335237,17.384624,1,16.424460,1,15.873919,1,16.863487,1,16.078693,1,15.849735,1,0.02,0.02,0.02,0.02,0.02,0.02
42.63622617067,-30.30352727258,15.814499,1,14.710163,1,14.032548,1,15.257181,1,14.265459,1,13.927886,1,0.02,0.02,0.02,0.02,0.02,0.02
42.71067906172,-30.33760674361,17.610907,1,16.661957,1,16.073288,1,17.104910,1,16.295027,1,16.001560,1,0.02,0.02,0.02,0.02,0.02,0.02
42.69582263696,-30.31964954235,18.198563,1,17.566637,1,17.206610,1,17.817429,1,17.390133,1,17.238625,1,0.02,0.02,0.02,0.02,0.02,0.02
42.70403452090,-30.29591070736,17.624750,1,17.185040,1,16.881390,1,17.331251,1,17.054550,1,16.943330,1,0.02,0.02,0.02,0.02,0.02,0.02
42.68623692307,-30.28666940598,16.105059,1,14.841318,1,14.061845,1,15.504568,1,14.316869,1,13.888258,1,0.02,0.02,0.02,0.02,0.02,0.02
42.70484156319,-30.25103302311,17.402128,1,16.467464,1,15.901370,1,16.897772,1,16.126928,1,15.812073,1,0.02,0.02,0.02,0.02,0.02,0.02
42.70644257855,-30.25355961096,14.904965,1,14.286123,1,13.919204,1,14.523139,0,14.100668,0,13.961805,0,0.02,0.02,0.02,0.02,0.02,0.02
42.68177518366,-30.24715976551,13.614449,1,13.002606,1,12.645143,1,13.233896,0,12.824634,0,12.693313,0,0.02,0.02,0.02,0.02,0.02,0.02
42.54086352776,-30.31115965587,18.068836,1,17.319096,1,16.857980,1,17.635260,1,17.056349,1,16.843258,1,0.02,0.02,0.02,0.02,0.02,0.02
42.56981638578,-30.30318356313,17.049921,1,16.472960,1,16.122960,1,16.687855,1,16.302774,1,16.170448,1,0.02,0.02,0.02,0.02,0.02,0.02
42.58965307699,-30.27746537237,15.515571,1,14.238886,1,13.429372,1,14.917870,0,13.696841,0,13.219574,0,0.02,0.02,0.02,0.02,0.02,0.02
42.59101686821,-30.27274042270,13.131197,1,12.417655,1,12.012387,1,12.704822,0,12.199746,0,12.037824,0,0.02,0.02,0.02,0.02,0.02,0.02
42.61086482195,-30.26890142908,15.474816,1,14.915989,1,14.538021,1,15.139647,1,14.729385,1,14.549362,1,0.02,0.02,0.02,0.02,0.02,0.02
42.58178724952,-30.24366309253,17.179850,1,16.325825,1,15.824485,1,16.700186,1,16.027280,1,15.806015,1,0.02,0.02,0.02,0.02,0.02,0.02
42.51255000106,-30.28218830958,16.520115,1,15.306228,1,14.558888,1,15.933099,1,14.806292,1,14.408872,1,0.02,0.02,0.02,0.02,0.02,0.02
42.49931308891,-30.28354777256,18.445951,0,16.935400,1,15.884583,1,17.752285,1,16.309198,1,15.293632,1,0.02,0.02,0.02,0.02,0.02,0.02
42.47513002971,-30.27766120820,18.052595,0,16.608229,1,15.627959,1,17.388529,1,16.001577,1,15.158673,1,0.02,0.02,0.02,0.02,0.02,0.02
42.57664196763,-30.22088571908,14.660176,1,13.912021,1,13.477903,1,14.213997,0,13.679729,0,13.469522,0,0.02,0.02,0.02,0.02,0.02,0.02
42.53628356832,-30.20767169260,14.155620,1,13.415259,1,12.991306,1,13.717877,0,13.188011,0,12.986909,0,0.02,0.02,0.02,0.02,0.02,0.02
42.63055159404,-30.23274418500,18.786331,1,17.922873,1,17.386230,1,18.306099,1,17.598200,1,17.341208,1,0.02,0.02,0.02,0.02,0.02,0.02
42.60796175538,-30.17935230725,15.734972,1,15.169647,1,14.836281,1,15.374631,1,15.013018,1,14.892373,1,0.02,0.02,0.02,0.02,0.02,0.02
42.59129455673,-30.14022795054,17.756073,1,16.949066,1,16.495764,1,17.287441,1,16.691442,1,16.495749,1,0.02,0.02,0.02,0.02,0.02,0.02
42.64422474150,-30.15075296171,17.021730,1,16.362965,1,15.972750,1,16.622198,1,16.168350,1,15.971041,1,0.02,0.02,0.02,0.02,0.02,0.02
42.66326251477,-30.12568285020,12.517346,1,11.955642,1,11.629264,1,12.157923,0,11.800262,0,11.704737,0,0.02,0.02,0.02,0.02,0.02,0.02
42.58820435549,-30.12930119913,17.996878,0,16.536837,1,15.589047,1,17.334229,1,15.924350,1,15.198986,1,0.02,0.02,0.02,0.02,0.02,0.02
42.48085395447,-30.20251505772,18.088510,0,16.596926,1,15.603149,1,17.400663,1,15.978682,1,15.117131,1,0.02,0.02,0.02,0.02,0.02,0.02
42.47083290214,-30.15418705441,19.217684,0,17.780535,1,16.770860,1,18.545473,1,17.180649,1,16.214820,1,0.02,0.02,0.02,0.02,0.02,0.02
42.46516943205,-30.13933410896,18.005602,1,17.406298,1,16.998629,1,17.654692,1,17.194782,1,16.992504,1,0.02,0.02,0.02,0.02,0.02,0.02
42.55014304823,-30.16003479037,15.489769,1,14.664290,1,14.193906,1,15.020373,1,14.399749,1,14.166194,1,0.02,0.02,0.02,0.02,0.02,0.02
42.53961705961,-30.14776023711,17.352468,1,16.171570,1,15.431019,1,16.775017,1,15.682099,1,15.276019,1,0.02,0.02,0.02,0.02,0.02,0.02
42.59279452221,-30.09828206996,17.291790,1,16.733534,1,16.386130,1,16.937132,1,16.565140,1,16.432188,1,0.02,0.02,0.02,0.02,0.02,0.02
42.59069376586,-30.09845880980,18.317495,1,17.568605,1,17.142252,1,17.877132,1,17.329285,1,17.165026,1,0.02,0.02,0.02,0.02,0.02,0.02
42.58685639695,-30.06082355196,17.859596,0,16.406591,1,15.457770,1,17.199594,1,15.794188,1,15.060989,1,0.02,0.02,0.02,0.02,0.02,0.02
42.48157839145,-30.08300115824,17.702013,1,17.091350,1,16.722372,1,17.324623,1,16.904356,1,16.765676,1,0.02,0.02,0.02,0.02,0.02,0.02
42.52433023714,-30.04823338284,17.786612,1,17.127200,1,16.732620,1,17.389845,1,16.921768,1,16.737722,1,0.02,0.02,0.02,0.02,0.02,0.02
42.71479168654,-30.11897833582,18.055801,1,17.523205,1,17.181246,1,17.715483,1,17.355268,1,17.227673,1,0.02,0.02,0.02,0.02,0.02,0.02
42.71653864124,-30.10492052479,18.012650,1,17.564472,1,17.250198,1,17.712160,1,17.426332,1,17.310268,1,0.02,0.02,0.02,0.02,0.02,0.02
42.68906894287,-30.10595659238,18.872623,1,17.809849,1,17.128069,1,18.342503,1,17.375530,1,16.969717,1,0.02,0.02,0.02,0.02,0.02,0.02
42.63409591391,-30.09118030167,17.645607,1,17.197260,1,16.884617,1,17.346440,1,17.054068,1,16.951480,1,0.02,0.02,0.02,0.02,0.02,0.02
42.71533949076,-30.03867422889,17.283972,1,16.380123,1,15.866895,1,16.783688,1,16.077456,1,15.826049,1,0.02,0.02,0.02,0.02,0.02,0.02
42.67603307313,-29.99387117273,18.541239,0,17.069334,1,16.063670,1,17.851265,1,16.478180,1,15.486476,1,0.02,0.02,0.02,0.02,0.02,0.02
42.67946596926,-29.97107669055,16.721872,1,16.224493,1,15.897110,1,16.404165,1,16.073187,1,15.951632,1,0.02,0.02,0.02,0.02,0.02,0.02
42.66661362352,-29.96552439721,17.598618,1,16.960170,1,16.584210,1,17.207256,1,16.770487,1,16.611097,1,0.02,0.02,0.02,0.02,0.02,0.02
42.58966243609,-29.99715836863,19.024980,1,17.882483,1,17.126080,1,18.456380,1,17.395803,1,16.918863,1,0.02,0.02,0.02,0.02,0.02,0.02
42.57554472347,-29.96869587247,15.846849,1,15.298876,1,14.959269,1,15.501234,1,15.138720,1,15.006915,1,0.02,0.02,0.02,0.02,0.02,0.02
42.63742397759,-29.98952293021,16.089330,1,15.274748,1,14.799796,1,15.622082,1,14.999731,1,14.788403,1,0.02,0.02,0.02,0.02,0.02,0.02
42.69342579341,-29.96744438225,19.307320,1,17.999872,1,17.164726,1,18.685648,1,17.441917,1,16.923368,1,0.02,0.02,0.02,0.02,0.02,0.02
42.73003011587,-29.86130150118,15.536270,1,14.867121,1,14.477323,1,15.135144,1,14.665186,1,14.499780,1,0.02,0.02,0.02,0.02,0.02,0.02
42.32472687692,-30.12547439624,18.347128,1,17.338234,1,16.730436,1,17.822550,1,16.954863,1,16.650599,1,0.02,0.02,0.02,0.02,0.02,0.02
42.40144631248,-30.10816933656,19.285074,0,17.739716,1,16.613638,1,18.544235,1,17.111391,1,15.901395,1,0.02,0.02,0.02,0.02,0.02,0.02
42.42560662399,-30.10404281664,17.136387,1,16.422739,1,16.002422,1,16.711157,1,16.201416,1,16.000153,1,0.02,0.02,0.02,0.02,0.02,0.02
42.42043337415,-30.09431538311,18.482523,1,17.533352,1,16.938614,1,17.970673,1,17.166683,1,16.832094,1,0.02,0.02,0.02,0.02,0.02,0.02
42.42696932762,-30.08173484199,17.629309,1,17.133337,1,16.800587,1,17.310814,1,16.979012,1,16.847748,1,0.02,0.02,0.02,0.02,0.02,0.02
42.32487347998,-30.09662369841,19.143887,0,17.509935,1,16.376629,1,18.375145,1,16.853182,1,15.687604,1,0.02,0.02,0.02,0.02,0.02,0.02
42.30930581500,-30.08404666841,18.891489,0,17.363316,1,16.265028,1,18.161554,1,16.752153,1,15.570745,1,0.02,0.02,0.02,0.02,0.02,0.02
42.29318007797,-30.08320333138,16.389528,1,15.280473,1,14.607140,1,15.831662,1,14.841519,1,14.497811,1,0.02,0.02,0.02,0.02,0.02,0.02
42.33422631332,-30.06628185078,17.081173,1,16.366863,1,15.925276,1,16.672540,1,16.130646,1,15.896485,1,0.02,0.02,0.02,0.02,0.02,0.02
42.34580023050,-30.04486144072,,0,18.541851,0,17.196417,0,19.381485,0,17.867533,0,16.253431,0,0.02,0.02,0.02,0.02,0.02,0.02
42.46401836757,-30.03107289314,12.900798,1,12.217143,1,11.835317,1,12.487700,0,12.017339,0,11.876389,0,0.02,0.02,0.02,0.02,0.02,0.02
42.45514640191,-30.01999033073,,0,18.482557,1,17.443430,1,19.216516,1,17.906963,1,16.785280,1,0.02,0.02,0.02,0.02,0.02,0.02
42.43674132817,-30.02461921979,15.751996,1,14.916149,1,14.447879,1,15.272161,1,14.645085,1,14.448137,1,0.02,0.02,0.02,0.02,0.02,0.02
42.44810709442,-30.00910169919,18.169085,1,17.497180,1,17.094236,1,17.767380,1,17.285818,1,17.108881,1,0.02,0.02,0.02,0.02,0.02,0.02
42.51132210065,-30.02055581956,18.218142,1,17.670227,1,17.330301,1,17.869394,1,17.508373,1,17.379152,1,0.02,0.02,0.02,0.02,0.02,0.02
42.49291830882,-29.98465604525,18.331425,1,17.042835,1,16.244802,1,17.720638,1,16.506851,1,16.047090,1,0.02,0.02,0.02,0.02,0.02,0.02
42.37354252334,-30.00365251406,17.066523,1,16.432398,1,16.025084,1,16.692404,1,16.223040,1,16.017680,1,0.02,0.02,0.02,0.02,0.02,0.02
42.40734837633,-29.97829223321,11.421776,0,10.723793,0,10.300888,0,11.001527,0,10.503921,0,10.288131,0,0.02,0.02,0.02,0.02,0.02,0.02
42.47059397761,-29.97968984669,18.371506,1,17.637930,1,17.203650,1,17.938066,1,17.397360,1,17.197653,1,0.02,0.02,0.02,0.02,0.02,0.02
42.45882416084,-29.96240857852,19.570940,0,18.214664,1,17.212675,1,18.957993,1,17.572538,1,16.810730,1,0.02,0.02,0.02,0.02,0.02,0.02
42.44716429717,-29.94034896718,15.576591,1,14.895217,1,14.504309,1,15.165716,1,14.686573,1,14.543524,1,0.02,0.02,0.02,0.02,0.02,0.02
42.45550992716,-29.95021903465,13.152244,1,12.599628,1,12.275513,1,12.797681,0,12.446459,0,12.350133,0,0.02,0.02,0.02,0.02,0.02,0.02
42.43567019094,-29.93980909406,16.747007,1,15.969893,1,15.494265,1,16.297215,1,15.705294,1,15.449467,1,0.02,0.02,0.02,0.02,0.02,0.02
42.29007893863,-30.07055461009,15.984978,1,15.297577,1,14.900549,1,15.572863,1,15.086375,1,14.927484,1,0.02,0.02,0.02,0.02,0.02,0.02
42.29574022596,-30.03125489336,18.656890,0,17.306292,1,16.395454,1,18.042904,1,16.719990,1,16.026300,1,0.02,0.02,0.02,0.02,0.02,0.02
42.30472555826,-29.99680399821,19.699663,0,18.228140,1,17.251620,1,19.016392,1,17.620895,1,16.777473,1,0.02,0.02,0.02,0.02,0.02,0.02
42.32292983343,-29.99225469519,17.350008,1,16.709515,1,16.349415,1,16.954520,1,16.530466,1,16.392480,1,0.02,0.02,0.02,0.02,0.02,0.02
42.38760254921,-29.96898014173,17.729208,0,16.291460,1,15.374818,1,17.076166,1,15.692481,1,15.027857,1,0.02,0.02,0.02,0.02,0.02,0.02
42.37307289177,-29.96378766854,17.527708,0,16.002153,1,14.950432,1,16.812105,1,15.386321,1,14.345077,1,0.02,0.02,0.02,0.02,0.02,0.02
42.40056098357,-29.92760189070,15.121179,1,14.528455,1,14.192117,1,14.746948,1,14.366955,1,14.254219,1,0.02,0.02,0.02,0.02,0.02,0.02
42.32679996952,-29.94572019909,13.734467,1,13.168148,1,12.826926,1,13.377874,0,13.003829,0,12.883038,0,0.02,0.02,0.02,0.02,0.02,0.02
42.34093126897,-29.92989009153,18.644703,1,17.413378,1,16.622253,1,18.060255,1,16.884693,1,16.415703,1,0.02,0.02,0.02,0.02,0.02,0.02
42.38471902501,-29.85621890159,17.178225,1,16.539848,1,16.163721,1,16.784582,1,16.345676,1,16.197780,1,0.02,0.02,0.02,0.02,0.02,0.02
42.33775569832,-29.88846111239,18.124577,1,17.728373,1,17.457844,1,17.853104,1,17.624180,1,17.535519,1,0.02,0.02,0.02,0.02,0.02,0.02
42.51620509082,-29.95736771529,18.529370,1,17.667364,1,17.190647,1,18.049585,1,17.406878,1,17.129084,1,0.02,0.02,0.02,0.02,0.02,0.02
42.50699759796,-29.94537416025,16.343039,1,15.732083,1,15.369048,1,15.965545,1,15.551125,1,15.411338,1,0.02,0.02,0.02,0.02,0.02,0.02
42.52255546596,-29.93131183980,19.481318,0,17.944778,1,16.859226,1,18.767214,1,17.321804,1,16.209500,1,0.02,0.02,0.02,0.02,0.02,0.02
42.61734983939,-29.92060659338,,0,18.441505,0,17.216070,0,19.263248,1,17.816187,1,16.361181,1,0.02,0.02,0.02,0.02,0.02,0.02
42.56724194723,-29.92652660416,16.353577,1,15.684504,1,15.301163,1,15.948117,1,15.485197,1,15.336467,1,0.02,0.02,0.02,0.02,0.02,0.02
42.54459197631,-29.91532426086,16.642776,0,15.285645,1,14.421605,1,16.020777,1,14.710276,1,14.152749,1,0.02,0.02,0.02,0.02,0.02,0.02
42.48593534825,-29.94149803891,17.577444,1,16.985912,1,16.623930,1,17.216677,1,16.806719,1,16.661692,1,0.02,0.02,0.02,0.02,0.02,0.02
42.48027675660,-29.92199407566,18.145857,1,17.042645,1,16.342472,1,17.592419,1,16.592018,1,16.184720,1,0.02,0.02,0.02,0.02,0.02,0.02
42.55208499482,-29.89114474922,18.857265,0,17.422104,1,16.497166,1,18.208150,1,16.832663,1,16.106447,1,0.02,0.02,0.02,0.02,0.02,0.02
42.54141394510,-29.85244427051,16.247410,1,15.286608,1,14.711944,1,15.731205,1,14.930080,1,14.646054,1,0.02,0.02,0.02,0.02,0.02,0.02
42.54618250011,-29.85198848460,16.936098,1,15.788375,1,15.066252,1,16.374596,1,15.310946,1,14.923531,1,0.02,0.02,0.02,0.02,0.02,0.02
42.62893648451,-29.86690135125,18.872232,0,17.400517,1,16.392263,1,18.210570,1,16.781240,1,15.874907,1,0.02,0.02,0.02,0.02,0.02,0.02
42.67624054788,-29.85713104357,16.944668,1,15.964459,1,15.381825,1,16.423414,1,15.599520,1,15.322521,1,0.02,0.02,0.02,0.02,0.02,0.02
42.58291343041,-29.83887067814,16.322756,1,15.573447,1,15.144337,1,15.884095,1,15.336891,1,15.156243,1,0.02,0.02,0.02,0.02,0.02,0.02
42.59761206320,-29.83949680533,19.045216,0,17.613062,1,16.681116,1,18.391888,1,17.006516,1,16.312918,1,0.02,0.02,0.02,0.02,0.02,0.02
42.59932069611,-29.84298907411,16.751352,1,16.132448,1,15.768498,1,16.369820,1,15.949836,1,15.808419,1,0.02,0.02,0.02,0.02,0.02,0.02
42.56704804409,-29.81275566671,17.989647,1,16.779770,1,15.993774,1,17.416967,1,16.255817,1,15.802003,1,0.02,0.02,0.02,0.02,0.02,0.02
42.58113804873,-29.80022745743,17.656658,1,16.819345,1,16.321373,1,17.184797,1,16.526516,1,16.294138,1,0.02,0.02,0.02,0.02,0.02,0.02
42.61988004453,-29.82020498530,,0,18.598085,1,17.549960,1,19.380783,1,18.011660,1,16.901176,1,0.02,0.02,0.02,0.02,0.02,0.02
42.65766157523,-29.79526390063,13.318713,1,12.325767,1,11.781857,1,12.778239,0,12.000381,0,11.720180,0,0.02,0.02,0.02,0.02,0.02,0.02
42.61361868460,-29.78040915995,18.350052,0,16.828180,1,15.744710,1,17.621600,1,16.218428,1,15.074144,1,0.02,0.02,0.02,0.02,0.02,0.02
42.46118887802,-29.88501189876,12.473016,1,11.444653,1,10.896981,1,11.912285,0,11.119462,0,10.825768,0,0.02,0.02,0.02,0.02,0.02,0.02
42.42439741085,-29.86489330952,15.935424,0,14.605682,1,13.734045,1,15.335442,0,14.029673,0,13.450341,0,0.02,0.02,0.02,0.02,0.02,0.02
42.46851288785,-29.83755448780,19.451730,0,17.996828,1,17.017931,1,18.816795,1,17.361055,1,16.603056,1,0.02,0.02,0.02,0.02,0.02,0.02
42.48948832684,-29.79193583433,16.940243,1,16.293790,1,15.909159,1,16.552141,1,16.095089,1,15.932230,1,0.02,0.02,0.02,0.02,0.02,0.02
42.41082750809,-29.82491188661,19.239668,1,18.002796,1,17.187624,1,18.666191,1,17.458584,1,16.981377,1,0.02,0.02,0.02,0.02,0.02,0.02
42.38082279519,-29.82597940875,16.802162,1,16.120869,1,15.719415,1,16.395210,1,15.909751,1,15.733688,1,0.02,0.02,0.02,0.02,0.02,0.02
42.48730177676,-29.78607810600,18.180872,1,17.052197,1,16.352383,1,17.625317,1,16.589910,1,16.229147,1,0.02,0.02,0.02,0.02,0.02,0.02
42.41879171427,-29.79249462679,17.238530,1,16.244990,1,15.645896,1,16.712038,1,15.870120,1,15.568823,1,0.02,0.02,0.02,0.02,0.02,0.02
42.43836377106,-29.77388890233,19.381851,0,18.136591,1,17.287760,1,18.793484,1,17.596285,1,16.978827,1,0.02,0.02,0.02,0.02,0.02,0.02
42.44523908958,-29.75650627212,16.967268,1,16.447626,1,16.119043,1,16.636335,1,16.294544,1,16.177881,1,0.02,0.02,0.02,0.02,0.02,0.02
42.54289340462,-29.82070615523,16.939507,1,16.501383,1,16.203140,1,16.643900,1,16.373419,1,16.279830,1,0.02,0.02,0.02,0.02,0.02,0.02
42.53235917449,-29.79853158209,18.609860,1,17.681751,1,17.136220,1,18.097904,1,17.352777,1,17.079890,1,0.02,0.02,0.02,0.02,0.02,0.02
42.51571334737,-29.80438415293,15.135443,1,14.587514,1,14.251817,1,14.787752,1,14.431567,1,14.297437,1,0.02,0.02,0.02,0.02,0.02,0.02
